date,open,close,high,low,vol
2018-04-09,99.703,100.226,100.226,99.703,139.000
2018-04-10,100.101,100.151,100.151,100.101,133.000
2018-04-11,100.082,100.251,100.251,100.082,92.000
2018-04-12,100.254,100.296,100.300,100.248,75.000
2018-04-13,100.288,100.290,100.290,100.286,33.000
2018-04-16,100.223,100.400,100.400,100.222,7.000
2018-04-17,100.400,100.699,100.699,100.131,77.000
2018-04-18,100.702,101.001,101.200,100.596,100.000
2018-04-19,101.331,101.600,102.350,101.330,55.000
2018-04-20,101.597,101.621,101.800,101.597,17.000
2018-04-23,101.031,101.600,101.700,101.031,30.000
2018-04-24,101.500,101.700,101.700,101.500,69.000
2018-04-25,101.601,101.600,101.601,101.600,14.000
2018-04-26,101.600,101.600,101.600,101.600,2.000
2018-04-27,101.600,101.600,101.800,101.600,5.000
2018-05-02,101.089,101.091,101.091,101.088,3.000
2018-05-03,101.094,101.110,101.110,101.000,16.000
2018-05-04,101.186,101.186,101.186,101.186,3.000
2018-05-07,101.189,101.203,101.203,101.189,7.000
2018-05-08,101.206,101.011,101.206,101.011,24.000
2018-05-09,101.008,100.770,101.008,100.700,131.000
2018-05-10,100.610,100.600,100.610,100.600,130.000
2018-05-11,100.700,100.700,100.700,100.700,209.000
2018-05-14,101.700,100.206,101.700,100.206,61.000
2018-05-15,100.209,100.401,101.200,100.209,68.000
2018-05-16,100.400,100.500,100.500,100.400,18.000
2018-05-17,100.400,100.600,100.600,100.400,121.000
2018-05-18,100.627,100.600,100.700,100.405,104.000
2018-05-21,100.603,100.700,101.700,100.603,101.000
2018-05-22,100.700,100.900,100.900,100.700,126.000
2018-05-23,100.900,100.900,100.900,100.900,22.000
2018-05-24,101.100,101.143,101.156,101.100,78.000
2018-05-25,100.900,101.081,101.200,100.900,53.000
2018-05-28,101.084,101.559,102.576,101.084,176.000
2018-05-29,101.694,101.634,101.697,101.598,190.000
2018-05-30,101.650,101.800,110.901,101.650,207.000
2018-05-31,101.803,101.791,102.000,101.600,383.000
2018-06-01,101.794,101.704,101.794,101.600,80.000
2018-06-04,101.542,101.642,101.642,101.542,32.000
2018-06-05,101.342,101.424,101.424,101.342,7.000
2018-06-06,101.267,101.466,101.467,101.267,20.000
2018-06-07,101.400,101.267,101.425,101.267,3.000
2018-06-08,101.264,101.109,101.264,100.590,56.000
2018-06-11,100.900,101.362,101.478,100.900,46.000
2018-06-12,101.359,101.344,101.386,100.452,203.000
2018-06-13,101.173,101.101,101.174,101.101,44.000
2018-06-14,101.098,101.161,101.170,100.350,31.000
2018-06-15,101.164,101.261,101.361,101.164,36.000
2018-06-19,101.261,101.103,101.700,101.101,76.000
2018-06-20,101.106,101.300,101.499,101.106,32.000
2018-06-21,101.300,101.600,101.700,101.300,89.000
2018-06-22,101.301,101.788,101.900,101.301,69.000
2018-06-25,101.785,102.000,102.198,101.301,74.000
2018-06-26,101.900,101.900,101.900,101.900,15.000
2018-06-27,101.900,101.601,102.000,101.601,26.000
2018-06-28,101.604,101.900,102.199,101.604,27.000
2018-06-29,101.903,102.200,102.200,101.459,340.000
2018-07-02,102.203,102.396,102.700,102.203,168.000
2018-07-03,102.399,102.796,102.800,102.399,96.000
2018-07-04,102.793,102.500,102.793,102.500,11.000
2018-07-05,102.500,102.500,102.502,102.500,15.000
2018-07-06,102.497,102.500,102.500,102.497,19.000
2018-07-09,102.300,102.300,102.300,102.210,105.000
2018-07-10,102.160,102.374,102.400,102.100,53.000
2018-07-11,102.300,102.157,102.300,102.140,9.000
2018-07-12,102.166,102.400,102.507,102.166,46.000
2018-07-13,102.397,102.401,102.410,102.286,24.000
2018-07-16,102.413,102.740,102.799,102.413,34.000
2018-07-17,102.790,102.880,102.889,102.790,6.000
2018-07-18,103.015,102.728,103.015,102.727,37.000
2018-07-19,102.725,102.999,102.999,102.671,11.000
2018-07-20,103.187,103.100,103.200,103.100,34.000
2018-07-23,103.002,102.800,103.002,102.600,53.000
2018-07-24,102.601,102.614,102.799,102.601,6.000
2018-07-25,102.611,102.500,102.611,102.401,14.000
2018-07-26,102.400,102.589,102.589,102.400,12.000
2018-07-27,102.901,102.649,102.901,102.500,21.000
2018-07-30,102.652,102.600,102.652,102.599,15.000
2018-07-31,102.488,102.699,102.700,102.488,5.000
2018-08-01,102.790,102.698,102.850,102.698,16.000
2018-08-02,102.708,103.200,104.213,102.708,54.000
2018-08-03,102.845,103.300,103.300,102.845,4.000
2018-08-06,103.303,103.689,103.689,103.111,31.000
2018-08-07,103.201,103.260,103.799,103.201,7.000
2018-08-08,102.812,102.839,103.256,102.812,24.000
2018-08-09,102.839,102.851,103.160,102.700,8.000
2018-08-10,102.631,102.905,102.933,102.631,7.000
2018-08-13,102.894,102.341,102.894,102.341,33.000
2018-08-14,102.670,102.541,102.670,102.541,5.000
2018-08-15,102.700,102.885,102.887,102.700,18.000
2018-08-16,102.408,102.605,103.080,102.309,8.000
2018-08-20,101.751,101.751,101.752,101.751,5.000
2018-08-21,102.405,101.951,102.405,101.751,7.000
2018-08-22,101.752,101.740,101.930,101.716,316.000
2018-08-23,102.000,102.200,102.200,101.999,244.000
2018-08-24,102.201,102.005,102.600,102.000,250.000
2018-08-27,102.500,102.227,102.500,102.222,164.000
2018-08-28,103.233,102.218,103.233,102.000,408.000
2018-08-29,102.500,102.333,103.250,102.296,1404.000
2018-08-30,102.480,102.496,102.496,102.300,1036.000
2018-08-31,101.464,102.577,102.596,101.464,352.000
2018-09-03,102.575,102.390,102.760,102.268,338.000
2018-09-04,102.100,102.381,102.400,101.930,798.000
2018-09-05,102.201,102.300,102.600,102.165,280.000
2018-09-06,101.398,102.188,102.193,101.398,261.000
2018-09-07,102.050,102.157,102.177,102.049,220.000
2018-09-10,102.104,102.110,102.180,102.100,205.000
2018-09-11,101.911,101.887,102.050,101.441,884.000
2018-09-12,101.750,101.771,101.870,101.599,168.000
2018-09-13,101.771,101.751,102.178,101.733,399.000
2018-09-14,101.781,101.980,102.035,101.781,274.000
2018-09-17,102.110,102.101,102.200,101.919,249.000
2018-09-18,102.101,102.184,102.252,102.101,209.000
2018-09-19,102.436,102.168,102.436,102.168,525.000
2018-09-20,102.430,101.970,102.430,101.899,3866.000
2018-09-21,101.889,101.819,101.900,101.808,376.000
2018-09-25,102.340,101.990,102.340,101.851,514.000
2018-09-26,102.400,102.030,102.400,101.910,741.000
2018-09-27,102.033,102.140,102.146,102.033,626.000
2018-09-28,102.299,102.373,102.373,102.239,634.000
2018-10-08,102.100,102.407,102.413,102.100,265.000
2018-10-09,102.108,102.532,102.533,102.108,554.000
2018-10-10,102.540,102.470,102.546,102.458,538.000
2018-10-11,102.500,102.639,102.639,102.500,523.000
2018-10-12,102.820,102.814,102.824,102.685,819.000
2018-10-15,102.806,102.806,102.809,102.806,1247.000
2018-10-16,102.837,102.840,102.840,102.836,1072.000
2018-10-17,102.915,102.916,102.917,102.900,668.000
2018-10-18,102.891,102.893,102.986,102.890,1542.000
2018-10-19,102.980,103.068,103.360,102.779,1098.000
2018-10-22,102.950,102.950,102.953,102.950,1541.000
2018-10-23,102.799,102.897,102.914,102.797,401.000
2018-10-24,103.650,102.990,103.650,102.603,1223.000
2018-10-25,103.170,103.169,103.180,103.169,920.000
2018-10-26,102.901,103.183,103.183,102.900,1043.000
2018-10-29,102.878,103.195,103.195,102.878,1130.000
2018-10-30,103.910,103.431,103.910,103.350,968.000
2018-10-31,103.400,103.402,103.402,103.400,1066.000
2018-11-01,103.471,103.471,103.700,103.470,733.000
2018-11-02,103.470,103.420,103.470,103.420,1023.000
2018-11-05,102.700,103.293,103.568,102.700,666.000
2018-11-06,102.718,103.461,103.865,102.718,968.000
2018-11-07,103.491,103.583,103.583,103.491,989.000
2018-11-08,103.815,103.900,103.901,103.815,1015.000
2018-11-09,103.800,103.830,103.830,103.800,986.000
2018-11-12,104.180,103.871,104.180,103.871,1117.000
2018-11-13,103.813,103.875,103.888,103.811,804.000
2018-11-14,103.981,104.203,104.249,103.980,10669.000
2018-11-15,104.345,104.511,104.518,104.020,16358.000
2018-11-16,104.560,104.708,104.782,104.560,18383.000
2018-11-19,104.918,104.843,105.218,104.833,4164.000
2018-11-20,104.645,104.736,104.800,104.645,19226.000
2018-11-21,104.900,104.743,104.900,104.697,16187.000
2018-11-22,105.808,104.674,105.808,104.674,18558.000
2018-11-23,104.770,104.684,104.771,104.502,16327.000
2018-11-26,104.598,104.498,104.646,104.482,11776.000
2018-11-27,104.298,104.507,104.507,104.298,15958.000
2018-11-28,104.520,104.545,104.563,104.520,10880.000
2018-11-29,104.610,104.752,104.996,104.610,10393.000
2018-11-30,104.705,104.587,104.752,101.645,12670.000
2018-12-03,104.587,104.737,104.741,104.400,12576.000
2018-12-04,104.778,104.966,104.976,104.778,9478.000
2018-12-05,105.199,105.223,105.720,105.004,14353.000
2018-12-06,105.228,105.339,105.480,105.202,14719.000
2018-12-07,105.255,105.380,105.409,105.255,7533.000
2018-12-10,105.380,105.499,105.820,105.350,14500.000
2018-12-11,105.548,105.650,105.658,105.548,3710.000
2018-12-12,105.654,105.685,105.696,105.504,1414.000
2018-12-13,105.413,105.335,105.555,105.250,940.000
2018-12-14,105.020,104.982,105.300,104.729,1977.000
2018-12-17,105.102,104.910,105.102,104.900,12605.000
2018-12-18,104.660,104.746,104.910,104.600,2694.000
2018-12-19,104.777,104.885,104.885,104.770,6463.000
2018-12-20,105.250,105.195,105.250,105.030,12120.000
2018-12-21,105.198,105.422,105.560,105.195,15552.000
2018-12-24,105.316,105.250,105.415,105.209,8526.000
2018-12-25,105.250,105.306,105.400,105.150,11817.000
2018-12-26,105.438,105.536,105.536,105.349,4488.000
2018-12-27,105.536,105.658,105.680,105.406,17165.000
2018-12-28,105.711,106.134,106.300,105.711,44686.000
2019-01-02,105.900,106.080,106.193,105.688,34564.000
2019-01-03,106.080,106.257,106.257,106.080,3386.000
2019-01-04,106.280,106.119,106.440,106.000,2113.000
2019-01-07,106.090,106.007,106.116,105.910,642.000
2019-01-08,106.040,106.092,106.123,106.000,1347.000
2019-01-09,106.121,106.172,106.182,106.075,935.000
2019-01-10,106.185,106.191,106.285,106.182,595.000
2019-01-11,106.191,106.184,106.201,106.141,1095.000
2019-01-14,106.213,106.144,106.226,106.100,1199.000
2019-01-15,106.104,106.100,106.155,106.059,701.000
2019-01-16,106.108,106.352,106.594,106.108,1668.000
2019-01-17,106.580,106.539,106.580,106.480,1289.000
2019-01-18,106.500,106.440,106.512,106.430,1136.000
2019-01-21,106.400,106.300,106.411,106.195,971.000
2019-01-22,106.190,106.319,106.340,106.190,2062.000
2019-01-23,106.280,106.221,106.300,106.198,334.000
2019-01-24,106.201,106.263,106.279,106.167,368.000
2019-01-25,106.263,106.113,106.263,106.083,1010.000
2019-01-28,106.064,106.109,106.120,106.010,1678.000
2019-01-29,106.063,106.181,106.184,106.063,1233.000
2019-01-30,106.250,106.269,106.289,106.250,411.000
2019-01-31,106.300,106.351,106.415,106.300,591.000
2019-02-01,106.451,106.456,106.554,106.419,534.000
2019-02-11,106.456,106.641,106.641,106.400,1205.000
2019-02-12,106.645,106.720,106.790,106.645,647.000
2019-02-13,106.721,106.779,106.815,106.721,2638.000
2019-02-14,106.780,106.651,106.818,106.075,1263.000
2019-02-15,106.670,106.779,106.900,106.670,3373.000
2019-02-18,106.748,106.676,106.748,106.675,7593.000
2019-02-19,106.600,106.587,106.610,106.420,10333.000
2019-02-20,106.585,106.475,106.585,106.428,5892.000
2019-02-21,106.470,106.401,106.472,106.354,4360.000
2019-02-22,106.390,106.234,106.390,106.159,1603.000
2019-02-25,106.200,106.114,106.261,106.000,4309.000
2019-02-26,106.015,105.800,106.015,105.680,2527.000
2019-02-27,105.808,106.000,106.009,105.808,3639.000
2019-02-28,106.069,106.010,106.069,106.000,1205.000
2019-03-01,106.011,105.960,106.106,105.885,1422.000
2019-03-04,105.760,105.947,105.985,105.700,2933.000
2019-03-05,105.850,105.840,105.901,105.800,1621.000
2019-03-06,105.730,105.833,105.924,105.730,2176.000
2019-03-07,105.838,106.176,106.192,105.838,3006.000
2019-03-08,106.189,106.236,106.400,106.181,9455.000
2019-03-11,106.378,106.232,106.378,106.218,1585.000
2019-03-12,106.233,106.317,106.410,106.233,4021.000
2019-03-13,106.241,106.373,106.398,106.241,447.000
2019-03-14,106.400,106.357,106.422,106.357,906.000
2019-03-15,106.350,106.394,106.395,106.307,524.000
2019-03-18,106.354,106.347,106.406,105.600,2184.000
2019-03-19,106.152,106.401,106.500,106.152,602.000
2019-03-20,106.450,106.489,106.533,106.450,294.000
2019-03-21,106.430,106.486,106.490,106.430,537.000
2019-03-22,106.488,106.660,106.660,106.488,713.000
2019-03-25,106.760,106.889,106.999,106.760,666.000
2019-03-26,106.891,107.128,107.180,106.850,851.000
2019-03-27,107.128,107.090,107.173,107.032,868.000
2019-03-28,107.001,106.990,107.088,106.990,154.000
2019-03-29,107.279,106.880,107.279,106.733,2629.000
2019-04-01,106.568,106.782,106.899,106.568,780.000
2019-04-02,106.770,106.429,106.770,106.340,4377.000
2019-04-03,106.680,106.020,106.680,106.001,645.000
2019-04-04,105.849,105.725,105.921,105.706,1500.000
2019-04-08,105.699,105.500,105.700,105.200,12190.000
2019-04-09,105.505,105.533,105.700,105.505,818.000
2019-04-10,104.700,105.351,105.698,104.700,1135.000
2019-04-11,105.351,105.565,105.651,105.351,1547.000
2019-04-12,105.480,105.420,105.559,105.401,1568.000
2019-04-15,105.250,104.860,105.250,104.733,1633.000
2019-04-16,104.840,104.620,104.840,104.510,758.000
2019-04-17,105.588,104.895,105.588,104.501,1148.000
2019-04-18,104.563,104.801,104.811,104.563,740.000
2019-04-19,104.900,104.911,104.990,104.889,1124.000
2019-04-22,104.900,104.707,104.900,104.659,1092.000
2019-04-23,104.581,104.539,104.648,104.461,1430.000
2019-04-24,104.448,104.450,104.686,104.448,382.000
2019-04-25,104.450,104.529,104.880,104.252,853.000
2019-04-26,104.530,104.645,104.650,104.530,689.000
2019-04-29,104.548,104.490,104.645,104.435,834.000
2019-04-30,104.491,104.796,104.799,104.491,384.000
2019-05-06,104.896,105.090,105.200,104.896,1014.000
2019-05-07,105.170,105.128,105.200,105.022,445.000
2019-05-08,105.199,105.212,105.299,105.199,350.000
2019-05-09,105.311,105.350,105.379,105.300,732.000
2019-05-10,105.360,105.530,105.595,105.263,874.000
2019-05-13,105.630,105.949,105.997,105.630,1098.000
2019-05-14,105.950,105.810,105.990,105.798,520.000
2019-05-15,105.721,105.804,105.805,105.522,426.000
2019-05-16,105.880,105.870,105.899,105.801,823.000
2019-05-17,105.891,105.994,105.999,105.871,727.000
2019-05-20,105.988,106.006,106.076,105.909,420.000
2019-05-21,106.006,105.786,106.050,105.301,901.000
2019-05-22,105.786,105.699,105.786,105.620,734.000
2019-05-23,105.695,105.721,105.776,105.562,661.000
2019-05-24,105.626,105.651,105.720,105.626,265.000
2019-05-27,105.551,105.320,105.551,105.045,591.000
2019-05-28,105.488,105.543,105.577,105.363,331.000
2019-05-29,105.557,105.720,105.720,105.557,628.000
2019-05-30,105.720,105.826,105.827,105.720,587.000
2019-05-31,105.859,105.917,106.120,105.859,413.000
2019-06-03,106.017,106.114,106.199,106.000,510.000
2019-06-04,106.116,106.324,106.325,106.115,1051.000
2019-06-05,106.324,106.473,106.474,106.225,668.000
2019-06-06,106.473,106.496,106.658,106.422,833.000
2019-06-10,106.480,106.401,106.480,106.280,567.000
2019-06-11,106.310,106.161,106.310,105.952,2602.000
2019-06-12,106.160,106.140,106.190,106.062,299.000
2019-06-13,106.145,106.275,106.287,106.145,414.000
2019-06-14,106.283,106.440,106.440,106.283,701.000
2019-06-17,106.440,106.512,106.530,106.440,627.000
2019-06-18,106.464,106.410,106.472,106.389,445.000
2019-06-19,106.350,106.353,106.399,106.001,872.000
2019-06-20,106.400,106.402,106.480,106.400,599.000
2019-06-21,106.396,106.401,106.444,106.300,726.000
2019-06-24,106.400,106.370,106.461,106.350,404.000
2019-06-25,106.371,106.444,106.549,106.371,766.000
2019-06-26,106.411,106.392,106.411,106.391,238.000
2019-06-27,106.450,106.350,106.450,106.213,424.000
2019-06-28,106.358,106.436,106.468,106.280,1198.000
2019-07-01,106.408,106.501,106.519,106.335,855.000
2019-07-02,106.565,106.595,106.699,106.229,3680.000
2019-07-03,106.715,106.796,107.000,106.601,590.000
2019-07-04,106.820,107.070,107.071,106.796,722.000
2019-07-05,106.720,106.890,117.000,106.720,6200.000
2019-07-08,106.886,106.815,106.886,106.684,930.000
2019-07-09,107.299,106.911,107.315,106.817,792.000
2019-07-10,106.899,106.862,106.976,106.859,599.000
2019-07-11,107.017,106.913,107.018,106.875,1007.000
2019-07-12,106.979,106.919,106.979,106.907,787.000
2019-07-15,107.019,106.990,107.199,106.957,967.000
2019-07-16,106.962,106.961,107.021,106.952,601.000
2019-07-17,106.999,106.980,106.999,106.963,968.000
2019-07-18,107.019,107.055,107.056,107.019,738.000
2019-07-19,107.120,107.076,107.199,107.069,480.000
2019-07-22,107.130,107.131,107.249,107.000,964.000
2019-07-23,107.161,107.175,107.223,107.160,715.000
2019-07-24,107.168,107.137,107.216,107.117,702.000
2019-07-25,107.071,107.031,107.095,106.698,349.000
2019-07-26,107.000,107.059,107.139,107.000,411.000
2019-07-29,107.014,107.002,107.050,106.910,657.000
2019-07-30,106.828,106.978,106.978,106.808,752.000
2019-07-31,106.978,107.139,107.140,106.978,812.000
2019-08-01,107.152,107.170,107.201,107.152,471.000
2019-08-02,107.576,107.441,107.576,107.270,747.000
2019-08-05,107.520,107.838,107.955,107.519,1160.000
2019-08-06,108.335,108.098,108.338,108.012,1245.000
2019-08-07,108.094,108.000,108.500,107.958,635.000
2019-08-08,108.000,108.120,108.299,107.821,415.000
2019-08-09,108.148,108.520,108.543,108.110,339.000
2019-08-12,108.542,108.439,108.542,108.220,310.000
2019-08-13,108.440,108.550,108.919,108.337,580.000
2019-08-14,108.551,108.610,109.003,108.479,1387.000
2019-08-15,108.501,108.566,108.898,108.420,559.000
2019-08-16,108.566,108.430,108.600,108.374,579.000
2019-08-19,108.231,108.289,108.446,108.230,565.000
2019-08-20,108.218,108.199,108.350,108.179,346.000
2019-08-21,108.009,108.141,108.399,108.001,637.000
2019-08-22,108.040,108.101,108.141,108.010,698.000
2019-08-23,107.801,107.986,108.060,107.801,896.000
2019-08-26,108.050,108.220,108.223,108.050,1261.000
2019-08-27,108.200,108.085,108.200,107.820,945.000
2019-08-28,108.089,108.132,108.159,108.085,1023.000
2019-08-29,108.131,108.232,108.267,108.010,1476.000
2019-08-30,108.040,108.159,108.232,108.040,1285.000
2019-09-02,108.101,108.050,108.195,108.000,553.000
2019-09-03,108.061,108.051,108.240,108.020,525.000
2019-09-04,108.050,108.061,108.090,108.050,756.000
2019-09-05,108.130,108.141,108.151,108.019,970.000
2019-09-06,108.133,108.390,108.410,107.900,667.000
2019-09-09,108.103,108.221,108.350,108.100,496.000
2019-09-10,108.220,108.121,108.220,108.110,254.000
2019-09-11,108.003,108.130,108.166,108.003,557.000
2019-09-12,108.101,107.999,108.110,107.999,445.000
2019-09-16,107.999,107.852,107.999,107.800,944.000
2019-09-17,107.857,107.919,108.020,107.857,437.000
2019-09-18,107.830,107.841,107.979,107.830,375.000
2019-09-19,107.839,107.799,107.901,107.788,413.000
2019-09-20,107.781,107.813,107.813,107.781,235.000
2019-09-23,107.830,107.825,107.891,107.638,539.000
2019-09-24,107.803,107.799,107.856,107.760,418.000
2019-09-25,107.799,107.790,107.801,107.768,263.000
2019-09-26,107.735,107.530,107.742,107.510,218.000
2019-09-27,107.510,107.424,107.630,107.424,132.000
2019-09-30,107.422,107.430,107.583,107.254,411.000
