date,open,close,high,low,vol
2023-06-13,100.400,100.980,101.050,100.350,14664.000
2023-06-14,101.342,101.299,101.550,101.189,2621.000
2023-06-15,101.125,100.809,101.205,100.300,4665.000
2023-06-16,100.309,100.289,100.650,100.160,5258.000
2023-06-19,100.226,100.300,100.448,100.226,1077.000
2023-06-20,100.294,100.300,100.380,100.254,201.000
2023-06-21,100.350,100.631,100.649,100.305,1988.000
2023-06-26,100.640,100.731,100.731,100.606,857.000
2023-06-27,100.732,100.699,100.828,100.620,1531.000
2023-06-28,100.794,100.727,100.795,100.660,705.000
2023-06-29,100.730,100.820,100.820,100.718,533.000
2023-06-30,100.950,101.174,101.184,100.950,2873.000
2023-07-03,101.177,101.155,101.274,101.115,1503.000
2023-07-04,101.130,101.138,101.237,101.055,2039.000
2023-07-05,101.141,101.227,101.229,101.070,1480.000
2023-07-06,101.240,101.222,101.327,101.152,1869.000
2023-07-07,101.123,101.236,101.300,101.123,2009.000
2023-07-10,101.236,101.279,101.299,101.135,1943.000
2023-07-11,101.315,101.369,101.379,101.315,2064.000
2023-07-12,101.409,101.422,101.450,101.351,1871.000
2023-07-13,101.422,101.429,101.440,101.370,2037.000
2023-07-14,101.390,101.358,101.400,101.297,1787.000
2023-07-17,101.306,101.440,101.483,101.306,979.000
2023-07-18,101.490,101.613,101.620,101.490,2083.000
2023-07-19,101.673,101.672,101.860,101.613,2362.000
2023-07-20,101.670,101.766,101.772,101.590,2208.000
2023-07-21,101.768,101.967,101.970,101.760,2884.000
2023-07-24,102.167,102.095,102.167,102.000,4396.000
2023-07-25,101.410,101.627,102.000,101.410,5872.000
2023-07-26,101.615,101.560,101.620,101.451,8536.000
2023-07-27,101.660,101.818,101.840,101.580,10323.000
2023-07-28,101.788,101.660,101.790,101.580,12439.000
2023-07-31,101.650,101.510,101.655,101.359,11790.000
2023-08-01,101.519,101.605,101.684,101.519,11893.000
2023-08-02,101.639,101.734,101.765,101.639,13330.000
2023-08-03,101.747,101.829,101.839,101.747,12143.000
2023-08-04,101.830,101.944,101.977,101.728,11777.000
2023-08-07,101.945,102.039,102.044,101.945,10621.000
2023-08-08,102.040,102.047,102.097,102.010,13665.000
2023-08-09,102.077,102.060,102.107,102.047,14672.000
2023-08-10,102.087,102.005,102.087,102.004,11994.000
2023-08-11,102.001,102.088,102.095,102.001,11151.000
2023-08-14,102.188,102.329,102.400,102.091,13037.000
2023-08-15,102.429,103.080,103.190,102.420,12829.000
2023-08-16,103.160,103.280,103.350,103.160,10786.000
2023-08-17,103.380,103.160,103.380,103.120,12076.000
2023-08-18,103.164,103.362,103.379,103.083,10776.000
2023-08-21,103.449,104.204,104.224,103.448,18821.000
2023-08-22,104.030,104.079,104.204,103.888,16703.000
2023-08-23,104.038,104.118,104.243,104.038,13599.000
2023-08-24,104.161,104.249,104.280,104.129,17103.000
2023-08-25,104.309,104.053,104.378,104.015,14517.000
2023-08-28,104.000,103.933,104.000,102.151,23276.000
2023-08-29,103.933,103.721,104.000,103.595,13376.000
2023-08-30,103.621,103.772,103.950,103.447,13858.000
2023-08-31,103.811,103.873,103.927,103.790,11775.000
2023-09-01,103.850,103.537,103.850,103.500,8908.000
2023-09-04,103.260,102.705,103.440,102.700,20085.000
2023-09-05,102.768,102.731,102.876,102.662,11113.000
2023-09-06,102.729,102.289,102.849,102.270,13334.000
2023-09-07,102.241,101.889,102.339,101.850,9390.000
2023-09-08,102.019,102.148,103.600,101.890,12779.000
2023-09-11,102.099,102.071,102.109,101.873,11934.000
2023-09-12,102.180,102.270,102.371,102.180,11873.000
2023-09-13,102.293,102.398,102.470,102.240,12265.000
2023-09-14,102.418,102.859,102.875,102.375,11145.000
2023-09-15,102.959,102.498,102.959,102.461,14014.000
2023-09-18,102.313,102.103,102.313,101.890,10931.000
2023-09-19,102.188,102.196,102.278,102.111,12125.000
2023-09-20,102.146,102.057,102.165,102.000,6245.000
2023-09-21,102.090,102.355,102.360,102.047,12450.000
2023-09-22,102.366,102.077,102.395,101.979,11474.000
2023-09-25,102.074,101.667,102.082,101.639,10705.000
2023-09-26,101.667,101.715,101.740,101.475,14400.000
2023-09-27,101.758,101.758,101.849,101.650,6934.000
2023-09-28,101.920,102.297,102.298,101.840,1700.000
2023-10-09,102.297,102.201,102.753,102.171,12827.000
2023-10-10,102.150,102.100,102.187,102.070,10896.000
2023-10-11,101.910,101.865,102.100,101.830,8475.000
