date,close_true,low
2013-03-25,99.408,98.814
2013-03-26,99.649,99.400
2013-03-27,99.625,99.591
2013-03-28,99.731,99.604
2013-03-29,99.833,99.720
2013-04-01,99.945,99.833
2013-04-02,100.122,99.952
2013-04-03,100.365,100.228
2013-04-08,100.291,100.110
2013-04-09,100.267,100.229
2013-04-10,100.296,100.272
2013-04-11,100.302,100.291
2013-04-12,100.352,100.304
2013-04-15,100.425,100.390
2013-04-16,100.516,100.470
2013-04-17,100.601,100.543
2013-04-18,100.359,100.102
2013-04-19,100.110,100.000
2013-04-22,99.859,99.831
2013-04-23,100.145,99.800
2013-04-24,100.154,100.000
2013-04-25,100.289,100.105
2013-04-26,100.357,100.291
2013-05-02,100.497,100.400
2013-05-03,100.503,100.480
2013-05-06,100.481,100.410
2013-05-07,100.530,100.452
2013-05-08,100.520,100.500
2013-05-09,100.519,100.499
2013-05-10,100.552,100.504
2013-05-13,100.521,100.479
2013-05-14,100.513,100.500
2013-05-15,100.474,100.465
2013-05-16,100.351,100.350
2013-05-17,100.456,100.371
2013-05-20,100.428,100.320
2013-05-21,100.350,100.300
2013-05-22,100.371,100.335
2013-05-23,100.364,100.320
2013-05-24,100.380,100.369
2013-05-27,100.484,100.389
2013-05-28,100.490,100.462
2013-05-29,100.485,100.452
2013-05-30,100.511,100.450
2013-05-31,100.503,100.500
2013-06-03,100.489,100.460
2013-06-04,100.485,100.455
2013-06-05,100.460,100.450
2013-06-06,100.463,100.442
2013-06-07,100.486,100.436
2013-06-13,100.491,100.451
2013-06-14,100.450,100.441
2013-06-17,100.421,100.383
2013-06-18,100.368,100.330
2013-06-19,100.051,99.980
2013-06-20,99.140,98.280
2013-06-21,99.311,99.090
2013-06-24,99.339,98.781
2013-06-25,99.904,99.349
2013-06-26,100.313,99.840
2013-06-27,100.413,100.346
2013-06-28,100.448,100.310
2013-07-01,100.441,100.347
2013-07-02,100.448,100.420
2013-07-03,100.391,100.348
2013-07-04,100.388,100.351
2013-07-05,100.448,100.381
2013-07-08,100.485,100.451
2013-07-09,100.355,100.211
2013-07-10,100.293,100.291
2013-07-11,99.719,99.581
2013-07-12,99.565,99.478
2013-07-15,99.667,99.516
2013-07-16,99.610,99.515
2013-07-17,99.437,99.398
2013-07-18,99.425,99.293
2013-07-19,99.454,99.401
2013-07-22,99.386,99.383
2013-07-23,99.394,99.360
2013-07-24,99.283,99.212
2013-07-25,99.230,98.991
2013-07-26,99.299,99.267
2013-07-29,99.360,99.325
2013-07-30,99.475,99.360
2013-07-31,99.662,99.490
2013-08-01,99.761,99.660
2013-08-02,99.560,99.542
2013-08-05,99.560,99.527
2013-08-06,99.570,99.535
2013-08-07,99.226,99.180
2013-08-08,99.070,98.983
2013-08-09,99.041,99.015
2013-08-12,98.920,98.881
2013-08-13,98.750,98.736
2013-08-14,98.481,98.471
2013-08-15,98.512,98.260
2013-08-16,98.717,98.508
2013-08-19,98.284,98.268
2013-08-20,98.327,98.000
2013-08-21,98.361,98.180
2013-08-22,98.282,98.280
2013-08-23,98.538,98.291
2013-08-26,98.583,98.530
2013-08-27,98.586,98.580
2013-08-28,98.246,98.180
2013-08-29,98.295,98.250
2013-08-30,98.417,98.301
2013-09-02,98.404,98.360
2013-09-03,98.353,98.278
2013-09-04,98.294,98.292
2013-09-05,98.237,98.220
2013-09-06,98.185,98.180
2013-09-09,98.104,98.090
2013-09-10,98.017,98.010
2013-09-11,97.682,97.510
2013-09-12,97.631,97.560
2013-09-13,97.691,97.626
2013-09-16,97.988,97.708
2013-09-17,98.039,97.801
