ym,pool_n,mean_peers,med_peers,share_ge5,csad_nan_share
2011-07,1840,16.30217391304348,20.0,0.8668478260869565,0.1331521739130435
2011-08,1876,15.249466950959489,20.0,0.826226012793177,0.17377398720682302
2011-09,1911,16.087388801674518,20.0,0.8534798534798534,0.14652014652014653
2011-10,1934,17.4746639089969,20.0,0.9027921406411582,0.09720785935884178
2011-11,1953,18.28673835125448,20.0,0.9344598054275474,0.06554019457245264
2011-12,1980,18.47828282828283,20.0,0.9373737373737374,0.06262626262626263
2012-01,2006,18.530907278165504,20.0,0.942173479561316,0.05782652043868395
2012-02,2019,19.21198613174839,20.0,0.9623576027736503,0.037642397226349676
2012-03,2039,19.19764590485532,20.0,0.9656694458067681,0.03433055419323198
2012-04,2060,19.29368932038835,20.0,0.9684466019417476,0.03155339805825243
2012-05,2069,19.19719671338811,20.0,0.9661672305461576,0.033832769453842435
2012-06,2088,19.10727969348659,20.0,0.9621647509578544,0.037835249042145594
2012-07,2102,18.86298763082778,20.0,0.9543292102759277,0.04567078972407231
2012-08,2115,17.3177304964539,20.0,0.8983451536643026,0.1016548463356974
2012-09,2133,17.228316924519458,20.0,0.8977965307079231,0.10220346929207688
2012-10,2154,16.789229340761374,20.0,0.8820798514391829,0.11792014856081709
2012-11,2170,16.861751152073733,20.0,0.8824884792626728,0.1175115207373272
2012-12,2189,17.433074463225218,20.0,0.9026952946550937,0.09730470534490634
2013-01,2205,18.31700680272109,20.0,0.9333333333333333,0.06666666666666667
2013-02,2221,18.20576316974336,20.0,0.930211616389014,0.06978838361098605
2013-03,2231,18.2684894666069,20.0,0.9376961004034066,0.06230389959659346
2013-04,2240,18.08125,20.0,0.9330357142857143,0.06696428571428571
2013-05,2245,17.789309576837418,20.0,0.9211581291759465,0.07884187082405346
2013-06,2246,16.81567230632235,20.0,0.8869100623330365,0.11308993766696349
2013-07,2246,16.891362422083706,20.0,0.8855743544078362,0.11442564559216385
2013-08,2246,17.05520926090828,20.0,0.8842386464826358,0.1157613535173642
2013-09,2246,16.731077471059663,20.0,0.8686553873552983,0.13134461264470168
2013-10,2246,16.223953695458594,20.0,0.8544078361531612,0.14559216384683882
2013-11,2246,16.006678539626,20.0,0.8539626001780944,0.1460373998219056
2013-12,2246,16.083704363312556,20.0,0.8512911843276937,0.14870881567230632
2014-01,2246,15.141139804096172,20.0,0.8174532502226179,0.182546749777382
2014-02,2246,13.544078361531612,20.0,0.7444345503116652,0.25556544968833483
2014-03,2246,14.152715939447907,20.0,0.7747105966162066,0.2252894033837934
2014-04,2247,15.049399198931908,20.0,0.8086337338673787,0.19136626613262128
2014-05,2247,14.980418335558522,20.0,0.8010680907877169,0.19893190921228304
2014-06,2247,13.821984868713841,20.0,0.7458834000890076,0.25411659991099245
2014-07,2248,14.065391459074734,20.0,0.7597864768683275,0.2402135231316726
2014-08,2286,13.333770778652669,20.0,0.7349081364829396,0.2650918635170604
2014-09,2290,11.026637554585152,11.0,0.645414847161572,0.35458515283842795
2014-10,2290,10.531004366812228,9.0,0.6187772925764192,0.3812227074235808
2014-11,2290,9.123144104803494,6.0,0.5576419213973799,0.4423580786026201
2014-12,2290,8.885589519650654,6.0,0.5449781659388646,0.4550218340611354
2015-01,2299,13.768595041322314,20.0,0.7677250978686385,0.23227490213136145
2015-02,2308,15.029029462738302,20.0,0.8037261698440208,0.1962738301559792
2015-03,2311,15.086542622241454,20.0,0.8100389441800087,0.18996105581999134
2015-04,2320,14.536637931034482,20.0,0.7935344827586207,0.20646551724137932
2015-05,2339,15.212483967507481,20.0,0.8315519452757588,0.16844805472424113
2015-06,2344,16.140784982935152,20.0,0.8660409556313993,0.13395904436860068
2015-07,2365,17.249048625792813,20.0,0.8862579281183932,0.11374207188160676
2015-08,2387,17.65186426476749,20.0,0.9032258064516129,0.0967741935483871
2015-09,2411,18.349232683533803,20.0,0.9381999170468686,0.06180008295313148
2015-10,2433,18.83559391697493,20.0,0.9634196465269215,0.0365803534730785
2015-11,2462,18.76604386677498,20.0,0.9610073111291633,0.03899268887083672
2015-12,2506,18.583798882681563,20.0,0.9461292897047087,0.0538707102952913
2016-01,2552,17.98550156739812,20.0,0.9157523510971787,0.08424764890282131
2016-02,2552,19.217868338557995,20.0,0.9706112852664577,0.02938871473354232
2016-03,2552,19.310344827586206,20.0,0.9764890282131662,0.023510971786833857
2016-04,2552,19.105015673981192,20.0,0.9686520376175548,0.03134796238244514
2016-05,2553,18.8174696435566,20.0,0.9502546024285154,0.04974539757148453
2016-06,2554,18.945967110415037,20.0,0.9588880187940485,0.04111198120595145
2016-07,2579,19.01473439317565,20.0,0.9612252811167119,0.038774718883288095
2016-08,2581,18.43200309957381,20.0,0.9306470360325455,0.06935296396745448
2016-09,2594,17.263299922898998,20.0,0.8885890516576715,0.11141094834232845
2016-10,2604,16.627496159754223,20.0,0.8582949308755761,0.14170506912442396
2016-11,2616,16.038990825688074,20.0,0.8348623853211009,0.1651376146788991
2016-12,2629,13.575123621148725,20.0,0.7386839102320274,0.2613160897679726
2017-01,2645,12.914177693761815,20.0,0.7100189035916824,0.2899810964083176
2017-02,2656,13.08546686746988,20.0,0.7149849397590361,0.28501506024096385
2017-03,2678,12.798730395817774,20.0,0.6945481702763256,0.3054518297236744
2017-04,2703,12.208287088420274,20.0,0.6692563817980022,0.33074361820199777
2017-05,2728,12.911290322580646,20.0,0.7027126099706745,0.2972873900293255
2017-06,2759,13.770569046756071,20.0,0.7419354838709677,0.25806451612903225
2017-07,2804,13.575962910128387,20.0,0.7368045649072753,0.2631954350927247
2017-08,2863,13.871463499825358,20.0,0.7404820118756549,0.25951798812434507
2017-09,2903,14.043747847054771,20.0,0.7488804684808819,0.25111953151911814
2017-10,2948,13.626865671641792,20.0,0.7340569877883311,0.26594301221166894
2017-11,2982,13.839369550637157,20.0,0.7370892018779343,0.26291079812206575
2017-12,3022,13.033752481800132,20.0,0.7084712111184646,0.2915287888815354
2018-01,3054,13.095284872298624,20.0,0.7111984282907662,0.2888015717092338
2018-02,3093,11.472356935014549,15.0,0.6375687035240867,0.3624312964759134
2018-03,3113,14.485383874076454,20.0,0.7796337937680694,0.22036620623193062
2018-04,3148,15.9787166454892,20.0,0.8392630241423126,0.16073697585768743
2018-05,3178,15.881057268722467,20.0,0.8322844556324732,0.16771554436752675
2018-06,3214,15.911325451151214,20.0,0.836341008089608,0.16365899191039204
2018-07,3235,17.03678516228748,20.0,0.8850077279752705,0.11499227202472952
2018-08,3249,17.339181286549707,20.0,0.8953524161280394,0.1046475838719606
2018-09,3266,16.862216778934478,20.0,0.8781383955909369,0.12186160440906307
2018-10,3273,16.642529789184234,20.0,0.8643446379468378,0.13565536205316223
2018-11,3281,17.94818652849741,20.0,0.917098445595855,0.08290155440414508
2018-12,3287,18.383328262853667,20.0,0.9345908122908427,0.06540918770915728
2019-01,3297,18.304519259933272,20.0,0.9338792841977556,0.06612071580224446
2019-02,3304,18.261198547215496,20.0,0.934322033898305,0.06567796610169492
2019-03,3308,18.667170495767834,20.0,0.9492140266021766,0.05078597339782346
2019-04,3320,19.037650602409638,20.0,0.9647590361445784,0.035240963855421685
2019-05,3325,18.333834586466164,20.0,0.9461654135338345,0.053834586466165416
2019-06,3333,18.778277827782777,20.0,0.957995799579958,0.04200420042004201
2019-07,3336,18.78627098321343,20.0,0.9592326139088729,0.0407673860911271
2019-08,3354,18.927847346451998,20.0,0.9627310673822301,0.037268932617769826
2019-09,3362,18.328673408685308,20.0,0.9369422962522308,0.06305770374776919
2019-10,3372,17.944543297746144,20.0,0.9234875444839857,0.07651245551601424
2019-11,3382,16.475162625665288,20.0,0.868421052631579,0.13157894736842105
2019-12,3395,15.278939617083948,20.0,0.8117820324005891,0.1882179675994109
2020-01,3406,13.510275983558426,20.0,0.7334116265413976,0.2665883734586025
2020-02,3441,13.945655332752107,20.0,0.7532693984306887,0.24673060156931126
2020-03,3455,18.134876989869753,20.0,0.9322720694645441,0.06772793053545587
2020-04,3467,18.60888376117681,20.0,0.9550043265070667,0.044995673492933375
2020-05,3489,18.63829177414732,20.0,0.9532817426196618,0.046718257380338205
2020-06,3513,18.378309137489325,20.0,0.946199829205807,0.053800170794193
2020-07,3537,18.05371783997738,20.0,0.9341249646593158,0.0658750353406842
2020-08,3561,16.677337826453243,20.0,0.8784049424319011,0.12159505756809885
2020-09,3579,15.101145571388656,20.0,0.8200614696842693,0.17993853031573065
2020-10,3595,13.929068150208623,20.0,0.7666203059805285,0.23337969401947148
2020-11,3615,14.367358229598894,20.0,0.7861687413554633,0.21383125864453664
2020-12,3636,14.313531353135314,20.0,0.7857535753575358,0.21424642464246424
2021-01,3668,14.32742639040349,20.0,0.7827153762268266,0.2172846237731734
2021-02,3714,11.120355411954765,12.0,0.6383952611739364,0.36160473882606353
2021-03,3760,11.87872340425532,15.0,0.6784574468085106,0.3215425531914894
2021-04,3830,11.482506527415143,14.0,0.6613577023498695,0.33864229765013054
2021-05,3863,9.886357753041677,8.0,0.5840020709293295,0.41599792907067046
2021-06,3881,9.497036846173666,7.0,0.5606802370523061,0.43931976294769387
2021-07,3931,8.19028237089799,5.0,0.5011447468837446,0.4988552531162554
2021-08,3969,7.438145628621819,4.0,0.46989166036785085,0.5301083396321492
2021-09,4005,5.56354556803995,2.0,0.3675405742821473,0.6324594257178526
2021-10,4043,7.065792728172149,3.0,0.44694533762057875,0.5530546623794212
2021-11,4088,8.097602739726028,5.0,0.5034246575342466,0.4965753424657534
2021-12,4135,8.72938331318017,6.0,0.5325272067714631,0.46747279322853685
2022-01,4191,9.345025053686472,7.0,0.5640658554044381,0.4359341445955619
2022-02,4232,11.052693761814744,11.0,0.6467391304347826,0.3532608695652174
2022-03,4263,12.096410978184377,15.0,0.6976307764485105,0.30236922355148954
2022-04,4306,14.872735717603344,20.0,0.812354853692522,0.18764514630747794
2022-05,4343,17.728989177987565,20.0,0.9219433571264103,0.07805664287358968
2022-06,4371,18.037520018302448,20.0,0.9311370395790437,0.0688629604209563
2022-07,4412,18.238893925657298,20.0,0.9374433363553943,0.06255666364460562
2022-08,4446,17.95973909131804,20.0,0.9246513720197931,0.07534862798020693
2022-09,4465,17.85867861142217,20.0,0.922060470324748,0.07793952967525196
2022-10,4501,17.722950455454342,20.0,0.9175738724727839,0.08242612752721618
2022-11,4531,16.273008165967777,20.0,0.8594129331273449,0.14058706687265504
2022-12,4552,16.327328646748683,20.0,0.8635764499121266,0.13642355008787346
2023-01,4578,16.677806902577544,20.0,0.8776758409785933,0.12232415902140673
2023-02,4596,16.75,20.0,0.8757615317667538,0.1242384682332463
2023-03,4637,16.50614621522536,20.0,0.8645676083674789,0.13543239163252102
2023-04,4684,15.419299743808711,20.0,0.8285653287788215,0.17143467122117848
2023-05,4711,13.993419656123965,20.0,0.7707493101252388,0.2292506898747612
2023-06,4733,13.526727234312276,20.0,0.755757447707585,0.24424255229241496
2023-07,4757,13.145259617405928,20.0,0.7336556653352954,0.26634433466470464
2023-08,4767,12.985735263268303,20.0,0.7306482064191315,0.26935179358086847
2023-09,4790,13.838830897703549,20.0,0.7745302713987474,0.2254697286012526
2023-10,4812,14.489193682460515,20.0,0.8025768911055694,0.1974231088944306
2023-11,4836,15.25206782464847,20.0,0.8325062034739454,0.1674937965260546
2023-12,4865,15.82158273381295,20.0,0.8520041109969168,0.14799588900308325
2024-01,4896,16.205065359477125,20.0,0.8686683006535948,0.13133169934640523
2024-02,4929,18.36112801785352,20.0,0.9405558936904037,0.05944410630959627
2024-03,4948,19.35004042037187,20.0,0.97696038803557,0.023039611964430072
2024-04,4962,19.28919790407094,20.0,0.9748085449415558,0.025191455058444175
2024-05,4973,19.340438367182788,20.0,0.976674039815001,0.023325960184998995
2024-06,4981,19.33186107207388,20.0,0.9767115037141136,0.02328849628588637
2024-07,4994,19.369443331998397,20.0,0.9777733279935923,0.02222667200640769
2024-08,5006,19.310627247303238,20.0,0.9778266080703156,0.02217339192968438
2024-09,5012,18.35195530726257,20.0,0.9435355147645651,0.05646448523543496
2024-10,5020,19.46593625498008,20.0,0.9804780876494024,0.01952191235059761
2024-11,5022,19.453405017921146,20.0,0.9788928713659897,0.021107128634010354
2024-12,5025,19.4889552238806,20.0,0.9793034825870647,0.020696517412935322
2025-01,5032,19.40182829888712,20.0,0.9773449920508744,0.022655007949125595
2025-02,5037,19.398252928330354,20.0,0.976970418900139,0.02302958109986103
2025-03,5042,19.395081316937723,20.0,0.9767949226497422,0.023205077350257834
2025-04,5050,19.26118811881188,20.0,0.9744554455445544,0.025544554455445543
2025-05,5059,18.584502866179086,20.0,0.9541411346115833,0.045858865388416686
2025-06,5065,18.405725567620927,20.0,0.9470878578479763,0.052912142152023695
2025-07,5072,18.175078864353313,20.0,0.9371056782334385,0.06289432176656151
2025-08,5084,17.563729346970888,20.0,0.9166011014948859,0.08339889850511409
2025-09,5087,17.289168468645567,20.0,0.9070178887359938,0.0929821112640063
2025-10,5100,12.480196078431373,18.0,0.7129411764705882,0.28705882352941176
2025-11,5107,12.233600939886431,16.0,0.7037399647542588,0.2962600352457411
2025-12,5114,12.829292139225656,19.0,0.728001564333203,0.27199843566679704
2026-01,5120,12.232421875,16.0,0.70390625,0.29609375
2026-02,5126,12.498829496683573,18.0,0.7095200936402654,0.2904799063597347
2026-03,5128,13.377925117004681,20.0,0.7420046801872074,0.2579953198127925
2026-04,5133,15.984999025910774,20.0,0.847457627118644,0.15254237288135594
2026-05,5142,16.207117852975497,20.0,0.8582263710618436,0.14177362893815637
2026-06,5148,15.804584304584305,20.0,0.8389665889665889,0.16103341103341104
2026-07,5159,15.655553401822058,20.0,0.8305873231246366,0.16941267687536343
2026-08,5167,17.46584091348945,20.0,0.909618734275208,0.09038126572479195
