year,return
2005,-0.010945164670461471
2006,0.27153030779538434
2007,1.0905043087016484
2008,-0.21172235307020015
2009,0.6204747100917392
2010,0.16477650431365598
2011,-0.17755616094814397
2012,-0.008501570555046079
2013,0.30190255508535335
2014,0.253055472318392
2015,0.9723753115889693
2016,-0.023454821873379328
2017,-0.0961662175539928
2018,-0.036348397514500586
2019,0.21263684365396496
2020,0.09776655655109368
2021,0.2699622391615282
2022,0.034600706765456346
2023,0.04643717060170438
2024,0.08965249644232043
2025,0.22032617577055635
2026,0.014206911700362701
