k,sh513100_ret,sh513100_trend_gross,sh513100_trend_cash,sh513100_mom_gross,sh513100_mom_cash,sh513100_mix_gross,sh513100_mix_cash,sh513100_sma200_gross,sh513100_sma200_cash,sh513100_sma240_gross,sh513100_sma240_cash,sh513100_ma50_200_gross,sh513100_ma50_200_cash,sh513100_buyhold_cash,sh513500_ret,sh513500_trend_gross,sh513500_trend_cash,sh513500_mom_gross,sh513500_mom_cash,sh513500_mix_gross,sh513500_mix_cash,sh513500_sma200_gross,sh513500_sma200_cash,sh513500_sma240_gross,sh513500_sma240_cash,sh513500_ma50_200_gross,sh513500_ma50_200_cash,sh513500_buyhold_cash,hs300_ret
201502,0.05689277899343548,0.05689277899343548,0.05689277899343548,0.05689277899343548,0.05689277899343548,0.03452255968104238,0.035973940756536996,0.05689277899343548,0.0583441600689301,0.05689277899343548,0.0583441600689301,0.05689277899343548,0.0583441600689301,,0.0418521816562778,0.0418521816562778,0.0418521816562778,0.0418521816562778,0.0418521816562778,0.02931050993348436,0.0304166387062227,0.0418521816562778,0.04295831042901614,0.0418521816562778,0.04295831042901614,0.0418521816562778,0.04295831042901614,,0.04031370927588296
201503,-0.008281573498964856,-0.008281573498964856,-0.008281573498964856,-0.008281573498964856,-0.008281573498964856,-0.005892296386168732,-0.004933468439192731,-0.008281573498964856,-0.007322745551988854,-0.008281573498964856,-0.007322745551988854,-0.008281573498964856,-0.007322745551988854,,-0.015384615384615441,-0.015384615384615441,-0.015384615384615441,-0.015384615384615441,-0.015384615384615441,-0.011669501471777153,-0.010866950707167852,-0.015384615384615441,-0.01458206462000614,-0.015384615384615441,-0.01458206462000614,-0.015384615384615441,-0.01458206462000614,,0.1338880549747079
201504,0.014613778705636626,0.014613778705636626,0.014613778705636626,0.014613778705636626,0.014613778705636626,0.011513860221024344,0.012306938694311828,0.014613778705636626,0.015406857178924111,0.014613778705636626,0.015406857178924111,0.014613778705636626,0.015406857178924111,,0.00694444444444442,0.00694444444444442,0.00694444444444442,0.00694444444444442,0.00694444444444442,0.006699230697415247,0.006831249479059979,0.00694444444444442,0.0070764632260891525,0.00694444444444442,0.0070764632260891525,0.00694444444444442,0.0070764632260891525,,0.1724628036504703
201505,0.011659807956104329,0.011659807956104329,0.011659807956104329,0.011659807956104329,0.011659807956104329,0.010435000754945625,0.01080794156739466,0.011659807956104329,0.012032748768553364,0.011659807956104329,0.012032748768553364,0.011659807956104329,0.012032748768553364,,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.008620689655172376,0.008620689655172376,,0.019146354249343966
201506,-0.023728813559322104,-0.023728813559322104,-0.023728813559322104,-0.023728813559322104,-0.023728813559322104,-0.022153409040144394,-0.02192186999812065,-0.023728813559322104,-0.02349727451729836,-0.023728813559322104,-0.02349727451729836,-0.023728813559322104,-0.02349727451729836,,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,-0.0247863247863247,,-0.07598512568818283
201507,0.05972222222222223,0.05972222222222223,0.05972222222222223,0.05972222222222223,0.05972222222222223,0.036619236747881465,0.03781077407129273,0.05972222222222223,0.060913759545633495,0.05972222222222223,0.060913759545633495,0.05972222222222223,0.060913759545633495,,0.03155127081507447,0.03155127081507447,0.03155127081507447,0.03155127081507447,0.03155127081507447,0.028560160893335358,0.028852166386756747,0.03155127081507447,0.031843276308495864,0.03155127081507447,0.031843276308495864,0.03155127081507447,0.031843276308495864,,-0.14672463524463897
201508,-0.038007863695937116,-0.038007863695937116,-0.038007863695937116,-0.038007863695937116,-0.038007863695937116,-0.013457644296502076,-0.01163060477776362,-0.038007863695937116,-0.03618082417719866,-0.038007863695937116,-0.03618082417719866,-0.038007863695937116,-0.03618082417719866,,-0.016992353440951624,-0.016992353440951624,-0.016992353440951624,-0.016992353440951624,-0.016992353440951624,-0.009041262541987694,-0.007717716026113335,-0.016992353440951624,-0.015668806925077265,-0.016992353440951624,-0.015668806925077265,-0.016992353440951624,-0.015668806925077265,,-0.11794563836446104
201509,-0.05040871934604907,-0.0,0.002709435743662114,-0.05040871934604907,-0.05040871934604907,-0.0,0.002709435743662114,-0.0,0.002709435743662114,-0.0,0.002709435743662114,-0.05040871934604907,-0.047699283602386955,,-0.0449438202247191,-0.0,0.002709435743662114,-0.0449438202247191,-0.0449438202247191,-0.0,0.002709435743662114,-0.0,0.002709435743662114,-0.0,0.002709435743662114,-0.0449438202247191,-0.042234384481056986,,-0.04859238101122343
201510,0.12553802008608317,0.12553802008608317,0.12553802008608317,0.12553802008608317,0.12553802008608317,0.04213929821305113,0.043839565794991764,0.12553802008608317,0.1272382876680238,0.12553802008608317,0.1272382876680238,0.12553802008608317,0.1272382876680238,,0.09683257918552024,0.09683257918552024,0.09683257918552024,0.09683257918552024,0.09683257918552024,0.04627014304513318,0.04760655282529209,0.09683257918552024,0.09816898896567915,0.09683257918552024,0.09816898896567915,0.09683257918552024,0.09816898896567915,,0.10338319573093302
201511,0.008922880815806167,0.008922880815806167,0.008922880815806167,0.008922880815806167,0.008922880815806167,0.004344258774172524,0.005638251890768551,0.008922880815806167,0.010216873932402195,0.008922880815806167,0.010216873932402195,0.008922880815806167,0.010216873932402195,,0.014851485148514865,0.014851485148514865,0.014851485148514865,0.014851485148514865,0.014851485148514865,0.009222369040246986,0.010178181274112434,0.014851485148514865,0.015807297382380313,0.014851485148514865,0.015807297382380313,0.014851485148514865,0.015807297382380313,,0.009148918289602292
201512,0.021478205938092243,0.021478205938092243,0.021478205938092243,0.021478205938092243,0.021478205938092243,0.013671295479718877,0.014503811963692407,0.021478205938092243,0.022310722422065773,0.021478205938092243,0.022310722422065773,0.021478205938092243,0.022310722422065773,,0.003252032520325132,0.003252032520325132,0.003252032520325132,0.003252032520325132,0.003252032520325132,0.002665297286713333,0.003078534033529514,0.003252032520325132,0.0036652692671413135,0.003252032520325132,0.0036652692671413135,0.003252032520325132,0.0036652692671413135,,0.046150865351507475
201601,-0.0983302411873841,-0.0,0.002304024646236691,-0.0983302411873841,-0.0983302411873841,-0.0,0.002304024646236691,-0.0,0.002304024646236691,-0.0,0.002304024646236691,-0.0983302411873841,-0.0960262165411474,,-0.06564019448946512,-0.0,0.002304024646236691,-0.06564019448946512,-0.06564019448946512,-0.0,0.002304024646236691,-0.0,0.002304024646236691,-0.0,0.002304024646236691,-0.06564019448946512,-0.06333616984322843,,-0.2103762927146975
