date,MA15_base,S1_rot,S2_reb,S3_crisis,S4_grad,S1b_costscaled,S1_sw0
2006-03-10,0.9234954666842643,1.0750920066599075,1.0750920066599075,1.0750920066599075,1.0271063123940787,1.075791358467865,1.0750920066599075
2006-03-13,0.9419798056505477,1.0846555837439587,1.0846555837439587,1.0846555837439587,1.0396242752195184,1.0853611566984627,1.0846555837439587
2006-03-14,0.9400556173343434,1.084086155781984,1.084086155781984,1.084086155781984,1.0377520458851213,1.0847913583212379,1.084086155781984
2006-03-15,0.9572540287027691,1.0955910524402523,1.0955910524402523,1.0955910524402523,1.0501192491985216,1.0963037389624848,1.0955910524402523
2006-03-16,0.9562751028570022,1.0952956041887172,1.0952956041887172,1.0952956041887172,1.0489168971743104,1.0960080985206369,1.0952956041887172
2006-03-17,0.9482499463237221,1.087860973125764,1.087860973125764,1.087860973125764,1.0416287954640073,1.0885686311993512,1.087860973125764
2006-03-20,0.9636695800643835,1.1001965378771856,1.1001965378771856,1.1001965378771856,1.0544809285790266,1.1009122202867903,1.1001965378771856
2006-03-21,0.9632332654431416,1.1020771939563914,1.1020771939563914,1.1020771939563914,1.054220082635841,1.1027940997405732,1.1020771939563914
2006-03-22,0.9820102191232611,1.1099390547586454,1.1099390547586454,1.1099390547586454,1.0654387494824828,1.1106610747158767,1.1099390547586454
2006-03-23,0.9852849436045332,1.114209061364515,1.114209061364515,1.114209061364515,1.0690022098238379,1.114933858978748,1.114209061364515
2006-03-24,0.9739063313093453,1.1099083685890228,1.1099083685890228,1.1099083685890228,1.0544855007915754,1.1106303685847734,1.1099083685890228
2006-03-27,0.9846465032701462,1.1201029689306077,1.1201029689306077,1.1201029689306077,1.064071608969871,1.12083160055615,1.1201029689306077
2006-03-28,0.9435058294506092,1.1251602595130945,1.1251602595130945,1.1251602595130945,1.048319245271086,1.1258921809271296,1.1251602595130945
2006-03-29,0.9426919345236715,1.1291259031773995,1.1291259031773995,1.1291259031773995,1.0479763102921655,1.1298604042590807,1.1291259031773995
2006-03-30,0.9315097350663051,1.1177751875701294,1.1177751875701294,1.1177751875701294,1.0356349334986588,1.1185023049642449,1.1177751875701294
2006-03-31,0.9451493049127764,1.123925453994501,1.123925453994501,1.123925453994501,1.0459181114414777,1.1246565721624262,1.123925453994501
2006-04-03,0.9610668624784713,1.141432705590349,1.141432705590349,1.141432705590349,1.06156215473754,1.1428948624262054,1.141432705590349
2006-04-04,0.9819063651831689,1.1542655672682698,1.1542655672682698,1.1542655672682698,1.0737561725742544,1.1557441627923941,1.1542655672682698
2006-04-05,0.9916765964610751,1.1630158231016148,1.1630158231016148,1.1630158231016148,1.0818085631543453,1.1645056275619468,1.1630158231016148
2006-04-06,0.9905772099212331,1.1678841913663762,1.1678841913663762,1.1678841913663762,1.0845423650286152,1.169380232127721,1.1678841913663762
2006-04-07,0.9839283186035965,1.1803648351536606,1.1803648351536606,1.1803648351536606,1.094538167132217,1.1818768634178516,1.1803648351536606
2006-04-10,1.0286724107564735,1.2032142399271477,1.2032142399271477,1.2032142399271477,1.1171554508887591,1.2047555379093178,1.2032142399271477
2006-04-11,1.0415088810309332,1.207676362406548,1.207676362406548,1.207676362406548,1.1220547579048805,1.2092233762954498,1.207676362406548
2006-04-12,1.029380308991076,1.2026936562266402,1.2026936562266402,1.2026936562266402,1.1165816045526493,1.204234287349509,1.2026936562266402
2006-04-13,0.9867696981230689,1.1718925202114048,1.1718925202114048,1.1718925202114048,1.0829097442529623,1.1733936955771744,1.1718925202114048
2006-04-14,1.0224106272894187,1.1976483466104,1.1976483466104,1.1976483466104,1.1110872952647888,1.1991825147732464,1.1976483466104
2006-04-17,1.0376277871514692,1.1998371064364157,1.1998371064364157,1.1998371064364157,1.1165222489944466,1.2013740783652012,1.1998371064364157
2006-04-18,1.0242958372841118,1.2032278733893789,1.2032278733893789,1.2032278733893789,1.1054171669477308,1.2047691888357934,1.2032278733893789
2006-04-19,1.0288176262702762,1.2108039875318573,1.2108039875318573,1.2108039875318573,1.1101017109741556,1.2123550078579624,1.2108039875318573
2006-04-20,1.0038906861884238,1.2059862076225127,1.2059862076225127,1.2059862076225127,1.103228539430328,1.2075310564504704,1.2059862076225127
2006-04-21,1.0140890391208461,1.2176812245927753,1.2176812245927753,1.2176812245927753,1.1139525159192956,1.2192410545483323,1.2176812245927753
2006-04-24,0.9958243969606602,1.212181024766624,1.212181024766624,1.212181024766624,1.1081692725768508,1.2137338090551566,1.212181024766624
2006-04-25,0.985542527770556,1.218919898862763,1.218919898862763,1.218919898862763,1.1134497909751386,1.2204813155400271,1.218919898862763
2006-04-26,0.9995065615895508,1.2330557252589198,1.2330557252589198,1.2330557252589198,1.126505661863088,1.2346352497011837,1.2330557252589198
2006-04-27,0.9951023158777769,1.2375000443659467,1.2375000443659467,1.2375000443659467,1.1294382263920142,1.2390852619091102,1.2375000443659467
2006-04-28,1.0031663812127898,1.2497436395287136,1.2497436395287136,1.2497436395287136,1.1400835262397564,1.2513445409192692,1.2497436395287136
2006-05-08,1.0090809588838385,1.258068443043189,1.258068443043189,1.258068443043189,1.147556442531219,1.2603994462315882,1.258068443043189
2006-05-09,1.015479602764132,1.2651662663972207,1.2651662663972207,1.2651662663972207,1.1540295822723845,1.2675104207372607,1.2651662663972207
2006-05-10,1.0186706521403932,1.2694411314725114,1.268231012975771,1.2694411314725114,1.1579152822592076,1.271793206465975,1.2694411314725114
2006-05-11,1.0144239842846818,1.2686818822230592,1.262943969646208,1.2686818822230592,1.1570160058373224,1.271032550446938,1.2686818822230592
2006-05-12,1.0183238842581332,1.2774207348776758,1.267799291710746,1.2774207348776758,1.1648096090383073,1.2797875948226916,1.2774207348776758
2006-05-15,1.0309064160859207,1.2890257175887136,1.2834643715402523,1.2890257175887136,1.1755820827031704,1.2914140797436053,1.2890257175887136
2006-05-16,1.0215551243866985,1.2836837103830083,1.2718221414245445,1.2836837103830083,1.1704206227470444,1.2860621746377519,1.2836837103830083
2006-05-17,1.0243892973919366,1.2856953118706447,1.275350648006951,1.2856953118706447,1.1723253883287332,1.2880775033069318,1.2856953118706447
2006-05-18,1.0240543971561744,1.2866229763208956,1.2749337017993085,1.2866229763208956,1.1729024764245712,1.2890068865736775,1.2866229763208956
2006-05-19,1.0297687097279482,1.2919815608204175,1.2820479427035043,1.2919815608204175,1.178077196544307,1.2943753996884688,1.2919815608204175
2006-05-22,1.0330765125000994,1.2952283838130065,1.2861661118601742,1.2952283838130065,1.1812000363002295,1.2976282385340028,1.2952283838130065
2006-05-23,1.0190609883292694,1.285544797319802,1.2687169761859403,1.285544797319802,1.169004090415003,1.2879267098762714,1.285544797319802
2006-05-24,1.0141054051318563,1.2824341007684472,1.2625473429633325,1.2824341007684472,1.1645204012288948,1.2848102496928826,1.2824341007684472
2006-05-25,1.017928409675277,1.2835243034199435,1.2673069312704326,1.2835243034199435,1.1671684820746695,1.2859024723186263,1.2835243034199435
2006-05-26,1.0220365021201425,1.2881502488853418,1.272421450111044,1.2881502488853418,1.1715764847152288,1.290536988934258,1.2881502488853418
2006-05-29,1.0263966899437775,1.2938232541831163,1.2778498242462115,1.2938232541831163,1.1765306488146727,1.296220505419647,1.2938232541831163
2006-05-30,1.0305980380996176,1.2974285767993647,1.28308044517001,1.2974285767993647,1.1809967025665833,1.2998325081323243,1.2974285767993647
2006-05-31,1.0328256343451765,1.294720405649883,1.2858537719926393,1.294720405649883,1.1825458163891673,1.2971193191671435,1.294720405649883
2006-06-01,1.0466304879818282,1.3077845835800552,1.303033625926711,1.3077845835800552,1.1978232451544586,1.3105029766818377,1.3077845835800552
2006-06-02,1.0433023702278361,1.3081893016095325,1.2988901871541052,1.3081893016095325,1.1941534465084191,1.3109085359681345,1.3081893016095325
2006-06-05,1.0490789529345117,1.3137390385752916,1.3060819148900888,1.3137390385752916,1.2006955885315203,1.316469808753228,1.3137390385752916
2006-06-06,1.0446107046799669,1.3129694546614783,1.3037926659475723,1.3129694546614783,1.1955815730871264,1.3156986251634215,1.3129694546614783
2006-06-07,1.0220691201943333,1.287552873365262,1.2785537297561655,1.287552873365262,1.1698451982379647,1.2902292123381185,1.287552873365262
2006-06-08,1.0234121015892745,1.2882707910864577,1.27926662970698,1.2882707910864577,1.171314096519215,1.2909486223406925,1.2882707910864577
2006-06-09,1.016320349928213,1.278797890605727,1.2698599385397338,1.278797890605727,1.1629179850662885,1.2814560312567507,1.278797890605727
2006-06-12,1.0184232501412065,1.2800355916822437,1.2710889889037533,1.2800355916822437,1.165132112316943,1.2826963050490732,1.2800355916822437
2006-06-13,1.0215000641357168,1.2818660691823007,1.272906672575893,1.2818660691823007,1.167892042071817,1.2845305874245445,1.2818660691823007
2006-06-14,1.0176571925898634,1.27781609895504,1.2688850089637949,1.27781609895504,1.1636766030402934,1.2804721988298657,1.27781609895504
2006-06-15,1.0199434976434614,1.2792746301360693,1.2703333459758483,1.2792746301360693,1.1658264505937213,1.2819337617495707,1.2792746301360693
2006-06-16,1.028919847916244,1.2885933112135435,1.279586895631539,1.2885933112135435,1.175352233537302,1.2912718128660228,1.2885933112135435
2006-06-19,1.032820285409484,1.294142152881902,1.2850969545640032,1.294142152881902,1.1799128795390927,1.2968321884927285,1.294142152881902
2006-06-20,1.0330589315161638,1.296180540202043,1.2871210949039973,1.296180540202043,1.1808616295749654,1.2988748128547336,1.296180540202043
2006-06-21,1.0319467721323643,1.2950615360710505,1.2860099118723027,1.2950615360710505,1.179659956219082,1.297753482734317,1.2950615360710505
2006-06-22,1.0288282504299284,1.2946890636614363,1.2856400427986554,1.2946890636614363,1.1782389437784861,1.297380236094419,1.2946890636614363
2006-06-23,1.030831755169853,1.2984702291864307,1.2893947804756964,1.2984702291864307,1.1813819445358882,1.3011692612427865,1.2984702291864307
2006-06-26,1.0370204711153292,1.3051205148625855,1.2959985850503142,1.3051205148625855,1.1875199094642768,1.3078333703658103,1.3051205148625855
2006-06-27,1.0364069950908874,1.3068931664797356,1.29775884700425,1.3068931664797356,1.188600456769471,1.3096097066600765,1.3068931664797356
2006-06-28,1.0348506841181937,1.3063334144190124,1.2972030072404772,1.3063334144190124,1.187830652990718,1.3090487910849948,1.3063334144190124
2006-06-29,1.042749431829568,1.3149479158738506,1.3057572990236845,1.3149479158738506,1.1958257826823526,1.317681198853781,1.3149479158738506
2006-06-30,1.04215854597853,1.3149009313099236,1.305710642850806,1.3149009313099236,1.1954287508562358,1.3176341166265875,1.3149009313099236
2006-07-03,1.0468935820338816,1.320187160657457,1.3109604307975358,1.320187160657457,1.2002713743365514,1.3236700841482738,1.320187160657457
2006-07-04,1.043608336720708,1.318982305683535,1.3097639965019057,1.318982305683535,1.1990424020780959,1.3224620505207363,1.318982305683535
2006-07-05,1.041435372562375,1.3151525031930529,1.3059609603321767,1.3151525031930529,1.1956101046413519,1.3186221442287198,1.3151525031930529
2006-07-06,1.0488537384298466,1.3232728201473638,1.3140245247493116,1.3232728201473638,1.2030256900683762,1.3267638842384246,1.3232728201473638
2006-07-07,1.0487496428800533,1.3223999492118799,1.3131577542703117,1.3223999492118799,1.2022421994778973,1.3258887104910546,1.3223999492118799
2006-07-10,1.0516174106234952,1.3231074865057597,1.3138603466172394,1.3231074865057597,1.204145205635118,1.3265981144128907,1.3231074865057597
2006-07-11,1.0533152400508548,1.323816069978209,1.3145639778310407,1.323816069978209,1.2057389677107222,1.3273085672733291,1.3252436348839207
2006-07-12,1.0551609873155137,1.3261358217459287,1.3168675169559316,1.3261358217459287,1.207634490320615,1.3296344390202193,1.3275658882047552
2006-07-13,1.0369306903420408,1.3041768494692958,1.295062014968388,1.3041768494692958,1.187203919387695,1.3076175344877248,1.3070156113002234
2006-07-14,1.0408437663810128,1.3066394768459417,1.2975074311508736,1.3066394768459417,1.1905487045484204,1.3100866587785924,1.3094835990025058
2006-07-17,1.0475883133764108,1.310795061003276,1.3016339721137482,1.310795061003276,1.1951924162243737,1.3142532062160666,1.313648228492684
2006-07-18,1.0480651558947645,1.3117599078438984,1.3025920756823408,1.3117599078438984,1.1953213424650626,1.3152205985198069,1.3146151754858932
2006-07-19,1.0418719050516974,1.3025931044257015,1.2934893386490773,1.3025931044257015,1.187825657929285,1.3060296112010903,1.306846821106307
2006-07-20,1.0426909943120135,1.3036171650777104,1.2945062421863394,1.3036171650777104,1.188764165097532,1.307056373534351,1.3078742259061258
2006-07-21,1.0439486095472703,1.3051894897805105,1.296067577981114,1.3051894897805105,1.1901338320055401,1.3086328463509986,1.30945168515462
2006-07-24,1.0415240902110665,1.302158251339803,1.2930575247322238,1.302158251339803,1.187369804675096,1.305593610883895,1.3064105479746406
2006-07-25,1.043574825504937,1.3047221688807655,1.2956035231665335,1.3047221688807655,1.1897077065903843,1.30816429256323,1.3089828381829962
2006-07-26,1.0452590785459994,1.3068278945335625,1.2976945319955828,1.3068278945335625,1.1910870702369059,1.3102755735505733,1.3110954402427877
2006-07-27,1.0434193662472329,1.3045278070248378,1.2954105196970478,1.3045278070248378,1.18879792456495,1.3079694179410113,1.3087878416236713
2006-07-28,1.0390474738902569,1.2990618790063588,1.289982792808502,1.2990618790063588,1.1838256718490772,1.3024890696875369,1.3033040642022526
2006-07-31,1.0234122654422848,1.2795140683668385,1.270571600955695,1.2795140683668385,1.165948433619932,1.2828896879292393,1.2836924187029406
2006-08-01,1.01993515517851,1.2751568657753802,1.2662451786566973,1.2751568657753802,1.1619818669658577,1.278520865435251,1.2793208328946513
2006-08-02,1.019755317670612,1.2749320269395426,1.2660219111517372,1.2749320269395426,1.1616532769030308,1.2782954334506111,1.2790952598577559
2006-08-03,1.0206602489818184,1.2760634021732338,1.2671453795448138,1.2760634021732338,1.1624024009515934,1.2794297933726992,1.2802303295461444
2006-08-04,1.0125396239183626,1.265910726533535,1.2570636578960686,1.265910726533535,1.15318759446242,1.2692503338930547,1.2700445008029562
2006-08-07,1.005064570006086,1.25656516542616,1.2477834100993717,1.25656516542616,1.145082427587278,1.2598801181998558,1.2606684221881226
2006-08-08,1.010877855906925,1.263833128876123,1.2550005799426855,1.263833128876123,1.1523532748547194,1.2671672553116873,1.2679601188442833
2006-08-09,1.008714311855808,1.2611281941190635,1.252314549159622,1.2611281941190635,1.1516560321094886,1.26445518464857,1.2652463512450138
2006-08-10,1.0142784887489216,1.2680847131993385,1.2592224512241066,1.2680847131993385,1.1564626987814135,1.2714300557672866,1.2722255865239718
2006-08-11,1.01545386414684,1.2695542066283172,1.260681674806282,1.2695542066283172,1.1573867296287277,1.2729034258764824,1.2736998785173346
2006-08-14,1.0091104837897238,1.261623501452079,1.2528063949389276,1.261623501452079,1.1492732298563544,1.264951798655097,1.2657432759817417
2006-08-15,1.012735931132132,1.2661561563436243,1.2573073724711656,1.2661561563436243,1.154340608215926,1.2694964111731297,1.2702907320529992
2006-08-16,1.0182472022457858,1.2730465308581642,1.264149592234355,1.2730465308581642,1.1589223760439837,1.2764049632297003,1.2772036067741317
2006-08-17,1.0158706572794516,1.2686908916085817,1.2598243932350948,1.2686908916085817,1.156076347027132,1.2720378333397524,1.2742030590575841
2006-08-18,1.016698809584209,1.2683649585584904,1.259500738032884,1.2683649585584904,1.1545990362485155,1.2717110404435519,1.275241807635
2006-08-21,1.020174880853055,1.2727014709545845,1.263806943850472,1.2727014709545845,1.1566278965089243,1.2760589930213344,1.279601831829544
2006-08-22,1.0227221009939742,1.2758792112430752,1.2669624758695681,1.2758792112430752,1.159786017645447,1.2792451165272445,1.2827968012603417
2006-08-23,1.0219176292943775,1.2748756065331044,1.2659658850505202,1.2748756065331044,1.1589625721242085,1.2782388642011304,1.2817877551842434
2006-08-24,1.0244953611791523,1.2780914112182151,1.2691592154456375,1.2780914112182151,1.1614410689260215,1.281463152521594,1.2850209953900453
2006-08-25,1.0252718502525409,1.279060106688403,1.2701211409950608,1.279060106688403,1.162131971167258,1.2824344035136317,1.2859949429546755
2006-08-28,1.0301950660422987,1.2852019791213063,1.2762200897321316,1.2852019791213063,1.1682380018980147,1.288592478860333,1.292170115526851
2006-08-29,1.0316686204723629,1.2870402863820243,1.278045549617303,1.2870402863820243,1.168841203372925,1.2904356357714475,1.2940183897623763
2006-08-30,1.030943428270915,1.2884063330367932,1.279402049383604,1.2884063330367932,1.1707527705494079,1.2918052862028224,1.2967791850090462
2006-08-31,1.031549018333859,1.2930225953719545,1.2839860500522262,1.2930225953719545,1.1746270402790566,1.2964337267298143,1.301425446638845
2006-09-01,1.0196864168516295,1.278032292103579,1.2691012842624638,1.278032292103579,1.1610232220034273,1.2822107498834778,1.2863369994546565
2006-09-04,1.0356802359798811,1.2925114147055112,1.2834792254167213,1.2925114147055112,1.1746475150503157,1.2967372111973159,1.3009102080015627
2006-09-05,1.0291880975972116,1.281205556289724,1.272252373385034,1.281205556289724,1.1721887740928758,1.2853943888860562,1.2927554814746216
2006-09-06,1.032874663189349,1.2857948518046063,1.2768095984784706,1.2857948518046063,1.1759646751790247,1.289998688855573,1.2973861489766827
2006-09-07,1.0265368892001847,1.2779051460565674,1.2689750267237863,1.2779051460565674,1.166677935700617,1.2820831881393102,1.2894253184113391
2006-09-08,1.026693048977583,1.278099544704335,1.2691680668958267,1.278099544704335,1.1660005022493642,1.282278222362992,1.2896214695412334
2006-09-11,1.027927422687606,1.279636179707705,1.2706939637516954,1.279636179707705,1.1673681143907104,1.2838198813117851,1.2911719571377631
2006-09-12,1.0341305398193361,1.2873582551514873,1.2783620766181907,1.2873582551514873,1.173872008648018,1.2915672036655357,1.2989636462303547
2006-09-13,1.023815758328037,1.2745176914203091,1.2656112439337757,1.2745176914203091,1.1625453872585902,1.2786846584024727,1.2860073262493703
2006-09-14,1.0178896751437516,1.2671404872722363,1.258285592370484,1.2671404872722363,1.1555281418322576,1.2712833348825678,1.2785636174287522
2006-09-15,1.0259648171977263,1.2771929906887984,1.268267847963583,1.2771929906887984,1.164454341320602,1.2813687044179032,1.2887067430423633
2006-09-18,1.0345495409405314,1.2856243313268838,1.2766402696136152,1.2856243313268838,1.1736242792149854,1.2898276108703282,1.3004084400801914
2006-09-19,1.0401549155258916,1.2894033657107817,1.2803928957557786,1.2894033657107817,1.176818016514273,1.293619000603711,1.3074542857667948
2006-09-20,1.0413882326679036,1.288074809510814,1.2790736236293923,1.288074809510814,1.1778463415180247,1.2922861007607664,1.3093479493244367
2006-09-21,1.0480678772851069,1.2931439621722023,1.2841073525832212,1.2931439621722023,1.18288409994464,1.297371826743898,1.3177463340069149
2006-09-22,1.0416174832303389,1.2851852332517415,1.2762042399964268,1.2851852332517415,1.1758938962229946,1.2893870771876668,1.3096361883734193
2006-09-25,1.03845231013941,1.2825018824225454,1.2735396406709636,1.2825018824225454,1.1737880628973627,1.286694953287385,1.3101480132860963
2006-09-26,1.0311995359335533,1.2786755512381067,1.2697400482426753,1.2786755512381067,1.1680044280806787,1.2828561121191182,1.3062392001543779
2006-09-27,1.0349307525902953,1.2801327326861442,1.2711870467720037,1.2801327326861442,1.1716130403378078,1.284318057743457,1.3109656001298133
2006-09-28,1.0448028734348354,1.2923438154107598,1.2833127973213403,1.2923438154107598,1.1809388655199022,1.2965690639456928,1.3234707950862143
2006-09-29,1.0519365582787947,1.3011676555088176,1.292074975608823,1.3011676555088176,1.1888470224050762,1.3054217531139456,1.3325071633738426
2006-10-09,1.065857812523501,1.3174345852377936,1.3082283124826053,1.3174345852377936,1.2049339687141893,1.321830793926425,1.3530871622338572
2006-10-10,1.0796077709547285,1.32272139205141,1.3134781749301974,1.32272139205141,1.2097728361019477,1.3271352425313756,1.3585170412645673
2006-10-11,1.086981310097313,1.3225480342662947,1.3133060285745313,1.3225480342662947,1.2100353364777754,1.3269613062606112,1.358338992049721
2006-10-12,1.0736195358209946,1.314379468109088,1.3051945446048612,1.314379468109088,1.1972587971065798,1.3187654820354011,1.3499493671491576
2006-10-13,1.0729295071892404,1.31718417896027,1.3079796560517278,1.31718417896027,1.197124274913219,1.3215795520565574,1.3528299794308123
2006-10-16,1.0714751178502682,1.3123756499527701,1.3032047291904676,1.3123756499527701,1.1945011300503157,1.31675497724516,1.3478913214191108
2006-10-17,1.0756086921635986,1.3135762675456797,1.3043969568313,1.3135762675456797,1.1975981313241508,1.3179596012347081,1.3530912638634651
2006-10-18,1.0825260539941928,1.3220240259181202,1.3127856820125536,1.3220240259181202,1.2052715339545144,1.3264355493246287,1.361793147671351
2006-10-19,1.0901868423578536,1.3313796864464422,1.322075964901945,1.3313796864464422,1.2129400312522665,1.335822429191325,1.3714302451443414
2006-10-20,1.0811135653486765,1.320299038405054,1.3110727487644374,1.320299038405054,1.2024881513449668,1.32470480562057,1.3600162690904334
2006-10-23,1.060940734061853,1.2956631716436278,1.2866090381855706,1.2956631716436278,1.1790566818075663,1.2999867302905195,1.3346393062781612
2006-10-24,1.0794231483484584,1.3182346336917787,1.30902277017378,1.3182346336917787,1.1992922517778521,1.3226335120992743,1.3578897629623725
2006-10-25,1.0785403425956215,1.3136591056848839,1.3044792160950804,1.3136591056848839,1.1971255893478914,1.3180427158003485,1.357172852864607
2006-10-26,1.0807946220228397,1.3112318782603842,1.302068950209286,1.3112318782603842,1.1949161599125508,1.315607388847863,1.3546652257686551
2006-10-27,1.0695886317416807,1.2986840087539342,1.2896087655947215,1.2986840087539342,1.183081991369048,1.3030176477725577,1.3417017196491865
2006-10-30,1.0786694430719492,1.304459147227296,1.2953435472256407,1.304459147227296,1.1885822226180733,1.3088120575738615,1.3476681542619882
2006-10-31,1.0821818149184905,1.3111167734154778,1.3019546497205194,1.3111167734154778,1.1945386451266597,1.3154918999042504,1.354546308181844
2006-11-01,1.086542588747963,1.3166976515164115,1.3074974966184063,1.3166976515164115,1.1996201265600253,1.3220943985331841,1.3603073204297471
2006-11-02,1.0869989539879743,1.31679816425997,1.3075973070497757,1.31679816425997,1.1997323161677527,1.3221953232481989,1.3604111622044335
2006-11-03,1.0835871595037976,1.3192192771282139,1.3100015028882157,1.3192192771282139,1.2016396122592845,1.3246263595287264,1.3629124635126462
2006-11-06,1.0807557955212954,1.3220705151805066,1.312832818499163,1.3220705151805066,1.2035444806819788,1.3274892839468566,1.3658581359609525
2006-11-07,1.077553519250988,1.3214649586927483,1.312231493213215,1.3214649586927483,1.2027237342696375,1.3268812454654797,1.3652325231467408
2006-11-08,1.075729406416534,1.3153991945858392,1.3062081123894342,1.3153991945858392,1.1973772497353747,1.3207906196188155,1.3589658579718424
