,ic
2013-05,0.15515279594593367
2013-06,0.027442404834835055
2013-07,-0.1072923844329746
2013-08,0.02125051097444027
2013-09,0.030762932326665916
2013-10,-0.05657197257753203
2013-11,0.10749783906066623
2013-12,0.049082573134698895
2014-01,-0.1161526402521889
2014-02,-0.03394728219615556
2014-03,0.010825760686275266
2014-04,-0.07376362665718265
2014-05,0.008732025632688437
2014-06,-0.04543362585134642
2014-07,-0.08488318683587802
2014-08,-0.14870793146396533
2014-09,0.049950014651310465
2014-10,-0.043376573678958565
2014-11,0.07039986703726682
2014-12,0.06612138097129218
2015-01,0.051870029086034386
2015-02,-0.048698302930167775
2015-03,-0.08124457171084734
2015-04,-0.023545521113986934
2015-05,-0.05584582532479564
2015-06,0.2200063659788049
2015-07,-0.06002613669708805
2015-08,0.1420229762206971
2015-09,-0.048026507357173315
2015-10,-0.04975783729207816
2015-11,-0.03824385317289214
2015-12,0.11802177086508442
2016-01,-0.05650202077784799
2016-02,6.4318716552311625e-06
2016-03,-0.08758326760150549
2016-04,0.1596686286016796
2016-05,0.05576854503855757
2016-06,-0.016098618198643205
2016-07,-0.10417135523694313
2016-08,-0.02907563178868207
2016-09,-0.05021160244996797
2016-10,-0.11391491030609921
2016-11,-0.046801085116379974
2016-12,0.030476066376587323
2017-01,0.017404757209740197
2017-02,0.12464598954934614
2017-03,0.1448407257105566
2017-04,0.05006405279217817
2017-05,0.15668408615649526
2017-06,0.025088839867051068
2017-07,-0.02078606879922749
2017-08,0.01660255661288869
2017-09,0.1420305936602482
2017-10,0.08761082391466682
2017-11,0.10672976612901533
2017-12,0.12457378366395208
2018-01,0.15038218711976503
2018-02,-0.13002373776314574
2018-03,0.04967579808629637
2018-04,0.04722844463847433
2018-05,0.16203511026364306
2018-06,-0.04064697727436313
2018-07,0.005136759045258984
2018-08,-0.044766545061645326
2018-09,-0.048511277156077816
2018-10,-0.14614916273243397
2018-11,0.04928715932027591
2018-12,0.21928399488868736
2019-01,-0.2655180815711269
2019-02,-0.027493678152482555
2019-03,0.05434577027882481
2019-04,-0.018752132799107465
2019-05,0.11215877337077435
2019-06,0.11084914718902021
2019-07,0.045154590392690534
2019-08,0.04491254892136448
2019-09,0.12158603141438185
2019-10,-0.026866750442933962
2019-11,-0.015626198081710424
2019-12,0.1070186391417121
2020-01,0.035017972070717475
2020-02,0.04155265201601555
2020-03,0.1767982190007475
2020-04,-0.030523075535309356
2020-05,0.12207424870285433
2020-06,0.03288105124689955
2020-07,-0.007354792666211464
2020-08,-0.03428140702910266
2020-09,0.018887343651847598
2020-10,-0.11504192392447762
2020-11,0.14790750519496743
2020-12,0.17204589133523276
2021-01,-0.10828573181630428
2021-02,-0.05895208189313886
2021-03,-0.05132945726852291
2021-04,-0.0681041957277801
2021-05,0.008810335122778146
2021-06,0.032537801135957396
2021-07,-0.026839062504860654
2021-08,-0.10951685819284852
2021-09,0.05208442475204704
2021-10,-0.04845061435749917
2021-11,-0.14280331678247507
2021-12,-0.05419025248461979
2022-01,0.06525978711823656
2022-02,-0.1431016936832874
2022-03,0.11175715007571008
2022-04,-0.035710200059058686
2022-05,0.04944704922464422
2022-06,-0.10783343055127899
2022-07,-0.023745838542877176
2022-08,0.027466525103033414
2022-09,-0.05945337386807949
2022-10,-0.12935724545640948
2022-11,-0.011609465449793197
2022-12,0.05541612665105629
2023-01,-0.1241676381586286
2023-02,-0.05975345368116372
2023-03,0.006137443286291571
2023-04,-0.0863033770108638
2023-05,0.05306466910230424
2023-06,-0.12565210229846555
2023-07,-0.04604443710341133
2023-08,-0.023951787172926918
2023-09,-0.17087282821133581
2023-10,-0.04169579067184981
2023-11,0.047600796211618515
2023-12,0.23323640210926627
2024-01,0.14500956126088685
2024-02,-0.01192247489894778
2024-03,0.08388830860467435
2024-04,-0.020711375659459828
2024-05,0.08730180944494394
2024-06,-0.05143676446485081
2024-07,-0.0155066893812138
2024-08,-0.13006920438317407
2024-09,-0.08399458298486688
2024-10,-0.07157203053645704
2024-11,0.19329627569346766
2024-12,0.17386922896927215
2025-01,-0.15446434729023606
2025-02,0.07489133346942647
2025-03,-0.051008504058561374
2025-04,-0.08590124763102623
2025-05,0.0007336807697356857
2025-06,-0.033701988957051454
2025-07,0.08989418587332046
2025-08,0.016738670373573676
2025-09,-0.05703000908146996
2025-10,-0.14078389536331357
2025-11,0.15917439592983848
2025-12,0.032348010275052894
2026-01,-0.017640164455649265
2026-02,-0.03552703359550372
2026-03,0.000133220387770209
2026-04,0.06669723715938855
2026-05,0.1441838618131092
2026-06,-0.09952503349234186
2026-07,0.07305813409904147
