,ic
2007-08,-0.02463972173183318
2007-09,-0.09295349881416445
2007-10,0.07444114996257145
2007-11,0.019196237945817755
2008-04,0.050943242745408415
2008-05,-0.028112026788767994
2008-08,-0.048133692706210686
2008-09,0.06175229928858945
2008-10,0.037078585728914176
2008-11,0.036127604595454
2009-04,-0.09275917840093416
2009-05,0.016677616378491078
2009-08,0.007824937389798694
2009-09,-0.11300247445932445
2009-10,0.01890462348451485
2009-11,0.05282617058951312
2010-04,0.025511261686227703
2010-05,-0.05131408020893583
2010-08,0.03279965911383486
2010-09,-0.06154667134692022
2010-10,0.07655794644170977
2010-11,0.014717005132460262
2011-04,-0.004543218912521177
2011-05,0.01957430868080063
2011-08,0.03807391338411784
2011-09,0.05490094247800945
2011-10,0.06764547228568492
2011-11,-0.0380962611612686
2012-04,-0.017798802551624335
2012-05,0.09474217613047098
2012-08,-0.007169637044923623
2012-09,0.07749387297337756
2012-10,0.060252440529422815
2012-11,-0.0728703488543109
2013-04,-0.011786594620116228
2013-05,0.10448116630851408
2013-08,0.0031657017343976195
2013-09,0.06224187599542356
2013-10,0.045310041590299235
2013-11,0.08346903986304424
2014-04,0.008500021919729261
2014-05,0.10291910844815796
2014-08,0.06919588587229572
2014-09,-0.005982479203278722
2014-10,-0.015529948750208234
2014-11,-0.059881970136653626
2015-04,0.06301339389435942
2015-05,-0.018663164566601706
2015-08,0.1265013117937329
2015-09,0.04047359548488544
2015-10,0.025800229319982663
2015-11,0.07126709946312695
2016-04,0.03878022318859167
2016-05,0.0245824859631461
2016-08,0.02831375183426362
2016-09,0.01653009651943693
2016-10,-0.03831941961761729
2016-11,0.016101577280001285
2017-04,-0.04830044080130094
2017-05,0.05243377554716227
2017-08,0.01242875362944198
2017-09,7.862361088313963e-05
2017-10,0.0012596684472894243
2017-11,0.014720664602455646
2018-04,-0.009453452374024314
2018-05,-0.0037992376808918386
2018-08,-0.008239693218514562
2018-09,-0.0009465438952991982
2018-10,0.008504089709963811
2018-11,-0.007049024844070275
2019-04,0.05592549322260108
2019-05,0.007651636723053483
2019-08,-0.0031480917667959024
2019-09,0.02514055695664136
2019-10,-0.04453780983162239
2019-11,-0.028440739138851034
2020-04,-0.040377966160692384
2020-05,0.0007047282561114719
2020-08,0.05461630141530142
2020-09,0.005413853600945344
2020-10,0.013423343229484502
2020-11,0.02995526465027806
2021-04,-0.004321151205307471
2021-05,0.0458560050377951
2021-08,-0.04257027354187103
2021-09,-0.022155319555911115
2021-10,0.05795097614084105
2021-11,-0.003736322294994326
2022-04,0.022707301220393227
2022-05,-0.003648975264936383
2022-08,0.051418899258557374
2022-09,-0.003650343630855824
2022-10,0.010560624973427388
2022-11,-0.018992691726475087
2023-04,0.04134320649727494
2023-05,0.08160190965802003
2023-08,0.02785610013857901
2023-09,-0.07918758111862863
2023-10,0.09377726476532797
2023-11,0.026543439402034574
2024-04,0.007647850052929008
2024-05,0.002171114610878593
2024-08,-0.09020425438482627
2024-09,0.024351475178414184
2024-10,0.06336638936556033
2024-11,0.07106858348300374
2025-04,0.0833235154795119
2025-05,0.050007626118074994
2025-08,0.017359888903600566
2025-09,0.10287332582404875
2025-10,0.017481913416551868
2025-11,-0.0028909640982356347
2026-04,-0.0250592788107037
2026-05,-0.02257219786956304
