date,buyhold,MA15_base,A_REB,B_combo,B_FLOW_top
2006-01-04,1.0,1.0,1.0,1.0,1.0
2006-01-05,1.0,1.0,1.0,1.0,1.0
2006-01-06,1.0,1.0,1.0,1.0,1.0
2006-01-09,1.0,1.0,1.0,1.0,1.0
2006-01-10,1.0,1.0,1.0,1.0,1.0
2006-01-11,1.0,1.0,1.0,1.0,1.0
2006-01-12,1.0,1.0,1.0,1.0,1.0
2006-01-13,1.0,1.0,1.0,1.0,1.0
2006-01-16,1.0,1.0,1.0,1.0,1.0
2006-01-17,1.0,1.0,1.0,1.0,1.0
2006-01-18,1.0,1.0,1.0,1.0,1.0
2006-01-19,1.0,1.0,1.0,1.0,1.0
2006-01-20,1.0,1.0,1.0,1.0,1.0
2006-01-23,1.0,1.0,1.0,1.0,1.0
2006-01-24,1.0,1.0,1.0,1.0,1.0
2006-01-25,1.0,1.0,1.0,1.0,1.0
2006-02-06,0.9995036632355648,0.9995036632355648,0.9995036632355648,0.9995036632355648,0.9995036632355648
2006-02-07,0.9993927078333068,0.9993927078333068,0.9993927078333068,0.9993927078333068,0.9995036632355648
2006-02-08,1.0085484230274753,1.0085484230274753,1.0085484230274753,1.0085484230274753,0.9995036632355648
2006-02-09,0.9936635789461725,0.9936635789461725,0.9936635789461725,0.9936635789461725,0.9995036632355648
2006-02-10,1.024659920621708,1.024659920621708,1.024659920621708,1.024659920621708,0.9995036632355648
2006-02-13,1.0564152850496094,1.0564152850496094,1.0564152850496094,1.0564152850496094,0.9995036632355648
2006-02-14,1.0535277484371444,1.0535277484371444,1.0535277484371444,1.0535277484371444,0.9995036632355648
2006-02-15,1.0455820356788617,1.0455820356788617,1.0455820356788617,1.0455820356788617,0.9995036632355648
2006-02-16,0.9903183093095926,0.9903183093095926,0.9903183093095926,0.9903183093095926,0.9995036632355648
2006-02-17,0.971644591892654,0.971644591892654,0.971644591892654,0.971644591892654,0.9995036632355648
2006-02-20,0.9677670202356345,0.9677670202356345,0.9677670202356345,0.9677670202356345,0.9995036632355648
2006-02-21,0.9887924711101279,0.9887924711101279,0.9887924711101279,0.9887924711101279,0.9995036632355648
2006-02-22,0.9871003203284834,0.9871003203284834,0.9871003203284834,0.9871003203284834,0.9995036632355648
2006-02-23,0.9784314743939327,0.9784314743939327,0.9784314743939327,0.9784314743939327,0.9995036632355648
2006-02-24,0.9883732553331797,0.9883732553331797,0.9883732553331797,0.9883732553331797,0.9995036632355648
2006-02-27,0.9849400701587494,0.9849400701587494,0.9849400701587494,0.9849400701587494,0.9995036632355648
2006-02-28,0.9800571152202279,0.9800571152202279,0.9800571152202279,0.9800571152202279,0.9995036632355648
2006-03-01,0.9927870071876957,0.9927870071876957,0.9927870071876957,0.9927870071876957,0.9993544044558769
2006-03-02,0.9632034243634218,0.9632034243634218,0.9632034243634218,0.9632034243634218,0.9993544044558769
2006-03-03,0.9599772557910882,0.9599772557910882,0.9599772557910882,0.9599772557910882,0.9993544044558769
2006-03-06,0.9463127242889402,0.9463127242889402,0.9463127242889402,0.9463127242889402,0.9993544044558769
2006-03-07,0.9133750834951311,0.9133750834951311,0.9133750834951311,0.9133750834951311,0.9993544044558769
2006-03-08,0.9073344381821139,0.9073344381821139,0.9073344381821139,0.9073344381821139,0.9993544044558769
2006-03-09,0.91276231924995,0.91276231924995,0.91276231924995,0.91276231924995,0.9993544044558769
2006-03-10,0.9234954666842643,0.9234954666842643,0.9234954666842643,0.9234954666842643,0.9993544044558769
2006-03-13,0.9419798056505477,0.9419798056505477,0.9419798056505477,0.9419798056505477,0.9993544044558769
2006-03-14,0.9400556173343434,0.9400556173343434,0.9400556173343434,0.9400556173343434,0.9993544044558769
2006-03-15,0.9572540287027691,0.9572540287027691,0.9572540287027691,0.9572540287027691,0.9993544044558769
2006-03-16,0.9562751028570022,0.9562751028570022,0.9562751028570022,0.9562751028570022,0.9993544044558769
2006-03-17,0.9482499463237221,0.9482499463237221,0.9482499463237221,0.9482499463237221,0.9993544044558769
2006-03-20,0.9636695800643835,0.9636695800643835,0.9636695800643835,0.9636695800643835,0.9993544044558769
2006-03-21,0.9632332654431416,0.9632332654431416,0.9632332654431416,0.9632332654431416,0.9993544044558769
2006-03-22,0.9820102191232611,0.9820102191232611,0.9820102191232611,0.9820102191232611,0.9993544044558769
2006-03-23,0.9852849436045332,0.9852849436045332,0.9852849436045332,0.9852849436045332,0.9993544044558769
2006-03-24,0.9739063313093453,0.9739063313093453,0.9739063313093453,0.9739063313093453,0.9878133102905773
2006-03-27,0.9846465032701462,0.9846465032701462,0.9846465032701462,0.9846465032701462,0.9987068474579817
2006-03-28,0.9435058294506092,0.9435058294506092,0.9435058294506092,0.9435058294506092,0.9569787018583682
2006-03-29,0.9426919345236715,0.9426919345236715,0.9426919345236715,0.9426919345236715,0.9561531848490208
2006-03-30,0.9315097350663051,0.9315097350663051,0.9315097350663051,0.9315097350663051,0.944811308215505
2006-03-31,0.9451493049127764,0.9451493049127764,0.9451493049127764,0.9451493049127764,0.9586456454693437
2006-04-03,0.9610668624784713,0.9610668624784713,0.9610668624784713,0.9610668624784713,0.9747898848745096
2006-04-04,0.9819063651831689,0.9819063651831689,0.9819063651831689,0.9819063651831689,0.9959269537252309
2006-04-05,0.9916765964610751,0.9916765964610751,0.9916765964610751,0.9916765964610751,1.0058366936136987
2006-04-06,0.9905772099212331,0.9905772099212331,0.9905772099212331,0.9905772099212331,1.0047216089921756
2006-04-07,0.9839283186035965,0.9839283186035965,0.9839283186035965,0.9839283186035965,0.9979777785105505
2006-04-10,1.0286724107564735,1.0286724107564735,1.0286724107564735,1.0286724107564735,1.0433607691653701
2006-04-11,1.0415088810309332,1.0415088810309332,1.0415088810309332,1.0415088810309332,1.0563805307132468
2006-04-12,1.029380308991076,1.029380308991076,1.029380308991076,1.029380308991076,1.0440787754410537
2006-04-13,0.9867696981230689,0.9867696981230689,0.9867696981230689,0.9867696981230689,1.0008597299364153
2006-04-14,1.0224106272894187,1.0224106272894187,1.0224106272894187,1.0224106272894187,1.0008597299364153
2006-04-17,1.0376277871514692,1.0376277871514692,1.0376277871514692,1.0376277871514692,1.0008597299364153
2006-04-18,1.0242958372841118,1.0242958372841118,1.0242958372841118,1.0242958372841118,1.0008597299364153
2006-04-19,1.0288176262702762,1.0288176262702762,1.0288176262702762,1.0288176262702762,1.0008597299364153
2006-04-20,1.0038906861884238,1.0038906861884238,1.0038906861884238,1.0038906861884238,1.0008597299364153
2006-04-21,1.0140890391208461,1.0140890391208461,1.0140890391208461,1.0140890391208461,1.0008597299364153
2006-04-24,0.9958243969606602,0.9958243969606602,0.9958243969606602,0.9958243969606602,1.0008597299364153
2006-04-25,0.985542527770556,0.985542527770556,0.985542527770556,0.985542527770556,1.0008597299364153
2006-04-26,0.9995065615895508,0.9995065615895508,0.9995065615895508,0.9995065615895508,1.0008597299364153
2006-04-27,0.9951023158777769,0.9951023158777769,0.9951023158777769,0.9951023158777769,1.0008597299364153
2006-04-28,1.0031663812127898,1.0031663812127898,1.0031663812127898,1.0031663812127898,1.0008597299364153
2006-05-08,1.038569379287832,1.0090809588838385,1.0090809588838385,1.0090809588838385,1.0003027043357988
2006-05-09,1.0751562223538178,1.015479602764132,1.015479602764132,1.015479602764132,1.0003027043357988
2006-05-10,1.09392609765536,1.0186706521403932,1.0332076548544726,1.0186706521403932,1.0003027043357988
2006-05-11,1.0685905685317705,1.0144239842846818,1.009278376006124,1.0144239842846818,1.0003027043357988
2006-05-12,1.0914135717248705,1.0183238842581332,1.0308345868474418,1.0183238842581332,1.0003027043357988
2006-05-15,1.1663337759272885,1.0309064160859207,1.101596339996132,1.0309064160859207,1.0003027043357988
2006-05-16,1.1075574128960843,1.0215551243866985,1.046082363011301,1.0215551243866985,1.0003027043357988
2006-05-17,1.1246283866086486,1.0243892973919366,1.0622058111614499,1.0243892973919366,1.0003027043357988
2006-05-18,1.1225857695381702,1.0240543971561744,1.0602765696910452,1.0240543971561744,0.9999756786509653
2006-05-19,1.157386470629291,1.0297687097279482,1.09314565549009,1.0297687097279482,1.005555629879974
2006-05-22,1.1780405485781216,1.0330765125000994,1.1126533274310295,1.0330765125000994,1.0087856558738186
2006-05-23,1.0892504391706321,1.0190609883292694,1.0287915191134385,1.0190609883292694,0.995099680467341
2006-05-24,1.0598231786503671,1.0141054051318563,1.0009976206991842,1.0141054051318563,0.9902606185144742
2006-05-25,1.0820195828609667,1.017928409675277,1.0219620119773423,1.017928409675277,0.9902606185144742
2006-05-26,1.1062792919333782,1.0220365021201425,1.0448751842399668,1.0220365021201425,0.9902606185144742
2006-05-29,1.1324991942135656,1.0263966899437775,1.0696397490524252,1.0263966899437775,0.9902606185144742
2006-05-30,1.1582528463818023,1.0305980380996176,1.0939639429972565,1.0305980380996176,0.9902606185144742
2006-05-31,1.1668341463456002,1.0328256343451765,1.1020689373201837,1.0328256343451765,0.9902606185144742
2006-06-01,1.2209180622380553,1.0466304879818282,1.153152471950676,1.0466304879818282,0.990041736424552
2006-06-02,1.207610626966415,1.0433023702278361,1.140583649886822,1.0433023702278361,0.990041736424552
2006-06-05,1.2305293422314794,1.0490789529345117,1.1622302893946332,1.0490789529345117,0.990041736424552
2006-06-06,1.2125644905713524,1.0446107046799669,1.1572801057621809,1.0446107046799669,0.990041736424552
2006-06-07,1.122875867782707,1.0220691201943333,1.132307235811003,1.0220691201943333,0.990041736424552
2006-06-08,1.127933229521382,1.0234121015892745,1.1337950682100115,1.0234121015892745,0.990041736424552
2006-06-09,1.1011422308034162,1.016320349928213,1.1259384158939059,1.016320349928213,0.990041736424552
2006-06-12,1.1089519245496229,1.0184232501412065,1.1282681302745814,1.0184232501412065,0.990041736424552
2006-06-13,1.1204357926816595,1.0215000641357168,1.1316768026240271,1.0215000641357168,0.990041736424552
2006-06-14,1.1059878175734472,1.0176571925898634,1.1274194474494232,1.0176571925898634,0.990041736424552
2006-06-15,1.1145047961399386,1.0199434976434614,1.1299523483113219,1.0199434976434614,0.990041736424552
2006-06-16,1.1481256052266513,1.028919847916244,1.139896867878759,1.028919847916244,0.990041736424552
2006-06-19,1.163044055856521,1.032820285409484,1.144217997936562,1.032820285409484,0.990041736424552
2006-06-20,1.163965201498158,1.0330589315161638,1.1444823838846871,1.0330589315161638,0.990041736424552
2006-06-21,1.1596699908111539,1.0319467721323643,1.1432502694486186,1.0319467721323643,0.990041736424552
2006-06-22,1.1476576281895055,1.0288282504299284,1.139795390890082,1.0288282504299284,0.990041736424552
2006-06-23,1.1553182210633868,1.030831755169853,1.1420149892217162,1.030831755169853,0.990041736424552
2006-06-26,1.1790930239491861,1.0370204711153292,1.1488712063864706,1.0370204711153292,0.990041736424552
