signal,start,end,n_days,fwd15,hit
SPREAD5_top,2024-10-09,2024-10-17,7,0.081,False
SPREAD5_top,2024-10-29,2024-11-04,5,0.0399,False
REB_bottom,2006-05-09,2006-05-09,1,0.2255,True
REB_bottom,2006-05-15,2006-05-15,1,0.1809,True
REB_bottom,2007-01-08,2007-01-08,1,0.2374,True
REB_bottom,2007-07-20,2007-07-23,2,0.1612,True
REB_bottom,2007-12-10,2007-12-10,1,0.1528,True
REB_bottom,2007-12-24,2007-12-24,1,0.1423,True
REB_bottom,2008-02-18,2008-02-18,1,-0.014,False
REB_bottom,2008-03-03,2008-03-03,1,-0.1784,False
REB_bottom,2008-04-24,2008-04-24,1,0.1049,True
REB_bottom,2008-06-18,2008-06-18,1,0.0643,True
REB_bottom,2008-07-03,2008-07-03,1,0.1063,True
REB_bottom,2008-07-07,2008-07-07,1,0.0616,True
REB_bottom,2008-07-09,2008-07-09,1,-0.0092,False
REB_bottom,2008-08-20,2008-08-20,1,-0.1689,False
REB_bottom,2008-09-19,2008-09-22,2,-0.1732,False
REB_bottom,2008-11-05,2008-11-05,1,0.1827,True
REB_bottom,2008-11-10,2008-11-10,1,0.152,True
REB_bottom,2008-11-13,2008-11-14,2,0.1495,True
REB_bottom,2008-12-02,2008-12-03,2,0.0696,True
REB_bottom,2008-12-22,2008-12-22,1,-0.0032,False
REB_bottom,2009-01-06,2009-01-06,1,0.138,True
REB_bottom,2009-02-03,2009-02-03,1,0.1641,True
REB_bottom,2009-03-17,2009-03-17,1,0.0843,True
REB_bottom,2009-11-03,2009-11-03,1,0.0843,True
REB_bottom,2009-11-16,2009-11-16,1,0.0572,True
REB_bottom,2010-02-24,2010-02-25,2,0.0251,True
REB_bottom,2010-05-24,2010-05-24,1,0.0068,True
REB_bottom,2010-07-09,2010-07-09,1,0.1048,True
REB_bottom,2010-07-20,2010-07-20,1,0.0759,True
REB_bottom,2010-12-13,2010-12-13,1,-0.0255,False
REB_bottom,2011-02-10,2011-02-10,1,0.0558,True
REB_bottom,2011-02-14,2011-02-14,1,0.0519,True
REB_bottom,2011-06-23,2011-06-24,2,0.1196,True
REB_bottom,2011-09-21,2011-09-21,1,-0.089,False
REB_bottom,2011-10-12,2011-10-13,2,0.0358,True
REB_bottom,2011-10-25,2011-10-25,1,0.1015,True
REB_bottom,2012-01-10,2012-01-10,1,-0.0033,False
REB_bottom,2012-02-03,2012-02-06,2,0.1187,True
REB_bottom,2012-02-22,2012-02-22,1,0.0119,True
REB_bottom,2012-08-06,2012-08-06,1,-0.0235,False
REB_bottom,2012-08-21,2012-08-21,1,0.0244,True
REB_bottom,2012-09-07,2012-09-07,1,-0.0521,False
REB_bottom,2012-10-09,2012-10-09,1,-0.0258,False
REB_bottom,2012-12-05,2012-12-05,1,0.1371,True
REB_bottom,2012-12-07,2012-12-07,1,0.112,True
REB_bottom,2012-12-14,2012-12-14,1,0.1029,True
REB_bottom,2012-12-25,2012-12-26,2,0.0964,True
REB_bottom,2013-04-19,2013-04-19,1,0.0372,True
REB_bottom,2013-05-20,2013-05-20,1,-0.0568,False
REB_bottom,2013-07-11,2013-07-11,1,0.0393,True
REB_bottom,2013-11-15,2013-11-18,2,0.0403,True
REB_bottom,2014-02-10,2014-02-10,1,0.0138,True
REB_bottom,2014-06-26,2014-06-26,1,0.0455,True
REB_bottom,2014-09-02,2014-09-02,1,0.0829,True
REB_bottom,2015-01-20,2015-01-21,2,0.035,True
REB_bottom,2015-02-13,2015-02-13,1,0.1263,True
REB_bottom,2015-03-02,2015-03-02,1,0.1795,True
REB_bottom,2015-03-16,2015-03-16,1,0.249,True
REB_bottom,2015-05-11,2015-05-11,1,0.3405,True
REB_bottom,2015-07-14,2015-07-14,1,0.0284,True
REB_bottom,2015-09-09,2015-09-09,1,-0.0476,False
REB_bottom,2015-10-12,2015-10-12,1,0.0763,True
REB_bottom,2015-12-17,2015-12-17,1,-0.1481,False
REB_bottom,2016-03-14,2016-03-14,1,0.1492,True
REB_bottom,2016-03-17,2016-03-18,2,0.1065,True
REB_bottom,2016-05-31,2016-05-31,1,0.038,True
REB_bottom,2016-08-15,2016-08-15,1,0.0149,True
REB_bottom,2016-10-10,2016-10-10,1,0.0293,True
REB_bottom,2017-04-27,2017-04-27,1,-0.0226,False
REB_bottom,2017-06-07,2017-06-07,1,0.0139,True
REB_bottom,2017-06-15,2017-06-15,1,0.0267,True
REB_bottom,2017-07-27,2017-07-27,1,0.0316,True
REB_bottom,2017-08-16,2017-08-16,1,0.0601,True
REB_bottom,2017-08-28,2017-08-28,1,0.042,True
REB_bottom,2018-02-26,2018-02-26,1,0.0536,True
REB_bottom,2018-03-09,2018-03-09,1,0.0027,True
REB_bottom,2018-10-22,2018-10-22,1,0.0661,True
REB_bottom,2018-11-02,2018-11-02,1,0.0222,True
REB_bottom,2018-11-13,2018-11-13,1,0.0127,True
REB_bottom,2018-11-15,2018-11-15,1,-0.0321,False
REB_bottom,2018-12-03,2018-12-03,1,-0.0429,False
REB_bottom,2019-02-13,2019-02-13,1,0.2053,True
REB_bottom,2019-02-18,2019-02-18,1,0.1749,True
REB_bottom,2019-02-25,2019-02-25,1,0.104,True
REB_bottom,2019-03-06,2019-03-06,1,0.0193,True
REB_bottom,2019-04-01,2019-04-01,1,-0.0014,False
REB_bottom,2019-06-11,2019-06-11,1,0.0439,True
REB_bottom,2019-06-21,2019-06-21,1,-0.0286,False
REB_bottom,2019-08-19,2019-08-19,1,0.0758,True
REB_bottom,2020-07-06,2020-07-06,1,0.011,True
REB_bottom,2020-10-12,2020-10-12,1,-0.0517,False
REB_bottom,2023-01-30,2023-01-30,1,0.0358,True
REB_bottom,2023-08-29,2023-08-29,1,-0.009,False
REB_bottom,2024-07-31,2024-07-31,1,-0.0519,False
REB_bottom,2024-08-30,2024-08-30,1,0.0076,True
REB_bottom,2024-09-24,2024-09-25,2,0.2644,True
REB_bottom,2024-09-27,2024-10-08,3,0.1786,True
FLOW_pos_cross,2006-01-18,2006-01-18,1,0.0119,True
FLOW_pos_cross,2006-02-06,2006-02-06,1,0.0033,True
FLOW_pos_cross,2006-02-22,2006-02-22,1,-0.0188,False
FLOW_pos_cross,2006-03-10,2006-03-10,1,0.0738,True
FLOW_pos_cross,2006-04-14,2006-04-14,1,0.1598,True
FLOW_pos_cross,2006-04-21,2006-04-21,1,0.261,True
FLOW_pos_cross,2006-04-27,2006-04-27,1,0.2349,True
FLOW_pos_cross,2006-05-26,2006-05-26,1,0.0514,True
FLOW_pos_cross,2006-06-14,2006-06-14,1,0.1269,True
FLOW_pos_cross,2006-06-23,2006-06-23,1,0.0436,True
FLOW_pos_cross,2006-07-17,2006-07-17,1,-0.1197,False
FLOW_pos_cross,2006-08-03,2006-08-03,1,0.0098,True
FLOW_pos_cross,2006-08-08,2006-08-08,1,0.0706,True
FLOW_pos_cross,2006-08-22,2006-08-22,1,0.0655,True
FLOW_pos_cross,2006-09-18,2006-09-18,1,0.0514,True
FLOW_pos_cross,2006-09-27,2006-09-27,1,0.0334,True
FLOW_pos_cross,2006-10-17,2006-10-17,1,-0.0264,False
FLOW_pos_cross,2006-10-24,2006-10-24,1,-0.0672,False
FLOW_pos_cross,2006-11-01,2006-11-01,1,-0.0236,False
FLOW_pos_cross,2006-11-09,2006-11-09,1,0.0477,True
FLOW_pos_cross,2006-11-15,2006-11-15,1,0.1017,True
FLOW_pos_cross,2006-11-21,2006-11-21,1,0.0884,True
FLOW_pos_cross,2006-12-12,2006-12-12,1,0.0874,True
FLOW_pos_cross,2007-01-05,2007-01-05,1,0.2448,True
FLOW_pos_cross,2007-01-29,2007-01-29,1,0.1831,True
FLOW_pos_cross,2007-02-05,2007-02-05,1,0.1914,True
FLOW_pos_cross,2007-03-02,2007-03-02,1,0.1839,True
FLOW_pos_cross,2007-04-02,2007-04-02,1,0.2931,True
FLOW_pos_cross,2007-05-08,2007-05-08,1,0.2008,True
FLOW_pos_cross,2007-05-16,2007-05-16,1,-0.0877,False
FLOW_pos_cross,2007-06-07,2007-06-07,1,-0.0464,False
FLOW_pos_cross,2007-06-27,2007-06-27,1,-0.0984,False
FLOW_pos_cross,2007-07-03,2007-07-03,1,0.0784,True
FLOW_pos_cross,2007-07-09,2007-07-09,1,0.1837,True
FLOW_pos_cross,2007-08-14,2007-08-14,1,0.1377,True
FLOW_pos_cross,2007-08-30,2007-08-30,1,0.0563,True
FLOW_pos_cross,2007-09-10,2007-09-10,1,0.0092,True
FLOW_pos_cross,2007-09-14,2007-09-14,1,-0.0068,False
FLOW_pos_cross,2007-09-24,2007-09-24,1,-0.0647,False
FLOW_pos_cross,2007-09-27,2007-09-27,1,-0.1379,False
FLOW_pos_cross,2007-10-17,2007-10-17,1,-0.1011,False
FLOW_pos_cross,2007-10-30,2007-10-30,1,0.0096,True
FLOW_pos_cross,2007-11-06,2007-11-06,1,-0.0508,False
FLOW_pos_cross,2007-11-14,2007-11-14,1,0.0167,True
FLOW_pos_cross,2007-11-29,2007-11-29,1,0.1124,True
FLOW_pos_cross,2008-01-09,2008-01-09,1,-0.1077,False
FLOW_pos_cross,2008-01-24,2008-01-24,1,0.0091,True
FLOW_pos_cross,2008-02-05,2008-02-05,1,0.0702,True
FLOW_pos_cross,2008-02-27,2008-02-27,1,-0.1579,False
FLOW_pos_cross,2008-03-20,2008-03-20,1,-0.1147,False
FLOW_pos_cross,2008-03-28,2008-03-28,1,-0.2227,False
FLOW_pos_cross,2008-04-07,2008-04-07,1,-0.0283,False
FLOW_pos_cross,2008-04-23,2008-04-23,1,0.2067,True
FLOW_pos_cross,2008-05-21,2008-05-21,1,-0.1768,False
FLOW_pos_cross,2008-05-28,2008-05-28,1,-0.2825,False
FLOW_pos_cross,2008-06-06,2008-06-06,1,-0.2373,False
FLOW_pos_cross,2008-06-18,2008-06-18,1,0.0643,True
FLOW_pos_cross,2008-06-20,2008-06-20,1,0.1164,True
FLOW_pos_cross,2008-06-24,2008-06-24,1,0.1009,True
FLOW_pos_cross,2008-07-02,2008-07-02,1,0.1226,True
FLOW_pos_cross,2008-07-21,2008-07-21,1,-0.1883,False
FLOW_pos_cross,2008-08-15,2008-08-15,1,-0.123,False
FLOW_pos_cross,2008-08-20,2008-08-20,1,-0.1689,False
FLOW_pos_cross,2008-08-29,2008-08-29,1,-0.063,False
FLOW_pos_cross,2008-09-04,2008-09-04,1,-0.0621,False
FLOW_pos_cross,2008-09-11,2008-09-11,1,-0.1017,False
FLOW_pos_cross,2008-09-19,2008-09-19,1,-0.1732,False
FLOW_pos_cross,2008-10-20,2008-10-20,1,-0.0409,False
FLOW_pos_cross,2008-10-30,2008-10-30,1,0.2354,True
FLOW_pos_cross,2008-11-05,2008-11-05,1,0.1827,True
FLOW_pos_cross,2008-11-27,2008-11-27,1,0.1825,True
FLOW_pos_cross,2008-12-16,2008-12-16,1,-0.0067,False
FLOW_pos_cross,2008-12-30,2008-12-30,1,0.1507,True
FLOW_pos_cross,2009-01-20,2009-01-20,1,0.2394,True
FLOW_pos_cross,2009-02-20,2009-02-20,1,-0.0598,False
FLOW_pos_cross,2009-03-03,2009-03-03,1,0.1603,True
FLOW_pos_cross,2009-03-11,2009-03-11,1,0.1627,True
FLOW_pos_cross,2009-03-16,2009-03-16,1,0.1612,True
FLOW_pos_cross,2009-04-29,2009-04-29,1,0.0766,True
FLOW_pos_cross,2009-05-13,2009-05-13,1,0.0583,True
FLOW_pos_cross,2009-05-26,2009-05-26,1,0.0773,True
FLOW_pos_cross,2009-06-09,2009-06-09,1,0.0319,True
FLOW_pos_cross,2009-06-15,2009-06-15,1,0.066,True
FLOW_pos_cross,2009-06-24,2009-06-24,1,0.1218,True
FLOW_pos_cross,2009-08-11,2009-08-11,1,-0.1747,False
FLOW_pos_cross,2009-08-20,2009-08-20,1,0.0686,True
FLOW_pos_cross,2009-09-03,2009-09-03,1,0.0564,True
FLOW_pos_cross,2009-10-09,2009-10-09,1,0.0671,True
FLOW_pos_cross,2009-10-30,2009-10-30,1,0.1772,True
FLOW_pos_cross,2009-11-27,2009-11-27,1,0.0032,True
FLOW_pos_cross,2009-12-23,2009-12-23,1,0.1126,True
FLOW_pos_cross,2010-01-11,2010-01-11,1,-0.0576,False
FLOW_pos_cross,2010-01-29,2010-01-29,1,0.0675,True
FLOW_pos_cross,2010-02-04,2010-02-04,1,0.0533,True
FLOW_pos_cross,2010-02-08,2010-02-08,1,0.0902,True
FLOW_pos_cross,2010-02-10,2010-02-10,1,0.0642,True
FLOW_pos_cross,2010-03-08,2010-03-08,1,0.031,True
FLOW_pos_cross,2010-03-15,2010-03-15,1,0.1056,True
FLOW_pos_cross,2010-03-17,2010-03-17,1,0.0714,True
FLOW_pos_cross,2010-04-21,2010-04-21,1,-0.1559,False
FLOW_pos_cross,2010-05-05,2010-05-05,1,-0.097,False
FLOW_pos_cross,2010-05-14,2010-05-14,1,-0.0218,False
FLOW_pos_cross,2010-05-19,2010-05-19,1,0.0674,True
FLOW_pos_cross,2010-06-03,2010-06-03,1,-0.0677,False
FLOW_pos_cross,2010-06-23,2010-06-23,1,-0.0624,False
FLOW_pos_cross,2010-07-06,2010-07-06,1,0.1156,True
FLOW_pos_cross,2010-07-19,2010-07-19,1,0.1487,True
FLOW_pos_cross,2010-08-13,2010-08-13,1,0.0753,True
FLOW_pos_cross,2010-08-24,2010-08-24,1,0.0713,True
FLOW_pos_cross,2010-09-28,2010-09-28,1,0.0941,True
FLOW_pos_cross,2010-10-19,2010-10-19,1,0.1357,True
FLOW_pos_cross,2010-11-05,2010-11-05,1,-0.0062,False
FLOW_pos_cross,2010-11-19,2010-11-19,1,-0.0027,False
FLOW_pos_cross,2010-12-13,2010-12-13,1,-0.0255,False
FLOW_pos_cross,2010-12-30,2010-12-30,1,-0.0578,False
FLOW_pos_cross,2011-01-19,2011-01-19,1,0.0672,True
FLOW_pos_cross,2011-01-27,2011-01-27,1,0.1074,True
FLOW_pos_cross,2011-03-07,2011-03-07,1,0.0117,True
FLOW_pos_cross,2011-03-18,2011-03-18,1,-0.0025,False
FLOW_pos_cross,2011-03-22,2011-03-22,1,0.0111,True
FLOW_pos_cross,2011-04-01,2011-04-01,1,-0.0227,False
FLOW_pos_cross,2011-04-14,2011-04-14,1,-0.0674,False
FLOW_pos_cross,2011-04-20,2011-04-20,1,-0.0626,False
FLOW_pos_cross,2011-05-03,2011-05-03,1,-0.0455,False
FLOW_pos_cross,2011-05-17,2011-05-17,1,-0.0596,False
FLOW_pos_cross,2011-05-31,2011-05-31,1,-0.0267,False
FLOW_pos_cross,2011-06-14,2011-06-14,1,0.0559,True
FLOW_pos_cross,2011-06-21,2011-06-21,1,0.1054,True
FLOW_pos_cross,2011-07-13,2011-07-13,1,-0.0234,False
FLOW_pos_cross,2011-07-22,2011-07-22,1,-0.0545,False
FLOW_pos_cross,2011-07-26,2011-07-26,1,-0.0089,False
FLOW_pos_cross,2011-08-11,2011-08-11,1,0.0086,True
FLOW_pos_cross,2011-08-23,2011-08-23,1,-0.0421,False
FLOW_pos_cross,2011-09-09,2011-09-09,1,-0.0915,False
FLOW_pos_cross,2011-09-15,2011-09-15,1,-0.0453,False
FLOW_pos_cross,2011-09-21,2011-09-21,1,-0.089,False
FLOW_pos_cross,2011-10-12,2011-10-12,1,0.0358,True
FLOW_pos_cross,2011-10-25,2011-10-25,1,0.1015,True
FLOW_pos_cross,2011-11-09,2011-11-09,1,-0.0745,False
FLOW_pos_cross,2011-11-23,2011-11-23,1,-0.1376,False
FLOW_pos_cross,2011-11-29,2011-11-29,1,-0.144,False
FLOW_pos_cross,2011-12-01,2011-12-01,1,-0.1579,False
FLOW_pos_cross,2011-12-07,2011-12-07,1,-0.1478,False
FLOW_pos_cross,2011-12-19,2011-12-19,1,-0.0458,False
FLOW_pos_cross,2011-12-30,2011-12-30,1,-0.0106,False
FLOW_pos_cross,2012-01-09,2012-01-09,1,0.0572,True
FLOW_pos_cross,2012-01-19,2012-01-19,1,0.1141,True
FLOW_pos_cross,2012-02-21,2012-02-21,1,0.0835,True
FLOW_pos_cross,2012-03-02,2012-03-02,1,-0.0271,False
FLOW_pos_cross,2012-03-08,2012-03-08,1,-0.0991,False
FLOW_pos_cross,2012-03-19,2012-03-19,1,-0.0533,False
FLOW_pos_cross,2012-04-05,2012-04-05,1,0.0411,True
FLOW_pos_cross,2012-04-18,2012-04-18,1,-0.0,False
FLOW_pos_cross,2012-04-27,2012-04-27,1,0.0131,True
FLOW_pos_cross,2012-05-14,2012-05-14,1,-0.0296,False
FLOW_pos_cross,2012-05-17,2012-05-17,1,-0.0382,False
FLOW_pos_cross,2012-05-29,2012-05-29,1,-0.0083,False
FLOW_pos_cross,2012-06-11,2012-06-11,1,-0.0153,False
FLOW_pos_cross,2012-06-28,2012-06-28,1,-0.0195,False
FLOW_pos_cross,2012-07-12,2012-07-12,1,-0.0795,False
FLOW_pos_cross,2012-07-19,2012-07-19,1,0.0078,True
FLOW_pos_cross,2012-08-02,2012-08-02,1,0.0688,True
FLOW_pos_cross,2012-08-21,2012-08-21,1,0.0244,True
FLOW_pos_cross,2012-08-29,2012-08-29,1,0.026,True
FLOW_pos_cross,2012-09-28,2012-09-28,1,0.0011,True
FLOW_pos_cross,2012-10-18,2012-10-18,1,-0.0422,False
FLOW_pos_cross,2012-10-30,2012-10-30,1,-0.0416,False
FLOW_pos_cross,2012-11-12,2012-11-12,1,-0.1296,False
FLOW_pos_cross,2012-11-19,2012-11-19,1,-0.0088,False
FLOW_pos_cross,2012-12-04,2012-12-04,1,0.1598,True
FLOW_pos_cross,2012-12-14,2012-12-14,1,0.1029,True
FLOW_pos_cross,2013-01-14,2013-01-14,1,0.0203,True
FLOW_pos_cross,2013-01-21,2013-01-21,1,0.0352,True
FLOW_pos_cross,2013-01-28,2013-01-28,1,0.0424,True
FLOW_pos_cross,2013-02-05,2013-02-05,1,0.0353,True
FLOW_pos_cross,2013-03-19,2013-03-19,1,-0.0079,False
FLOW_pos_cross,2013-04-09,2013-04-09,1,-0.0008,False
FLOW_pos_cross,2013-04-17,2013-04-17,1,0.0601,True
FLOW_pos_cross,2013-05-03,2013-05-03,1,0.107,True
FLOW_pos_cross,2013-06-14,2013-06-14,1,-0.0654,False
FLOW_pos_cross,2013-06-26,2013-06-26,1,0.0557,True
FLOW_pos_cross,2013-07-10,2013-07-10,1,0.0382,True
FLOW_pos_cross,2013-07-22,2013-07-22,1,0.0777,True
FLOW_pos_cross,2013-08-01,2013-08-01,1,0.0517,True
FLOW_pos_cross,2013-08-12,2013-08-12,1,0.0188,True
FLOW_pos_cross,2013-08-20,2013-08-20,1,0.0697,True
FLOW_pos_cross,2013-09-03,2013-09-03,1,0.0182,True
FLOW_pos_cross,2013-09-16,2013-09-16,1,0.0257,True
FLOW_pos_cross,2013-09-30,2013-09-30,1,-0.0043,False
FLOW_pos_cross,2013-10-18,2013-10-18,1,-0.0677,False
FLOW_pos_cross,2013-10-30,2013-10-30,1,0.0484,True
FLOW_pos_cross,2013-11-01,2013-11-01,1,0.0534,True
FLOW_pos_cross,2013-11-05,2013-11-05,1,0.0398,True
FLOW_pos_cross,2013-11-11,2013-11-11,1,0.0395,True
FLOW_pos_cross,2013-11-25,2013-11-25,1,0.0061,True
FLOW_pos_cross,2013-12-05,2013-12-05,1,-0.0304,False
FLOW_pos_cross,2013-12-09,2013-12-09,1,-0.0148,False
FLOW_pos_cross,2013-12-24,2013-12-24,1,0.0014,True
FLOW_pos_cross,2014-01-08,2014-01-08,1,0.0415,True
FLOW_pos_cross,2014-01-14,2014-01-14,1,0.1061,True
FLOW_pos_cross,2014-01-21,2014-01-21,1,0.1415,True
FLOW_pos_cross,2014-02-07,2014-02-07,1,0.0214,True
FLOW_pos_cross,2014-02-24,2014-02-24,1,-0.0236,False
FLOW_pos_cross,2014-03-03,2014-03-03,1,-0.0048,False
FLOW_pos_cross,2014-03-13,2014-03-13,1,-0.0048,False
FLOW_pos_cross,2014-03-25,2014-03-25,1,0.0055,True
FLOW_pos_cross,2014-04-01,2014-04-01,1,0.0119,True
FLOW_pos_cross,2014-04-30,2014-04-30,1,0.0206,True
FLOW_pos_cross,2014-05-12,2014-05-12,1,0.0098,True
FLOW_pos_cross,2014-05-20,2014-05-20,1,0.0477,True
FLOW_pos_cross,2014-06-04,2014-06-04,1,0.0242,True
FLOW_pos_cross,2014-06-23,2014-06-23,1,0.0846,True
FLOW_pos_cross,2014-07-14,2014-07-14,1,0.0467,True
FLOW_pos_cross,2014-07-22,2014-07-22,1,0.0872,True
FLOW_pos_cross,2014-07-24,2014-07-24,1,0.0973,True
FLOW_pos_cross,2014-07-28,2014-07-28,1,0.0961,True
FLOW_pos_cross,2014-08-29,2014-08-29,1,0.0884,True
FLOW_pos_cross,2014-09-19,2014-09-19,1,0.0388,True
FLOW_pos_cross,2014-10-15,2014-10-15,1,0.016,True
FLOW_pos_cross,2014-10-20,2014-10-20,1,0.0383,True
FLOW_pos_cross,2014-10-28,2014-10-28,1,0.0231,True
FLOW_pos_cross,2014-11-12,2014-11-12,1,0.0823,True
FLOW_pos_cross,2014-11-18,2014-11-18,1,0.0246,True
FLOW_pos_cross,2014-12-02,2014-12-02,1,-0.0556,False
FLOW_pos_cross,2014-12-11,2014-12-11,1,-0.0335,False
FLOW_pos_cross,2014-12-24,2014-12-24,1,0.0355,True
FLOW_pos_cross,2015-01-06,2015-01-06,1,0.0739,True
FLOW_pos_cross,2015-01-13,2015-01-13,1,0.081,True
FLOW_pos_cross,2015-02-03,2015-02-03,1,0.089,True
FLOW_pos_cross,2015-02-11,2015-02-11,1,0.1435,True
FLOW_pos_cross,2015-02-27,2015-02-27,1,0.1734,True
FLOW_pos_cross,2015-03-31,2015-03-31,1,0.1775,True
FLOW_pos_cross,2015-04-21,2015-04-21,1,0.1416,True
FLOW_pos_cross,2015-04-29,2015-04-29,1,0.2384,True
FLOW_pos_cross,2015-05-08,2015-05-08,1,0.3296,True
FLOW_pos_cross,2015-06-02,2015-06-02,1,-0.029,False
FLOW_pos_cross,2015-06-10,2015-06-10,1,-0.3238,False
FLOW_pos_cross,2015-06-24,2015-06-24,1,-0.3123,False
FLOW_pos_cross,2015-07-10,2015-07-10,1,0.1431,True
FLOW_pos_cross,2015-07-31,2015-07-31,1,0.0089,True
FLOW_pos_cross,2015-08-04,2015-08-04,1,-0.1934,False
FLOW_pos_cross,2015-08-28,2015-08-28,1,-0.0599,False
FLOW_pos_cross,2015-09-08,2015-09-08,1,-0.0058,False
FLOW_pos_cross,2015-09-18,2015-09-18,1,0.2345,True
FLOW_pos_cross,2015-09-28,2015-09-28,1,0.2222,True
FLOW_pos_cross,2015-09-30,2015-09-30,1,0.2257,True
FLOW_pos_cross,2015-10-22,2015-10-22,1,0.1918,True
FLOW_pos_cross,2015-11-20,2015-11-20,1,-0.035,False
FLOW_pos_cross,2015-12-03,2015-12-03,1,0.0658,True
FLOW_pos_cross,2015-12-15,2015-12-15,1,-0.0337,False
FLOW_pos_cross,2015-12-29,2015-12-29,1,-0.2147,False
FLOW_pos_cross,2016-01-08,2016-01-08,1,-0.1718,False
FLOW_pos_cross,2016-01-14,2016-01-14,1,-0.0453,False
FLOW_pos_cross,2016-01-18,2016-01-18,1,-0.0357,False
FLOW_pos_cross,2016-01-25,2016-01-25,1,0.0323,True
FLOW_pos_cross,2016-02-02,2016-02-02,1,-0.0203,False
FLOW_pos_cross,2016-03-02,2016-03-02,1,0.1013,True
FLOW_pos_cross,2016-03-08,2016-03-08,1,0.0628,True
FLOW_pos_cross,2016-03-14,2016-03-14,1,0.1492,True
FLOW_pos_cross,2016-03-30,2016-03-30,1,-0.0095,False
FLOW_pos_cross,2016-04-11,2016-04-11,1,-0.0021,False
FLOW_pos_cross,2016-04-26,2016-04-26,1,-0.0789,False
FLOW_pos_cross,2016-05-16,2016-05-16,1,0.0708,True
FLOW_pos_cross,2016-05-20,2016-05-20,1,0.0346,True
FLOW_pos_cross,2016-06-15,2016-06-15,1,0.0923,True
FLOW_pos_cross,2016-07-14,2016-07-14,1,-0.0409,False
FLOW_pos_cross,2016-07-20,2016-07-20,1,-0.0236,False
FLOW_pos_cross,2016-07-26,2016-07-26,1,-0.0023,False
FLOW_pos_cross,2016-08-02,2016-08-02,1,0.0624,True
FLOW_pos_cross,2016-08-24,2016-08-24,1,-0.0096,False
FLOW_pos_cross,2016-08-31,2016-08-31,1,0.0047,True
FLOW_pos_cross,2016-09-06,2016-09-06,1,-0.0192,False
FLOW_pos_cross,2016-09-19,2016-09-19,1,0.0278,True
FLOW_pos_cross,2016-09-29,2016-09-29,1,0.0683,True
FLOW_pos_cross,2016-10-18,2016-10-18,1,0.0356,True
FLOW_pos_cross,2016-11-21,2016-11-21,1,-0.0724,False
FLOW_pos_cross,2016-12-07,2016-12-07,1,-0.0369,False
FLOW_pos_cross,2016-12-15,2016-12-15,1,0.0314,True
FLOW_pos_cross,2016-12-28,2016-12-28,1,-0.0525,False
FLOW_pos_cross,2017-01-03,2017-01-03,1,-0.038,False
FLOW_pos_cross,2017-01-19,2017-01-19,1,0.0859,True
FLOW_pos_cross,2017-02-21,2017-02-21,1,0.0304,True
FLOW_pos_cross,2017-03-13,2017-03-13,1,0.0013,True
FLOW_pos_cross,2017-04-06,2017-04-06,1,-0.0841,False
FLOW_pos_cross,2017-04-13,2017-04-13,1,-0.0831,False
FLOW_pos_cross,2017-04-26,2017-04-26,1,-0.0115,False
FLOW_pos_cross,2017-05-11,2017-05-11,1,-0.0255,False
FLOW_pos_cross,2017-05-26,2017-05-26,1,0.0453,True
FLOW_pos_cross,2017-06-05,2017-06-05,1,0.0516,True
FLOW_pos_cross,2017-06-13,2017-06-13,1,0.0299,True
FLOW_pos_cross,2017-06-27,2017-06-27,1,-0.0509,False
FLOW_pos_cross,2017-06-30,2017-06-30,1,-0.0343,False
FLOW_pos_cross,2017-07-20,2017-07-20,1,0.0275,True
FLOW_pos_cross,2017-07-25,2017-07-25,1,0.0321,True
FLOW_pos_cross,2017-08-07,2017-08-07,1,0.0461,True
FLOW_pos_cross,2017-08-09,2017-08-09,1,0.0418,True
FLOW_pos_cross,2017-08-14,2017-08-14,1,0.0678,True
FLOW_pos_cross,2017-09-15,2017-09-15,1,0.0275,True
FLOW_pos_cross,2017-09-19,2017-09-19,1,0.0033,True
FLOW_pos_cross,2017-09-29,2017-09-29,1,0.0083,True
FLOW_pos_cross,2017-10-17,2017-10-17,1,-0.0137,False
FLOW_pos_cross,2017-10-23,2017-10-23,1,0.0022,True
FLOW_pos_cross,2017-10-31,2017-10-31,1,-0.0404,False
FLOW_pos_cross,2017-11-28,2017-11-28,1,-0.0118,False
FLOW_pos_cross,2017-11-30,2017-11-30,1,-0.0179,False
FLOW_pos_cross,2017-12-07,2017-12-07,1,0.0074,True
FLOW_pos_cross,2017-12-21,2017-12-21,1,0.0228,True
FLOW_pos_cross,2017-12-25,2017-12-25,1,0.0194,True
FLOW_pos_cross,2018-01-09,2018-01-09,1,-0.023,False
FLOW_pos_cross,2018-01-15,2018-01-15,1,-0.0744,False
FLOW_pos_cross,2018-01-24,2018-01-24,1,-0.1398,False
FLOW_pos_cross,2018-02-09,2018-02-09,1,0.1456,True
FLOW_pos_cross,2018-02-14,2018-02-14,1,0.1109,True
FLOW_pos_cross,2018-03-05,2018-03-05,1,-0.0123,False
FLOW_pos_cross,2018-03-19,2018-03-19,1,0.0159,True
FLOW_pos_cross,2018-03-26,2018-03-26,1,0.0312,True
FLOW_pos_cross,2018-04-24,2018-04-24,1,0.0145,True
FLOW_pos_cross,2018-05-03,2018-05-03,1,0.0373,True
FLOW_pos_cross,2018-05-15,2018-05-15,1,-0.0342,False
FLOW_pos_cross,2018-06-04,2018-06-04,1,-0.1081,False
