signal,start,end,n_days,fwd15,hit
B1_oversold,2018-06-15,2018-06-28,9,-0.0696,False
B1_oversold,2018-07-05,2018-07-05,1,0.0697,True
B1_oversold,2018-08-02,2018-08-08,5,-0.0268,False
B1_oversold,2018-08-17,2018-08-17,1,-0.004,False
B1_oversold,2018-09-10,2018-09-10,1,-0.0134,False
B1_oversold,2018-09-17,2018-09-17,1,-0.1086,False
B1_oversold,2018-10-11,2018-10-19,7,0.0139,True
B1_oversold,2019-01-03,2019-01-03,1,0.0614,True
B1_oversold,2019-01-31,2019-01-31,1,0.2225,True
B1_oversold,2019-04-29,2019-04-29,1,-0.0554,False
B1_oversold,2019-05-06,2019-05-14,7,0.0309,True
B1_oversold,2019-05-17,2019-05-17,1,-0.0293,False
B1_oversold,2019-06-06,2019-06-06,1,0.0634,True
B1_oversold,2019-07-22,2019-07-22,1,-0.0185,False
B1_oversold,2020-02-03,2020-02-05,3,0.1809,True
B1_oversold,2020-03-18,2020-03-18,1,0.045,True
B1_oversold,2020-03-23,2020-03-24,2,0.049,True
B1_oversold,2020-03-30,2020-03-30,1,0.0472,True
B1_oversold,2020-04-28,2020-04-28,1,0.0267,True
B1_oversold,2021-01-11,2021-01-11,1,-0.0097,False
B1_oversold,2021-01-13,2021-01-14,2,-0.0155,False
B1_oversold,2021-02-03,2021-02-08,4,0.0684,True
B1_oversold,2022-01-27,2022-01-28,2,0.0483,True
B1_oversold,2022-03-08,2022-03-10,3,-0.0218,False
B1_oversold,2022-03-14,2022-03-17,4,0.0167,True
B1_oversold,2022-04-11,2022-04-11,1,-0.0873,False
B1_oversold,2022-04-13,2022-04-18,4,-0.08,False
B1_oversold,2022-04-21,2022-05-06,9,-0.0017,False
B1_oversold,2022-09-19,2022-09-19,1,0.0194,True
B1_oversold,2022-09-23,2022-10-11,8,0.0195,True
B1_oversold,2023-10-23,2023-10-23,1,0.1055,True
B1_oversold,2024-01-19,2024-01-24,4,-0.1426,False
B1_oversold,2024-01-29,2024-02-19,10,0.0095,True
B1_oversold,2024-04-15,2024-04-23,7,0.0773,True
B1_oversold,2024-06-06,2024-06-11,3,-0.0042,False
B1_oversold,2024-06-24,2024-06-25,2,-0.0051,False
B1_oversold,2024-07-04,2024-07-04,1,-0.0184,False
B1_oversold,2024-07-08,2024-07-08,1,0.0152,True
B1_oversold,2024-08-22,2024-08-23,2,0.0023,True
B1_oversold,2024-08-27,2024-08-27,1,0.013,True
B1_oversold,2024-12-31,2025-01-13,9,-0.0129,False
B1_oversold,2025-04-07,2025-04-11,5,0.0898,True
B1_oversold,2026-03-23,2026-03-24,2,0.0853,True
B1_oversold,2026-04-03,2026-04-03,1,0.0797,True
B1_oversold,2026-06-08,2026-06-08,1,-0.0141,False
B1_oversold,2026-06-10,2026-06-12,3,-0.0,False
B1_oversold,2026-06-26,2026-06-29,2,-0.0765,False
B1_oversold,2026-07-07,2026-07-09,3,-0.0803,False
B1_oversold,2026-07-13,2026-07-14,2,-0.0097,False
B1_oversold,2026-07-16,2026-07-24,7,0.0208,True
C_crisis,2008-06-18,2008-06-18,1,0.0643,True
C_crisis,2008-06-25,2008-06-25,1,-0.0093,False
C_crisis,2008-07-07,2008-07-07,1,0.0616,True
C_crisis,2008-08-20,2008-08-20,1,-0.1689,False
C_crisis,2008-09-19,2008-09-19,1,-0.1732,False
C_crisis,2008-11-10,2008-11-10,1,0.152,True
C_crisis,2008-11-19,2008-11-19,1,0.1486,True
C_crisis,2009-03-04,2009-03-04,1,0.068,True
C_crisis,2015-07-09,2015-07-13,3,0.2748,True
C_crisis,2015-08-28,2015-08-28,1,-0.0599,False
C_crisis,2015-09-08,2015-09-08,1,-0.0058,False
C_crisis,2015-09-16,2015-09-16,1,0.1633,True
C_crisis,2015-10-08,2015-10-08,1,0.1814,True
C_crisis,2015-10-12,2015-10-12,1,0.0763,True
C_crisis,2016-03-02,2016-03-02,1,0.1013,True
C_crisis,2018-10-22,2018-10-22,1,0.0661,True
