ym,peer,rho
2007-08,beta120,0.06407068349635188
2007-08,vol120,0.3325361939947277
2007-09,log_mv,0.08150994262982439
2007-09,amt20,0.231453608040801
2007-09,roe_ttm,-0.07418893346545935
2007-09,pb_inv,-0.15539726058289782
2007-09,beta120,0.03843517616779188
2007-09,vol120,0.36699709352058635
2007-10,log_mv,0.01865752389061222
2007-10,amt20,0.2395836720548952
2007-10,roe_ttm,-0.02525001633937743
2007-10,pb_inv,-0.16006393760216872
2007-10,beta120,0.002867455317340773
2007-10,vol120,0.3817317635009423
2007-11,log_mv,-0.0007378090032687475
2007-11,amt20,0.2614924469967741
2007-11,roe_ttm,-0.06815468251685299
2007-11,pb_inv,-0.18620642279938907
2007-11,beta120,-0.04027309525349649
2007-11,vol120,0.41620556033736894
2007-12,log_mv,-0.01747397249006086
2007-12,amt20,0.24900730921002953
2007-12,roe_ttm,-0.07263168450534209
2007-12,pb_inv,-0.16908878672330016
2007-12,beta120,-0.018629532716376497
2007-12,vol120,0.4073786782413455
2008-01,log_mv,-0.07851581516382242
2008-01,amt20,0.10125580724084952
2008-01,roe_ttm,-0.17887209098340692
2008-01,pb_inv,-0.12099868071704466
2008-01,beta120,-0.30908721218441093
2008-01,vol120,0.2209804729774784
2008-02,log_mv,-0.02604037629318509
2008-02,amt20,0.21833845986653977
2008-02,roe_ttm,-0.06893354152464079
2008-02,pb_inv,-0.12851637917396544
2008-02,beta120,-0.2627700635897495
2008-02,vol120,0.2960183153536602
2008-03,log_mv,-0.07886219458159516
2008-03,amt20,0.15266267056629423
2008-03,roe_ttm,-0.09769328651339043
2008-03,pb_inv,-0.09428473494003861
2008-03,beta120,-0.13782912791719093
2008-03,vol120,0.2384672134847172
2008-04,log_mv,-0.03366850246246826
2008-04,amt20,0.13418715776734097
2008-04,roe_ttm,0.06114752659359327
2008-04,pb_inv,-0.0916671819955334
2008-04,beta120,-0.16467096355398178
2008-04,vol120,0.14390333238999403
2008-05,log_mv,-0.17120996589385898
2008-05,amt20,0.09775094780625301
2008-05,roe_ttm,-0.11724686963766692
2008-05,pb_inv,-0.09079739729065647
2008-05,beta120,0.010712808431383024
2008-05,vol120,0.3347185946806809
2008-06,log_mv,-0.14565394267146622
2008-06,amt20,0.067136006475058
2008-06,roe_ttm,-0.04775663221037281
2008-06,pb_inv,-0.11327319046426038
2008-06,beta120,-0.17475322714910926
2008-06,vol120,0.18223466760797344
2008-07,log_mv,-0.14046708762129448
2008-07,amt20,0.09133077506168374
2008-07,roe_ttm,-0.07118494423765642
2008-07,pb_inv,-0.13542970189640913
2008-07,beta120,-0.0150378901706665
2008-07,vol120,0.27146631639525715
2008-08,log_mv,-0.10594325052963416
2008-08,amt20,0.19304032344553787
2008-08,roe_ttm,0.003476865001541707
2008-08,pb_inv,-0.15936293838535515
2008-08,beta120,-0.1758411181037506
2008-08,vol120,0.17567791295179286
2008-09,log_mv,0.008970477268959652
2008-09,amt20,0.2689509800183219
2008-09,roe_ttm,0.01784188887366443
2008-09,pb_inv,-0.15629447404919702
2008-09,beta120,-0.1807726718963815
2008-09,vol120,0.18337855584874396
2008-10,log_mv,-0.12827424747173635
2008-10,amt20,0.2094273082688538
2008-10,roe_ttm,-0.020963579130899697
2008-10,pb_inv,-0.09252278029704913
2008-10,beta120,-0.16050216152097405
2008-10,vol120,0.2368767899042081
2008-11,log_mv,-0.12724610228562566
2008-11,amt20,0.04452320635135077
2008-11,roe_ttm,-0.1747089666187473
2008-11,pb_inv,-0.1362993923817218
2008-11,beta120,-0.1174148914897989
2008-11,vol120,0.28151724565405706
2008-12,log_mv,-0.28705344484269857
2008-12,amt20,-0.11229200380714441
2008-12,roe_ttm,-0.16225342224059427
2008-12,pb_inv,-0.07970955203785722
2008-12,beta120,-0.08186049666271943
2008-12,vol120,0.2467041167262803
2009-01,log_mv,-0.22136100755987964
2009-01,amt20,0.041381617166549076
2009-01,roe_ttm,-0.09086546174710237
2009-01,pb_inv,-0.062169725353472455
2009-01,beta120,-0.004504276291351876
2009-01,vol120,0.24241692253713265
2009-02,log_mv,-0.1052572712858583
2009-02,amt20,-0.01779716486386011
2009-02,roe_ttm,-0.1401253069563972
2009-02,pb_inv,-0.09440362769569863
2009-02,beta120,-0.0606423873386689
2009-02,vol120,0.1927854073362315
2009-03,log_mv,-0.16170692923333982
2009-03,amt20,0.04714551083703388
2009-03,roe_ttm,-0.12497588899895253
2009-03,pb_inv,-0.07919120308194248
2009-03,beta120,-0.006669250933924584
2009-03,vol120,0.31365677308513285
2009-04,log_mv,-0.21365516731636566
2009-04,amt20,-0.013170575619403569
2009-04,roe_ttm,-0.07286325722582485
2009-04,pb_inv,-0.019472716731258846
2009-04,beta120,-0.04576818207821412
2009-04,vol120,0.31178901984009516
2009-05,log_mv,-0.17342029165313325
2009-05,amt20,0.004063256508227171
2009-05,roe_ttm,-0.138131339827526
2009-05,pb_inv,-0.09948970735426729
2009-05,beta120,0.014473590988291818
2009-05,vol120,0.3712954496241949
2009-06,log_mv,-0.14857463657188913
2009-06,amt20,0.050598476694622835
2009-06,roe_ttm,-0.07505399446100089
2009-06,pb_inv,-0.07827031622419565
2009-06,beta120,-0.017789234207601267
2009-06,vol120,0.3319394950457631
2009-07,log_mv,-0.051034717828131064
2009-07,amt20,0.05765498968684842
2009-07,roe_ttm,-0.04988610890040318
2009-07,pb_inv,-0.06059517489466818
2009-07,beta120,-0.04687081090813466
2009-07,vol120,0.3228191217069038
2009-08,log_mv,-0.22737982381195757
2009-08,amt20,-0.050902958717998895
2009-08,roe_ttm,-0.10181454111333023
2009-08,pb_inv,-0.10071405586084294
2009-08,beta120,-0.26227956156484705
2009-08,vol120,0.2530889503693558
2009-09,log_mv,-0.23663322690687918
2009-09,amt20,-0.026944885711779356
2009-09,roe_ttm,-0.13067465827368555
2009-09,pb_inv,-0.10004274135788718
2009-09,beta120,-0.10551595461240373
2009-09,vol120,0.3187825376343112
2009-10,log_mv,-0.21928249127101282
2009-10,amt20,0.038298285024726146
2009-10,roe_ttm,-0.12753999428264304
2009-10,pb_inv,-0.14353298462969852
2009-10,beta120,-0.09181166709192065
2009-10,vol120,0.2953601507236006
2009-11,log_mv,-0.1796973883955414
2009-11,amt20,-0.0772048318224541
2009-11,roe_ttm,-0.11087839593524225
2009-11,pb_inv,-0.10503138276542967
2009-11,beta120,-0.05877733798941908
2009-11,vol120,0.23083939297170847
2009-12,log_mv,-0.2084066234108252
2009-12,amt20,0.047713654841685126
2009-12,roe_ttm,-0.058376622859226
2009-12,pb_inv,-0.09275860624797229
2009-12,beta120,-0.03389824046088248
2009-12,vol120,0.2881303770290398
2010-01,log_mv,-0.16969241327153378
2010-01,amt20,0.08999500976394571
2010-01,roe_ttm,-0.0695124954617014
2010-01,pb_inv,-0.12217444469560228
2010-01,beta120,-0.064095091326207
2010-01,vol120,0.3076099161356991
2010-02,log_mv,-0.15380226708710626
2010-02,amt20,0.20866289825891843
2010-02,roe_ttm,-0.10731314105765735
2010-02,pb_inv,-0.15152400675031533
2010-02,beta120,-0.07704779952445746
2010-02,vol120,0.39968869605915325
2010-03,log_mv,-0.29114223044218124
2010-03,amt20,0.0616894305313066
2010-03,roe_ttm,-0.09510161696464554
2010-03,pb_inv,-0.14313947651537176
2010-03,beta120,-0.06762179613482687
2010-03,vol120,0.4097457105705608
2010-04,log_mv,-0.22600234790207688
2010-04,amt20,0.06151998241251035
2010-04,roe_ttm,-0.010902894698218486
2010-04,pb_inv,-0.13809754213886716
2010-04,beta120,-0.12649518269896406
2010-04,vol120,0.4502403782396153
2010-05,log_mv,-0.18911232608326753
2010-05,amt20,0.1122627485811672
2010-05,roe_ttm,-0.0957397595026784
2010-05,pb_inv,-0.19909347201076316
2010-05,beta120,-0.19675405355250397
2010-05,vol120,0.4165202856189208
2010-06,log_mv,-0.1968479714645858
2010-06,amt20,0.15511792816382805
2010-06,roe_ttm,-0.015340810462464948
2010-06,pb_inv,-0.10271843905087019
2010-06,beta120,-0.1961118093370365
2010-06,vol120,0.33154883233772503
2010-07,log_mv,-0.17339723650814648
2010-07,amt20,0.12002351749906054
2010-07,roe_ttm,-0.036293146835647654
2010-07,pb_inv,-0.10373324777216597
2010-07,beta120,0.02523202264834904
2010-07,vol120,0.4050341567440629
2010-08,log_mv,-0.14035865710076464
2010-08,amt20,0.12459731265102435
2010-08,roe_ttm,-0.12125639909095291
2010-08,pb_inv,-0.15986145537838964
2010-08,beta120,-0.03174440864878433
2010-08,vol120,0.36092288493056757
2010-09,log_mv,-0.11245485200481847
2010-09,amt20,0.227700932458503
2010-09,roe_ttm,-0.11556312831397593
2010-09,pb_inv,-0.18495261102594035
2010-09,beta120,-0.04456210723115847
2010-09,vol120,0.3978913553841286
2010-10,log_mv,0.011275917446677624
2010-10,amt20,0.29190577732804784
2010-10,roe_ttm,-0.0056565516066705655
2010-10,pb_inv,-0.1543749858202543
2010-10,beta120,0.12726009898231025
2010-10,vol120,0.46978000691694377
2010-11,log_mv,-0.0947557887197505
2010-11,amt20,0.15338589058446261
2010-11,roe_ttm,-0.11914457708770519
2010-11,pb_inv,-0.1670931728378145
2010-11,beta120,-0.07620570410001581
2010-11,vol120,0.39172275052961286
2010-12,log_mv,-0.12463161872258302
2010-12,amt20,0.24658695359853175
2010-12,roe_ttm,-0.04319836871495551
2010-12,pb_inv,-0.14253699284895968
2010-12,beta120,-0.01724683356586215
2010-12,vol120,0.39406623550065284
2011-01,log_mv,-0.1256578067792303
2011-01,amt20,0.28474888406587884
2011-01,roe_ttm,-0.021197241142053472
2011-01,pb_inv,-0.1502228954309156
2011-01,beta120,0.0003495389488517871
2011-01,vol120,0.44241573123867456
2011-02,log_mv,-0.05759130828852272
2011-02,amt20,0.3035668267154152
2011-02,roe_ttm,-0.033217972376741095
2011-02,pb_inv,-0.12226942766601791
2011-02,beta120,0.09952170550655196
2011-02,vol120,0.4556455049896442
2011-03,log_mv,-0.08057911564686052
2011-03,amt20,0.21502377520024601
2011-03,roe_ttm,-0.1909599599873623
2011-03,pb_inv,-0.15627086356556882
2011-03,beta120,0.08534069793343206
2011-03,vol120,0.3795009408120398
2011-04,log_mv,-0.16349213420911377
2011-04,amt20,0.12200845685464722
2011-04,roe_ttm,-0.14159780414243245
2011-04,pb_inv,-0.10203255235161593
2011-04,beta120,0.05291538839208325
2011-04,vol120,0.3768160445292576
2011-05,log_mv,-0.1556811629088115
2011-05,amt20,0.19240826795610352
2011-05,roe_ttm,-0.1787654925581002
2011-05,pb_inv,-0.13854152490381866
2011-05,beta120,0.02176575395155271
2011-05,vol120,0.4727687627773667
2011-06,log_mv,-0.18533649246598619
2011-06,amt20,0.1863649741676831
2011-06,roe_ttm,-0.1157988009351701
2011-06,pb_inv,-0.08729146330739954
2011-06,beta120,0.12283563455076095
2011-06,vol120,0.49320645478780095
2011-07,log_mv,-0.14824662417089507
2011-07,amt20,0.2022297819730588
2011-07,roe_ttm,-0.03878618345267727
2011-07,pb_inv,-0.13480832044670296
2011-07,beta120,-0.014221065150431042
2011-07,vol120,0.4114577359836837
2011-08,log_mv,-0.18933676398010257
2011-08,amt20,0.1817975090394553
2011-08,roe_ttm,-0.0230956168941782
2011-08,pb_inv,-0.10872338312457569
2011-08,beta120,-0.07253711647188452
2011-08,vol120,0.35011569111552227
2011-09,log_mv,-0.1230587713334034
2011-09,amt20,0.32432369200393607
2011-09,roe_ttm,-0.123489606819328
2011-09,pb_inv,-0.18989864641806414
2011-09,beta120,0.1372887433088268
2011-09,vol120,0.4622176474374786
2011-10,log_mv,-0.1613265070098607
2011-10,amt20,0.2844193123026272
2011-10,roe_ttm,-0.0376787733771085
2011-10,pb_inv,-0.11383895100266253
2011-10,beta120,0.15576502759911282
2011-10,vol120,0.4790086765019406
2011-11,log_mv,-0.23869249046022747
2011-11,amt20,0.187726641805627
2011-11,roe_ttm,-0.09974833296762192
2011-11,pb_inv,-0.07247257428292617
2011-11,beta120,0.08720471327542827
2011-11,vol120,0.4432934651134666
2011-12,log_mv,-0.14269215781958228
2011-12,amt20,0.24564288206539
2011-12,roe_ttm,-0.08960999996115011
2011-12,pb_inv,-0.16024303002922827
2011-12,beta120,0.09676564159240393
2011-12,vol120,0.4459909662267701
2012-01,log_mv,-0.19238323420368644
2012-01,amt20,0.2018869097114652
2012-01,roe_ttm,0.01512039839843573
2012-01,pb_inv,-0.08952406479884391
2012-01,beta120,0.05648611961467282
2012-01,vol120,0.44631444227388894
2012-02,log_mv,-0.16997668448389536
2012-02,amt20,0.12425482797598246
2012-02,roe_ttm,-0.10801747232880815
2012-02,pb_inv,-0.08903390343248388
2012-02,beta120,0.14398159566535598
2012-02,vol120,0.4220878119574974
2012-03,log_mv,-0.2290997631346759
2012-03,amt20,0.10521896173917016
2012-03,roe_ttm,-0.046151737880004415
2012-03,pb_inv,-0.106877557467058
2012-03,beta120,0.03565878978743321
2012-03,vol120,0.3772591273312635
2012-04,log_mv,-0.2156084596707212
2012-04,amt20,0.14989574724481078
2012-04,roe_ttm,-0.13244814688773868
2012-04,pb_inv,-0.09299107041013327
2012-04,beta120,0.18745205118305364
2012-04,vol120,0.49508146997473595
2012-05,log_mv,-0.11645202472202335
2012-05,amt20,0.2593778448744841
2012-05,roe_ttm,-0.15243284174000074
2012-05,pb_inv,-0.10605682920261018
2012-05,beta120,0.14295690497859936
2012-05,vol120,0.4712035506767175
2012-06,log_mv,-0.2046287981129934
2012-06,amt20,0.3053602814763059
2012-06,roe_ttm,-0.005104699257366967
2012-06,pb_inv,-0.006327784346089081
2012-06,beta120,-0.019348818707675026
2012-06,vol120,0.4148571356353394
2012-07,log_mv,-0.2294085862392581
2012-07,amt20,0.2735017654677335
2012-07,roe_ttm,-0.041853454635359714
2012-07,pb_inv,-0.0220556527184947
2012-07,beta120,0.03924784357900263
2012-07,vol120,0.5125911333248406
2012-08,log_mv,-0.18999094977716124
2012-08,amt20,0.3056057467653529
2012-08,roe_ttm,-0.06797329170375126
2012-08,pb_inv,-0.09113071098376246
2012-08,beta120,0.06760022551774335
2012-08,vol120,0.509280248303121
2012-09,log_mv,-0.20771175240998682
2012-09,amt20,0.3043002406813072
2012-09,roe_ttm,-0.08593874068440813
2012-09,pb_inv,-0.013231958067190578
2012-09,beta120,0.07470052248861044
2012-09,vol120,0.4764420402463376
2012-10,log_mv,-0.14048306174451913
2012-10,amt20,0.29846066524679005
2012-10,roe_ttm,-0.02440427483814141
2012-10,pb_inv,-0.03183020770105768
2012-10,beta120,0.05459351109901791
2012-10,vol120,0.42360607273042594
2012-11,log_mv,-0.19369643153880803
2012-11,amt20,0.31764872865798605
2012-11,roe_ttm,0.010999445830584704
2012-11,pb_inv,-0.052134342567675754
2012-11,beta120,0.08983929599377698
2012-11,vol120,0.469326435829713
2012-12,log_mv,-0.17403930508519436
2012-12,amt20,0.2858801728615208
2012-12,roe_ttm,0.08345636746467097
2012-12,pb_inv,-0.023038664968026264
2012-12,beta120,0.16636398841953384
2012-12,vol120,0.4945567324291836
2013-01,log_mv,-0.09744418364680052
2013-01,amt20,0.2809439236625896
2013-01,roe_ttm,-0.0008936091464812525
2013-01,pb_inv,-0.06459697135496723
2013-01,beta120,0.07284707478503807
2013-01,vol120,0.46210884457159607
2013-02,log_mv,-0.12000104911239946
2013-02,amt20,0.27169298492906985
2013-02,roe_ttm,0.013036564410762336
2013-02,pb_inv,-0.017876694928433228
2013-02,beta120,0.04530869209290629
2013-02,vol120,0.41370199076368924
2013-03,log_mv,-0.09899717196239402
2013-03,amt20,
2013-03,roe_ttm,-0.022166044196465253
2013-03,pb_inv,-0.1058414811212265
2013-03,beta120,-0.08127317441745976
2013-03,vol120,0.3775935086351954
2013-04,log_mv,-0.14940238753805649
2013-04,amt20,
2013-04,roe_ttm,0.07173175119506556
2013-04,pb_inv,-0.09774968003908767
2013-04,beta120,-0.016897771118734202
2013-04,vol120,0.45681772139186416
2013-05,log_mv,-0.12611438364839367
2013-05,amt20,
2013-05,roe_ttm,0.0411292273436667
2013-05,pb_inv,-0.08859746279212924
2013-05,beta120,0.018733470059254565
2013-05,vol120,0.526240227211451
2013-06,log_mv,-0.14153863010309506
2013-06,amt20,0.29881912306079517
2013-06,roe_ttm,0.001984465853972225
2013-06,pb_inv,-0.10588679822904346
2013-06,beta120,-0.13421222423726162
2013-06,vol120,0.4296186706768063
2013-07,log_mv,-0.19652357353873756
2013-07,amt20,0.330102452670508
2013-07,roe_ttm,0.03845824094300032
2013-07,pb_inv,-0.09260683679386353
2013-07,beta120,-0.05554077847049465
2013-07,vol120,0.47186957178685224
2013-08,log_mv,-0.09728722277158036
2013-08,amt20,0.23317979585797213
2013-08,roe_ttm,-0.0007366568523643125
2013-08,pb_inv,-0.0789970326279667
2013-08,beta120,-0.019771037105418672
2013-08,vol120,0.3587916089518234
2013-09,log_mv,0.0094704806816807
2013-09,amt20,0.3426131581686504
2013-09,roe_ttm,0.003493389345678251
2013-09,pb_inv,-0.13269535825867207
2013-09,beta120,-0.03407541646190562
2013-09,vol120,0.3839808674758619
2013-10,log_mv,-0.14655850583240118
2013-10,amt20,0.34895422710811796
2013-10,roe_ttm,0.08049881347559486
2013-10,pb_inv,-0.05911144505058164
2013-10,beta120,-0.06760014770777743
2013-10,vol120,0.4998456940090148
2013-11,log_mv,-0.16294719853837486
2013-11,amt20,0.39534222210911973
2013-11,roe_ttm,0.00986797183543823
2013-11,pb_inv,-0.0678817798190307
2013-11,beta120,-0.01278533926014419
2013-11,vol120,0.4970246131013187
2013-12,log_mv,-0.24262318880970038
2013-12,amt20,0.32486753289463777
2013-12,roe_ttm,0.01171628416569685
2013-12,pb_inv,-0.025495245593867715
2013-12,beta120,-0.07870232390207871
2013-12,vol120,0.46885037134448726
2014-01,log_mv,-0.19262112685963512
2014-01,amt20,0.4363799964618901
2014-01,roe_ttm,0.030051828072825783
2014-01,pb_inv,-0.13131997353009237
2014-01,beta120,-0.06628651081238524
2014-01,vol120,0.5294532652695803
2014-02,log_mv,-0.10733452621140209
2014-02,amt20,0.37199101549397134
2014-02,roe_ttm,0.010183965093413037
2014-02,pb_inv,-0.1889648913388088
2014-02,beta120,0.04054812097714638
2014-02,vol120,0.5184775593809519
2014-03,log_mv,-0.14551124277193778
2014-03,amt20,0.365913540254823
2014-03,roe_ttm,-0.026606014995498944
2014-03,pb_inv,-0.14976253018335403
2014-03,beta120,0.086159305053976
2014-03,vol120,0.4904390409476882
2014-04,log_mv,-0.16076511326367657
2014-04,amt20,0.2864512585679053
2014-04,roe_ttm,0.024499176620590986
2014-04,pb_inv,-0.12339637393456702
2014-04,beta120,0.04886709504983305
2014-04,vol120,0.4747012249887481
2014-05,log_mv,-0.09217522733581072
2014-05,amt20,0.4231021186873219
2014-05,roe_ttm,-0.08463622596687455
2014-05,pb_inv,-0.14631910152161573
2014-05,beta120,0.02952111570196511
2014-05,vol120,0.448669792784484
2014-06,log_mv,-0.18464866951258962
2014-06,amt20,0.39838340456466925
2014-06,roe_ttm,-0.09414625000464243
2014-06,pb_inv,-0.22616818081472803
2014-06,beta120,0.11579363014870614
2014-06,vol120,0.5613399388058852
2014-07,log_mv,-0.07416623609014739
2014-07,amt20,0.37288403938628273
2014-07,roe_ttm,-0.05875600428973063
2014-07,pb_inv,-0.18944499577779228
2014-07,beta120,0.1349336558458476
2014-07,vol120,0.5312450865106806
2014-08,log_mv,-0.10869578465468317
2014-08,amt20,0.23607538391739297
2014-08,roe_ttm,-0.135427368272207
2014-08,pb_inv,-0.18319921594896169
2014-08,beta120,-0.0021743961359368433
2014-08,vol120,0.4525212103724252
2014-09,log_mv,-0.12899741865068326
2014-09,amt20,0.16100548338770237
2014-09,roe_ttm,-0.164614424609474
2014-09,pb_inv,-0.18713240525464445
2014-09,beta120,0.04546248527481727
2014-09,vol120,0.45413587731926086
2014-10,log_mv,-0.12048371164449237
2014-10,amt20,0.1795853500510497
2014-10,roe_ttm,-0.0906667461676683
2014-10,pb_inv,-0.13168338492908638
2014-10,beta120,0.04487586588357102
2014-10,vol120,0.45419723977716625
2014-11,log_mv,0.018854257344069536
2014-11,amt20,0.2600498251059527
2014-11,roe_ttm,-0.02963451676586084
2014-11,pb_inv,-0.04089555683909958
2014-11,beta120,0.16117062457478895
2014-11,vol120,0.4337847316649212
2014-12,log_mv,0.10528254916211492
2014-12,amt20,0.2710512240481986
2014-12,roe_ttm,-0.009164654962877845
2014-12,pb_inv,-0.10404920652928627
2014-12,beta120,0.21086270272793065
2014-12,vol120,0.3923849857389306
2015-01,log_mv,0.017962972657370836
2015-01,amt20,0.2356602671582817
2015-01,roe_ttm,0.05698991139311797
2015-01,pb_inv,-0.13828711571397112
2015-01,beta120,-0.07254547978096593
2015-01,vol120,0.41927804508313304
2015-02,log_mv,-0.023197851460288386
2015-02,amt20,0.32412022081064895
2015-02,roe_ttm,0.052351559947638945
2015-02,pb_inv,-0.16571026818576062
2015-02,beta120,-0.1348517586393612
2015-02,vol120,0.4479198147150061
2015-03,log_mv,-0.08626139946824125
2015-03,amt20,0.13267400625012127
2015-03,roe_ttm,-0.006465057164042091
2015-03,pb_inv,-0.1438858403480179
2015-03,beta120,-0.15316386230572018
2015-03,vol120,0.39272509863128935
2015-04,log_mv,0.005408450582878498
2015-04,amt20,0.07859436636473678
2015-04,roe_ttm,0.00513664945545319
2015-04,pb_inv,-0.173785292489325
2015-04,beta120,-0.0781374312710357
2015-04,vol120,0.36249261347115125
2015-05,log_mv,-0.06772260819582612
2015-05,amt20,
2015-05,roe_ttm,-0.06421608416984008
2015-05,pb_inv,-0.2569103151321554
2015-05,beta120,-0.23935063589599884
2015-05,vol120,0.35154709835420056
2015-06,log_mv,-0.08641045769048002
2015-06,amt20,
2015-06,roe_ttm,-0.08355377552903567
2015-06,pb_inv,-0.18361444781429137
2015-06,beta120,-0.3265741852140642
2015-06,vol120,0.23183915746608091
2015-07,log_mv,-0.045661212531582195
2015-07,amt20,0.026020827870162935
2015-07,roe_ttm,-0.02218918493354185
2015-07,pb_inv,-0.03619205485079019
2015-07,beta120,-0.208982689722011
2015-07,vol120,0.06654442782083358
2015-08,log_mv,-0.06454775844906535
2015-08,amt20,0.09323025858723237
