ym,peer,rho
2015-08,roe_ttm,-0.08423457052577481
2015-08,pb_inv,-0.1626796850407792
2015-08,beta120,-0.09740008141662959
2015-08,vol120,0.24396882236982065
2015-09,log_mv,0.003729292885934899
2015-09,amt20,0.22806472154461208
2015-09,roe_ttm,-0.07519352218575569
2015-09,pb_inv,-0.11709118934117971
2015-09,beta120,-0.04327836497954284
2015-09,vol120,0.1912163722931567
2015-10,log_mv,-0.1529258945166821
2015-10,amt20,0.18763514889735064
2015-10,roe_ttm,-0.0839050007733074
2015-10,pb_inv,-0.20101141268381406
2015-10,beta120,0.027381978312804704
2015-10,vol120,0.31833809373502364
2015-11,log_mv,-0.13856460881048402
2015-11,amt20,0.12923175250781146
2015-11,roe_ttm,-0.08857155380408362
2015-11,pb_inv,-0.21009723150095141
2015-11,beta120,-0.09218115543755169
2015-11,vol120,0.2178336784032577
2015-12,log_mv,-0.16123840573783332
2015-12,amt20,0.26204551908401813
2015-12,roe_ttm,-0.09500565244965395
2015-12,pb_inv,-0.23033934762962796
2015-12,beta120,-0.08543838838324196
2015-12,vol120,0.2220513662426966
2016-01,log_mv,-0.16246607973428542
2016-01,amt20,0.10634454020389873
2016-01,roe_ttm,-0.18511901542678122
2016-01,pb_inv,-0.22877620285353398
2016-01,beta120,-0.11461301025913438
2016-01,vol120,0.2830992331495255
2016-02,log_mv,-0.10298524566575154
2016-02,amt20,0.10645846629371511
2016-02,roe_ttm,-0.1638374919460574
2016-02,pb_inv,-0.2049491286401734
2016-02,beta120,-0.15072454181621717
2016-02,vol120,0.23923548029663932
2016-03,log_mv,-0.1924015120331804
2016-03,amt20,0.20520168040540293
2016-03,roe_ttm,-0.05671014025074429
2016-03,pb_inv,-0.1898027415687072
2016-03,beta120,0.03575771494803951
2016-03,vol120,0.37105387899658343
2016-04,log_mv,-0.2440780131300105
2016-04,amt20,0.1891938916456321
2016-04,roe_ttm,-0.08899560023636043
2016-04,pb_inv,-0.18611223318055747
2016-04,beta120,0.08041612278243929
2016-04,vol120,0.38747909103135314
2016-05,log_mv,-0.21614550964058707
2016-05,amt20,
2016-05,roe_ttm,-0.11538420171590438
2016-05,pb_inv,-0.2248732994708796
2016-05,beta120,0.06090247448838038
2016-05,vol120,0.40736325274325674
2016-06,log_mv,-0.20631562973124
2016-06,amt20,
2016-06,roe_ttm,-0.05262872544630135
2016-06,pb_inv,-0.267641148687877
2016-06,beta120,0.17583803924965039
2016-06,vol120,0.4808243926987229
2016-07,log_mv,-0.13665302534023743
2016-07,amt20,
2016-07,roe_ttm,-0.019378337754760253
2016-07,pb_inv,-0.17481365162110102
2016-07,beta120,0.05870532604443541
2016-07,vol120,0.36628091956861564
2016-08,log_mv,-0.15523601214852162
2016-08,amt20,
2016-08,roe_ttm,-0.005222490049963737
2016-08,pb_inv,-0.11650710427528216
2016-08,beta120,0.07196894457433696
2016-08,vol120,0.3408691895545523
2016-09,log_mv,-0.2146424673606975
2016-09,amt20,
2016-09,roe_ttm,-0.06406859973205951
2016-09,pb_inv,-0.18284810189293246
2016-09,beta120,0.07318274623176056
2016-09,vol120,0.3783652332994732
2016-10,log_mv,-0.14897579066805838
2016-10,amt20,0.39115491934949376
2016-10,roe_ttm,-0.02492727125584114
2016-10,pb_inv,-0.15123086767660188
2016-10,beta120,0.0970418786505701
2016-10,vol120,0.38628143477162563
2016-11,log_mv,-0.18935533584623263
2016-11,amt20,0.3852784842502478
2016-11,roe_ttm,-0.09342159898280389
2016-11,pb_inv,-0.0649749495752603
2016-11,beta120,0.08988869304928856
2016-11,vol120,0.44622920294007673
2016-12,log_mv,-0.11897827888990108
2016-12,amt20,0.2856300081576437
2016-12,roe_ttm,-0.07985298253783443
2016-12,pb_inv,-0.2175700516615801
2016-12,beta120,-0.047287148444228724
2016-12,vol120,0.4032148388942173
2017-01,log_mv,-0.18262288490190293
2017-01,amt20,0.22126067921788162
2017-01,roe_ttm,-0.08866903318797557
2017-01,pb_inv,-0.20991117358918898
2017-01,beta120,0.09041960783546518
2017-01,vol120,0.42770850486368617
2017-02,log_mv,-0.155583241776286
2017-02,amt20,0.32581498856163305
2017-02,roe_ttm,-0.11243064392491038
2017-02,pb_inv,-0.11652006033524355
2017-02,beta120,0.20017237619281725
2017-02,vol120,0.49216107000637765
2017-03,log_mv,-0.2229177410318362
2017-03,amt20,0.3602949979686869
2017-03,roe_ttm,-0.0008308989717577928
2017-03,pb_inv,-0.07088769612299234
2017-03,beta120,0.12407408478664887
2017-03,vol120,0.4613378647753965
2017-04,log_mv,-0.1678486616311846
2017-04,amt20,0.2853308621342039
2017-04,roe_ttm,0.031917705676521815
2017-04,pb_inv,-0.1251768730962682
2017-04,beta120,0.162988761958144
2017-04,vol120,0.5269183285927218
2017-05,log_mv,-0.11156841301792964
2017-05,amt20,0.31165334723512855
2017-05,roe_ttm,-0.00013172913000109878
2017-05,pb_inv,-0.20699526805066112
2017-05,beta120,0.14750486452739991
2017-05,vol120,0.5260249547150123
2017-06,log_mv,-0.14926072983379607
2017-06,amt20,0.32945017049058806
2017-06,roe_ttm,0.08705797842226848
2017-06,pb_inv,-0.19402603136249985
2017-06,beta120,0.1482617747415607
2017-06,vol120,0.4881762050644232
2017-07,log_mv,-0.04430402543932509
2017-07,amt20,0.2987709084621097
2017-07,roe_ttm,0.02530507703425599
2017-07,pb_inv,-0.15855715562789627
2017-07,beta120,0.0788401136130678
2017-07,vol120,0.3676625021101134
2017-08,log_mv,-0.026619295132233056
2017-08,amt20,0.42587142767807873
2017-08,roe_ttm,0.03296128779059297
2017-08,pb_inv,-0.15966048871651756
2017-08,beta120,0.2601706324827315
2017-08,vol120,0.4939465823555335
2017-09,log_mv,-0.18103411771151617
2017-09,amt20,0.3885114775928123
2017-09,roe_ttm,0.11077072555772839
2017-09,pb_inv,-0.20981106357062118
2017-09,beta120,0.22312189572165506
2017-09,vol120,0.535300193461111
2017-10,log_mv,-0.16564325527424995
2017-10,amt20,0.37485729359329883
2017-10,roe_ttm,0.15229580506783244
2017-10,pb_inv,-0.23068488426573447
2017-10,beta120,0.08286328426035075
2017-10,vol120,0.46226097721883436
2017-11,log_mv,-0.10784308470750432
2017-11,amt20,0.3620913691759395
2017-11,roe_ttm,0.15908312724614443
2017-11,pb_inv,-0.20546320508565113
2017-11,beta120,0.151390835485219
2017-11,vol120,0.47253646540035465
2017-12,log_mv,-0.12303633945184546
2017-12,amt20,
2017-12,roe_ttm,0.08624713041304007
2017-12,pb_inv,-0.17399839016996935
2017-12,beta120,0.1460751078025829
2017-12,vol120,0.43556992958417656
2018-01,log_mv,-0.07186581348639552
2018-01,amt20,
2018-01,roe_ttm,0.11296100945369451
2018-01,pb_inv,-0.17318629890325932
2018-01,beta120,0.14611306593423154
2018-01,vol120,0.4594879539147027
2018-02,log_mv,-0.016002012060881685
2018-02,amt20,0.23971333895455307
2018-02,roe_ttm,-0.02182669900333478
2018-02,pb_inv,-0.19789760406771173
2018-02,beta120,-0.013027822040130078
2018-02,vol120,0.3555397813164381
2018-03,log_mv,-0.20961389221162352
2018-03,amt20,0.21939269478779266
2018-03,roe_ttm,0.026209380004098982
2018-03,pb_inv,-0.22679203267144457
2018-03,beta120,0.02061841047119263
2018-03,vol120,0.4368946854203954
2018-04,log_mv,-0.26080451051140957
2018-04,amt20,0.37740190341616775
2018-04,roe_ttm,0.11578517293346431
2018-04,pb_inv,-0.2388410759923167
2018-04,beta120,0.18905431526278973
2018-04,vol120,0.5954387209504757
2018-05,log_mv,-0.23407236552213453
2018-05,amt20,0.3289190933173733
2018-05,roe_ttm,0.06878300252709839
2018-05,pb_inv,-0.21567238121355964
2018-05,beta120,0.1066112926461799
2018-05,vol120,0.4857997535601801
2018-06,log_mv,-0.1591270919411644
2018-06,amt20,0.24485454147065605
2018-06,roe_ttm,0.07153021636902998
2018-06,pb_inv,-0.18703789660934098
2018-06,beta120,-0.05517009239997394
2018-06,vol120,0.37541636118539806
2018-07,log_mv,-0.1854894935755686
2018-07,amt20,0.3150912850962663
2018-07,roe_ttm,0.03578277192823442
2018-07,pb_inv,-0.1771345560817373
2018-07,beta120,0.07538059315159955
2018-07,vol120,0.4664305362000249
2018-08,log_mv,-0.17669041787705403
2018-08,amt20,0.3548984759887019
2018-08,roe_ttm,0.10472767336796285
2018-08,pb_inv,-0.19098027496989023
2018-08,beta120,0.12445190708817475
2018-08,vol120,0.471933352051363
2018-09,log_mv,-0.12212853497960645
2018-09,amt20,0.39616734969292344
2018-09,roe_ttm,0.09285441471912999
2018-09,pb_inv,-0.21467521296792846
2018-09,beta120,0.20690737301191472
2018-09,vol120,0.5288968247037341
2018-10,log_mv,-0.11191304183349293
2018-10,amt20,0.34182800077393616
2018-10,roe_ttm,0.13277628502324337
2018-10,pb_inv,-0.16786780173164048
2018-10,beta120,0.054599116265617795
2018-10,vol120,0.43719281070734395
2018-11,log_mv,-0.19896874480588975
2018-11,amt20,0.2233644708696551
2018-11,roe_ttm,-0.1287652371488222
2018-11,pb_inv,-0.1517318750855195
2018-11,beta120,0.09676388060960038
2018-11,vol120,0.4551210598758899
2018-12,log_mv,-0.21149398206331835
2018-12,amt20,0.31038411056371096
2018-12,roe_ttm,-0.005579892040601401
2018-12,pb_inv,-0.17727014381493925
2018-12,beta120,0.15337703237920827
2018-12,vol120,0.5061237889674517
2019-01,log_mv,-0.15433331136670764
2019-01,amt20,0.2911940972429886
2019-01,roe_ttm,-0.14812287193353704
2019-01,pb_inv,-0.12677404206292292
2019-01,beta120,0.17200055677715187
2019-01,vol120,0.5210285997593621
2019-02,log_mv,-0.06919102983690326
2019-02,amt20,0.26256893582643515
2019-02,roe_ttm,-0.1455331548253851
2019-02,pb_inv,-0.17355469236696114
2019-02,beta120,0.24384703048777506
2019-02,vol120,0.5350434111566281
2019-03,log_mv,-0.0778115531737127
2019-03,amt20,0.22597303285911363
2019-03,roe_ttm,-0.17328125625563656
2019-03,pb_inv,-0.20088337393615927
2019-03,beta120,0.09011651946907229
2019-03,vol120,0.5164513615175531
2019-04,log_mv,-0.09069385713181127
2019-04,amt20,0.2716315104514622
2019-04,roe_ttm,-0.10126731714980045
2019-04,pb_inv,-0.17158262542585095
2019-04,beta120,0.1134097145435242
2019-04,vol120,0.490825629520393
2019-05,log_mv,-0.10842214298853713
2019-05,amt20,0.3487102320515963
2019-05,roe_ttm,-0.15884794046436082
2019-05,pb_inv,-0.21485987623147337
2019-05,beta120,0.02461493769288129
2019-05,vol120,0.506138354193336
2019-06,log_mv,-0.22319578732957082
2019-06,amt20,0.3299920484843715
2019-06,roe_ttm,-0.13837420769158976
2019-06,pb_inv,-0.19577468137773998
2019-06,beta120,0.18789399308789656
2019-06,vol120,0.5714870360995996
2019-07,log_mv,-0.18935150337337406
2019-07,amt20,0.3794394247118018
2019-07,roe_ttm,-0.014890842303094837
2019-07,pb_inv,-0.1874630060630387
2019-07,beta120,0.11490951349119911
2019-07,vol120,0.4392806359862096
2019-08,log_mv,-0.04989758407160828
2019-08,amt20,0.43170143730793525
2019-08,roe_ttm,0.01798694404788327
2019-08,pb_inv,-0.2419194905376173
2019-08,beta120,0.11925047446493733
2019-08,vol120,0.4702191513080699
2019-09,log_mv,-0.12940679695879684
2019-09,amt20,0.38237701181881045
2019-09,roe_ttm,-0.00942879284666959
2019-09,pb_inv,-0.2558355403238139
2019-09,beta120,0.24411808795709253
2019-09,vol120,0.5192313266911993
2019-10,log_mv,-0.11135362720445625
2019-10,amt20,0.4600653453731515
2019-10,roe_ttm,0.030973782830965985
2019-10,pb_inv,-0.2548918319343294
2019-10,beta120,0.22051971274957324
2019-10,vol120,0.5271232543402647
2019-11,log_mv,-0.06535665874745497
2019-11,amt20,0.4346695076446906
2019-11,roe_ttm,0.024762831957993756
2019-11,pb_inv,-0.26247790412781496
2019-11,beta120,0.1558987091458184
2019-11,vol120,0.5084008738014492
2019-12,log_mv,-0.05223209940635148
2019-12,amt20,0.4293635969506363
2019-12,roe_ttm,-0.029709253408727477
2019-12,pb_inv,-0.24511235752454702
2019-12,beta120,0.2265126790781586
2019-12,vol120,0.5725847209696201
2020-01,log_mv,-0.043421008922324124
2020-01,amt20,0.39761890206530137
2020-01,roe_ttm,-0.054384937212116805
2020-01,pb_inv,-0.289104869497947
2020-01,beta120,0.18476467870114954
2020-01,vol120,0.5844787009807471
2020-02,log_mv,-0.014412443090012527
2020-02,amt20,0.40377934374964036
2020-02,roe_ttm,-0.0399322955478563
2020-02,pb_inv,-0.3079030755114088
2020-02,beta120,0.19889506514181404
2020-02,vol120,0.5892136067219583
2020-03,log_mv,-0.1382647486825863
2020-03,amt20,0.308720606279192
2020-03,roe_ttm,-0.12795536590799067
2020-03,pb_inv,-0.1785871284951017
2020-03,beta120,0.002350852708245669
2020-03,vol120,0.4459941883362973
2020-04,log_mv,-0.13494240241856445
2020-04,amt20,0.3430332785800044
2020-04,roe_ttm,-0.02796213209011868
2020-04,pb_inv,-0.18224098269251832
2020-04,beta120,0.060818709916183565
2020-04,vol120,0.467366542508205
2020-05,log_mv,-0.11886540391672792
2020-05,amt20,0.32696846219739695
2020-05,roe_ttm,-0.03857923524570401
2020-05,pb_inv,-0.22735273003515793
2020-05,beta120,0.15969938961382135
2020-05,vol120,0.4815095408579146
2020-06,log_mv,-0.05339716517713687
2020-06,amt20,0.4013594797983962
2020-06,roe_ttm,-0.01059874745979576
2020-06,pb_inv,-0.2693848598130413
2020-06,beta120,0.1823253630164052
2020-06,vol120,0.4867508237065621
2020-07,log_mv,0.027744106267331797
2020-07,amt20,0.29949623286231436
2020-07,roe_ttm,0.019344106275025565
2020-07,pb_inv,-0.2178922301759942
2020-07,beta120,0.08629519373721412
2020-07,vol120,0.4228765645820294
2020-08,log_mv,-0.09901659205707766
2020-08,amt20,0.30349729859190366
2020-08,roe_ttm,0.013096197970214742
2020-08,pb_inv,-0.21743709060439065
2020-08,beta120,0.12106068507637503
2020-08,vol120,0.4526711094486216
2020-09,log_mv,-0.18381823615528997
2020-09,amt20,0.3969836198247009
2020-09,roe_ttm,-0.06594789319506078
2020-09,pb_inv,-0.23408874819093017
2020-09,beta120,0.1565142412066644
2020-09,vol120,0.5525616562736909
2020-10,log_mv,-0.09218522027336586
2020-10,amt20,0.5038779864692441
2020-10,roe_ttm,0.10488755997812269
2020-10,pb_inv,-0.32290821540553344
2020-10,beta120,0.2736399679428726
2020-10,vol120,0.6071912810806729
2020-11,log_mv,-0.04684674336175662
2020-11,amt20,0.46302639138209917
2020-11,roe_ttm,0.0270948182804027
2020-11,pb_inv,-0.26760484361606124
2020-11,beta120,0.18778094732743608
2020-11,vol120,0.5480388547508308
2020-12,log_mv,0.010246405067244856
2020-12,amt20,0.41357688936206166
2020-12,roe_ttm,-0.036954964056659316
2020-12,pb_inv,-0.2957039181897024
2020-12,beta120,0.22122667698979404
2020-12,vol120,0.4970682116048114
2021-01,log_mv,0.0568001208326913
2021-01,amt20,0.40164670975726036
2021-01,roe_ttm,0.0018250564564774043
2021-01,pb_inv,-0.3360086582303691
2021-01,beta120,0.30110475112358337
2021-01,vol120,0.5378390003544594
2021-02,log_mv,0.051435913303277986
2021-02,amt20,0.3768063099473754
2021-02,roe_ttm,-0.04354058522174142
2021-02,pb_inv,-0.2997812522720907
2021-02,beta120,0.25972629856873525
2021-02,vol120,0.5228743393667961
2021-03,log_mv,-0.010644491009680469
2021-03,amt20,0.39328054490634895
2021-03,roe_ttm,-0.009937427118357243
2021-03,pb_inv,-0.20329537333691608
2021-03,beta120,0.18715027035596465
2021-03,vol120,0.5158676081561632
2021-04,log_mv,-0.1689986777681196
2021-04,amt20,0.25125558540092857
2021-04,roe_ttm,0.02096814924298021
2021-04,pb_inv,-0.13906396335823107
2021-04,beta120,0.06017014472680504
2021-04,vol120,0.45459646572977863
2021-05,log_mv,-0.06489120683113163
2021-05,amt20,0.35288124434326834
2021-05,roe_ttm,-0.05430401236130869
2021-05,pb_inv,-0.23838397689786175
2021-05,beta120,0.14986702620568543
2021-05,vol120,0.5435096753008847
2021-06,log_mv,-0.09964724300249334
2021-06,amt20,0.37742863094571033
2021-06,roe_ttm,-0.04907956506218428
2021-06,pb_inv,-0.3302635471998522
2021-06,beta120,0.12849846843574453
2021-06,vol120,0.5876728540768494
2021-07,log_mv,-0.0030573433657951313
2021-07,amt20,0.46279136685365485
2021-07,roe_ttm,0.02869658729579488
2021-07,pb_inv,-0.4477551794235474
2021-07,beta120,0.28426162155912055
2021-07,vol120,0.6205679462144815
2021-08,log_mv,0.0037901383273756264
2021-08,amt20,0.4578338742458604
2021-08,roe_ttm,0.13229540656476318
2021-08,pb_inv,-0.38825367459702065
2021-08,beta120,0.3283567184706675
2021-08,vol120,0.6233358925297257
2021-09,log_mv,-0.008937842649819457
2021-09,amt20,0.36973522821840943
2021-09,roe_ttm,0.08424314892673684
2021-09,pb_inv,-0.31144713836173443
2021-09,beta120,0.32513192056440193
2021-09,vol120,0.5856409555922979
2021-10,log_mv,0.026514975593407104
2021-10,amt20,0.3809935734372931
2021-10,roe_ttm,0.08200446262309602
2021-10,pb_inv,-0.32142513343922624
2021-10,beta120,0.25411486399689365
2021-10,vol120,0.5656842002599994
2021-11,log_mv,0.027337662554511134
2021-11,amt20,0.47364475640544823
2021-11,roe_ttm,0.12008091194715695
2021-11,pb_inv,-0.42083381885464555
2021-11,beta120,0.23532624159189167
2021-11,vol120,0.5806566549284039
2021-12,log_mv,-0.13259956641400106
2021-12,amt20,0.25495553126081844
2021-12,roe_ttm,-0.11016684011447399
2021-12,pb_inv,-0.25856990316758843
2021-12,beta120,0.09994655002186034
2021-12,vol120,0.4166627185265922
2022-01,log_mv,-0.11295716942913141
2022-01,amt20,0.3694777780944594
2022-01,roe_ttm,-0.042770166559465396
2022-01,pb_inv,-0.29749698716198897
2022-01,beta120,0.07640944980459818
2022-01,vol120,0.4855674823693935
2022-02,log_mv,-0.09431930799519164
2022-02,amt20,0.3409901569241834
2022-02,roe_ttm,-0.1032511084032225
2022-02,pb_inv,-0.2484221743252127
2022-02,beta120,0.0517398603587691
2022-02,vol120,0.47729423171917795
2022-03,log_mv,-0.09981473611465201
2022-03,amt20,0.3697288687508948
2022-03,roe_ttm,-0.007821078766679847
2022-03,pb_inv,-0.23578282400163647
2022-03,beta120,-0.018055576466962698
2022-03,vol120,0.49508289715891135
2022-04,log_mv,-0.1566085579334594
2022-04,amt20,0.21142838396047411
2022-04,roe_ttm,0.03871873231022892
2022-04,pb_inv,-0.11453648774789113
2022-04,beta120,-0.07977070578720147
2022-04,vol120,0.37975854344110016
2022-05,log_mv,-0.05766931645541102
2022-05,amt20,0.28047585195979474
2022-05,roe_ttm,-0.021452378598818544
2022-05,pb_inv,-0.1572526969997068
2022-05,beta120,0.08631883928586272
2022-05,vol120,0.43797422192681856
2022-06,log_mv,-0.058441901899269164
2022-06,amt20,
2022-06,roe_ttm,-0.03084204495208264
2022-06,pb_inv,-0.24204102929337318
2022-06,beta120,0.23409842814953263
2022-06,vol120,0.4581152757982327
2022-07,log_mv,-0.043958600577530274
2022-07,amt20,0.39079196922421433
2022-07,roe_ttm,-0.015056951193586372
2022-07,pb_inv,-0.2700376363863089
2022-07,beta120,0.16461873794662335
2022-07,vol120,0.471014610692132
2022-08,log_mv,-0.10357332016454639
2022-08,amt20,0.403484221526006
2022-08,roe_ttm,0.06786318643914312
2022-08,pb_inv,-0.2499188102167519
2022-08,beta120,0.17004171197008788
2022-08,vol120,0.5138366893430701
2022-09,log_mv,-0.08196650050323724
2022-09,amt20,0.3515959062174884
2022-09,roe_ttm,0.033200972926660965
2022-09,pb_inv,-0.25439638385066865
2022-09,beta120,0.11151555118186038
2022-09,vol120,0.5040103999224543
2022-10,log_mv,-0.01417063674722369
2022-10,amt20,0.42832270486493096
2022-10,roe_ttm,0.14229464567470942
2022-10,pb_inv,-0.25400300431565404
2022-10,beta120,0.035271354067315026
2022-10,vol120,0.49689119702405166
2022-11,log_mv,-0.04494686207561964
2022-11,amt20,0.4262107907113025
2022-11,roe_ttm,0.04021081406047007
2022-11,pb_inv,-0.26863759051468505
2022-11,beta120,0.07020269056475675
2022-11,vol120,0.510745265683686
2022-12,log_mv,-0.06927880654076521
2022-12,amt20,0.4049559813521207
2022-12,roe_ttm,0.0013553817704872368
2022-12,pb_inv,-0.26728615508317427
2022-12,beta120,0.057372072124089256
2022-12,vol120,0.48364689706569886
2023-01,log_mv,-0.023725361836704782
2023-01,amt20,0.43360431141754047
2023-01,roe_ttm,0.01837424249317602
2023-01,pb_inv,-0.30313178530783547
2023-01,beta120,0.09695598709460326
2023-01,vol120,0.5578959170886404
2023-02,log_mv,-0.12039788264225894
2023-02,amt20,0.3603971331310369
2023-02,roe_ttm,0.031099774225532235
2023-02,pb_inv,-0.26040496616174924
2023-02,beta120,0.09393405131047317
2023-02,vol120,0.5449498747902236
2023-03,log_mv,-0.0450371269213026
2023-03,amt20,0.40623792958276017
2023-03,roe_ttm,0.04954808777518762
2023-03,pb_inv,-0.26929399506730245
2023-03,beta120,0.028564856380158637
2023-03,vol120,0.5010738288855027
2023-04,log_mv,-0.0267633725077817
2023-04,amt20,0.4075501581090908
2023-04,roe_ttm,0.10517523894431596
2023-04,pb_inv,-0.265529869694546
2023-04,beta120,0.056206596600835934
2023-04,vol120,0.5871889192288399
2023-05,log_mv,0.0043362511191584905
2023-05,amt20,0.45461870317203834
2023-05,roe_ttm,0.017930388563753685
2023-05,pb_inv,-0.19581851046328977
2023-05,beta120,0.12130493353617852
2023-05,vol120,0.6006917060190202
2023-06,log_mv,-0.10244646730844471
2023-06,amt20,0.44306388236230754
2023-06,roe_ttm,0.0026248757612440917
2023-06,pb_inv,-0.2988379563421757
2023-06,beta120,0.09951276332671588
2023-06,vol120,0.6307481960790328
2023-07,log_mv,-0.12945466634576228
2023-07,amt20,0.434073892302451
2023-07,roe_ttm,-0.023510321903741114
2023-07,pb_inv,-0.1656937087108211
2023-07,beta120,0.11146081886531875
2023-07,vol120,0.5336216454789652
2023-08,log_mv,-0.18628116799549554
2023-08,amt20,0.2988481553753946
2023-08,roe_ttm,0.03135481930343807
2023-08,pb_inv,-0.1325645661958641
2023-08,beta120,0.061475403024706506
2023-08,vol120,0.49631196393857996
2023-09,log_mv,-0.1290775273547681
2023-09,amt20,0.40786129394495063
2023-09,roe_ttm,-0.03558801969845802
2023-09,pb_inv,-0.23043093124284217
2023-09,beta120,0.15038023224769684
2023-09,vol120,0.59086774815986
2023-10,log_mv,-0.03177536831049175
2023-10,amt20,0.4502365691087373
2023-10,roe_ttm,0.03352425572092658
2023-10,pb_inv,-0.2748949078971803
2023-10,beta120,0.13439260295470032
2023-10,vol120,0.5509107411682306
2023-11,log_mv,-0.10207618011135504
2023-11,amt20,0.4934670098094411
2023-11,roe_ttm,-0.04137871412277387
2023-11,pb_inv,-0.31998663091982105
2023-11,beta120,0.22073817306359522
2023-11,vol120,0.6278475697220881
2023-12,log_mv,-0.038599569126807676
2023-12,amt20,0.47459550866001515
2023-12,roe_ttm,0.0012896544449731184
2023-12,pb_inv,-0.30368963285511474
2023-12,beta120,0.15924160100629087
2023-12,vol120,0.4969583245464205
2024-01,log_mv,-0.044395007136921044
2024-01,amt20,0.3657596361152679
2024-01,roe_ttm,-0.023810696168946554
2024-01,pb_inv,-0.21218971363807607
2024-01,beta120,0.08306435973191746
2024-01,vol120,0.3911760914848043
2024-02,log_mv,-0.10916068923499515
2024-02,amt20,0.09888047881696202
2024-02,roe_ttm,-0.08158294112077459
2024-02,pb_inv,-0.2434683288215703
2024-02,beta120,0.19042121571083084
2024-02,vol120,0.38652120672687007
2024-03,log_mv,-0.18875402009785092
2024-03,amt20,0.32587351475874154
2024-03,roe_ttm,-0.06354409483766722
2024-03,pb_inv,-0.23470544098025645
2024-03,beta120,0.23614971993743303
2024-03,vol120,0.5439434433996216
2024-04,log_mv,-0.2488805704884063
2024-04,amt20,0.13004030894132343
2024-04,roe_ttm,-0.016919157307055916
2024-04,pb_inv,-0.09440485969312662
2024-04,beta120,0.10131171002121833
2024-04,vol120,0.3787636752612416
2024-05,log_mv,-0.2237023817976472
2024-05,amt20,0.2636803859875968
2024-05,roe_ttm,-0.11694707854731115
2024-05,pb_inv,-0.1561172624157632
2024-05,beta120,0.22508328353119297
2024-05,vol120,0.48825718252224226
2024-06,log_mv,-0.2686554968058689
2024-06,amt20,0.21666839650592476
2024-06,roe_ttm,-0.1536406498965674
2024-06,pb_inv,-0.1746608695254612
2024-06,beta120,0.248857138818524
2024-06,vol120,0.524236776626714
2024-07,log_mv,-0.16097387982635172
2024-07,amt20,0.3313997736674094
2024-07,roe_ttm,-0.11268646681549904
2024-07,pb_inv,-0.2046318769233729
2024-07,beta120,0.18417344370527267
2024-07,vol120,0.4603720621073664
2024-08,log_mv,-0.21056997744999917
2024-08,amt20,0.3140276848008631
2024-08,roe_ttm,-0.08752472504868206
2024-08,pb_inv,-0.1788061523442847
2024-08,beta120,0.16469562172226898
2024-08,vol120,0.498106482084259
2024-09,log_mv,-0.0046246710433289874
2024-09,amt20,0.36316737010824135
2024-09,roe_ttm,-0.1113042460289837
2024-09,pb_inv,-0.267122680082513
2024-09,beta120,0.26920644071411604
2024-09,vol120,0.46688812358847503
2024-10,log_mv,0.01289763160101034
2024-10,amt20,0.3548376408481942
2024-10,roe_ttm,-0.1435322379981464
2024-10,pb_inv,-0.35678513055653527
2024-10,beta120,0.26439479872994226
2024-10,vol120,0.5858535221079814
2024-11,log_mv,-0.11828229249710168
2024-11,amt20,0.3074119613245822
2024-11,roe_ttm,-0.2321700542382152
2024-11,pb_inv,-0.2558776413663957
2024-11,beta120,0.19065874350009054
2024-11,vol120,0.5344486738043912
2024-12,log_mv,-0.1794638165411062
2024-12,amt20,0.34497396746648473
2024-12,roe_ttm,-0.18958396264904612
2024-12,pb_inv,-0.24994407109335087
2024-12,beta120,0.10937513297043434
2024-12,vol120,0.4969782668428659
2025-01,log_mv,-0.14436283152608562
2025-01,amt20,0.3443355216743602
2025-01,roe_ttm,-0.12886337965234604
2025-01,pb_inv,-0.27906081043606035
2025-01,beta120,0.13034388197512267
2025-01,vol120,0.4897190933120863
2025-02,log_mv,-0.055544283848078975
2025-02,amt20,0.4169757621668204
2025-02,roe_ttm,-0.10631002403151542
2025-02,pb_inv,-0.33990630756055285
2025-02,beta120,0.2896947444967212
2025-02,vol120,0.581039138445194
2025-03,log_mv,-0.15403566214193445
2025-03,amt20,0.35740187888991937
2025-03,roe_ttm,-0.09849201850557855
2025-03,pb_inv,-0.26111504777112526
2025-03,beta120,0.20740963270800972
2025-03,vol120,0.4729934579147957
2025-04,log_mv,-0.15347984992645397
2025-04,amt20,0.2306508318701904
2025-04,roe_ttm,-0.04219227272153381
2025-04,pb_inv,-0.21575497429363366
2025-04,beta120,-0.02506236306932175
2025-04,vol120,0.3645496731991735
2025-05,log_mv,-0.16584773999672864
2025-05,amt20,0.37367692956023724
2025-05,roe_ttm,-0.134579102578094
2025-05,pb_inv,-0.24471250198819477
2025-05,beta120,0.20829487713697334
2025-05,vol120,0.5099715244882265
2025-06,log_mv,-0.1467121072823303
2025-06,amt20,
2025-06,roe_ttm,-0.122069951187246
2025-06,pb_inv,-0.2979636427770569
2025-06,beta120,0.23691618524300087
2025-06,vol120,0.5296438003306227
2025-07,log_mv,-0.07087432690757346
2025-07,amt20,0.37788667866858305
2025-07,roe_ttm,-0.1109020245415755
2025-07,pb_inv,-0.23663892425925956
2025-07,beta120,0.1965625583885304
2025-07,vol120,0.4875754062462148
2025-08,log_mv,0.00746560805460666
2025-08,amt20,0.4269572652682084
2025-08,roe_ttm,-0.0373931032957228
2025-08,pb_inv,-0.3749489456179624
2025-08,beta120,0.32005489391943537
2025-08,vol120,0.5741423182638881
