ym,n,n3,ic_raw,rho_vol20,rho_vol120,r2_v1,r2_v2,ic_res_v1,ic_res_v2,r2_v3,ic_res_v3
2005-08,1088,0,-0.08610022006418629,0.7299192760824398,0.48599473908476004,0.5798028534760986,0.5944908230732726,-0.08997977399852713,-0.10506712924249352,,
2005-09,1048,0,-0.11789124835222671,0.6730029935285929,0.49905691557607995,0.5064754337987759,0.5135831028660363,0.023544426222551717,0.012292898667706064,,
2005-10,1033,0,-0.10245880368813652,0.6569602245511432,0.4893137005668906,0.6228112450603049,0.6428090858790918,-0.31710303182436456,-0.29243742330004396,,
2005-11,1062,0,-0.16366457377574867,0.7038374786041166,0.38137222400785104,0.8304125771221849,0.8502760676531982,0.025690093625950677,-0.07419364383942087,,
2005-12,986,0,-0.15847502010735162,0.7069885518960708,0.3359435369914878,0.7956266902090127,0.8142536443367867,-0.0738049639352655,-0.12718234257096833,,
2006-01,918,0,-0.0834356919139557,0.8634573079732425,0.32976209668947426,0.7732475038179987,0.7872536395263914,-0.0968936640710491,-0.07287490533777434,,
2006-02,865,0,0.06567755727845412,0.8243484911156151,0.44659829095960357,0.7825176978629346,0.7868823054349019,-0.08097929410600413,-0.09918360791660343,,
2006-03,812,0,-0.010041075707765194,0.8073856040757382,0.5135108771690902,0.8717300821358409,0.8790554694723578,-0.14179506183895962,-0.18066695031571653,,
2006-04,672,672,-0.07106283312063398,0.8121311104569264,0.5682251902359767,0.6798745088271622,0.6839067203444631,-0.23996640336710162,-0.2642504185732379,0.7437337122987643,-0.21607977038398202
2006-05,509,509,-0.155672643204171,0.5248528159910986,0.32903476343980836,0.2333377954131407,0.23586051640834027,-0.13356279089394948,-0.13062514451653012,0.5333397810899787,-0.10563313186701881
2006-06,663,663,-0.16994455980965403,0.5924193352602538,0.2575451052693733,0.48086590286217545,0.5002705328860014,-0.12568390366136362,-0.14738348481160957,0.6145068109706545,-0.16108505678792398
2006-07,701,701,-0.0840836993451358,0.5899249491806358,0.3048958791210131,0.48621645122593804,0.4909004598432434,-0.19983248381697824,-0.19935293147942762,0.5937149072315643,-0.20988291140799922
2006-08,760,760,-0.06941134071768547,0.6224601102941115,0.3614825801437931,0.6771186068594456,0.6867169269964897,-0.061807117322917576,-0.0702159932330221,0.7307852166081044,-0.08430200678468161
2006-09,797,797,-0.26182818414005493,0.8394659394681591,0.43512954795965536,0.7442776890425031,0.7478087292825031,0.011645680099704635,-0.007267522212959513,0.7539023905434962,-0.00948102058157028
2006-10,776,776,-0.042377558913027205,0.7795046752317499,0.3771943697479898,0.6009727608511016,0.6059465400928463,0.002070388696083789,-0.008976469254901155,0.6162660223805442,-0.0321171795677414
2006-11,822,822,0.07609251488946323,0.7486749776232976,0.40774969789614113,0.5451005279542267,0.5451036979202026,0.013117143054954088,0.013598591838035056,0.5691910087244736,-0.0042947111968083375
2006-12,760,760,-0.041571857429087575,0.7631588531320732,0.42831896565628025,0.5496432204492003,0.5508799038167768,-0.06605681259283597,-0.06488033736958806,0.6150394104510377,-0.08507257024792772
2007-01,794,794,-0.1966895295079072,0.41046283590563476,0.38404304403744016,0.1056428956596972,0.14128078293658686,-0.16346040879307316,-0.13327674633787248,0.4147957403627266,-0.10313980512536652
2007-02,732,732,-0.14580727490271025,0.420758549173402,0.3394420179409473,0.18081487098845594,0.1879522028594922,-0.11236930106139179,-0.09410775625951193,0.408761037529782,-0.12919614274185315
2007-03,973,973,-0.06798661558853492,0.7195029051297518,0.3195729942501337,0.5354302755879026,0.5360357791495507,-0.18953781821431845,-0.19332378877113723,0.5406942451325005,-0.18332618293415467
2007-04,963,963,-0.10101791078771807,0.5325627066306999,0.33208038362310643,0.27366395375169494,0.27734557006517957,-0.0756848383471289,-0.07986342539841249,0.36445959542561623,-0.08092567140390365
2007-05,937,937,0.035940367293747215,0.3475627268423199,0.2603365237729169,0.09249456100300335,0.10245073287653761,0.11998963876127713,0.11366956903081461,0.1694456310381276,0.20785479877218468
2007-06,993,993,-0.12726530728750757,0.4309467026087665,0.34105531951733453,0.15896447586676477,0.1615805552575087,-0.2595761841688861,-0.270369946712528,0.3571030593250324,-0.21711382986190123
2007-07,1096,1096,-0.15117237046034765,0.4168713856971936,0.35402551709837,0.16149379891052562,0.1716194870316552,-0.1326632385201711,-0.12908487589967924,0.3195232305930946,-0.10867002970855304
2007-08,1119,1119,-0.11225924584063078,0.7746249809877639,0.33245597897372736,0.5693585627930262,0.5704605235191875,-0.1188868739872744,-0.11980686512230733,0.5782231441855354,-0.11308754967684446
2007-09,1097,1097,-0.1141149964004313,0.7123327219219078,0.3669981240477344,0.4397462201182163,0.4414350137823798,0.016544897454451105,0.028961322026939615,0.5036374329410784,0.0318753902787043
2007-10,1079,1079,-0.2571888130612828,0.6377809682435327,0.381714040187092,0.33675611269354455,0.33795288908887144,-0.15813284070295033,-0.1600989942941432,0.40870328175599047,-0.15675445787243378
2007-11,1113,1113,0.050049749255651775,0.7015414069872893,0.416151350332893,0.4301967173782636,0.432475648041001,-0.06956844822653373,-0.0760322237446385,0.5682371040447256,-0.10473039015345142
2007-12,1076,1076,-0.13350688605946903,0.780101165080277,0.40729901442108674,0.5707606464599814,0.5710280760097873,0.03183135110620302,0.029128221087776053,0.6498272481133531,0.0018381840099992123
2008-01,1001,1001,0.005867765131627538,0.42670377376910784,0.2210140360040131,0.11705673531186489,0.11767874192553918,-0.06275942344148949,-0.06188508471568835,0.37089722877259457,-0.14326392281164824
2008-02,982,982,-0.11603611577889439,0.426495533102866,0.296057756229232,0.09851474156688156,0.1120125745081133,-0.07482951814709261,-0.05165139613585567,0.35199356526661507,-0.0908866797384649
2008-03,1153,1153,-0.048309640663675026,0.3838117408769019,0.23842785111953183,0.08667950304182515,0.08979444653710389,-0.044982877332084927,-0.049831645614496246,0.22883206380672672,-0.003695418672981983
2008-04,1211,1211,-0.01869845801816668,0.2800278956657864,0.14395232150480664,0.026071741145808347,0.02620766241898398,-0.012964053001638337,-0.012946856398327981,0.20286673849352566,-0.1106431585448014
2008-05,1243,1243,-0.1393075166368163,0.6245027032862308,0.33471338300373266,0.33277247620621964,0.34264793950308803,-0.04181210660865578,-0.06170585588122497,0.44464976168692694,-0.06668011387499559
2008-06,1252,1252,-0.04316390386648024,0.28438114051951113,0.18219371289957878,0.04224169371268727,0.04232643334308206,-0.06307417803996242,-0.06379034379579306,0.2664599199475862,-0.08915684430073341
2008-07,1275,1275,-0.1650636585454972,0.562412509068175,0.2714184268140284,0.3248743791004458,0.3373252076941494,-0.015695404751331358,-0.05570641101028264,0.4308749211124129,0.02095415901461518
2008-08,1289,1289,-0.1318426091294079,0.3110844538440029,0.17569618991558772,0.09347457224542666,0.1071704472085725,-0.1564174258768099,-0.15485025347556527,0.32223562855276744,-0.022409760786553816
2008-09,1287,1287,-0.14566383218135043,0.4606432102964121,0.18333350746328478,0.24027948531333465,0.2844144678781766,-0.04998252612886092,-0.06729409111303225,0.4387789430145891,-0.09236920141412311
2008-10,1306,1306,-0.06888184406831553,0.4237448885915822,0.23687192208619337,0.1723221880152619,0.18722285052719023,-0.08929796272653223,-0.061686692043119024,0.3690037490862442,-0.06684525026989017
2008-11,1315,1315,-0.06903515186991549,0.39100471823136046,0.2815162458588657,0.12824831674275983,0.1283942847449444,-0.0030483141015415862,-0.002315735884918026,0.33170658323640045,-0.10030211812780492
2008-12,1339,1339,-0.12173870793054169,0.613159763917276,0.2466416309525062,0.36846589502178206,0.4061723185871957,-0.30035413939104927,-0.23209947043157841,0.48488489148455405,-0.15387518306368572
