ym,ver,Q1,Q2,Q3,Q4,Q5
2009-06,v1,,,,,0.13679355483645061
2009-06,v2,0.16461768091996887,,,,
2009-06,v2,,0.155752888827548,,,
2009-06,v2,,,0.1479818052190119,,
2009-06,v2,,,,0.14971270414141855,
2009-06,v2,,,,,0.13725617815090316
2009-06,v3,0.15455141792947347,,,,
2009-06,v3,,0.1424889101303518,,,
2009-06,v3,,,0.15863370547391004,,
2009-06,v3,,,,0.15444570088389895,
2009-06,v3,,,,,0.1451695715979401
2009-07,v1,-0.19226838366756843,,,,
2009-07,v1,,-0.150982487239474,,,
2009-07,v1,,,-0.1525787181445742,,
2009-07,v1,,,,-0.15118897943756893,
2009-07,v1,,,,,-0.14382886356078883
2009-07,v2,-0.18785726343744225,,,,
2009-07,v2,,-0.1563694194969844,,,
2009-07,v2,,,-0.14803121721034748,,
2009-07,v2,,,,-0.15502440360557115,
2009-07,v2,,,,,-0.14360046299857734
2009-07,v3,-0.1563306706018004,,,,
2009-07,v3,,-0.15879714971615333,,,
2009-07,v3,,,-0.16088050197132522,,
2009-07,v3,,,,-0.15670598081233342,
2009-07,v3,,,,,-0.1581842081202066
2009-08,v1,0.05056287020955721,,,,
2009-08,v1,,0.04347481486169038,,,
2009-08,v1,,,0.05114354275832283,,
2009-08,v1,,,,0.04186468280384658,
2009-08,v1,,,,,0.010323178586359876
2009-08,v2,0.0520904625616189,,,,
2009-08,v2,,0.04358926221143365,,,
2009-08,v2,,,0.049539538357250106,,
2009-08,v2,,,,0.04216877782246507,
2009-08,v2,,,,,0.009974758053671606
2009-08,v3,0.057012201772282146,,,,
2009-08,v3,,0.0528094081091856,,,
2009-08,v3,,,0.044323556231809294,,
2009-08,v3,,,,0.034780006831581334,
2009-08,v3,,,,,0.008417171229716495
2009-09,v1,0.1381778265774005,,,,
2009-09,v1,,0.1261156432282949,,,
2009-09,v1,,,0.11606999208782456,,
2009-09,v1,,,,0.10511089705370726,
2009-09,v1,,,,,0.11115315472837359
2009-09,v2,0.1331033892893753,,,,
2009-09,v2,,0.12804365978802432,,,
2009-09,v2,,,0.10671795654915978,,
2009-09,v2,,,,0.11353652862374457,
2009-09,v2,,,,,0.11522990731781094
2009-09,v3,0.12934110814837654,,,,
2009-09,v3,,0.12861034433825508,,,
2009-09,v3,,,0.11564755158605358,,
2009-09,v3,,,,0.10880976102449547,
2009-09,v3,,,,,0.11424138043951415
2009-10,v1,0.13679227459124435,,,,
2009-10,v1,,0.1735692531460034,,,
2009-10,v1,,,0.16407567777920742,,
2009-10,v1,,,,0.14085376487007362,
2009-10,v1,,,,,0.12893136082684678
2009-10,v2,0.13794090199745776,,,,
2009-10,v2,,0.16584790075555064,,,
2009-10,v2,,,0.1616018191777935,,
2009-10,v2,,,,0.15368076298314653,
2009-10,v2,,,,,0.1251463700946216
2009-10,v3,0.14163691143281715,,,,
2009-10,v3,,0.16312039494569971,,,
2009-10,v3,,,0.16189882759112056,,
2009-10,v3,,,,0.14675342154624726,
2009-10,v3,,,,,0.13079347435549263
2009-11,v1,0.051719845362358,,,,
2009-11,v1,,0.04371912928369268,,,
2009-11,v1,,,0.030000708159925185,,
2009-11,v1,,,,0.013498460140081166,
2009-11,v1,,,,,0.009436551648068163
2009-11,v2,0.05297751342633519,,,,
2009-11,v2,,0.04774111153644783,,,
2009-11,v2,,,0.026724133887202395,,
2009-11,v2,,,,0.012293556356070516,
2009-11,v2,,,,,0.008636618867747492
2009-11,v3,0.05860695847493911,,,,
2009-11,v3,,0.04416567730990762,,,
2009-11,v3,,,0.026385823216425536,,
2009-11,v3,,,,0.01356773718937859,
2009-11,v3,,,,,0.005636624610876683
2009-12,v1,-0.05442693884674877,,,,
2009-12,v1,,-0.026592730674893095,,,
2009-12,v1,,,-0.017383216724002615,,
2009-12,v1,,,,-0.02475041463303717,
2009-12,v1,,,,,-0.03383364225636841
2009-12,v2,-0.04436965164711324,,,,
2009-12,v2,,-0.029096800799341908,,,
2009-12,v2,,,-0.025974172564288106,,
2009-12,v2,,,,-0.02337954597009842,
2009-12,v2,,,,,-0.03416677215420837
2009-12,v3,-0.03755585479038742,,,,
2009-12,v3,,-0.02843189237629856,,,
2009-12,v3,,,-0.027990193455131637,,
2009-12,v3,,,,-0.023707845242361927,
2009-12,v3,,,,,-0.0393011572708705
2010-01,v1,0.05315251487917367,,,,
2010-01,v1,,0.05437647798772902,,,
2010-01,v1,,,0.05914542257599868,,
2010-01,v1,,,,0.06780087235525341,
2010-01,v1,,,,,0.07997368203837851
2010-01,v2,0.05331803464134803,,,,
2010-01,v2,,0.05474567522700516,,,
2010-01,v2,,,0.055570753549924044,,
2010-01,v2,,,,0.07118263720032303,
2010-01,v2,,,,,0.07963251498005124
2010-01,v3,0.05418728590403432,,,,
2010-01,v3,,0.057369708110737994,,,
2010-01,v3,,,0.052624765727254996,,
2010-01,v3,,,,0.07016108940068834,
2010-01,v3,,,,,0.08010184520048322
2010-02,v1,0.042239323352083254,,,,
2010-02,v1,,0.04167141244862769,,,
2010-02,v1,,,0.03675923911210455,,
2010-02,v1,,,,0.028724350218596765,
2010-02,v1,,,,,0.03229759943716508
2010-02,v2,0.03641880296207281,,,,
2010-02,v2,,0.042904709185967164,,,
2010-02,v2,,,0.03775124996077384,,
2010-02,v2,,,,0.031583635872868526,
2010-02,v2,,,,,0.03303717368560334
2010-02,v3,0.03694106512197105,,,,
2010-02,v3,,0.043927797740010016,,,
2010-02,v3,,,0.032717380085708084,,
2010-02,v3,,,,0.033617774083380576,
2010-02,v3,,,,,0.03447304776167527
2010-03,v1,-0.053524246374648435,,,,
2010-03,v1,,-0.0673233318015537,,,
2010-03,v1,,,-0.0703333781499757,,
2010-03,v1,,,,-0.06843583385943237,
2010-03,v1,,,,,-0.06390941203078293
2010-03,v2,-0.04930487026192835,,,,
2010-03,v2,,-0.07180544857675561,,,
2010-03,v2,,,-0.06585767593742942,,
2010-03,v2,,,,-0.07082724186037223,
2010-03,v2,,,,,-0.06575596021545713
2010-03,v3,-0.052137356419355824,,,,
2010-03,v3,,-0.0654061155843397,,,
2010-03,v3,,,-0.06376202313167323,,
2010-03,v3,,,,-0.06981984964493182,
2010-03,v3,,,,,-0.07239891852543179
2010-04,v1,-0.09182314515446456,,,,
2010-04,v1,,-0.08027781684647903,,,
2010-04,v1,,,-0.08854657363865107,,
2010-04,v1,,,,-0.08476814637817363,
2010-04,v1,,,,,-0.07531534155381028
2010-04,v2,-0.08756844678028534,,,,
2010-04,v2,,-0.0864195071362819,,,
2010-04,v2,,,-0.08505231983342999,,
2010-04,v2,,,,-0.08358771872424095,
2010-04,v2,,,,,-0.0780902316328524
2010-04,v3,-0.08125438846129898,,,,
2010-04,v3,,-0.08081074685319847,,,
2010-04,v3,,,-0.08642289003570262,,
2010-04,v3,,,,-0.08857106454359157,
2010-04,v3,,,,,-0.0836641546169703
2010-05,v1,-0.08155522192498701,,,,
2010-05,v1,,-0.085815538416594,,,
2010-05,v1,,,-0.09701156283790584,,
2010-05,v1,,,,-0.0965671977083457,
2010-05,v1,,,,,-0.1048851264930899
2010-05,v2,-0.0830752569039006,,,,
2010-05,v2,,-0.08530713217381368,,,
2010-05,v2,,,-0.09394688945449436,,
2010-05,v2,,,,-0.09882427329372989,
2010-05,v2,,,,,-0.1046763786946226
2010-05,v3,-0.08797667914726597,,,,
2010-05,v3,,-0.08502370203954013,,,
2010-05,v3,,,-0.09133942119135963,,
2010-05,v3,,,,-0.09665678136265819,
2010-05,v3,,,,,-0.10481521634845234
2010-06,v1,0.18308362756819854,,,,
2010-06,v1,,0.1619018748588929,,,
2010-06,v1,,,0.1451466512795528,,
2010-06,v1,,,,0.14351897106792186,
2010-06,v1,,,,,0.14227698905184955
2010-06,v2,0.17479685470122816,,,,
2010-06,v2,,0.16479800057785493,,,
2010-06,v2,,,0.14886831876733453,,
2010-06,v2,,,,0.14132753815732235,
2010-06,v2,,,,,0.14615349747829798
2010-06,v3,0.1597361305248795,,,,
2010-06,v3,,0.15956704522820067,,,
2010-06,v3,,,0.1519066589183965,,
2010-06,v3,,,,0.14689830289717234,
2010-06,v3,,,,,0.15784835629353897
2010-07,v1,0.08622880155927483,,,,
2010-07,v1,,0.08235291084956287,,,
2010-07,v1,,,0.08811592258263505,,
2010-07,v1,,,,0.09218578342848158,
2010-07,v1,,,,,0.09158712583641998
2010-07,v2,0.08218515789360192,,,,
2010-07,v2,,0.07780802614383228,,,
2010-07,v2,,,0.09123491957124685,,
2010-07,v2,,,,0.09225573981708252,
2010-07,v2,,,,,0.09698670083061071
2010-07,v3,0.10120484684461205,,,,
2010-07,v3,,0.08907133265283591,,,
2010-07,v3,,,0.07627751837246444,,
2010-07,v3,,,,0.08188195122418283,
2010-07,v3,,,,,0.09203489516227907
2010-08,v1,0.02231111253873793,,,,
2010-08,v1,,0.01428643701924849,,,
2010-08,v1,,,0.012001378344345176,,
2010-08,v1,,,,0.011416528413721358,
2010-08,v1,,,,,0.012212318530439888
2010-08,v2,0.025645473325301236,,,,
2010-08,v2,,0.01463667424477453,,,
2010-08,v2,,,0.012270832235644126,,
2010-08,v2,,,,0.010858170738088067,
2010-08,v2,,,,,0.008815918809633673
2010-08,v3,0.022170555532556858,,,,
2010-08,v3,,0.02525240198467591,,,
2010-08,v3,,,0.008104778309259732,,
2010-08,v3,,,,0.00959794312649041,
2010-08,v3,,,,,0.007133103960215685
2010-09,v1,0.1264463465391169,,,,
2010-09,v1,,0.10572157490971976,,,
2010-09,v1,,,0.08729108617477409,,
2010-09,v1,,,,0.07976571348481769,
2010-09,v1,,,,,0.0762994587325445
2010-09,v2,0.12580120951918689,,,,
2010-09,v2,,0.10118163760700664,,,
2010-09,v2,,,0.08618474473024249,,
2010-09,v2,,,,0.08737503227933456,
2010-09,v2,,,,,0.07497777979583538
2010-09,v3,0.11004226283321876,,,,
2010-09,v3,,0.09661561231915722,,,
2010-09,v3,,,0.09751641308603512,,
2010-09,v3,,,,0.09381749222591042,
2010-09,v3,,,,,0.07756729810331103
2010-10,v1,-0.011184023766861293,,,,
2010-10,v1,,0.02355624360866556,,,
2010-10,v1,,,0.01656410218740884,,
2010-10,v1,,,,0.010503212208907207,
2010-10,v1,,,,,-0.005076372210104331
2010-10,v2,-0.012938626717894502,,,,
2010-10,v2,,0.02276195345698635,,,
2010-10,v2,,,0.015361993704017172,,
2010-10,v2,,,,0.011267788616515851,
2010-10,v2,,,,,-0.00208407879431446
2010-10,v3,0.0018756107773372677,,,,
2010-10,v3,,0.02261890097672754,,,
2010-10,v3,,,0.011424760358743456,,
2010-10,v3,,,,0.010809650280935647,
2010-10,v3,,,,,-0.012409438073233603
2010-11,v1,-0.007827479800961447,,,,
2010-11,v1,,-0.02220001491016699,,,
2010-11,v1,,,-0.015116812428354557,,
2010-11,v1,,,,-0.0254178980942125,
2010-11,v1,,,,,-0.028225500919127247
2010-11,v2,-0.014115884043811418,,,,
2010-11,v2,,-0.012362721218369224,,,
2010-11,v2,,,-0.018810212608582077,,
2010-11,v2,,,,-0.02714464170066027,
2010-11,v2,,,,,-0.026333895758607354
2010-11,v3,-0.025942726261071036,,,,
2010-11,v3,,-0.014017619027084793,,,
2010-11,v3,,,-0.019475643389325337,,
2010-11,v3,,,,-0.023524527093366544,
2010-11,v3,,,,,-0.01576856498890024
2010-12,v1,-0.06245151091097089,,,,
2010-12,v1,,-0.05951536888689672,,,
2010-12,v1,,,-0.043448894678489794,,
2010-12,v1,,,,-0.04786937869756576,
2010-12,v1,,,,,-0.04425717284780782
2010-12,v2,-0.05569514177545731,,,,
2010-12,v2,,-0.05491873997368799,,,
2010-12,v2,,,-0.04493969480020755,,
2010-12,v2,,,,-0.04749202607584863,
2010-12,v2,,,,,-0.05451817218743589
2010-12,v3,-0.0667350244717576,,,,
2010-12,v3,,-0.04991070247092937,,,
2010-12,v3,,,-0.05041218606721241,,
2010-12,v3,,,,-0.04404047642240887,
2010-12,v3,,,,,-0.04643033813367422
2011-01,v1,0.10808717098010219,,,,
2011-01,v1,,0.09584894681769915,,,
2011-01,v1,,,0.09423941468688109,,
2011-01,v1,,,,0.09000235157855892,
2011-01,v1,,,,,0.09309873930218292
2011-01,v2,0.09304186859369437,,,,
2011-01,v2,,0.09333437561375121,,,
2011-01,v2,,,0.095192055939869,,
2011-01,v2,,,,0.10266995087216839,
2011-01,v2,,,,,0.09707091410263889
2011-01,v3,0.08973181834964936,,,,
2011-01,v3,,0.09166461384139955,,,
2011-01,v3,,,0.09735311672391922,,
2011-01,v3,,,,0.10278455381241719,
2011-01,v3,,,,,0.09977007791130034
2011-02,v1,-0.018876270138336003,,,,
2011-02,v1,,-0.006981127056096428,,,
2011-02,v1,,,-0.005602277437046781,,
2011-02,v1,,,,-0.01032291640369974,
2011-02,v1,,,,,-0.014306070922984616
2011-02,v2,-0.013570496479818204,,,,
2011-02,v2,,-0.008671224068429503,,,
2011-02,v2,,,-0.006946385894356393,,
2011-02,v2,,,,-0.014750618474320762,
2011-02,v2,,,,,-0.012169864725548004
2011-02,v3,-0.023683757642274934,,,,
2011-02,v3,,-0.003281598440156491,,,
2011-02,v3,,,-0.00998018087894081,,
2011-02,v3,,,,-0.00802031864784268,
2011-02,v3,,,,,-0.011103255448714785
2011-03,v1,-0.04886076799416126,,,,
2011-03,v1,,-0.03230002905437549,,,
2011-03,v1,,,-0.02677473315538042,,
2011-03,v1,,,,-0.029241613693054013,
2011-03,v1,,,,,-0.034906664783489444
2011-03,v2,-0.03430977220275565,,,,
2011-03,v2,,-0.033033760633261286,,,
2011-03,v2,,,-0.02857172631269917,,
2011-03,v2,,,,-0.03691681709635609,
2011-03,v2,,,,,-0.03925173243538844
2011-03,v3,-0.03123030222143882,,,,
2011-03,v3,,-0.03752496145778802,,,
2011-03,v3,,,-0.0301814282704718,,
2011-03,v3,,,,-0.03791023728709937,
2011-03,v3,,,,,-0.03523687944366262
2011-04,v1,-0.07310357114715245,,,,
2011-04,v1,,-0.06412082813570409,,,
2011-04,v1,,,-0.0745377851365697,,
2011-04,v1,,,,-0.07128396585128521,
2011-04,v1,,,,,-0.06699999170895633
2011-04,v2,-0.06806847264449054,,,,
2011-04,v2,,-0.06722698824593101,,,
2011-04,v2,,,-0.07590750716858223,,
2011-04,v2,,,,-0.06859985525420378,
2011-04,v2,,,,,-0.07024331866646022
2011-04,v3,-0.06449861359428968,,,,
2011-04,v3,,-0.06741947986426738,,,
2011-04,v3,,,-0.07545611501646823,,
2011-04,v3,,,,-0.07135792354486419,
2011-04,v3,,,,,-0.0713140099597783
2011-05,v1,0.048941577962985344,,,,
2011-05,v1,,0.03775761880261549,,,
2011-05,v1,,,0.03342021524871624,,
2011-05,v1,,,,0.03170495327696797,
2011-05,v1,,,,,0.017329421559032096
2011-05,v2,0.04333620636476698,,,,
2011-05,v2,,0.03565304428312651,,,
2011-05,v2,,,0.03374056821464945,,
2011-05,v2,,,,0.03379878637913823,
2011-05,v2,,,,,0.022626134259554776
2011-05,v3,0.04467522919888384,,,,
2011-05,v3,,0.034448424160618316,,,
2011-05,v3,,,0.03488095942235068,,
2011-05,v3,,,,0.035190905772723435,
2011-05,v3,,,,,0.01996330676351746
2011-06,v1,0.01877871686686402,,,,
2011-06,v1,,0.01743365269418161,,,
2011-06,v1,,,0.01598460443873333,,
2011-06,v1,,,,0.01776146575664214,
2011-06,v1,,,,,0.005091942545845711
2011-06,v2,0.019862958953511294,,,,
2011-06,v2,,0.01610865247759579,,,
2011-06,v2,,,0.01427309206743643,,
2011-06,v2,,,,0.01691130085084444,
2011-06,v2,,,,,0.007881717765603024
2011-06,v3,0.02695764904366906,,,,
2011-06,v3,,0.018320876461336892,,,
2011-06,v3,,,0.015287339006077226,,
2011-06,v3,,,,0.01147147994718288,
2011-06,v3,,,,,0.0029931680476653825
2011-07,v1,-0.019262599904251148,,,,
2011-07,v1,,-0.03203004779665655,,,
2011-07,v1,,,-0.029299703650996586,,
2011-07,v1,,,,-0.03657765283851639,
2011-07,v1,,,,,-0.04337025166879799
2011-07,v2,-0.01634677440195629,,,,
2011-07,v2,,-0.029430350629997337,,,
2011-07,v2,,,-0.030938479279017952,,
2011-07,v2,,,,-0.03863012466386025,
2011-07,v2,,,,,-0.04519452688438683
2011-07,v3,-0.011716439570301345,,,,
2011-07,v3,,-0.0215454574421271,,,
2011-07,v3,,,-0.04184349478337508,,
2011-07,v3,,,,-0.03782996862942102,
2011-07,v3,,,,,-0.04760489543399413
2011-08,v1,-0.09677053834790413,,,,
2011-08,v1,,-0.1081691568226207,,,
2011-08,v1,,,-0.11021759588092261,,
2011-08,v1,,,,-0.12404757215593762,
2011-08,v1,,,,,-0.13060911325031144
2011-08,v2,-0.094278092431123,,,,
2011-08,v2,,-0.1089007463638233,,,
2011-08,v2,,,-0.11147682282488608,,
2011-08,v2,,,,-0.1247676723779293,
2011-08,v2,,,,,-0.13039064245993484
2011-08,v3,-0.11502583371656162,,,,
2011-08,v3,,-0.0995020258177568,,,
2011-08,v3,,,-0.11364219098154561,,
2011-08,v3,,,,-0.11515613051678661,
2011-08,v3,,,,,-0.12648779542504587
2011-09,v1,0.054759250271298875,,,,
2011-09,v1,,0.03917449465624278,,,
2011-09,v1,,,0.04141615769168646,,
2011-09,v1,,,,0.03809451206633263,
2011-09,v1,,,,,0.03646454881957872
2011-09,v2,0.052431524982739425,,,,
2011-09,v2,,0.04275524162238864,,,
2011-09,v2,,,0.04422438047268364,,
2011-09,v2,,,,0.0363558895903829,
2011-09,v2,,,,,0.0341490670985662
2011-09,v3,0.05330472359681744,,,,
2011-09,v3,,0.042512475529621736,,,
2011-09,v3,,,0.040067707279474514,,
2011-09,v3,,,,0.03707640210562938,
2011-09,v3,,,,,0.03695211673186169
2011-10,v1,-0.046565030661786126,,,,
2011-10,v1,,-0.04055737621936458,,,
2011-10,v1,,,-0.04225760865900468,,
2011-10,v1,,,,-0.037889000617791865,
2011-10,v1,,,,,-0.043395692634891986
2011-10,v2,-0.04681317475965058,,,,
2011-10,v2,,-0.041745243013863856,,,
2011-10,v2,,,-0.03817453656781578,,
2011-10,v2,,,,-0.040397525977081634,
2011-10,v2,,,,,-0.043545637092185986
2011-10,v3,-0.03698524911175444,,,,
2011-10,v3,,-0.035349597827085744,,,
2011-10,v3,,,-0.044584116115703544,,
2011-10,v3,,,,-0.04393710254696826,
2011-10,v3,,,,,-0.04981123678249051
2011-11,v1,-0.14747048509344024,,,,
2011-11,v1,,-0.14417264900587756,,,
2011-11,v1,,,-0.14643975286551866,,
2011-11,v1,,,,-0.1452287727955199,
2011-11,v1,,,,,-0.1646631603380208
2011-11,v2,-0.1404684134926501,,,,
2011-11,v2,,-0.1505677238590132,,,
2011-11,v2,,,-0.14286399113683337,,
2011-11,v2,,,,-0.1462916484864134,
2011-11,v2,,,,,-0.1677830431234671
2011-11,v3,-0.14784400111253237,,,,
2011-11,v3,,-0.15201053052450203,,,
2011-11,v3,,,-0.14404667441322735,,
2011-11,v3,,,,-0.1395277901380228,
2011-11,v3,,,,,-0.1645458239100926
2011-12,v1,0.01693977552836849,,,,
2011-12,v1,,0.002567777340025468,,,
2011-12,v1,,,-0.008509575144772227,,
2011-12,v1,,,,-0.017122357382136327,
2011-12,v1,,,,,-0.015795407516477237
2011-12,v2,0.022855341258969895,,,,
2011-12,v2,,-0.002523351157068096,,,
2011-12,v2,,,-0.008842373167429559,,
2011-12,v2,,,,-0.012957178821592,
2011-12,v2,,,,,-0.020468170208978818
2011-12,v3,-0.0028569664280898065,,,,
2011-12,v3,,-0.004010781945747828,,,
2011-12,v3,,,-0.0021684419218987974,,
2011-12,v3,,,,0.0016174137553675947,
2011-12,v3,,,,,-0.014447650144174323
2012-01,v1,0.1316626152874437,,,,
2012-01,v1,,0.1310897946594505,,,
2012-01,v1,,,0.1260309788978612,,
2012-01,v1,,,,0.1226064070316785,
2012-01,v1,,,,,0.12125088144766571
2012-01,v2,0.1328956773701021,,,,
2012-01,v2,,0.12847998570127606,,,
2012-01,v2,,,0.12964487403950395,,
2012-01,v2,,,,0.12080337189458895,
2012-01,v2,,,,,0.12081459726168929
2012-01,v3,0.13347399044039812,,,,
2012-01,v3,,0.13319743737590373,,,
2012-01,v3,,,0.12593050208412823,,
2012-01,v3,,,,0.11904179199075453,
2012-01,v3,,,,,0.12099272323416983
2012-02,v1,-0.08422151935625015,,,,
2012-02,v1,,-0.07451020608037473,,,
2012-02,v1,,,-0.07510569147469073,,
2012-02,v1,,,,-0.06801765204556694,
2012-02,v1,,,,,-0.06477064262619872
2012-02,v2,-0.08115855359335876,,,,
2012-02,v2,,-0.07475996976822888,,,
2012-02,v2,,,-0.07174671845442286,,
2012-02,v2,,,,-0.0698204553562598,
2012-02,v2,,,,,-0.06914529093265816
2012-02,v3,-0.07610015468665725,,,,
2012-02,v3,,-0.07352129106475552,,,
2012-02,v3,,,-0.07064990845706691,,
2012-02,v3,,,,-0.0766517115636868,
2012-02,v3,,,,,-0.06972229913868473
2012-03,v1,0.08921075225375245,,,,
2012-03,v1,,0.08269512665749602,,,
2012-03,v1,,,0.06889418261322114,,
2012-03,v1,,,,0.048971983658709486,
2012-03,v1,,,,,0.0502520210413334
2012-03,v2,0.09604615530153517,,,,
2012-03,v2,,0.0743549917765525,,,
2012-03,v2,,,0.06881359294025874,,
2012-03,v2,,,,0.053795586856723726,
2012-03,v2,,,,,0.047013534807125244
2012-03,v3,0.07211445213023435,,,,
2012-03,v3,,0.07994377096490812,,,
2012-03,v3,,,0.06509210666328967,,
2012-03,v3,,,,0.06353634845979587,
2012-03,v3,,,,,0.05932773806732529
2012-04,v1,0.03517582751163143,,,,
2012-04,v1,,0.026388298595576835,,,
2012-04,v1,,,0.026451227646193523,,
2012-04,v1,,,,0.011347178571511338,
2012-04,v1,,,,,0.012669080724550382
2012-04,v2,0.030682600612470596,,,,
2012-04,v2,,0.025783531837940923,,,
2012-04,v2,,,0.027065197793776176,,
2012-04,v2,,,,0.01742519972124359,
2012-04,v2,,,,,0.011086545397550494
2012-04,v3,0.03268922834428525,,,,
2012-04,v3,,0.02835560550500186,,,
2012-04,v3,,,0.02599763773482347,,
2012-04,v3,,,,0.010216766445510223,
2012-04,v3,,,,,0.014778718385065535
2012-05,v1,-0.0693783733374476,,,,
2012-05,v1,,-0.058481977224835384,,,
2012-05,v1,,,-0.0509074618931017,,
2012-05,v1,,,,-0.048632416999017075,
2012-05,v1,,,,,-0.07083458786154526
2012-05,v2,-0.0632174456057536,,,,
2012-05,v2,,-0.05634824212400241,,,
2012-05,v2,,,-0.05822745905760174,,
2012-05,v2,,,,-0.05018032101189423,
2012-05,v2,,,,,-0.07027964950960629
2012-05,v3,-0.050622953519023337,,,,
2012-05,v3,,-0.05799044123341069,,,
2012-05,v3,,,-0.05560343424953342,,
2012-05,v3,,,,-0.06214332151397391,
2012-05,v3,,,,,-0.07188640673089673
2012-06,v1,-0.09763068669259178,,,,
2012-06,v1,,-0.09478699902823139,,,
2012-06,v1,,,-0.09368260995084195,,
2012-06,v1,,,,-0.09215674163323558,
2012-06,v1,,,,,-0.08943980201424936
2012-06,v2,-0.0933613607802504,,,,
2012-06,v2,,-0.0893084034026672,,,
2012-06,v2,,,-0.09801044440455521,,
2012-06,v2,,,,-0.09233425705749485,
2012-06,v2,,,,,-0.09469313943152992
2012-06,v3,-0.09178751734758053,,,,
2012-06,v3,,-0.09326974881534478,,,
2012-06,v3,,,-0.09109081534915094,,
2012-06,v3,,,,-0.09779141493857901,
2012-06,v3,,,,,-0.09375089561824179
2012-07,v1,0.026631882971594984,,,,
2012-07,v1,,0.02164142475928331,,,
2012-07,v1,,,0.02242939230285124,,
2012-07,v1,,,,0.017542839002982365,
2012-07,v1,,,,,0.014256756587560022
2012-07,v2,0.01810773750520351,,,,
2012-07,v2,,0.028246426646562718,,,
2012-07,v2,,,0.02144406917527704,,
2012-07,v2,,,,0.02009488858630838,
2012-07,v2,,,,,0.014630430931534719
2012-07,v3,0.03309906685014529,,,,
2012-07,v3,,0.017764204786778277,,,
2012-07,v3,,,0.02264717006638938,,
2012-07,v3,,,,0.012818798240277604,
2012-07,v3,,,,,0.016156928040086473
2012-08,v1,0.03253116868368136,,,,
2012-08,v1,,0.017391538573926675,,,
2012-08,v1,,,0.016614071867419252,,
2012-08,v1,,,,-0.00034173167335709416,
2012-08,v1,,,,,-0.0068307687520123336
2012-08,v2,0.029170408732985185,,,,
2012-08,v2,,0.021018241626879007,,,
2012-08,v2,,,0.013681056372517441,,
2012-08,v2,,,,0.002357941455002424,
2012-08,v2,,,,,-0.006863369487726196
2012-08,v3,0.025226499811100988,,,,
2012-08,v3,,0.018326158887220834,,,
2012-08,v3,,,0.012127901802152263,,
2012-08,v3,,,,0.006491617249533264,
2012-08,v3,,,,,-0.0028078990503494885
2012-09,v1,-0.013252202141403536,,,,
2012-09,v1,,0.0032284975555896683,,,
2012-09,v1,,,-0.0028032502139248975,,
2012-09,v1,,,,4.134137715180711e-05,
2012-09,v1,,,,,-0.006368381067265314
2012-09,v2,-0.012460853596232195,,,,
2012-09,v2,,0.0011041709668417959,,,
2012-09,v2,,,-0.0018644328176891712,,
2012-09,v2,,,,-0.0002892579505507502,
2012-09,v2,,,,,-0.005643621092221952
2012-09,v3,-0.01113311875373605,,,,
2012-09,v3,,0.004365939161558785,,,
2012-09,v3,,,-0.0011308941854741704,,
2012-09,v3,,,,-0.0025945255999294046,
2012-09,v3,,,,,-0.008661395112271432
2012-10,v1,-0.10810844955717226,,,,
2012-10,v1,,-0.12091911017928875,,,
2012-10,v1,,,-0.10742724903839919,,
2012-10,v1,,,,-0.10024842552705882,
2012-10,v1,,,,,-0.10564344857546316
2012-10,v2,-0.09718025839530878,,,,
2012-10,v2,,-0.11480868991691519,,,
2012-10,v2,,,-0.11108369411853701,,
2012-10,v2,,,,-0.11080956634990877,
2012-10,v2,,,,,-0.10848662482250648
2012-10,v3,-0.1067282618242429,,,,
2012-10,v3,,-0.10908102177951651,,,
2012-10,v3,,,-0.10561507751809625,,
2012-10,v3,,,,-0.10910830635843284,
2012-10,v3,,,,,-0.11180092692963822
2012-11,v1,0.1892707497979129,,,,
2012-11,v1,,0.17223459966685584,,,
2012-11,v1,,,0.16526976866418805,,
2012-11,v1,,,,0.1617566396671894,
2012-11,v1,,,,,0.1453023091779139
2012-11,v2,0.18588476115407138,,,,
2012-11,v2,,0.1664057997700256,,,
2012-11,v2,,,0.16551859490841106,,
2012-11,v2,,,,0.16464468655414477,
2012-11,v2,,,,,0.1513802245874073
2012-11,v3,0.1799109217979501,,,,
2012-11,v3,,0.16470338249187721,,,
2012-11,v3,,,0.16495288869908417,,
2012-11,v3,,,,0.1651626827275006,
2012-11,v3,,,,,0.159104191257648
2012-12,v1,0.05452112938870155,,,,
2012-12,v1,,0.06914402032252454,,,
2012-12,v1,,,0.06649972954493769,,
2012-12,v1,,,,0.06371311203935562,
2012-12,v1,,,,,0.06240059496809013
2012-12,v2,0.053126308450408104,,,,
2012-12,v2,,0.06777446812665423,,,
2012-12,v2,,,0.07031404556839366,,
2012-12,v2,,,,0.0609772673266076,
2012-12,v2,,,,,0.06409002798379479
2012-12,v3,0.05903867095969045,,,,
2012-12,v3,,0.06759717914021027,,,
2012-12,v3,,,0.06881151578337887,,
2012-12,v3,,,,0.060579152209619895,
2012-12,v3,,,,,0.060240631356606275
2013-01,v1,0.053290991838043596,,,,
2013-01,v1,,0.039670569490436,,,
2013-01,v1,,,0.03135327537604044,,
2013-01,v1,,,,0.0327203932434634,
2013-01,v1,,,,,0.02947177686974709
2013-01,v2,0.05290260472823213,,,,
2013-01,v2,,0.04226329414320343,,,
2013-01,v2,,,0.02989870566675942,,
2013-01,v2,,,,0.02902150239342379,
