ym,ver,Q1,Q2,Q3,Q4,Q5
2007-01,v2,,,,,0.17042185785041172
2007-01,v3,0.1894935457874559,,,,
2007-01,v3,,0.21595269888688512,,,
2007-01,v3,,,0.18913714912018598,,
2007-01,v3,,,,0.1745907578029285,
2007-01,v3,,,,,0.1715934252806775
2007-02,v1,0.17796612568951897,,,,
2007-02,v1,,0.18819622566194616,,,
2007-02,v1,,,0.16919521177910357,,
2007-02,v1,,,,0.1607305685356346,
2007-02,v1,,,,,0.13991817425258937
2007-02,v2,0.1785340897801524,,,,
2007-02,v2,,0.1768263939025912,,,
2007-02,v2,,,0.17142910115471804,,
2007-02,v2,,,,0.1696026423910615,
2007-02,v2,,,,,0.13961228366626743
2007-02,v3,0.1874558899252642,,,,
2007-02,v3,,0.1974629418547304,,,
2007-02,v3,,,0.15286894753229685,,
2007-02,v3,,,,0.14970764341820977,
2007-02,v3,,,,,0.14838787316671692
2007-03,v1,0.38509663556216694,,,,
2007-03,v1,,0.3513601955258005,,,
2007-03,v1,,,0.34824577488581643,,
2007-03,v1,,,,0.31686459008504175,
2007-03,v1,,,,,0.2902669772521504
2007-03,v2,0.3875353370156736,,,,
2007-03,v2,,0.34397191791195614,,,
2007-03,v2,,,0.3530544597748511,,
2007-03,v2,,,,0.3209601292025467,
2007-03,v2,,,,,0.28629544356750564
2007-03,v3,0.38669410143249855,,,,
2007-03,v3,,0.3432600540462114,,,
2007-03,v3,,,0.3495052622317589,,
2007-03,v3,,,,0.3200610688744241,
2007-03,v3,,,,,0.2922885397379281
2007-04,v1,0.10349342740583176,,,,
2007-04,v1,,0.08562934500909423,,,
2007-04,v1,,,0.08863559647352,,
2007-04,v1,,,,0.08407345741382814,
2007-04,v1,,,,,0.06775062600157956
2007-04,v2,0.11097829670757171,,,,
2007-04,v2,,0.08431530830607875,,,
2007-04,v2,,,0.08347252388613685,,
2007-04,v2,,,,0.0838562973024619,
2007-04,v2,,,,,0.0669520924393538
2007-04,v3,0.11045674088954242,,,,
2007-04,v3,,0.08444656576274277,,,
2007-04,v3,,,0.08298438150470532,,
2007-04,v3,,,,0.084066650973276,
2007-04,v3,,,,,0.06762194951717836
2007-05,v1,-0.19433647709179883,,,,
2007-05,v1,,-0.1803084855718629,,,
2007-05,v1,,,-0.18464399505850038,,
2007-05,v1,,,,-0.16262822226244028,
2007-05,v1,,,,,-0.1215206708711579
2007-05,v2,-0.20179759378964476,,,,
2007-05,v2,,-0.17295223758224607,,,
2007-05,v2,,,-0.1730822107701536,,
2007-05,v2,,,,-0.16252971717516426,
2007-05,v2,,,,,-0.13297493974405564
2007-05,v3,-0.229939547683399,,,,
2007-05,v3,,-0.1826069420449258,,,
2007-05,v3,,,-0.16574066190381473,,
2007-05,v3,,,,-0.13858567145098125,
2007-05,v3,,,,,-0.12634881805193163
2007-06,v1,0.2882988110849894,,,,
2007-06,v1,,0.26261489790272363,,,
2007-06,v1,,,0.24199905299209085,,
2007-06,v1,,,,0.22110416717666875,
2007-06,v1,,,,,0.1863056622633976
2007-06,v2,0.2944181827062583,,,,
2007-06,v2,,0.2579877868573515,,,
2007-06,v2,,,0.24396838214951558,,
2007-06,v2,,,,0.21626325832621238,
2007-06,v2,,,,,0.18763740339110616
2007-06,v3,0.2772441814378954,,,,
2007-06,v3,,0.2650391964173262,,,
2007-06,v3,,,0.24109370747382594,,
2007-06,v3,,,,0.22670820246912568,
2007-06,v3,,,,,0.1902776470076621
2007-07,v1,0.14078077900732353,,,,
2007-07,v1,,0.13546302017363873,,,
2007-07,v1,,,0.12098364531533637,,
2007-07,v1,,,,0.11971928994920653,
2007-07,v1,,,,,0.11318275874940588
2007-07,v2,0.1344005288793983,,,,
2007-07,v2,,0.13886141226995777,,,
2007-07,v2,,,0.1334728954763739,,
2007-07,v2,,,,0.11426581843303897,
2007-07,v2,,,,,0.10915797169837009
2007-07,v3,0.13773219563438843,,,,
2007-07,v3,,0.13000357714245456,,,
2007-07,v3,,,0.13084646535956557,,
2007-07,v3,,,,0.117282815478851,
2007-07,v3,,,,,0.11427836005167401
2007-08,v1,0.06754633555613235,,,,
2007-08,v1,,0.059963391757515215,,,
2007-08,v1,,,0.03424855827078214,,
2007-08,v1,,,,0.0381514653392911,
2007-08,v1,,,,,0.028668841522990023
2007-08,v2,0.061844849888521174,,,,
2007-08,v2,,0.06287833455373533,,,
2007-08,v2,,,0.03608118909497934,,
2007-08,v2,,,,0.03693345219699986,
2007-08,v2,,,,,0.03084894810008316
2007-08,v3,0.06666161102399835,,,,
2007-08,v3,,0.05188189367816326,,,
2007-08,v3,,,0.04454127192863357,,
2007-08,v3,,,,0.03851608182045014,
2007-08,v3,,,,,0.02702368361000949
2007-09,v1,-0.1068335653108085,,,,
2007-09,v1,,-0.10166485399124077,,,
2007-09,v1,,,-0.09911339383605898,,
2007-09,v1,,,,-0.11061113851183672,
2007-09,v1,,,,,-0.07877047003276555
2007-09,v2,-0.11289527798226384,,,,
2007-09,v2,,-0.09668773236092203,,,
2007-09,v2,,,-0.09640328583133106,,
2007-09,v2,,,,-0.11080717155436098,
2007-09,v2,,,,,-0.08016590306023023
2007-09,v3,-0.10716086481179526,,,,
2007-09,v3,,-0.10725053793722988,,,
2007-09,v3,,,-0.0938241668389813,,
2007-09,v3,,,,-0.10779344706854309,
2007-09,v3,,,,,-0.08095294486936834
2007-10,v1,-0.04761197683184121,,,,
2007-10,v1,,-0.05971992461733279,,,
2007-10,v1,,,-0.06411889318086687,,
2007-10,v1,,,,-0.09109933017182854,
2007-10,v1,,,,,-0.0778313996390267
2007-10,v2,-0.04339822456138725,,,,
2007-10,v2,,-0.0629899260247153,,,
2007-10,v2,,,-0.06650152149893185,,
2007-10,v2,,,,-0.09048251788436591,
2007-10,v2,,,,,-0.0770203651581535
2007-10,v3,-0.048137710061041075,,,,
2007-10,v3,,-0.06031942196792886,,,
2007-10,v3,,,-0.06859303696389284,,
2007-10,v3,,,,-0.07367888551143718,
2007-10,v3,,,,,-0.08967318356522125
2007-11,v1,0.203082190214037,,,,
2007-11,v1,,0.194042134069669,,,
2007-11,v1,,,0.20916089874752936,,
2007-11,v1,,,,0.21206023658890222,
2007-11,v1,,,,,0.1654186595851246
2007-11,v2,0.2039915048903512,,,,
2007-11,v2,,0.19330008381377103,,,
2007-11,v2,,,0.2060736880759076,,
2007-11,v2,,,,0.21737398088452312,
2007-11,v2,,,,,0.1630453624108425
2007-11,v3,0.2059029713359256,,,,
2007-11,v3,,0.20532237987253385,,,
2007-11,v3,,,0.20196646676959928,,
2007-11,v3,,,,0.19535337419706733,
2007-11,v3,,,,,0.1751945924265981
2007-12,v1,-0.07176498890498677,,,,
2007-12,v1,,-0.061287203400992085,,,
2007-12,v1,,,-0.05967695978281411,,
2007-12,v1,,,,-0.05961059081087301,
2007-12,v1,,,,,-0.05602805545822512
2007-12,v2,-0.07125853550357304,,,,
2007-12,v2,,-0.05965592342247029,,,
2007-12,v2,,,-0.0587699007502022,,
2007-12,v2,,,,-0.06204307931127537,
2007-12,v2,,,,,-0.05664271496758608
2007-12,v3,-0.06534410276930139,,,,
2007-12,v3,,-0.05996623982648525,,,
2007-12,v3,,,-0.06318949149321969,,
2007-12,v3,,,,-0.06316264977152357,
2007-12,v3,,,,,-0.05673517908403881
2008-01,v1,0.09232577362791199,,,,
2008-01,v1,,0.08091516187626428,,,
2008-01,v1,,,0.09064836398778846,,
2008-01,v1,,,,0.08755975397825737,
2008-01,v1,,,,,0.08475566278872035
2008-01,v2,0.09166053369579848,,,,
2008-01,v2,,0.08512869214093949,,,
2008-01,v2,,,0.08882370063115744,,
2008-01,v2,,,,0.08664615775254246,
2008-01,v2,,,,,0.08394895823816519
2008-01,v3,0.10859847302500979,,,,
2008-01,v3,,0.08987118982707537,,,
2008-01,v3,,,0.08399087097614764,,
2008-01,v3,,,,0.07781322445107629,
2008-01,v3,,,,,0.07584959448264789
2008-02,v1,-0.17432807181590135,,,,
2008-02,v1,,-0.18569491956220574,,,
2008-02,v1,,,-0.2043658338559782,,
2008-02,v1,,,,-0.20462214666904222,
2008-02,v1,,,,,-0.18926012826307564
2008-02,v2,-0.17973034239874408,,,,
2008-02,v2,,-0.18756776654084192,,,
2008-02,v2,,,-0.19769917882829371,,
2008-02,v2,,,,-0.2021056973026708,
2008-02,v2,,,,,-0.19113100718999065
2008-02,v3,-0.17807768073955013,,,,
2008-02,v3,,-0.18613453351163492,,,
2008-02,v3,,,-0.19240740819879038,,
2008-02,v3,,,,-0.20665647481338129,
2008-02,v3,,,,,-0.19494685831623013
2008-03,v1,-0.04516475420335226,,,,
2008-03,v1,,-0.03219725334856066,,,
2008-03,v1,,,-0.027568267152333997,,
2008-03,v1,,,,-0.05021969409063411,
2008-03,v1,,,,,-0.0611423211582474
2008-03,v2,-0.044869712398750046,,,,
2008-03,v2,,-0.0310158208920841,,,
2008-03,v2,,,-0.029467105255601263,,
2008-03,v2,,,,-0.0480939533438311,
2008-03,v2,,,,,-0.06283138129574815
2008-03,v3,-0.051999614462635346,,,,
2008-03,v3,,-0.04206281343434059,,,
2008-03,v3,,,-0.03359547119309231,,
2008-03,v3,,,,-0.04007940010088145,
2008-03,v3,,,,,-0.04855380143791912
2008-04,v1,-0.02297637904817948,,,,
2008-04,v1,,-0.032136464312732795,,,
2008-04,v1,,,-0.029006152164054746,,
2008-04,v1,,,,-0.04075422705769138,
2008-04,v1,,,,,-0.023717325023254823
2008-04,v2,-0.02346152638739282,,,,
2008-04,v2,,-0.03156759225714481,,,
2008-04,v2,,,-0.028570298310438644,,
2008-04,v2,,,,-0.04134264272698384,
2008-04,v2,,,,,-0.023646483182881983
2008-04,v3,4.629062112191229e-05,,,,
2008-04,v3,,-0.0327614635006955,,,
2008-04,v3,,,-0.03710054619505989,,
2008-04,v3,,,,-0.04177224699659759,
2008-04,v3,,,,,-0.03709771653331563
2008-05,v1,-0.24781966328379837,,,,
2008-05,v1,,-0.23932865230398692,,,
2008-05,v1,,,-0.24430295073747998,,
2008-05,v1,,,,-0.25836876804342995,
2008-05,v1,,,,,-0.23521626086472758
2008-05,v2,-0.24822903605752855,,,,
2008-05,v2,,-0.23403717888052894,,,
2008-05,v2,,,-0.2460102407536042,,
2008-05,v2,,,,-0.26121460490599985,
2008-05,v2,,,,,-0.2355354128021834
2008-05,v3,-0.2348798215644052,,,,
2008-05,v3,,-0.24577514202800446,,,
2008-05,v3,,,-0.24688351280793294,,
2008-05,v3,,,,-0.25078028379614775,
2008-05,v3,,,,,-0.2467129487135458
2008-06,v1,0.09563811548718834,,,,
2008-06,v1,,0.08824651239351476,,,
2008-06,v1,,,0.09039248956641739,,
2008-06,v1,,,,0.08631176522200815,
2008-06,v1,,,,,0.07860360917758241
2008-06,v2,0.09567264033929787,,,,
2008-06,v2,,0.08619172076901818,,,
2008-06,v2,,,0.09120694910236103,,
2008-06,v2,,,,0.08765513665730326,
2008-06,v2,,,,,0.07846645549405636
2008-06,v3,0.10230857234854128,,,,
2008-06,v3,,0.0882830652888634,,,
2008-06,v3,,,0.08525442710020892,,
2008-06,v3,,,,0.09189290191025938,
2008-06,v3,,,,,0.07145543606384759
2008-07,v1,-0.21264109038460427,,,,
2008-07,v1,,-0.22285091682774694,,,
2008-07,v1,,,-0.21703952231710105,,
2008-07,v1,,,,-0.2209530221987686,
2008-07,v1,,,,,-0.2223130397265722
2008-07,v2,-0.2094544502414714,,,,
2008-07,v2,,-0.21504888085116353,,,
2008-07,v2,,,-0.21952752908388354,,
2008-07,v2,,,,-0.22852271435348306,
2008-07,v2,,,,,-0.22324401692479148
2008-07,v3,-0.22574068253278262,,,,
2008-07,v3,,-0.21424685679931937,,,
2008-07,v3,,,-0.22079334923416244,,
2008-07,v3,,,,-0.2139315731288505,
2008-07,v3,,,,,-0.22108512975967812
2008-08,v1,-0.06232592204622458,,,,
2008-08,v1,,-0.06148610495734115,,,
2008-08,v1,,,-0.07734342623285653,,
2008-08,v1,,,,-0.08614695290248627,
2008-08,v1,,,,,-0.09821355938680745
2008-08,v2,-0.05939401771317837,,,,
2008-08,v2,,-0.06430819411126731,,,
2008-08,v2,,,-0.07635110053519871,,
2008-08,v2,,,,-0.08967511148693234,
2008-08,v2,,,,,-0.09578369545550493
2008-08,v3,-0.0838354515902111,,,,
2008-08,v3,,-0.06429625815869623,,,
2008-08,v3,,,-0.07760359119092786,,
2008-08,v3,,,,-0.07112404123156975,
2008-08,v3,,,,,-0.08865763174562143
2008-09,v1,-0.24937705293336374,,,,
2008-09,v1,,-0.26208925801490535,,,
2008-09,v1,,,-0.25209428337183254,,
2008-09,v1,,,,-0.2514882939872639,
2008-09,v1,,,,,-0.258469472241861
2008-09,v2,-0.24853102244290404,,,,
2008-09,v2,,-0.2593150219815264,,,
2008-09,v2,,,-0.2540901873701916,,
2008-09,v2,,,,-0.2539987564026266,
2008-09,v2,,,,,-0.2575900860356227
2008-09,v3,-0.24167412219388132,,,,
2008-09,v3,,-0.25701092520704294,,,
2008-09,v3,,,-0.25715658337574304,,
2008-09,v3,,,,-0.25566589464570044,
2008-09,v3,,,,,-0.262026965234822
2008-10,v1,0.19780763172191246,,,,
2008-10,v1,,0.20354839948234754,,,
2008-10,v1,,,0.19083559492489588,,
2008-10,v1,,,,0.19157569377269906,
2008-10,v1,,,,,0.17500185472138843
2008-10,v2,0.19099727633955993,,,,
2008-10,v2,,0.20617176347157865,,,
2008-10,v2,,,0.19063123485508457,,
2008-10,v2,,,,0.18708274939272268,
2008-10,v2,,,,,0.18391224387993874
2008-10,v3,0.19749324070553617,,,,
2008-10,v3,,0.20692387181315489,,,
2008-10,v3,,,0.1868941091494443,,
2008-10,v3,,,,0.18689374724547603,
2008-10,v3,,,,,0.18056541027291315
2008-11,v1,0.06553308114814242,,,,
2008-11,v1,,0.0713145872348502,,,
2008-11,v1,,,0.08201877504673467,,
2008-11,v1,,,,0.06329539974539337,
2008-11,v1,,,,,0.07504533429903142
2008-11,v2,0.06639381874444471,,,,
2008-11,v2,,0.07136999794486981,,,
2008-11,v2,,,0.08012313786636287,,
2008-11,v2,,,,0.063850715237131,
2008-11,v2,,,,,0.0754695076813437
2008-11,v3,0.09186450704842203,,,,
2008-11,v3,,0.08632312309888823,,,
2008-11,v3,,,0.06261396386297904,,
2008-11,v3,,,,0.05881250198552145,
2008-11,v3,,,,,0.05759308147834133
2008-12,v1,0.2064110987519538,,,,
2008-12,v1,,0.17521884475369037,,,
2008-12,v1,,,0.16735113482000288,,
2008-12,v1,,,,0.12201458137482282,
2008-12,v1,,,,,0.12184873330288445
2008-12,v2,0.19244164734942293,,,,
2008-12,v2,,0.17245256140756782,,,
2008-12,v2,,,0.16410291974561336,,
2008-12,v2,,,,0.13584575715131125,
2008-12,v2,,,,,0.12798938714393748
2008-12,v3,0.17540285014633686,,,,
2008-12,v3,,0.18371873005687012,,,
2008-12,v3,,,0.15506784035310522,,
2008-12,v3,,,,0.14064070707672244,
2008-12,v3,,,,,0.13796843218201038
2009-01,v1,0.09687281963255207,,,,
2009-01,v1,,0.08087961893730665,,,
2009-01,v1,,,0.08706601414117617,,
2009-01,v1,,,,0.07876825097822163,
2009-01,v1,,,,,0.08781285689538773
2009-01,v2,0.09195616958603207,,,,
2009-01,v2,,0.08848181972548048,,,
2009-01,v2,,,0.08265428372484815,,
2009-01,v2,,,,0.07818439595482227,
2009-01,v2,,,,,0.09014907945079251
2009-01,v3,0.09382960774281185,,,,
2009-01,v3,,0.08722486464064773,,,
2009-01,v3,,,0.08113317854394062,,
2009-01,v3,,,,0.07850407096545763,
2009-01,v3,,,,,0.09073052923540798
2009-02,v1,0.24264452571756537,,,,
2009-02,v1,,0.23624909991416196,,,
2009-02,v1,,,0.23291938604569049,,
2009-02,v1,,,,0.21545522684802046,
2009-02,v1,,,,,0.1862981863278182
2009-02,v2,0.24475219789488126,,,,
2009-02,v2,,0.22963575340995207,,,
2009-02,v2,,,0.23844849530656154,,
2009-02,v2,,,,0.2141374677514587,
2009-02,v2,,,,,0.18661283809797963
2009-02,v3,0.24062842472270957,,,,
2009-02,v3,,0.23391610951196085,,,
2009-02,v3,,,0.22830424335350552,,
2009-02,v3,,,,0.21573276091701749,
2009-02,v3,,,,,0.19496791891169468
2009-03,v1,0.053029148254497886,,,,
2009-03,v1,,0.08005945217190127,,,
2009-03,v1,,,0.07779640506160135,,
2009-03,v1,,,,0.06678627268556786,
2009-03,v1,,,,,0.06373925482761401
2009-03,v2,0.05987097838035401,,,,
2009-03,v2,,0.0754076555136052,,,
2009-03,v2,,,0.06938950669024894,,
2009-03,v2,,,,0.06695528989298948,
2009-03,v2,,,,,0.06978710252398473
2009-03,v3,0.05919844627783945,,,,
2009-03,v3,,0.07054732106369233,,,
2009-03,v3,,,0.08159005129948414,,
2009-03,v3,,,,0.056922207984823205,
2009-03,v3,,,,,0.07315250637534328
2009-04,v1,0.09654189165265896,,,,
2009-04,v1,,0.07719205803895575,,,
2009-04,v1,,,0.059711066980455196,,
2009-04,v1,,,,0.051836953643535334,
2009-04,v1,,,,,0.05625452231173525
2009-04,v2,0.09264845992353254,,,,
2009-04,v2,,0.07410087424072118,,,
2009-04,v2,,,0.062476371188418325,,
2009-04,v2,,,,0.055591224811202225,
2009-04,v2,,,,,0.056733824118151664
2009-04,v3,0.09231447260857599,,,,
2009-04,v3,,0.07350458092396538,,,
2009-04,v3,,,0.05953973178374162,,
2009-04,v3,,,,0.053861859973456765,
2009-04,v3,,,,,0.06233133238904428
2009-05,v1,0.08340950995020353,,,,
2009-05,v1,,0.06888406799673844,,,
2009-05,v1,,,0.054525322070001686,,
2009-05,v1,,,,0.054769931094876684,
2009-05,v1,,,,,0.07440334681556882
2009-05,v2,0.08309433929912759,,,,
2009-05,v2,,0.07082821563917482,,,
2009-05,v2,,,0.06525571675927787,,
2009-05,v2,,,,0.04636756403697378,
2009-05,v2,,,,,0.0704224228616667
2009-05,v3,0.07615071973063042,,,,
2009-05,v3,,0.06697345865785442,,,
2009-05,v3,,,0.06370520405780086,,
2009-05,v3,,,,0.05885752171547919,
2009-05,v3,,,,,0.07031333665926026
2009-06,v1,0.16844307716511495,,,,
2009-06,v1,,0.15571350920510826,,,
2009-06,v1,,,0.15076265363646169,,
2009-06,v1,,,,0.14358536609485728,
