month,mmf_ret
2013-08-31,0.0037979620103
2013-09-30,0.0039464070881
2013-10-31,0.00404905174648
2013-11-30,0.00404353120288
2013-12-31,0.00474147108841
2014-01-31,0.00538394615181
2014-02-28,0.00459260874178
2014-03-31,0.00461568728667
2014-04-30,0.00419282344774
2014-05-31,0.00404072931708
2014-06-30,0.00365933627676
2014-07-31,0.00349004025851
2014-08-31,0.00346812673255
2014-09-30,0.00336413799897
2014-10-31,0.00344711660064
2014-11-30,0.00331242144999
2014-12-31,0.00364052630037
2015-01-31,0.00369120667126
2015-02-28,0.00332343371692
2015-03-31,0.00373876711996
2015-04-30,0.00355028795392
2015-05-31,0.00348745144057
2015-06-30,0.00308017580212
2015-07-31,0.00282856409002
2015-08-31,0.00270943574366
2015-09-30,0.00255937046827
2015-10-31,0.002521751359
2015-11-30,0.00229040163647
2015-12-31,0.00230402464624
2016-01-31,0.00225334320015
2016-02-29,0.00206192963476
2016-03-31,0.00213370983658
2016-04-30,0.00201226451221
2016-05-31,0.00204649379407
2016-06-30,0.00199321771971
2016-07-31,0.00202567284014
2016-08-31,0.00197735944827
2016-09-30,0.00191113308923
2016-10-31,0.00198968306011
2016-11-30,0.00200421893112
2016-12-31,0.00239579214224
2017-01-31,0.0029178215192
2017-02-28,0.00274217899416
2017-03-31,0.00315737361838
2017-04-30,0.00319356915478
2017-05-31,0.00336110426873
2017-06-30,0.00333141247019
2017-07-31,0.00341143865814
2017-08-31,0.00333064590249
2017-09-30,0.00321392197122
2017-10-31,0.00325859699893
2017-11-30,0.0031612802792
2017-12-31,0.0034195451307
2018-01-31,0.0034286251701
2018-02-28,0.0030632150111
2018-03-31,0.0034714277878
2018-04-30,0.00326244335486
2018-05-31,0.0031617570403
2018-06-30,0.00303157322978
2018-07-31,0.00294363458587
2018-08-31,0.00274283364103
2018-09-30,0.00240919075522
2018-10-31,0.00225711140281
2018-11-30,0.00205233309056
2018-12-31,0.00214939226876
2019-01-31,0.00220793534807
2019-02-28,0.0019183119186
2019-03-31,0.00202980092457
2019-04-30,0.00188900253402
2019-05-31,0.00193185354688
2019-06-30,0.00187928489123
2019-07-31,0.00191767718614
2019-08-31,0.00194208263842
2019-09-30,0.0018478683902
2019-10-31,0.00190665681497
2019-11-30,0.0018766400788
2019-12-31,0.00199010386072
2020-01-31,0.00203839780187
2020-02-29,0.00185587066767
2020-03-31,0.00181763653801
2020-04-30,0.00148973147229
2020-05-31,0.00134588567582
2020-06-30,0.00114833680307
2020-07-31,0.00117459706591
2020-08-31,0.00122956092457
2020-09-30,0.00132705038338
2020-10-31,0.00147788579841
2020-11-30,0.00159135258554
2020-12-31,0.00185789809443
2021-01-31,0.00190366130083
2021-02-28,0.00171711998811
2021-03-31,0.00183890425541
2021-04-30,0.00178523860047
2021-05-31,0.00175835430053
2021-06-30,0.00170251941085
2021-07-31,0.00173818023068
2021-08-31,0.00172008000105
2021-09-30,0.00167216998551
2021-10-31,0.00172635043967
2021-11-30,0.00167427338813
2021-12-31,0.00173230037103
2022-01-31,0.00176324260247
2022-02-28,0.00152213595609
2022-03-31,0.00165081720631
2022-04-30,0.00155877312349
2022-05-31,0.00147405033488
2022-06-30,0.00133746378798
2022-07-31,0.00130529361515
2022-08-31,0.00118094428451
2022-09-30,0.00112807459244
2022-10-31,0.00120322994792
2022-11-30,0.00113769431457
2022-12-31,0.00130091787499
2023-01-31,0.0015249240387
2023-02-28,0.00136591872724
2023-03-31,0.0016027714913
2023-04-30,0.00166403654144
2023-05-31,0.00146135227175
2023-06-30,0.00142298774629
2023-07-31,0.00146864248725
2023-08-31,0.00134077907024
2023-09-30,0.00131541542562
2023-10-31,0.00159423841521
2023-11-30,0.0014586472934
2023-12-31,0.0016998562481
2024-01-31,0.00178844556514
2024-02-29,0.00154718440866
2024-03-31,0.00154402237018
2024-04-30,0.00140580426037
2024-05-31,0.00133857621233
2024-06-30,0.00124639023055
2024-07-31,0.00121818747034
2024-08-31,0.0011920370046
2024-09-30,0.00113733473765
2024-10-31,0.00119111593593
2024-11-30,0.001074397529
2024-12-31,0.00106992351316
2025-01-31,0.0011667178693
2025-02-28,0.0010320230128
2025-03-31,0.00112558253482
2025-04-30,0.00108432782815
2025-05-31,0.00105447749972
2025-06-30,0.000965019789419
2025-07-31,0.000906197092622
2025-08-31,0.000916936501439
2025-09-30,0.000860697771935
2025-10-31,0.000885509176835
2025-11-30,0.000831193709813
2025-12-31,0.000865782482345
2026-01-31,0.000854613197831
2026-02-28,0.000792482282656
2026-03-31,0.00084590603274
2026-04-30,0.000831093522238
2026-05-31,0.00074057524777
2026-06-30,0.000696584413842
2026-07-31,0.00071807938256
2026-08-31,0.000537998642013
