,rv20,rv_pct,nav_end,mdd_intra,ret,mdd,MA15_base,rv_state,gate_on
2011-01,0.2795527641304736,0.352317880794702,6.327081858594456,-0.08788733297150964,-0.04378271291030267,-0.08788733297150964,0.6059269595981235,low,de_risk
2011-02,0.21425903553834058,0.1152317880794702,6.680041684402812,-0.012138195620932102,0.055785563344483924,-0.012138195620932102,0.7069229845354853,low,de_risk
2011-03,0.16316057374014215,0.05827814569536424,6.529049096791947,-0.02968507246700136,-0.022603539729911692,-0.02968507246700136,0.4769076535317039,low,de_risk
2011-04,0.19300722255113406,0.13112582781456952,6.382341854335835,-0.057634420406039055,-0.022469924836098443,-0.057634420406039055,0.4769076535317039,low,de_risk
2011-05,0.21215812985185914,0.17483443708609273,6.052285327749698,-0.07087703366567533,-0.051714015657421064,-0.07087703366567533,0.325484750192841,low,de_risk
2011-06,0.21376217954527924,0.1880794701986755,6.082191181271294,-0.024216475932050452,0.004941249776258427,-0.024216475932050452,0.4697322085456391,low,de_risk
2011-07,0.25699227326038115,0.38145695364238413,6.1603469913479225,-0.01884465017438086,0.012849943013513165,-0.01884465017438086,0.4697322085456391,low,de_risk
2011-08,0.2972761018505458,0.5298013245033113,6.189775345407679,-0.026972776391324227,0.004777061113779624,-0.026972776391324227,0.2299012693079832,low,de_risk
2011-09,0.2829821812683618,0.519205298013245,6.031963919397776,-0.025040741416634038,-0.02549550140409973,-0.025040741416634038,0.2149308885146935,low,de_risk
2011-10,0.32149033858747544,0.6503311258278146,6.103867477834229,-0.016869475198487915,0.011920422502068373,-0.016869475198487915,0.336476286654726,low,de_risk
2011-11,0.2970577113946026,0.5814569536423841,6.094486560584896,-0.018157876345414325,-0.0015368808846849547,-0.018157876345414325,0.192847080520623,low,de_risk
2011-12,0.29142463291734133,0.56158940397351,5.911315637467894,-0.03607196799516832,-0.030055185337782175,-0.03607196799516832,0.192847080520623,low,de_risk
2012-01,0.5004932368655076,0.9629139072847682,5.811258848929684,-0.021565442354765207,-0.0169263146606512,-0.021565442354765207,0.2867014351335449,low,de_risk
2012-02,0.210449355102116,0.19602649006622516,5.914318919718653,-0.0063809772203826665,0.017734551749996497,-0.0063809772203826665,0.354604019560218,low,de_risk
2012-03,0.332174213717061,0.7576158940397351,5.811726995006443,-0.030578125976489012,-0.017346363309926227,-0.030578125976489012,0.354604019560218,low,de_risk
2012-04,0.3254613252466091,0.7350993377483444,5.877944505124946,-0.0092483968311452,0.011393775064692191,-0.0092483968311452,0.1928803607189066,low,de_risk
2012-05,0.18510892071870486,0.1205298013245033,5.968090118371172,-0.015475440640863036,0.015336247759336397,-0.015475440640863036,0.6675189612549661,low,de_risk
2012-06,0.22081088349124345,0.28874172185430463,5.991581293705336,-0.016181109197370147,0.003936129459884086,-0.016181109197370147,0.6675189612549661,low,de_risk
2012-07,0.28838299602864315,0.609271523178808,5.849963005646969,-0.029851568025646147,-0.02363621239807745,-0.029851568025646147,0.2880505746087701,low,de_risk
2012-08,0.2418696622670829,0.3576158940397351,5.953070836715049,-0.010025940874182293,0.017625381727807365,-0.010025940874182293,0.2556354022261007,low,de_risk
2012-09,0.2985286321827198,0.6635761589403973,5.954202033703958,-0.02772703335686555,0.00019001907081861447,-0.02772703335686555,0.2556354022261007,low,de_risk
2012-10,0.223140019400705,0.2503311258278146,5.95910344118181,-0.008947411949021822,0.0008231846098112339,-0.008947411949021822,0.217061347090767,low,de_risk
2012-11,0.24197685641187372,0.3933774834437086,5.823483349591062,-0.027426524969560218,-0.02275847246643059,-0.027426524969560218,0.2059429429635324,low,de_risk
2012-12,0.26425168570937013,0.519205298013245,6.004258594848428,-0.00507816770091063,0.031042459367564,-0.00507816770091063,0.5402667667908437,low,de_risk
2013-01,0.2583738425346286,0.4966887417218543,6.157082316768656,-0.02512404591198303,0.025452554966794327,-0.02512404591198303,0.6781867367536181,low,de_risk
2013-02,0.20038524014223688,0.1403973509933775,6.412345726804877,-0.011843836186161805,0.04145850207995716,-0.011843836186161805,0.774730715727546,low,de_risk
2013-03,0.27321830516621215,0.5933774834437087,6.232372943459845,-0.05550693032171028,-0.02806660635790581,-0.05550693032171028,0.774730715727546,low,de_risk
2013-04,0.2535667356835878,0.4821192052980132,6.220964445857257,-0.02766490416569889,-0.0018305222916031871,-0.02766490416569889,0.5053869006055732,low,de_risk
2013-05,0.21321688579854778,0.18543046357615894,7.096813756177157,-0.014648129725325365,0.14078995595339827,-0.014648129725325365,0.8492326354945517,low,de_risk
2013-06,0.31616836605334575,0.8,6.237153452053451,-0.11106621060475175,-0.12113327665890161,-0.11106621060475175,0.8492326354945517,low,de_risk
2013-07,0.3186005599386558,0.8066225165562914,6.58588475729895,-0.021750865681781972,0.05591193289154783,-0.021750865681781972,0.336830749589127,low,de_risk
2013-08,0.2373530353694086,0.35496688741721855,6.960956001037567,-0.019526063322542364,0.05695077541752247,-0.019526063322542364,0.336830749589127,low,de_risk
2013-09,0.20370403568487166,0.1456953642384106,7.286649125183137,-0.01066835771952579,0.04678856238956608,-0.01066835771952579,0.6978079764249885,low,de_risk
2013-10,0.269800354834165,0.6119205298013245,7.445235749090482,-0.04626529714163563,0.0217639989497036,-0.04626529714163563,0.410079350098495,low,de_risk
2013-11,0.19605330916773175,0.1205298013245033,8.402028846206202,-0.01962120383015642,0.12851078587170361,-0.01962120383015642,0.410079350098495,low,de_risk
2013-12,0.2122491665284731,0.2052980132450331,8.542932976397545,-0.038518489668433964,0.01677025070616911,-0.038518489668433964,0.7398981359137712,low,de_risk
2014-01,0.24196982719318308,0.4066225165562914,8.980330283783257,-0.035666878256673584,0.051199899214257716,-0.035666878256673584,0.7398981359137712,low,de_risk
2014-02,0.31094355317552463,0.8092715231788079,9.34985174037051,-0.0401425038292893,0.04114786927765213,-0.0401425038292893,0.4164300519586486,low,de_risk
2014-03,0.25804123624641484,0.5324503311258278,9.091390393896626,-0.03962125536969108,-0.02764336308755655,-0.03962125536969108,0.3455010363710539,low,de_risk
2014-04,0.2180482494533402,0.23443708609271524,9.069923330138856,-0.04995284262200683,-0.0023612520008140514,-0.04995284262200683,0.2958507254597377,low,de_risk
2014-05,0.17400781276489122,0.018543046357615896,9.300144607225471,-0.012292385665631622,0.02538293530239688,-0.012292385665631622,0.2958507254597377,low,de_risk
2014-06,0.19795232521538958,0.10596026490066225,9.658923061335758,-0.01929187932035592,0.03857772854752639,-0.01929187932035592,0.4996114257921191,low,de_risk
2014-07,0.16040545453553123,0.022516556291390728,9.963783154720533,-0.011831541733386186,0.03156253460648384,-0.011831541733386186,0.6497279980544834,low,de_risk
2014-08,0.14359834006540412,0.011920529801324504,10.478994828715546,-0.011508267607705402,0.05170843905318456,-0.011508267607705402,0.6497279980544834,low,de_risk
2014-09,0.1754832143743083,0.08874172185430464,11.840358628979848,-0.026804004874451892,0.12991358641897244,-0.026804004874451892,0.8283667190466969,low,de_risk
2014-10,0.16840142265123775,0.08079470198675497,12.20213161581628,-0.03295248002924278,0.030554225439673344,-0.03295248002924278,0.8798567033326878,low,de_risk
2014-11,0.19855294544043883,0.2052980132450331,13.064863734349728,-0.03700834685634691,0.07070339393939862,-0.03700834685634691,0.8798567033326878,low,de_risk
2014-12,0.3943776498293175,0.9695364238410596,12.17142984113154,-0.10926662615991589,-0.0683844785054436,-0.10926662615991589,0.5010300676001348,low,de_risk
2015-01,0.23307923041073716,0.3894039735099338,13.107893967774706,-0.02936483808518553,0.07693953289518407,-0.02936483808518553,0.5010300676001348,low,de_risk
2015-02,0.17575742410250889,0.11125827814569536,14.01454781553313,-0.021564603224452195,0.06916853691274905,-0.021564603224452195,0.7933409339323507,low,de_risk
2015-03,0.19268079962068138,0.2,16.76199798697273,-0.015513226102850552,0.19604272700075587,-0.015513226102850552,0.7130404540766552,low,de_risk
2015-04,0.3261336896256842,0.904635761589404,18.878920619985248,-0.06147366545668198,0.12629297740387346,-0.06147366545668198,0.6791283178536586,low,de_risk
2015-05,0.33628729304716304,0.928476821192053,24.5483305649393,-0.031088187730383132,0.3003037122234842,-0.031088187730383132,0.6791283178536586,low,de_risk
2015-06,0.5518675709525903,1.0,22.25419841286641,-0.20257362413697855,-0.09345369315457408,-0.20257362413697855,0.3317833909910209,low,de_risk
2015-07,0.7159349554881698,0.9814569536423841,21.48319473265664,-0.16922979957488193,-0.03464531347774846,-0.16922979957488193,0.2569710958956979,low,de_risk
2015-08,0.7372630554159932,0.9827814569536424,20.41279827337637,-0.16847866252237387,-0.049824826921722076,-0.16847866252237387,0.2068797671269885,low,de_risk
2015-09,0.7169040974986232,0.9536423841059603,20.64580848731648,-0.039795186389791404,0.011414907981725175,-0.039795186389791404,0.2863597283148199,low,de_risk
2015-10,0.4325034254930803,0.8887417218543047,21.89926966193418,-0.014496408922772597,0.060712622389563986,-0.014496408922772597,0.2863597283148199,low,de_risk
2015-11,0.4501560062630935,0.8860927152317881,23.215114814951097,-0.030728996477013104,0.06008625736520101,-0.030728996477013104,0.1325188357296542,low,de_risk
2015-12,0.23726636761842768,0.38543046357615895,23.910504930929623,-0.012907413791322098,0.02995419671716104,-0.012907413791322098,0.3901987794361197,low,de_risk
2016-01,0.7380148900605359,0.9602649006622517,20.55505419335325,-0.11855902167670085,-0.1403337464963319,-0.11855902167670085,0.3901987794361197,low,de_risk
2016-02,0.627739586190199,0.9112582781456954,20.386415120443274,-0.04208110901236917,-0.00820426311327882,-0.04208110901236917,0.1644883719577808,low,de_risk
2016-03,0.40598354171638484,0.7841059602649006,21.382439439758546,-0.011242146448048329,0.04885725682670272,-0.011242146448048329,0.236903100617411,low,de_risk
2016-04,0.2823538409021591,0.5390728476821192,21.46882557276148,-0.014178074305350896,0.004040050399596096,-0.014178074305350896,0.236903100617411,low,de_risk
2016-05,0.33762078105885873,0.6847682119205298,21.609636168231965,-0.03970161364255076,0.006558840165394875,-0.03970161364255076,0.2370523378452591,low,de_risk
2016-06,0.32078851287833826,0.5933774834437087,22.371292790010298,-0.020371280682688342,0.03524615666125985,-0.020371280682688342,0.4498502235743221,low,de_risk
2016-07,0.24812351542454394,0.38543046357615895,22.41094551504653,-0.027998064625517127,0.0017724825028413438,-0.027998064625517127,0.4498502235743221,low,de_risk
2016-08,0.14809238135566588,0.039735099337748346,23.5319245037978,-0.01480256757431564,0.05001926348884522,-0.01480256757431564,0.730426609551418,low,de_risk
2016-09,0.1890187493305293,0.18940397350993377,23.66674228345359,-0.03551224227061767,0.005729143812017279,-0.03551224227061767,0.8112986266859926,low,de_risk
2016-10,0.12659181040859616,0.006622516556291391,24.5763442750237,-0.006464915076594746,0.038433764168972706,-0.006464915076594746,0.867909038680195,low,de_risk
2016-11,0.16307005029674554,0.12185430463576159,25.709985237103755,-0.037310605144604714,0.04612732265604458,-0.037310605144604714,0.5445217962456819,low,de_risk
2016-12,0.27275222189866,0.4847682119205298,24.876214299580173,-0.06532411125822235,-0.032429848941348816,-0.06532411125822235,0.5445217962456819,low,de_risk
2017-01,0.2775185522806489,0.5086092715231788,23.882951020041425,-0.06883988364598848,-0.03992823295285375,-0.06883988364598848,0.7252754289532953,low,de_risk
2017-02,0.1547128876134046,0.09271523178807947,24.838808605272355,-0.011095446542881637,0.0400225911960721,-0.011095446542881637,0.7918849601871149,low,de_risk
2017-03,0.214390211239582,0.36423841059602646,25.81946508515689,-0.029762545713807653,0.03948081791959934,-0.029762545713807653,0.4495916832785882,low,de_risk
2017-04,0.30067246252023133,0.5947019867549669,24.1282085017076,-0.0855398172992421,-0.06550316119529365,-0.0855398172992421,0.4495916832785882,low,de_risk
2017-05,0.2779807237808112,0.5178807947019868,23.30886066038864,-0.03601601399359289,-0.033958088569276734,-0.03601601399359289,0.4191999248065082,low,de_risk
2017-06,0.24544814859210753,0.41456953642384103,23.721584642047084,-0.009029474987077513,0.017706741984168772,-0.009029474987077513,0.6840665789409263,low,de_risk
2017-07,0.3418476887897392,0.6966887417218544,23.490206885166057,-0.03053094749420282,-0.00975389125020365,-0.03053094749420282,0.7788466052586484,low,de_risk
2017-08,0.20460413864837498,0.2993377483443709,24.40165175091856,-0.006613128334610363,0.03880105740269468,-0.006613128334610363,0.8451926236810539,low,de_risk
2017-09,0.15730337836793845,0.09933774834437085,25.03934950372422,-0.02055921620801837,0.02613338471161719,-0.02055921620801837,0.8451926236810539,low,de_risk
2017-10,0.2467686087939436,0.39072847682119205,25.52229064309155,-0.033144255924766,0.01928728776662103,-0.033144255924766,0.5544866313622298,low,de_risk
2017-11,0.28293057023808277,0.4781456953642384,23.512692658591668,-0.09479653794848164,-0.07873893501968432,-0.09479653794848164,0.5051406419535608,low,de_risk
2017-12,0.28800600458525216,0.4860927152317881,23.44506406482027,-0.029576052087248672,-0.0028762589956572437,-0.029576052087248672,0.5051406419535608,low,de_risk
2018-01,0.20410609079028996,0.2662251655629139,23.067598192341983,-0.016748822077609526,-0.016100014546118535,-0.016748822077609526,0.435291110633737,low,de_risk
2018-02,0.41120677948467504,0.7907284768211921,22.951076183027077,-0.038737555617750496,-0.005051328202586358,-0.038737555617750496,0.5978396290726932,low,de_risk
2018-03,0.3616774303523554,0.7218543046357616,24.02167769536188,-0.021793061094171562,0.04664711596951343,-0.021793061094171562,0.5978396290726932,low,de_risk
2018-04,0.28340042921374725,0.43178807947019865,23.85287588776377,-0.020309201924826437,-0.00702706154577637,-0.020309201924826437,0.5084877403508852,low,de_risk
2018-05,0.31189268553692656,0.5350993377483444,23.842838304932755,-0.021944102134054955,-0.0004208122692729299,-0.021944102134054955,0.2412953956631602,low,de_risk
2018-06,0.4216739373993282,0.7867549668874172,23.248896930059026,-0.03856547147611156,-0.024910682498352155,-0.03856547147611156,0.2412953956631602,low,de_risk
2018-07,0.27318073298437473,0.37880794701986753,23.277942544040403,-0.007420157702858088,0.0012493329928193742,-0.007420157702858088,0.3500579064582475,low,de_risk
2018-08,0.27268288710981714,0.3827814569536424,22.90775844437377,-0.012634787780083645,-0.01590278431894354,-0.012634787780083645,0.1997343826769976,low,de_risk
2018-09,0.22031852079291647,0.28874172185430463,22.776233546426315,-0.01002186035862096,-0.0057415001239353725,-0.01002186035862096,0.1997343826769976,low,de_risk
2018-10,0.43629254774855286,0.8741721854304636,22.57761535146081,-0.014403121220543103,-0.008720414398660226,-0.014403121220543103,0.3062682038003047,low,de_risk
2018-11,0.3111077599150806,0.6198675496688741,22.78689058405559,-0.012531294482727162,0.009269146866798694,-0.012531294482727162,0.1754629482444404,low,de_risk
2018-12,0.22754657202555872,0.3033112582781457,22.763631840662807,-0.011167818140686347,-0.0010207072047406784,-0.011167818140686347,0.1754629482444404,low,de_risk
2019-01,0.21944256073441226,0.3152317880794702,22.621017229642845,-0.014406902765590757,-0.006265020099526009,-0.014406902765590757,0.1721276353078408,low,de_risk
2019-02,0.31199385620329056,0.6781456953642384,23.522730269736925,-0.0020732815723815134,0.03986173702712481,-0.0020732815723815134,0.5008155745258144,low,de_risk
2019-03,0.3528400890332564,0.8463576158940397,25.024988421584236,-0.02135490956625319,0.06386410653103636,-0.02135490956625319,0.5008155745258144,low,de_risk
2019-04,0.2531011748718029,0.4185430463576159,25.443337225595112,-0.02683340112882049,0.016717242660142295,-0.02683340112882049,0.4117507391442572,low,de_risk
2019-05,0.39391212564081185,0.9231788079470199,25.48956718164192,-0.03161256452658889,0.0018169769019256155,-0.03161256452658889,0.7084563052206619,low,de_risk
2019-06,0.2590058533424262,0.44370860927152317,25.90530680607857,-0.014379380467310687,0.016310187673020726,-0.014379380467310687,0.7084563052206619,low,de_risk
2019-07,0.23238564263327555,0.3576158940397351,26.083521202914383,-0.03081172819692657,0.006879455169934268,-0.03081172819692657,0.6596567945511925,low,de_risk
2019-08,0.197604030861162,0.2304635761589404,25.673978811796296,-0.04764736742221187,-0.015701192639294703,-0.04764736742221187,0.6596567945511925,low,de_risk
2019-09,0.22491991418994323,0.37350993377483444,26.305553786780447,-0.02828776942126665,0.024599808997815442,-0.02828776942126665,0.3928390975980506,low,de_risk
2019-10,0.17943886041313778,0.12980132450331125,26.514651611056465,-0.02119129849225876,0.00794880906027906,-0.02119129849225876,0.3919873683186354,low,de_risk
2019-11,0.16252395343187567,0.06622516556291391,25.973028973572184,-0.02394724064135123,-0.020427296025961272,-0.02394724064135123,0.3919873683186354,low,de_risk
2019-12,0.14447499098452216,0.04105960264900662,26.938890601700177,-0.008013204522788975,0.03718710009182091,-0.008013204522788975,0.6831230174602189,low,de_risk
2020-01,0.1989664363977956,0.2556291390728477,26.99489046556583,-0.026184734962897638,0.002078773944095502,-0.026184734962897638,0.6831230174602189,low,de_risk
2020-02,0.49809120185506445,1.0,25.90758691497629,-0.044548068872636515,-0.04027812418711185,-0.044548068872636515,0.4669116673332918,low,de_risk
2020-03,0.30791984639765013,0.6900662251655629,27.00380042936336,-0.02889700279367491,0.04231245148321339,-0.02889700279367491,0.3365704987982677,low,de_risk
2020-04,0.2506309916521136,0.42119205298013246,27.597563230195437,-0.0061883008771239645,0.02198811987169158,-0.0061883008771239645,0.3310431752749645,low,de_risk
2020-05,0.1822073048313077,0.12185430463576159,28.420738925369587,-0.006587058727034356,0.029827839809910772,-0.006587058727034356,0.3310431752749645,low,de_risk
2020-06,0.13361919140957507,0.011920529801324504,29.74939030861893,-0.014826331889847277,0.04674936097679483,-0.014826331889847277,0.7033675388219238,low,de_risk
2020-07,0.3515435458471787,0.8158940397350993,32.613796781156886,-0.046410512625528755,0.0962845437443498,-0.046410512625528755,0.7784074264261074,low,de_risk
2020-08,0.18098354521977542,0.14701986754966886,34.7768897873641,-0.018210046010797676,0.06632447674589592,-0.018210046010797676,0.7885454849288464,low,de_risk
2020-09,0.28359041042584865,0.6026490066225165,33.03558881831095,-0.06833825718911368,-0.050070635404717456,-0.06833825718911368,0.4944206353829434,low,de_risk
2020-10,0.24306730439509477,0.4251655629139073,33.161660507948724,-0.03234802609203591,0.0038162386125806247,-0.03234802609203591,0.4944206353829434,low,de_risk
2020-11,0.16679035983955132,0.07682119205298013,34.109108057533426,-0.01438605847073493,0.02857057020282805,-0.01438605847073493,0.413949602100538,low,de_risk
2020-12,0.20109873655411836,0.2582781456953642,32.46956730708538,-0.06504074320044018,-0.048067535148751395,-0.06504074320044018,0.3726200105444821,low,de_risk
2021-01,0.2935560357307654,0.6516556291390728,30.816837775072475,-0.06774146872923348,-0.05090087947221433,-0.06774146872923348,0.3726200105444821,low,de_risk
2021-02,0.24427084408661437,0.4410596026490066,31.152676584816767,-0.014685969800666054,0.010897899784381826,-0.014685969800666054,0.3412868081615948,low,de_risk
2021-03,0.20673421445103132,0.26887417218543047,31.61725198742508,-0.012429485097813386,0.014912856728167556,-0.012429485097813386,0.461638964844188,low,de_risk
2021-04,0.18862604620638665,0.20927152317880796,31.6487290902389,-0.008732642594848739,0.000995567319586721,-0.008732642594848739,0.310888365234559,low,de_risk
2021-05,0.13872255103882347,0.046357615894039736,32.03063123580431,-0.004402341563258583,0.012066903049297917,-0.004402341563258583,0.6618953772422347,low,de_risk
2021-06,0.121402464660398,0.017218543046357615,32.864545882114,-0.01576031181673887,0.02603491139998293,-0.01576031181673887,0.654454293254988,low,de_risk
2021-07,0.21472564518900947,0.423841059602649,32.35444676881265,-0.04841687612722645,-0.01552125853590336,-0.04841687612722645,0.654454293254988,low,de_risk
2021-08,0.1948123808837381,0.3086092715231788,34.08297723566058,-0.016137905570989597,0.053424819135343915,-0.016137905570989597,0.6521826036949441,low,de_risk
2021-09,0.19661802209667678,0.3403973509933775,34.13086100803328,-0.04453786712877705,0.0014049175352732757,-0.04453786712877705,0.3909166935518765,low,de_risk
2021-10,0.23475254560255188,0.5682119205298013,33.788946323839305,-0.032813695432537204,-0.010017757363738888,-0.032813695432537204,0.3909166935518765,low,de_risk
2021-11,0.15435706435156626,0.12847682119205298,36.226462369363794,-0.010199199912097168,0.07213945123245047,-0.010199199912097168,0.6507486330673659,low,de_risk
2021-12,0.19263487047616595,0.35496688741721855,37.14180863216365,-0.019708357855319436,0.025267337822473923,-0.019708357855319436,0.7555240431471562,low,de_risk
2022-01,0.309203988105513,0.8556291390728477,35.74800289262752,-0.08052107930894181,-0.03752659848473672,-0.08052107930894181,0.7555240431471562,low,de_risk
2022-02,0.3077329457015481,0.8291390728476821,36.83252380928222,-0.011904954254274736,0.03033794418983815,-0.011904954254274736,0.5232067811421064,low,de_risk
2022-03,0.31390082121991303,0.8463576158940397,35.485224422994854,-0.07248796590619544,-0.036579067816901345,-0.07248796590619544,0.4562447467994745,low,de_risk
