month,w_applied,gold_ret,mmf_ret,gross,net,nav
2019-01-31,1,0.00389242745931,0.00220793534807,0.00389242745931,0.00389242745931,1.14196642761
2019-02-28,1,-0.00140994007755,0.0019183119186,-0.00140994007755,-0.00140994007755,1.14035632338
2019-03-31,1,-0.0158842216731,0.00202980092457,-0.0158842216731,-0.0158842216731,1.12224265075
2019-04-30,1,-0.00394548063128,0.00188900253402,-0.00394548063128,-0.00394548063128,1.11781486411
2019-05-31,1,0.0363701836514,0.00193185354688,0.0363701836514,0.0363701836514,1.15846999601
2019-06-30,1,0.0802640722724,0.00187928489123,0.0802640722724,0.0802640722724,1.25145351549
2019-07-31,0.882219320043,0.0176905757478,0.00191767718614,0.0158328330303,0.0156797181464,1.27107595389
2019-08-31,0.677575925688,0.108723135272,0.00194208263842,0.0742943532225,0.0740283168098,1.36517156729
2019-09-30,0.49316735252,-0.0319270239453,0.0018478683902,-0.0148088058445,-0.0150485369897,1.34462773246
2019-10-31,0.537185227371,-0.00971731448763,0.00190665681497,-0.00433756885218,-0.00439479208948,1.33871837314
2019-11-30,0.5404775472,-0.0291406482307,0.0018766400788,-0.0148875078275,-0.0148917878433,1.31878246315
2019-12-31,0.795586422108,0.0364471669219,0.00199010386072,0.0294036753779,0.0290720338405,1.35712215154
2020-01-31,0.928952542723,0.0135933806147,0.00203839780187,0.0127724284669,0.0125990525101,1.37422060479
2020-02-29,0.702522998111,0.0562682215743,0.00185587066767,0.0400817985609,0.0397874401529,1.42889732486
2020-03-31,0.618300344075,-0.0102125310516,0.00181763653801,-0.00562062022193,-0.00573010967218,1.42070958648
2020-04-30,0.394268672196,0.0446179587284,0.00148973147229,0.0184938403667,0.0182025991933,1.44657019365
2020-05-31,0.41282782285,0.0315002669514,0.00134588567582,0.0137944532472,0.0137703263514,1.46648993731
2020-06-30,0.422880960695,0.0129399585921,0.00114833680307,0.00613478915338,0.00612172007418,1.4754673782
2020-07-31,0.71351076307,0.0771589167092,0.00117459706591,0.055390226956,0.0550124082129,1.55663639191
2020-08-31,0.77806757091,-0.0220588235294,0.00122956092457,-0.016890375798,-0.0169742996482,1.53021357935
2020-09-30,0.506217439062,-0.0361387339316,0.00132705038338,-0.017638783005,-0.0179921881764,1.50268168868
2020-10-31,0.471868659039,-0.0193759436336,0.00147788579841,-0.00836238273151,-0.00840703614554,1.49004858941
2020-11-30,0.494521952517,-0.0690274570182,0.00159135258554,-0.0333311990241,-0.0333606483057,1.44033960246
2020-12-31,0,0.061190738699,0.00185789809443,0.00185789809443,0.00121501955616,1.44208964325
2021-01-31,0,-0.0187012987013,0.00190366130083,0.00190366130083,0.00190366130083,1.44483489349
2021-02-28,0,-0.0436739015352,0.00171711998811,0.00171711998811,0.00171711998811,1.44731584837
2021-03-31,0,-0.0326598394686,0.00183890425541,0.00183890425541,0.00183890425541,1.44997732364
2021-04-30,0,0.0371959942775,0.00178523860047,0.00178523860047,0.00178523860047,1.45256587913
2021-05-31,0,0.056,0.00175835430053,0.00175835430053,0.00175835430053,1.45512000459
2021-06-30,0,-0.0637408568443,0.00170251941085,0.00170251941085,0.00170251941085,1.45759737464
2021-07-31,0,0.0379464285714,0.00173818023068,0.00173818023068,0.00173818023068,1.46013094158
2021-08-31,0,-0.00806451612903,0.00172008000105,0.00172008000105,0.00172008000105,1.46264248361
2021-09-30,0,-0.039837398374,0.00167216998551,0.00167216998551,0.00167216998551,1.46508827048
2021-10-31,0,0.0186282811177,0.00172635043967,0.00172635043967,0.00172635043967,1.46761752626
2021-11-30,0,-0.00110834026046,0.00167427338813,0.00167427338813,0.00167427338813,1.47007471922
2021-12-31,0,0.0105409153953,0.00173230037103,0.00173230037103,0.00173230037103,1.4726213302
2022-01-31,0,-0.0134504529234,0.00176324260247,0.00176324260247,0.00176324260247,1.47521791887
2022-02-28,0,0.0537006121313,0.00152213595609,0.00152213595609,0.00152213595609,1.47746340111
2022-03-31,0.840338381347,0.0121468180618,0.00165081720631,0.0104710095758,0.00937856968007,1.49131989457
2022-04-30,0.618286628354,0.0284372554135,0.00155877312349,0.0181773793139,0.017888712035,1.51799768671
2022-05-31,0.602298844926,-0.0164890918316,0.00147405033488,-0.00934512944321,-0.00936591356167,1.50378025159
2022-06-30,0.672007703444,-0.0152179520248,0.00133746378798,-0.0097879031719,-0.00987852468798,1.48892512125
2022-07-31,0.943926729712,-0.0180722891566,0.00130529361515,-0.0169857247203,-0.0173392194545,1.46310832182
2022-08-31,0.888245923228,0.00240064017071,0.00118094428451,0.00226433418301,0.00219194913458,1.46631538084
2022-09-30,0,0.0066524747206,0.00112807459244,0.00112807459244,-2.66451077569e-05,1.46627631071
2022-10-31,1,0.00634417129262,0.00120322994792,0.00634417129262,0.00504417129262,1.47367245958
2022-11-30,1,0.0359863409509,0.00113769431457,0.0359863409509,0.0359863409509,1.52670453916
2022-12-31,1,0.0106490872211,0.00130091787499,0.0106490872211,0.0106490872211,1.54296254896
2023-01-31,1,0.0208228800803,0.0015249240387,0.0208228800803,0.0208228800803,1.57509147309
2023-02-28,1,-0.0132710739739,0.00136591872724,-0.0132710739739,-0.0132710739739,1.55418831763
2023-03-31,1,0.0662515566625,0.0016027714913,0.0662515566625,0.0662515566625,1.65715571302
2023-04-30,0.891610247825,0.00397103480495,0.00166403654144,0.0037209798349,0.00358007315707,1.66308845171
2023-05-31,0.813978423668,0.0155886458818,0.00146135227175,0.0129606644552,0.0128597430837,1.68447534192
2023-06-30,0.760594305247,-0.00366552119129,0.00142298774629,-0.00244730317383,-0.00251670252778,1.68023601857
2023-07-31,0.932893810297,0.0137962750057,0.00146864248725,0.0129690145594,0.0127450252028,1.70165066898
2023-08-31,1,0.0192787480154,0.00134077907024,0.0192787480154,0.0191915099688,1.73430791475
2023-09-30,1,-0.0129060970182,0.00131541542562,-0.0129060970182,-0.0129060970182,1.71192476855
2023-10-31,1,0.0414788097385,0.00159423841521,0.0414788097385,0.0414788097385,1.78293337031
2023-11-30,1,-0.00670995670996,0.0014586472934,-0.00670995670996,-0.00670995670996,1.77096996457
2023-12-31,1,0.0128568315537,0.0016998562481,0.0128568315537,0.0128568315537,1.7937390271
2024-01-31,1,0.00107573149742,0.00178844556514,0.00107573149742,0.00107573149742,1.79566860867
2024-02-29,1,-0.00128949065119,0.00154718440866,-0.00128949065119,-0.00128949065119,1.79335311078
2024-03-31,1,0.103077254142,0.00154402237018,0.103077254142,0.103077254142,1.97820702515
2024-04-30,1,0.0312134217714,0.00140580426037,0.0312134217714,0.0312134217714,2.03995363538
2024-05-31,0.706469135652,0.0107832009081,0.00133857621233,0.00801091205768,0.00762932193403,2.05551709839
2024-06-30,0.586961635147,-0.00860939547071,0.00124639023055,-0.00453857786032,-0.00469393761098,2.04586862937
2024-07-31,0.551072826074,0.0262412686426,0.00121818747034,0.015007727529,0.0149610720772,2.0764770174
2024-08-31,0.612705190932,0.0158204562178,0.0011920370046,0.0101549453917,0.0100748233174,2.09739715647
2024-09-30,0.696433809869,0.0335023542195,0.00113733473765,0.0236774285619,0.0235685813573,2.14682983199
2024-10-31,0.763056132096,0.0693884702996,0.00119111593593,0.0532295253758,0.053142916357,2.26091863019
2024-11-30,0.871598812233,-0.0294936916271,0.001074397529,-0.0255687126717,-0.0257098181559,2.20279082334
2024-12-31,0.701440672485,0.000844166807361,0.00106992351316,0.000911568577626,0.000690362995954,2.20431154861
2025-01-31,0.703342323537,0.0462213225371,0.0011667178693,0.0328555282024,0.032853056056,2.27672991948
2025-02-28,0.771573655776,0.0390196710738,0.0010320230128,0.0303422915016,0.0302535907697,2.34560917476
2025-03-31,0.78280498377,0.0881440099317,0.00112558253482,0.0692440411809,0.0692294404545,2.50799438545
2025-04-30,0.786317109025,0.0654592127781,0.00108432782815,0.0517034012558,0.051698835493,2.6376547746
2025-05-31,0.456567235257,-0.0136527907911,0.00105447749972,-0.00566037932198,-0.00608905415788,2.62159395183
2025-06-30,0.431567517849,-0.00746369928077,0.000965019789419,-0.00267254157835,-0.00270504121098,2.61450243215
2025-07-31,0.428780319383,0.00492206726825,0.000906197092622,0.00262812318913,0.00262449983112,2.62136419334
2025-08-31,0.669516221359,0.0185034013605,0.000916936501439,0.012691360001,0.0123784033284,2.6538124966
2025-09-30,1,0.113946032594,0.000860697771935,0.113946032594,0.113516403682,2.95506374726
2025-10-31,0.86250260293,0.0545628972299,0.000885509176835,0.0471823960911,0.0470036494749,3.09396252781
2025-11-30,0.436815682589,0.0310438935638,0.000831193709813,0.0140285748194,0.0134751818229,3.13565423543
2025-12-31,0.40561702953,0.0258078747105,0.000865782482345,0.0109827198422,0.0109421615932,3.16996507077
2026-01-31,0.400059700802,0.183636168154,0.000854613197831,0.0739781473856,0.0739709228583,3.40445031249
2026-02-28,0.368657807073,-0.00690344263784,0.000792482282656,-0.00204468052193,-0.00208550298378,3.3973503212
2026-03-31,0.263753118877,-0.112869294796,0.00084590603274,-0.0291468328495,-0.0292832089441,3.29786500189
2026-04-30,0.213026163276,-0.00216517166718,0.000831093522238,0.000192810644779,0.000126865602497,3.29828338752
2026-05-31,0.214291905455,-0.0290349245712,0.00074057524777,-0.00564007334431,-0.00564171880915,3.27967540009
2026-06-30,0.317146955056,-0.108438863467,0.000696584413842,-0.0339153905703,-0.0340491021348,3.16800539743
2026-07-31,0,0.00656481260444,0.00071807938256,0.00071807938256,0.000305788340987,3.16897413654
2026-08-31,0,0.0832443970117,0.000537998642013,0.000537998642013,0.000537998642013,3.17067904032
