date,pe_eq,pe300,pe1000,spread_micro,spread_1000,p1_micro,p1_1000,lv_micro,lv_1000
2022-03-31,28.667159347486194,11.72,23.46,0.8944554098290607,0.6940000590764629,0.08333333333333333,0.35185185185185186,0.01455026455026455,0.12301587301587301
2022-04-30,33.50701260152497,11.21,20.27,1.0949485112289992,0.59233572337984,0.3994708994708995,0.05555555555555555,0.12433862433862433,0.006613756613756613
2022-05-31,34.08250342504398,11.32,22.48,1.1022130837958508,0.6860549522504534,0.4007936507936508,0.33201058201058203,0.14285714285714285,0.06084656084656084
2022-06-30,34.134015237065945,12.31,23.94,1.0198824611898014,0.6651387599334649,0.335978835978836,0.23412698412698413,0.15211640211640212,0.2526455026455027
2022-07-31,36.21200934832493,11.44,24.28,1.1522748278169526,0.7525369802396458,0.5727513227513228,0.6335978835978836,0.37566137566137564,0.2843915343915344
2022-08-31,38.964955488428494,11.02,22.55,1.2629508612225735,0.716023262223919,0.7936507936507936,0.48544973544973546,0.533068783068783,0.062169312169312166
2022-09-30,35.1602449140742,10.47,20.59,1.2114020136120394,0.6762914961572525,0.6865079365079365,0.2447089947089947,0.2923280423280423,0.009259259259259259
2022-10-31,35.61120521554839,9.61,20.95,1.3098561185971138,0.7793344233859456,0.8902116402116402,0.6666666666666666,0.3373015873015873,0.022486772486772486
2022-11-30,35.068864805759105,10.57,21.98,1.199293894363637,0.732113149093329,0.6428571428571429,0.5198412698412699,0.291005291005291,0.08333333333333333
2022-12-31,33.223617747103106,10.59,20.94,1.1433508413245799,0.6817510458290758,0.5119047619047619,0.26851851851851855,0.11375661375661375,0.027777777777777776
2023-01-31,36.629007418389946,11.26,22.67,1.1795838562069827,0.6997858418078935,0.5833333333333334,0.3637566137566138,0.44312169312169314,0.167989417989418
2023-02-28,38.01403596002319,11.17,23.27,1.2247238458149743,0.733933364233091,0.6931216931216931,0.5171957671957672,0.5595238095238095,0.21825396825396826
2023-03-31,35.66845657437244,11.27,22.87,1.1521224008111197,0.707681679983005,0.49603174603174605,0.4021164021164021,0.3544973544973545,0.1984126984126984
2023-04-30,50.22898152769074,11.47,23.35,1.4768572502393331,0.710862052973627,0.966931216931217,0.4470899470899471,0.9126984126984127,0.27380952380952384
2023-05-31,50.113444111205155,10.93,23.95,1.5227780154371864,0.7844570216684771,0.9814814814814815,0.7314814814814815,0.8849206349206349,0.34523809523809523
2023-06-30,49.61064113960387,10.97,24.89,1.5090410755384367,0.8193018420923617,0.9629629629629629,0.8293650793650794,0.8650793650793651,0.4351851851851852
2023-07-31,48.41615676736355,11.36,24.51,1.4497351622324246,0.768982784247016,0.8664021164021164,0.6931216931216931,0.8214285714285714,0.4166666666666667
2023-08-31,52.73444370964219,10.99,23.62,1.5682830544689796,0.7651080423536863,0.9933862433862434,0.6904761904761905,0.9259259259259259,0.32407407407407407
2023-09-30,49.179223613984995,10.87,23.58,1.5094645489094358,0.7743921939761067,0.9206349206349206,0.753968253968254,0.8240740740740741,0.33201058201058203
2023-10-31,48.209418564113136,10.64,23.34,1.5109339239482746,0.7855481429449116,0.9126984126984127,0.828042328042328,0.7843915343915344,0.294973544973545
2023-11-30,48.99717978242495,10.48,23.85,1.542294062100636,0.8223155384414541,0.951058201058201,0.9497354497354498,0.8333333333333334,0.4113756613756614
2023-12-31,48.03832467896217,10.38,23.1,1.5321182454055424,0.7999517397900053,0.9140211640211641,0.8624338624338624,0.7976190476190477,0.26322751322751325
2024-01-31,40.977847489720766,10.16,19.23,1.3945731734077957,0.6380131174503525,0.7301587301587301,0.1388888888888889,0.6666666666666666,0.003968253968253968
2024-02-29,38.356055234750755,10.91,21.36,1.2572326095004491,0.6718402142470146,0.6335978835978836,0.21031746031746032,0.5859788359788359,0.08068783068783068
2024-03-31,40.09183022774974,11.21,21.75,1.2743663415028323,0.6628075204506244,0.6375661375661376,0.16005291005291006,0.6283068783068783,0.1349206349206349
2024-04-30,58.53184159350021,11.63,23.08,1.6159829403729113,0.6853784751093256,0.9880952380952381,0.2619047619047619,0.996031746031746,0.36507936507936506
2024-05-31,56.781528071927376,11.57,22.8,1.5907955216280016,0.6783449947548099,0.958994708994709,0.20502645502645503,0.9642857142857143,0.31746031746031744
2024-06-30,49.970377798202996,11.48,20.92,1.470823994936473,0.6000992483053018,0.6825396825396826,0.013227513227513227,0.8214285714285714,0.05423280423280423
2024-07-31,48.52863799490855,11.32,20.72,1.4555830250289765,0.6045283446162454,0.6613756613756614,0.04497354497354497,0.7380952380952381,0.06613756613756613
2024-08-31,57.31894798440017,10.86,19.8,1.6635449349082299,0.6005956231947003,0.9947089947089947,0.06481481481481481,0.9642857142857143,0.03306878306878307
2024-09-30,59.0184143305216,12.65,24.14,1.540192287333816,0.6462130004958563,0.8161375661375662,0.1283068783068783,0.9867724867724867,0.7354497354497355
2024-10-31,58.52269432583574,11.65,24.68,1.6141084361916964,0.7506870190254775,0.9497354497354498,0.656084656084656,0.9603174603174603,0.832010582010582
2024-11-30,63.953653093560796,11.75,25.15,1.6943054100183386,0.7610046559555802,0.9973544973544973,0.7235449735449735,0.9973544973544973,0.876984126984127
2024-12-31,69.16067965150282,12.19,24.78,1.7358165445076137,0.7094209327078164,0.9841269841269841,0.4828042328042328,0.9854497354497355,0.8492063492063492
2025-01-31,74.27486130534507,11.74,24.42,1.844770739634222,0.7324006542826084,0.9973544973544973,0.6150793650793651,0.9973544973544973,0.8108465608465608
2025-02-28,74.73472709998664,11.82,25.76,1.8441518596841033,0.7790298892582008,0.996031746031746,0.8650793650793651,0.9986772486772487,0.955026455026455
2025-03-31,79.54055054885454,11.78,25.93,1.9098637831923775,0.7889974213271325,0.9947089947089947,0.8756613756613757,0.9894179894179894,0.955026455026455
2025-04-30,92.05654575117904,11.49,25.25,2.0809259241123192,0.7873490638607045,0.9920634920634921,0.8650793650793651,0.9907407407407407,0.9074074074074074
2025-05-31,89.97360776212844,11.73,25.55,2.0373667175720844,0.7784876539843293,0.9523809523809523,0.8134920634920635,0.9563492063492064,0.91005291005291
2025-06-30,87.47148179713331,12.34,27.11,1.9584667994436284,0.7870566450333324,0.9259259259259259,0.8492063492063492,0.9298941798941799,1.0
2025-07-31,93.31167710278046,12.44,28.35,2.015028169225102,0.8237099428627278,0.921957671957672,0.9775132275132276,0.955026455026455,0.9920634920634921
2025-08-31,115.80511493774932,13.23,31.13,2.1694217564834304,0.8556850063266525,0.9854497354497355,0.9841269841269841,0.9933862433862434,0.996031746031746
2025-09-30,112.00179806780804,13.32,31.82,2.129248260230842,0.8708283577973978,0.9497354497354498,0.9920634920634921,0.9656084656084656,1.0
2025-10-31,127.59521977372597,13.19,31.21,2.2694039408913715,0.8612795895534648,1.0,0.9656084656084656,0.996031746031746,0.9722222222222222
2025-11-30,119.61793313256592,13.04,30.3,2.2162812163577423,0.8431261560168166,0.9814814814814815,0.9351851851851852,0.9708994708994709,0.9193121693121693
2025-12-31,127.28959946566256,13.34,31.57,2.255697760761449,0.8614402620824226,0.9933862433862434,0.9616402116402116,0.9907407407407407,0.9894179894179894
2026-01-31,129.20080884351148,13.37,34.45,2.2683544606137493,0.9464956063458159,0.9828042328042328,0.9933862433862434,0.9828042328042328,0.9920634920634921
2026-02-28,134.337591904222,13.33,35.8,2.3103388401057363,0.9879307592160371,0.9841269841269841,1.0,0.9841269841269841,1.0
2026-03-31,118.35107695297351,13.3,32.62,2.185891400420274,0.8971615619651596,0.8571428571428571,0.9378306878306878,0.8664021164021164,0.9351851851851852
2026-04-30,111.99650030071598,13.85,36.0,2.0901823908585038,0.9552337058227626,0.7486772486772487,0.9761904761904762,0.791005291005291,0.9907407407407407
2026-05-31,99.27484304224758,13.8,36.81,1.9732236038128417,0.9811009552277706,0.6402116402116402,0.9775132275132276,0.7394179894179894,0.9788359788359788
2026-06-30,85.69244512663883,13.77,37.1,1.8282723540956067,0.991124656872826,0.5674603174603174,0.9814814814814815,0.6097883597883598,0.9761904761904762
2026-07-31,81.20326489509874,13.68,29.83,1.7810205422326237,0.7795796863322526,0.5185185185185185,0.4947089947089947,0.5793650793650794,0.7023809523809523
2026-08-31,7754.142247079595,13.77,32.45,6.333490150315543,0.8572081304095357,1.0,0.7857142857142857,1.0,0.8373015873015873
