date,pe_eq,n_sel,n_all
2014-06-11,54.35609618069182,420.0,2096.0
2014-06-12,54.61370184931866,419.0,2092.0
2014-06-13,57.72436024568676,418.0,2090.0
2014-06-16,55.37501614284494,418.0,2089.0
2014-06-17,55.612238791098925,421.0,2101.0
2014-06-18,54.12573091321521,420.0,2098.0
2014-06-19,51.69462102937164,420.0,2098.0
2014-06-20,52.92859764228701,421.0,2104.0
2014-06-23,54.877816104338535,420.0,2098.0
2014-06-24,55.108594942048725,421.0,2102.0
2014-06-25,55.19762382284805,419.0,2094.0
2014-06-26,56.33090659251248,420.0,2096.0
2014-06-27,55.63163799975428,420.0,2096.0
2014-06-30,56.01048611870693,419.0,2091.0
2014-07-01,56.39025621748248,420.0,2099.0
2014-07-02,55.83012791781402,422.0,2107.0
2014-07-03,55.91842099135304,420.0,2098.0
2014-07-04,55.88123928741947,419.0,2093.0
2014-07-07,55.82650166792234,420.0,2096.0
2014-07-08,56.742689005146985,420.0,2098.0
2014-07-09,57.56261527145896,420.0,2099.0
2014-07-10,58.04430531785178,420.0,2098.0
2014-07-11,57.90844048460649,420.0,2096.0
2014-07-14,57.48926823128947,419.0,2095.0
2014-07-15,58.46905568105756,420.0,2099.0
2014-07-16,57.50056212888913,421.0,2103.0
2014-07-17,57.491461274531254,420.0,2098.0
2014-07-18,56.445042545129255,421.0,2101.0
2014-07-21,56.005432284558516,418.0,2090.0
2014-07-22,56.36270253375097,419.0,2091.0
2014-07-23,55.10496490898904,420.0,2099.0
2014-07-24,53.246967781879846,421.0,2102.0
2014-07-25,53.814614502677514,422.0,2106.0
2014-07-28,54.66645783292382,422.0,2106.0
2014-07-29,55.52663058387402,422.0,2108.0
2014-07-30,58.11671734985925,422.0,2107.0
2014-07-31,55.80055243247084,423.0,2114.0
2014-08-01,62.7182860946276,424.0,2118.0
2014-08-04,63.200986035121424,424.0,2117.0
2014-08-05,65.3038671495888,425.0,2121.0
2014-08-06,65.44373723273095,424.0,2118.0
2014-08-07,64.55428820606919,424.0,2119.0
2014-08-08,64.76922530124048,424.0,2120.0
2014-08-11,64.8786929663736,424.0,2118.0
2014-08-12,65.49466102340261,424.0,2116.0
2014-08-13,64.64572143597663,423.0,2113.0
2014-08-14,63.94741965915308,423.0,2115.0
2014-08-15,63.10180652209046,424.0,2117.0
2014-08-18,64.86255779879866,423.0,2111.0
2014-08-19,67.16137846722215,424.0,2117.0
2014-08-20,67.92491330520974,424.0,2117.0
2014-08-21,66.79093303538792,425.0,2125.0
2014-08-22,67.55215957669398,425.0,2125.0
2014-08-25,67.85772461359252,424.0,2120.0
2014-08-26,66.03018995900132,423.0,2114.0
2014-08-27,63.85432024767571,423.0,2114.0
2014-08-28,64.18944381067409,422.0,2107.0
2014-08-29,61.76251704063117,422.0,2110.0
2014-09-01,63.84616007060957,422.0,2108.0
2014-09-02,66.28536284219943,423.0,2112.0
2014-09-03,67.52074179812907,423.0,2114.0
2014-09-04,66.83113118366967,423.0,2112.0
2014-09-05,68.58497898298305,426.0,2126.0
2014-09-09,74.45816982345322,424.0,2118.0
2014-09-10,68.84482848355938,425.0,2123.0
2014-09-11,73.9604761476231,423.0,2115.0
2014-09-12,71.26715086879526,425.0,2124.0
2014-09-15,72.76276488244417,424.0,2118.0
2014-09-16,72.83859572541935,424.0,2117.0
2014-09-17,71.94580896648128,425.0,2122.0
2014-09-18,70.24568069988548,424.0,2120.0
2014-09-19,68.87667358201361,424.0,2119.0
2014-09-22,64.7491099011648,422.0,2108.0
2014-09-23,65.87379111424578,422.0,2110.0
2014-09-24,69.34045922773427,423.0,2113.0
2014-09-25,68.58164436859607,424.0,2119.0
2014-09-26,67.27011364278573,426.0,2127.0
2014-09-29,72.09349527720883,424.0,2117.0
2014-09-30,69.0326058418974,428.0,2136.0
2014-10-08,71.81928263214567,425.0,2124.0
2014-10-09,70.751009174674,427.0,2132.0
2014-10-10,71.19585409034812,426.0,2130.0
2014-10-13,72.96747236802626,424.0,2116.0
2014-10-14,73.59226580862892,424.0,2120.0
2014-10-15,73.70649545628035,424.0,2119.0
2014-10-16,73.97069046900968,425.0,2122.0
2014-10-17,73.27122125718745,426.0,2126.0
2014-10-20,75.37739840733178,426.0,2130.0
2014-10-21,73.8822531516022,426.0,2129.0
2014-10-22,71.7571406268001,427.0,2134.0
2014-10-23,69.20738729258966,425.0,2125.0
2014-10-24,68.53843614304091,426.0,2127.0
2014-10-27,69.81899913363446,426.0,2126.0
2014-10-28,72.30675397740431,427.0,2131.0
2014-10-29,74.32201428347359,425.0,2124.0
2014-10-30,73.55490119290529,426.0,2130.0
2014-10-31,72.14031689722317,428.0,2136.0
2014-11-03,73.27907085424734,428.0,2136.0
2014-11-04,73.42140430880836,429.0,2141.0
2014-11-05,75.3853167036605,430.0,2147.0
2014-11-06,76.0795454897021,430.0,2148.0
2014-11-07,76.53228423607386,431.0,2153.0
2014-11-10,77.44156755038735,429.0,2145.0
2014-11-11,74.19094485470579,430.0,2147.0
2014-11-12,73.67748362784198,430.0,2149.0
2014-11-13,72.5817000447804,430.0,2146.0
2014-11-14,71.6634144260055,431.0,2151.0
2014-11-17,74.9827326484327,428.0,2140.0
2014-11-18,74.53515702689097,429.0,2145.0
2014-11-19,73.51957625471401,428.0,2140.0
2014-11-20,72.40883508877657,425.0,2125.0
2014-11-21,73.31729695865906,426.0,2127.0
2014-11-24,74.32547026025593,425.0,2122.0
2014-11-25,74.37986725855414,425.0,2124.0
2014-11-26,75.4181343162254,425.0,2124.0
2014-11-27,75.75004846006212,424.0,2116.0
2014-11-28,74.72345738761167,424.0,2120.0
2014-12-01,76.12204558504516,422.0,2107.0
2014-12-02,74.27328360966051,424.0,2120.0
2014-12-03,74.74646136214079,427.0,2131.0
2014-12-04,76.56640043228268,426.0,2127.0
2014-12-05,73.94157825471768,427.0,2134.0
2014-12-08,72.79084467909425,425.0,2124.0
2014-12-09,69.79665006208573,426.0,2129.0
2014-12-10,69.35566875834368,428.0,2136.0
2014-12-11,70.70605146906871,427.0,2134.0
2014-12-12,70.0894729469342,428.0,2139.0
2014-12-15,74.08233719421646,429.0,2141.0
2014-12-16,73.15567231783699,430.0,2147.0
2014-12-17,70.19334392965757,430.0,2147.0
2014-12-18,70.46244299519978,427.0,2135.0
2014-12-19,67.53641212095837,427.0,2133.0
2014-12-22,64.26419027965132,427.0,2132.0
2014-12-23,64.32721034242589,427.0,2135.0
2014-12-24,69.0360202736,426.0,2130.0
2014-12-25,68.61334778903694,427.0,2132.0
2014-12-26,68.32492736314809,427.0,2131.0
2014-12-29,67.17403237716677,426.0,2129.0
2014-12-30,65.22971724675483,430.0,2148.0
2014-12-31,63.43183325483118,431.0,2151.0
2015-01-05,63.20926236292255,430.0,2148.0
2015-01-06,65.7182786605193,430.0,2147.0
2015-01-07,64.81540292056633,431.0,2154.0
2015-01-08,65.90304444902404,431.0,2152.0
2015-01-09,67.21513715972586,431.0,2152.0
2015-01-12,65.45602352618032,431.0,2153.0
2015-01-13,65.71960368772451,431.0,2151.0
2015-01-14,64.43867542544213,431.0,2151.0
2015-01-15,62.581350562442765,429.0,2145.0
2015-01-16,62.802057086269535,431.0,2153.0
2015-01-19,65.11650002659877,429.0,2143.0
2015-01-20,66.7441550792379,429.0,2141.0
2015-01-21,66.58286953484266,429.0,2144.0
2015-01-22,63.73526759684669,430.0,2146.0
2015-01-23,64.00209129344913,430.0,2150.0
2015-01-26,63.51577575178982,431.0,2152.0
2015-01-27,63.79760062613091,431.0,2155.0
2015-01-28,66.27847454897683,433.0,2162.0
2015-01-29,64.26136896796801,434.0,2166.0
2015-01-30,67.211213787882,433.0,2165.0
2015-02-02,64.81435837462821,432.0,2157.0
2015-02-03,68.21450690431679,433.0,2163.0
2015-02-04,67.61087472592233,433.0,2161.0
2015-02-05,68.2231461546887,432.0,2159.0
2015-02-06,63.01926500656023,432.0,2158.0
2015-02-09,63.82314776730129,432.0,2159.0
2015-02-10,64.28084146746502,432.0,2160.0
2015-02-11,63.90767389630018,434.0,2166.0
2015-02-12,63.69094256630949,434.0,2168.0
2015-02-13,65.55593471673538,434.0,2168.0
2015-02-16,66.06038531418446,435.0,2174.0
2015-02-17,63.07954867476605,440.0,2198.0
2015-02-25,59.35930320989586,438.0,2190.0
2015-02-26,59.24062665116804,438.0,2190.0
2015-02-27,60.00937466439556,439.0,2191.0
2015-03-02,60.43754439121462,437.0,2185.0
2015-03-03,61.10328551152678,437.0,2184.0
2015-03-04,61.49554325541728,437.0,2182.0
2015-03-05,62.23313088575212,435.0,2174.0
2015-03-06,62.98588681787911,435.0,2174.0
2015-03-09,61.9823533918319,434.0,2167.0
2015-03-10,62.53606077598193,435.0,2171.0
2015-03-11,66.48238245207807,435.0,2171.0
2015-03-12,67.71955702831426,434.0,2170.0
2015-03-13,65.85457448075476,433.0,2161.0
2015-03-16,70.86300516331812,431.0,2154.0
2015-03-17,69.40258475483655,431.0,2153.0
2015-03-18,69.41065517080945,432.0,2160.0
2015-03-19,66.87796574940315,431.0,2155.0
2015-03-20,67.50947544190291,433.0,2163.0
2015-03-23,67.9313761042204,432.0,2156.0
2015-03-24,65.62485447271322,433.0,2162.0
2015-03-25,66.95010856998573,432.0,2159.0
2015-03-26,64.12188463787601,431.0,2154.0
2015-03-27,64.36919848798041,432.0,2156.0
2015-03-30,63.63406070312781,429.0,2144.0
2015-03-31,66.12378288495684,431.0,2154.0
2015-04-01,83.30865113356145,432.0,2157.0
2015-04-02,86.17215574184944,431.0,2151.0
2015-04-03,88.63017084282424,433.0,2163.0
2015-04-07,94.46751157573065,430.0,2148.0
2015-04-08,92.87011470987377,429.0,2145.0
2015-04-09,91.50754291502258,428.0,2136.0
2015-04-10,95.13744708590524,428.0,2138.0
2015-04-13,99.40106105808313,428.0,2138.0
2015-04-14,97.7718776425203,429.0,2142.0
2015-04-15,93.81714450946068,426.0,2130.0
2015-04-16,90.46530375712989,426.0,2128.0
2015-04-17,93.82047416419867,427.0,2132.0
2015-04-20,89.54844156775067,427.0,2133.0
2015-04-21,89.27278658227185,429.0,2142.0
2015-04-22,93.02385073852098,431.0,2154.0
2015-04-23,92.58494874003551,433.0,2164.0
2015-04-24,83.00582315763774,434.0,2169.0
2015-04-27,83.6906642642,435.0,2172.0
2015-04-28,80.93908708583822,436.0,2177.0
2015-04-29,79.70272130641557,437.0,2183.0
2015-04-30,77.69922292597886,437.0,2183.0
2015-05-04,77.47395925963951,435.0,2171.0
2015-05-05,80.50875040626991,432.0,2158.0
2015-05-06,76.94538455017343,432.0,2160.0
2015-05-07,74.95810663867967,433.0,2162.0
2015-05-08,74.60923332623192,432.0,2160.0
2015-05-11,80.95610050283246,434.0,2170.0
2015-05-12,78.5619091609654,436.0,2177.0
2015-05-13,82.67668411789721,434.0,2168.0
2015-05-14,83.62716822424852,433.0,2165.0
2015-05-15,82.34308148361552,436.0,2178.0
2015-05-18,88.73496274874739,434.0,2169.0
2015-05-19,89.28370297967022,434.0,2170.0
2015-05-20,90.98102161220937,435.0,2173.0
2015-05-21,93.72195697531352,434.0,2170.0
2015-05-22,95.11280694765313,432.0,2158.0
2015-05-25,96.88245018886676,428.0,2137.0
2015-05-26,100.16345512680381,430.0,2146.0
2015-05-27,101.0476932615957,430.0,2150.0
2015-05-28,103.57394159668915,429.0,2145.0
2015-05-29,90.07024518668268,429.0,2144.0
2015-06-01,92.10348081764246,427.0,2133.0
2015-06-02,97.42659377775128,426.0,2130.0
2015-06-03,98.27737698632477,427.0,2131.0
2015-06-04,90.98499965940319,427.0,2133.0
2015-06-05,95.94131400827415,426.0,2127.0
2015-06-08,94.06532692815311,423.0,2115.0
2015-06-09,93.28717988573068,425.0,2122.0
2015-06-10,95.2387039594604,426.0,2129.0
2015-06-11,91.31311651696966,428.0,2137.0
2015-06-12,90.9256554208841,429.0,2144.0
2015-06-15,84.87893657409434,427.0,2135.0
2015-06-16,82.34584160005367,430.0,2146.0
2015-06-17,83.55265089169443,430.0,2147.0
2015-06-18,83.21773101358548,429.0,2144.0
2015-06-19,78.32450238228152,430.0,2148.0
2015-06-23,76.3234032706707,430.0,2150.0
2015-06-24,78.8288252362753,433.0,2162.0
2015-06-25,76.86549913900025,433.0,2163.0
2015-06-26,69.14021824475962,436.0,2176.0
2015-06-29,64.01242931396038,434.0,2166.0
2015-06-30,60.562125908614924,432.0,2156.0
2015-07-01,64.10703741638842,433.0,2164.0
2015-07-02,57.902623882024855,429.0,2143.0
2015-07-03,52.77713624199216,420.0,2098.0
2015-07-06,51.24652901862079,411.0,2053.0
2015-07-07,44.918508784697714,377.0,1883.0
2015-07-08,39.55777572230634,277.0,1385.0
2015-07-09,43.664658376911284,254.0,1268.0
2015-07-10,50.69667236531643,265.0,1321.0
2015-07-13,53.06343437591294,328.0,1638.0
2015-07-14,58.469085751307084,374.0,1866.0
2015-07-15,57.31150040614928,391.0,1954.0
2015-07-16,55.751597617119735,395.0,1971.0
2015-07-17,59.534172459006584,401.0,2003.0
2015-07-20,61.34586612821262,412.0,2059.0
2015-07-21,58.83908725324614,416.0,2080.0
2015-07-22,60.71983082749585,419.0,2094.0
2015-07-23,63.315750989018795,419.0,2093.0
2015-07-24,66.94773509508211,420.0,2100.0
2015-07-27,62.984750158814116,418.0,2088.0
2015-07-28,57.456442692198245,419.0,2091.0
2015-07-29,59.76546892785348,420.0,2099.0
2015-07-30,64.1593669911444,421.0,2102.0
2015-07-31,60.6621175705195,422.0,2109.0
2015-08-03,64.37613645309892,420.0,2098.0
2015-08-04,64.9837323422828,420.0,2097.0
2015-08-05,68.31107549485709,421.0,2103.0
2015-08-06,66.97864459760103,420.0,2099.0
2015-08-07,69.89309429949664,421.0,2101.0
2015-08-10,73.11463540318498,420.0,2098.0
2015-08-11,76.98668157571183,422.0,2106.0
2015-08-12,76.43853867335638,422.0,2106.0
2015-08-13,74.17613521360926,422.0,2110.0
2015-08-14,74.75990292209691,425.0,2122.0
2015-08-17,71.08166700580988,424.0,2119.0
2015-08-18,68.9162057643954,425.0,2121.0
2015-08-19,63.18190036036255,425.0,2125.0
2015-08-20,64.33558457225816,427.0,2132.0
2015-08-21,61.32260742368471,427.0,2135.0
2015-08-24,54.85506200092737,427.0,2135.0
2015-08-25,49.731564402902585,428.0,2138.0
2015-08-26,49.68139767172331,427.0,2131.0
2015-08-27,51.53068012106176,423.0,2115.0
2015-08-28,54.0039424792918,425.0,2123.0
2015-08-31,53.81429355170357,426.0,2126.0
2015-09-01,49.492292061345665,426.0,2127.0
2015-09-02,46.854561061647814,426.0,2129.0
2015-09-07,48.14842927023886,425.0,2121.0
2015-09-08,48.920678646226875,428.0,2138.0
2015-09-09,52.765271440129716,429.0,2143.0
2015-09-10,52.45590971439528,430.0,2148.0
2015-09-11,52.251319467501915,431.0,2153.0
2015-09-14,49.80811185209873,431.0,2151.0
2015-09-15,46.97003995942346,432.0,2157.0
2015-09-16,47.89899038336702,433.0,2163.0
2015-09-17,50.6667843142096,433.0,2161.0
2015-09-18,50.95542865538436,433.0,2164.0
2015-09-21,54.31889000643953,434.0,2170.0
2015-09-22,56.85367390552865,436.0,2178.0
2015-09-23,56.343797025042186,433.0,2164.0
2015-09-24,56.80913909901851,434.0,2168.0
2015-09-25,54.221853395169305,435.0,2175.0
2015-09-28,55.358492827498615,435.0,2173.0
2015-09-29,53.515964263278,435.0,2175.0
2015-09-30,52.03154791843993,437.0,2183.0
2015-10-08,56.985123808056876,436.0,2180.0
2015-10-09,57.721287978116784,438.0,2187.0
2015-10-12,60.63121340983982,436.0,2180.0
2015-10-13,61.714969900730104,436.0,2179.0
2015-10-14,61.16353328903544,437.0,2182.0
2015-10-15,62.23907960859691,434.0,2166.0
2015-10-16,65.54621307131889,433.0,2164.0
2015-10-19,61.2506806065652,431.0,2151.0
2015-10-20,57.954603650440305,431.0,2151.0
2015-10-21,57.40171369990911,431.0,2152.0
2015-10-22,54.984391519649094,434.0,2166.0
2015-10-23,55.921341376015306,436.0,2177.0
2015-10-26,57.701363909866004,438.0,2186.0
2015-10-27,57.54597678478607,437.0,2184.0
2015-10-28,58.27764817532794,439.0,2192.0
2015-10-29,58.83045552782622,441.0,2203.0
2015-10-30,60.23519217283577,442.0,2206.0
2015-11-02,65.00127978672934,442.0,2208.0
2015-11-03,68.51513474992137,443.0,2212.0
2015-11-04,69.24142511070774,444.0,2219.0
2015-11-05,67.79736365038133,445.0,2223.0
2015-11-06,68.57180104956392,444.0,2217.0
2015-11-09,70.89131668190663,445.0,2225.0
2015-11-10,73.44555563840717,447.0,2234.0
2015-11-11,75.72127945765935,447.0,2233.0
2015-11-12,84.12670200803957,449.0,2243.0
2015-11-13,77.83195738274408,450.0,2248.0
2015-11-16,72.92027110396926,450.0,2249.0
2015-11-17,75.7858693048684,451.0,2253.0
2015-11-18,70.47791652208662,452.0,2259.0
2015-11-19,72.28456959087957,452.0,2258.0
2015-11-20,74.96910503835231,452.0,2258.0
2015-11-23,75.09309885639273,454.0,2266.0
2015-11-24,76.02190318120905,454.0,2269.0
2015-11-25,78.46085496937083,456.0,2276.0
2015-11-26,81.71642366484357,455.0,2275.0
2015-11-27,77.30839076924596,456.0,2277.0
2015-11-30,75.52068214879785,457.0,2284.0
2015-12-01,77.52457798258186,457.0,2282.0
2015-12-02,73.39188940170027,457.0,2284.0
2015-12-03,75.47112418537732,457.0,2285.0
2015-12-04,75.72860880319297,458.0,2289.0
2015-12-07,74.93064157257423,459.0,2295.0
2015-12-08,73.31628596858076,462.0,2306.0
2015-12-09,70.0760803076802,463.0,2315.0
2015-12-10,68.81697846042051,464.0,2318.0
2015-12-11,68.56040861514451,463.0,2315.0
2015-12-14,68.48826970715314,464.0,2319.0
2015-12-15,70.24501733103523,465.0,2322.0
2015-12-16,71.59856981487246,466.0,2326.0
2015-12-17,73.49827028331467,464.0,2319.0
2015-12-18,72.92301368845145,464.0,2320.0
2015-12-21,72.85274228429093,464.0,2319.0
2015-12-22,72.85216987693721,465.0,2325.0
2015-12-23,73.58333363772594,466.0,2330.0
2015-12-24,72.60941069768734,465.0,2324.0
2015-12-25,72.64139577905063,468.0,2339.0
2015-12-28,72.64414345239773,469.0,2341.0
2015-12-29,71.78980749996792,468.0,2338.0
2015-12-30,72.86732584994618,467.0,2331.0
2015-12-31,69.73224730496882,470.0,2348.0
2016-01-04,63.559653427318814,471.0,2352.0
2016-01-05,58.74074288859831,472.0,2356.0
2016-01-06,60.359901497194365,472.0,2360.0
2016-01-07,58.0385016977142,472.0,2360.0
2016-01-08,57.885067390570256,471.0,2355.0
2016-01-11,54.841467592881884,471.0,2355.0
2016-01-12,52.90679526741396,473.0,2363.0
2016-01-13,53.55868098628737,473.0,2363.0
2016-01-14,53.70709762794581,474.0,2366.0
2016-01-15,54.47716452924461,474.0,2370.0
2016-01-18,55.09859885177404,472.0,2356.0
2016-01-19,56.34871204408485,473.0,2364.0
2016-01-20,56.27083588865869,474.0,2370.0
2016-01-21,56.05159012987197,474.0,2367.0
2016-01-22,55.16426281466441,474.0,2367.0
2016-01-25,57.08954656319052,475.0,2371.0
2016-01-26,54.28046230261654,474.0,2370.0
2016-01-27,50.620996303666566,474.0,2366.0
2016-01-28,50.26891125585615,474.0,2368.0
2016-01-29,49.64958530340075,473.0,2365.0
2016-02-01,50.2320905884963,473.0,2365.0
2016-02-02,52.78724225089952,473.0,2365.0
2016-02-03,51.011353508950904,473.0,2363.0
2016-02-04,53.33732572942854,472.0,2360.0
2016-02-05,53.92028504311715,473.0,2365.0
2016-02-15,51.60392691415133,473.0,2363.0
2016-02-16,54.69233657893464,474.0,2366.0
2016-02-17,56.5152828656102,474.0,2369.0
2016-02-18,56.07027207344175,475.0,2372.0
2016-02-19,56.11332158184026,474.0,2368.0
2016-02-22,57.177222097821016,472.0,2358.0
2016-02-23,58.240923429839086,472.0,2357.0
2016-02-24,56.32320358722927,471.0,2353.0
2016-02-25,54.14674397149037,470.0,2348.0
2016-02-26,51.11069965923911,470.0,2349.0
2016-02-29,47.47947406978779,470.0,2346.0
2016-03-01,46.91772274792646,471.0,2352.0
2016-03-02,50.67790873155702,471.0,2355.0
2016-03-03,51.471873786649056,471.0,2351.0
2016-03-04,49.50155228676998,471.0,2355.0
2016-03-07,49.73328842994229,471.0,2353.0
2016-03-08,48.10356648597193,471.0,2353.0
2016-03-09,48.3041623502103,472.0,2356.0
2016-03-10,47.835480380380055,473.0,2364.0
2016-03-11,47.45079832270797,474.0,2369.0
2016-03-14,49.602477438634885,474.0,2366.0
2016-03-15,49.525372952565114,473.0,2365.0
2016-03-16,48.56376489653014,474.0,2369.0
2016-03-17,50.26890689692364,473.0,2365.0
2016-03-18,51.90482048981712,472.0,2360.0
2016-03-21,54.124217599577726,471.0,2352.0
2016-03-22,55.43981815781239,471.0,2352.0
2016-03-23,56.60633401254185,471.0,2355.0
2016-03-24,56.754617737483095,469.0,2343.0
2016-03-25,57.15157107193021,469.0,2344.0
2016-03-28,57.4642281513103,467.0,2334.0
2016-03-29,55.84118695460077,467.0,2335.0
2016-03-30,56.88063390659677,466.0,2328.0
2016-03-31,58.51229454287792,468.0,2338.0
2016-04-01,88.7762983210931,466.0,2330.0
2016-04-05,90.01650347686979,465.0,2323.0
2016-04-06,89.5180615076225,464.0,2317.0
2016-04-07,92.57478493336987,464.0,2317.0
2016-04-08,89.97461523319396,465.0,2322.0
2016-04-11,91.12664387693813,463.0,2311.0
2016-04-12,88.51473835400253,464.0,2318.0
2016-04-13,90.96310466324167,464.0,2320.0
2016-04-14,90.70108481908761,465.0,2323.0
2016-04-15,90.2540750510653,464.0,2317.0
2016-04-18,88.112041622157,464.0,2319.0
2016-04-19,89.1369393633339,465.0,2323.0
2016-04-20,85.45530397193207,464.0,2319.0
2016-04-21,83.05141598753858,465.0,2322.0
2016-04-22,82.19581074905632,465.0,2324.0
2016-04-25,79.973683526059,466.0,2328.0
2016-04-26,81.41808254512272,466.0,2329.0
2016-04-27,83.75413753654273,468.0,2337.0
2016-04-28,82.74466400305313,468.0,2338.0
2016-04-29,83.14664614298913,468.0,2337.0
2016-05-03,85.4889337497829,469.0,2343.0
2016-05-04,85.0262774247496,471.0,2351.0
2016-05-05,83.0046516320835,470.0,2347.0
2016-05-06,82.2726282638825,471.0,2352.0
2016-05-09,78.33036337250265,470.0,2349.0
2016-05-10,76.66485695440645,470.0,2348.0
2016-05-11,76.29027512332297,470.0,2350.0
2016-05-12,75.14441602768453,470.0,2347.0
2016-05-13,72.82931958853543,470.0,2346.0
2016-05-16,72.3857397271436,470.0,2349.0
2016-05-17,69.66452568687414,471.0,2352.0
2016-05-18,68.29040555651682,471.0,2352.0
2016-05-19,66.8832601514436,470.0,2347.0
2016-05-20,66.13360035554174,470.0,2349.0
