date,num_target,num_held,target,held,buy_skipped_limit_up,sold_out
2005-01-04,0,0,,,,
2005-02-01,0,0,,,,
2005-03-01,0,0,,,,
2005-04-01,0,0,,,,
2005-05-09,0,0,,,,
2005-06-01,0,0,,,,
2005-07-01,0,0,,,,
2005-08-01,0,0,,,,
2005-09-01,0,0,,,,
2005-10-10,0,0,,,,
2005-11-01,0,0,,,,
2005-12-01,0,0,,,,
2006-01-04,0,0,,,,
2006-02-06,3,3,600886|000933|600428,000933|600428|600886,,
2006-03-01,4,4,600886|000933|600428|600010,000933|600010|600428|600886,,
2006-04-03,2,2,000933|600428,000933|600428,,600886|600010
2006-05-08,5,5,000937|000933|600428|600096|000912,000912|000933|000937|600096|600428,,
2006-06-01,17,17,002022|600880|000937|600420|000550|600997|600761|600428|000155|000983|000069|600583|600096|000912|600500|600418|600019,000069|000155|000550|000912|000937|000983|002022|600019|600096|600418|600420|600428|600500|600583|600761|600880|600997,,000933
2006-07-03,17,17,600348|000937|600123|000933|600183|600428|000983|000069|600583|600500|000912|600309|600026|600418|600717|000898|600019,000069|000898|000912|000933|000937|000983|600019|600026|600123|600183|600309|600348|600418|600428|600500|600583|600717,,600096|002022|600880|600420|000550|600997|600761|000155
2006-08-01,20,20,600123|000933|600183|000983|600428|000069|600583|000088|600096|600500|600309|000912|600418|600717|600362|600026|000898|000039|600320|600019,000039|000069|000088|000898|000912|000933|000983|600019|600026|600096|600123|600183|600309|600320|600362|600418|600428|600500|600583|600717,,000937|600348
2006-09-01,13,13,000157|600497|000006|600183|000060|600418|000912|600717|600026|000898|600642|000039|000002,000002|000006|000039|000060|000157|000898|000912|600026|600183|600418|600497|600642|600717,,600123|000933|000983|600428|000069|600583|600500|600309|600019|000088|600096|600362|600320
2006-10-09,17,17,000157|600497|600467|000528|000983|000060|600428|600183|600500|600418|600362|600717|000039|000898|600026|600642|000002,000002|000039|000060|000157|000528|000898|000983|600026|600183|600362|600418|600428|600467|600497|600500|600642|600717,,000912|000006
2006-11-01,30,30,000157|600348|600497|600467|600123|000933|000983|000528|600183|000060|600428|600739|000027|600583|000088|600879|600500|600418|600362|600309|000825|600717|000039|600642|000089|600037|000898|600320|600028|600019,000027|000039|000060|000088|000089|000157|000528|000825|000898|000933|000983|600019|600028|600037|600123|600183|600309|600320|600348|600362|600418|600428|600467|600497|600500|600583|600642|600717|600739|600879,,600026|000002
