,0
2006-01-25,0.03359934097117216
2006-02-28,0.05476261516042276
2006-03-31,0.15779091358908487
2006-04-28,0.1543111203405819
2006-05-31,0.040145909408934255
2006-06-30,-0.05880479127083593
2006-07-31,0.02205951470938834
2006-08-31,0.034167333118993025
2006-09-29,-0.012601158040948945
2006-10-31,0.10202607216438567
2006-11-30,0.14890183709425792
2006-12-29,0.14828332124627414
2007-01-31,0.07026284030517096
2007-02-28,0.12792764932588976
2007-03-30,0.3805120451913075
2007-04-30,0.08991254571829818
2007-05-31,-0.12459554616070259
2007-06-29,0.2036823437967354
2007-07-31,0.1273626093683582
2007-08-31,-0.0021672830979768687
2007-09-28,-0.04554217142791213
2007-10-31,-0.18604942677397293
2007-11-30,0.1686138972605698
2007-12-28,-0.07470664835663474
2008-01-31,0.0679425060955035
2008-02-29,-0.19370183975025118
2008-03-31,0.0025639595042212136
2008-04-30,-0.058312316766953545
2008-05-30,-0.20260903936368813
2008-06-30,0.07393535300956389
2008-07-31,-0.20602283571772634
2008-08-29,-0.07879574852463836
2008-09-26,-0.230355487958872
2008-10-31,0.12391732315832424
2008-11-28,0.027284326724223894
2008-12-31,0.06656259350846563
2009-01-23,0.08033903490362108
2009-02-27,0.19778972546730608
2009-03-31,0.05046495211986981
2009-04-30,0.07349913184738947
2009-05-27,0.10107310384071874
2009-06-30,0.14432502054342805
2009-07-31,-0.2312316204056879
2009-08-31,0.029614256880641298
2009-09-30,0.11960532556565022
2009-10-30,0.11304285947849135
2009-11-30,0.020485650930820533
2009-12-31,-0.02905605475337636
2010-01-29,0.04646719171850169
2010-02-26,0.03303432397114088
2010-03-31,-0.08859425774403425
2010-04-30,-0.0667590147854491
2010-05-31,-0.09814644936694143
2010-06-30,0.13215271428170375
2010-07-30,0.1064471640941703
2010-08-31,0.04600475538851736
2010-09-30,0.08220618395406096
2010-10-29,-0.008574539287495297
2010-11-30,-0.008169309137753466
2010-12-31,-0.07499057240969384
2011-01-31,0.09132852031697447
2011-02-28,-0.02489137311973495
2011-03-31,-0.024583963204581692
2011-04-29,-0.06003760296060432
2011-05-31,0.03718990709294234
2011-06-30,-0.015235238614922864
2011-07-29,-0.02805488096854223
2011-08-31,-0.12887679079251493
2011-09-30,0.04043273432610946
2011-10-31,-0.0026986754845752968
2011-11-30,-0.1436426411436778
2011-12-30,-0.029427546231646184
2012-01-31,0.09791216980590423
2012-02-29,-0.05525179422251485
2012-03-30,0.07263790517791122
2012-04-27,0.03020245818314664
2012-05-31,-0.07873776028438732
2012-06-29,-0.0515807723246587
2012-07-31,-0.028691304941702377
2012-08-31,0.0113995206864548
2012-09-28,-0.012385749450334705
2012-10-31,-0.11799549136309287
2012-11-30,0.1353172728688173
2012-12-31,0.055412434533650815
2013-01-31,0.027208598136730842
2013-02-28,-0.009621376624087397
2013-03-29,-0.02161683367530396
2013-04-26,0.12183164485422152
2013-05-31,-0.13977782376805165
2013-06-28,0.0603109930896983
2013-07-31,0.03436062866790981
2013-08-30,0.062193983832114476
2013-09-30,-0.05633584251645216
2013-10-31,0.0630606873982813
2013-11-29,-0.0291783918172168
2013-12-31,-0.013077487282021783
2014-01-30,0.016345874222748868
2014-02-28,-0.03931405715615359
2014-03-31,-0.011202945006059627
2014-04-30,0.013765886665597304
2014-05-30,0.03297643976172084
2014-06-30,0.06357084695452478
2014-07-31,0.038327595875219875
2014-08-29,0.10821124464520504
2014-09-30,0.003736742134930937
2014-10-31,0.030559900255394724
2014-11-28,0.19649575202965391
2014-12-31,-0.0519707652159684
2015-01-30,0.06126607356148579
2015-02-27,0.2034978531861559
2015-03-31,0.20938691869398313
2015-04-30,0.07601409369062107
2015-05-29,-0.18893015295719445
2015-06-30,-0.11250925906051941
2015-07-31,-0.14522929924287623
2015-08-31,-0.1010583568956825
2015-09-30,0.15269672374072013
2015-10-30,0.040588581015552315
2015-11-30,0.05677833159421022
2015-12-31,-0.2728548906478515
2016-01-29,-0.011605935601210815
2016-02-29,0.1248861726761119
2016-03-31,-0.017746617842279266
2016-04-29,0.004117772662592056
2016-05-31,0.0359892216200961
2016-06-30,0.013828781134875979
2016-07-29,0.00999541888080393
2016-08-31,-0.022463803681655237
2016-09-30,0.035493408365853664
2016-10-31,0.06296683845847655
2016-11-30,-0.0435990820776138
2016-12-30,0.0
2017-01-26,0.05484539900906484
2017-02-28,0.00012583188708124027
2017-03-31,-0.0035768967326219813
2017-04-28,-0.02851982236517776
2017-05-31,0.056457607158176513
2017-07-31,0.0421235000868444
2017-08-31,0.008254205882449673
2017-09-29,0.02719363332104514
2017-10-31,-0.03025714283874794
2017-11-30,0.007841722462851485
2017-12-29,0.02669514027584501
2018-01-31,-0.06704638678165575
2018-02-28,-0.0331709409761811
2018-03-30,-0.02475312715607385
2018-04-27,0.05833429557846479
2018-05-31,-0.06965190351915718
2018-06-29,-0.03085548986254518
2018-07-31,-0.07843299813417019
2018-08-31,0.02595947954360469
2018-09-28,-0.09112054114244798
2018-10-31,-0.008702149136630255
2018-11-30,-0.05629325947918688
2018-12-28,0.035399515580360516
2019-01-31,0.1867011290659301
2019-02-28,0.09153661431561297
2019-03-29,-0.01639847187849801
2019-04-30,-0.053725456176310124
2019-05-31,0.023934162464600117
2019-06-28,0.005727929637341788
2019-07-31,0.02568837484211839
2019-08-30,-0.037773028084867336
2019-09-30,0.018146536113577482
2019-10-31,-0.01791424867747269
2019-11-29,0.07522850387279938
2019-12-31,0.02452885801444533
2020-01-23,0.054643516942626744
2020-02-28,-0.10276525658783098
2020-03-31,0.06538401635929073
2020-04-30,-0.0022430740459114863
2020-05-29,0.09310788037966203
2020-06-30,0.18310104393771787
2020-07-31,0.014807749249830037
2020-08-31,-0.07318171492441813
