,0
2006-01-25,0.022363538831321916
2006-02-28,0.0419302515919596
2006-03-31,0.1589585192409919
2006-04-28,0.1543111203405819
2006-05-31,0.040145909408934255
2006-06-30,-0.05880479127083593
2006-07-31,0.04291339640212324
2006-08-31,0.040713227021408296
2006-09-29,-0.00036664758812079425
2006-10-31,0.15592087699626228
2006-11-30,0.1387253463543335
2006-12-29,0.13628396442875795
2007-01-31,0.08296957384990615
2007-02-28,0.1560373994838816
2007-03-30,0.3958434533048146
2007-04-30,0.06307258057449863
2007-05-31,-0.12890973282180537
2007-06-29,0.22152391787547066
2007-07-31,0.1593669871385372
2007-08-31,0.03479270403094688
2007-09-28,-0.0435624336533643
2007-10-31,-0.16684409607399467
2007-11-30,0.21344535272979043
2007-12-28,-0.04035243992211009
2008-01-31,0.07383726310097916
2008-02-29,-0.20409290883271805
2008-03-31,-0.04369156777843379
2008-04-30,-0.06232643823964845
2008-05-30,-0.20260903936368813
2008-06-30,0.06451210029633425
2008-07-31,-0.20118341260080638
2008-08-29,-0.05938236721770886
2008-09-26,-0.24439559703103794
2008-10-31,0.1449519099222641
2008-11-28,0.008160416180917007
2008-12-31,0.08878411622956235
2009-01-23,0.11044380190648759
2009-02-27,0.23616679983832184
2009-03-31,0.04598632473295892
2009-04-30,0.06911040497470547
2009-05-27,0.10107310384071874
2009-06-30,0.1422142773910636
2009-07-31,-0.2081291293793913
2009-08-31,0.028832315538821752
2009-09-30,0.10925260053658895
2009-10-30,0.1353904654189677
2009-11-30,0.03752073267652016
2009-12-31,-0.04588380244520718
2010-01-29,0.04671082637898949
2010-02-26,0.03143795844281494
2010-03-31,-0.04803539734750606
2010-04-30,-0.06989730998383159
2010-05-31,-0.10484359770800464
2010-06-30,0.12439458993364805
2010-07-30,0.07082343848205688
2010-08-31,0.019870777261649986
2010-09-30,0.10548204693003985
2010-10-29,-0.003350674946369314
2010-11-30,-0.021183086103046044
2010-12-31,-0.07691822744975689
2011-01-31,0.08707406872625083
2011-02-28,0.018227171762690487
2011-03-31,-0.017383357729750727
2011-04-29,-0.07501868922124592
