date,农林牧渔,基础化工,钢铁,有色金属,电子,汽车,家用电器,食品饮料,纺织服饰,轻工制造,医药生物,公用事业,交通运输,房地产,商贸零售,社会服务,银行,非银金融,综合,建筑材料,建筑装饰,电力设备,机械设备,国防军工,计算机,传媒,通信,煤炭,石油石化,环保,美容护理
2025-08-29,3000.65,4064.3,2498.05,6413.26,6131.74,7839.33,8963.39,17786.45,1631.81,2276.76,9064.19,2407.56,2256.28,2229.34,2390.65,9118.58,4264.77,2118.3,3776.61,5248.01,2072.65,8435.46,1979.45,1887.49,5755.35,830.23,4849.39,2626.05,2335.6,1934.42,5052.44
2025-09-30,2964.24,4113.74,2493.2,7233.5,6803.98,8244.77,9032.42,17049.15,1616.7,2264.44,8909.13,2417.33,2227.32,2411.09,2297.25,8684.16,3970.79,1994.85,3755.81,5210.65,2100.43,10221.22,2084.16,1751.33,5642.86,874.61,4842.3,2675.51,2243.28,1949.36,4799.7
2025-10-31,2946.64,4136.19,2621.93,7595.37,6563.99,7949.25,9096.04,16967.17,1660.68,2293.55,8746.44,2525.46,2289.79,2353.92,2325.71,8707.51,4143.81,2008.58,3762.08,5278.74,2153.34,10321.86,2050.17,1716.47,5514.4,821.82,4820.57,2943.6,2349.32,1999.72,4615.16
2025-11-28,2991.22,4187.02,2605.6,7396.64,6232.95,7545.76,9102.47,17110.46,1709.63,2346.69,8430.03,2481.1,2228.13,2287.77,2329.48,8814.97,4267.63,1932.15,3915.06,5172.4,2124.5,9962.15,1980.56,1689.66,5224.25,835.69,4909.52,2853.3,2417.34,1959.26,4451.46
2025-12-31,2981.2,4372.39,2660.39,8408.59,6554.19,7976.9,9213.92,16217.81,1692.13,2434.85,8084.61,2420.02,2280.32,2197.09,2422.59,8764.42,4183.0,2054.14,3923.18,5362.85,2124.98,10088.23,2150.73,1980.68,5211.26,819.69,5501.52,2751.81,2586.74,1958.5,4375.58
2026-01-30,2976.84,4928.61,2848.46,10308.42,7242.89,7997.5,9124.68,16234.4,1792.52,2558.39,8338.3,2497.12,2271.68,2291.65,2435.34,9283.84,3904.92,2043.23,4314.38,6076.69,2261.84,10496.42,2286.55,2061.63,5573.0,966.75,5876.02,2968.01,3008.52,2074.76,4394.75
2026-02-27,2972.6,5211.18,3133.97,10528.63,7394.47,8212.25,9217.41,16255.31,1791.75,2629.05,8323.7,2610.38,2365.2,2289.83,2349.12,9368.14,3883.47,1975.15,5108.43,6571.81,2339.77,11052.87,2452.72,2211.42,5659.84,918.86,5889.41,3179.62,3081.89,2235.08,4515.57
2026-03-31,2791.67,4674.38,2646.7,8716.31,6395.22,7469.2,8560.07,15785.77,1662.14,2399.41,8011.99,2643.02,2234.06,2032.13,2072.95,8382.2,4036.09,1746.5,4459.47,5801.73,2228.33,10772.31,2136.48,1859.03,4814.59,780.87,5829.13,3214.93,2984.17,2053.93,3984.79
2026-04-30,2853.0,4989.33,2690.21,9410.78,8108.69,7797.16,9096.84,15609.46,1739.15,2484.91,8094.68,2647.14,2217.73,2173.89,2114.93,8506.39,4013.77,1826.57,4960.77,6403.33,2237.41,11739.19,2368.82,2031.61,5132.48,798.3,7124.95,3390.76,3120.47,2195.25,4050.16
2026-05-29,2480.48,4544.02,2379.05,8745.93,9558.91,7451.52,8851.36,14762.62,1592.86,2312.37,7501.27,2865.67,2147.5,2069.2,1971.72,7890.3,3911.15,1709.44,4593.9,6798.91,2118.74,11480.88,2472.95,1854.97,4768.07,738.98,8578.25,3295.34,2650.06,2100.75,3691.4
2026-06-30,2228.02,4765.95,2154.68,8390.5,12209.62,6555.18,8361.53,13052.29,1492.13,2096.89,7255.24,2460.86,1947.17,1835.9,1709.78,7230.82,3669.57,1740.7,4302.47,7843.93,2030.22,10822.39,2636.71,1850.14,4563.54,665.97,9550.35,2791.06,2321.59,1983.04,3287.71
2026-07-31,2416.22,4113.11,2225.07,7852.16,7970.84,6469.68,8768.49,14532.99,1479.6,1984.97,7582.94,2506.62,2096.95,1829.38,1808.81,7091.69,4094.13,1790.85,3859.78,5655.7,1912.09,9125.2,2055.13,1578.51,4423.96,686.54,6503.86,3189.88,2614.78,1830.18,3575.32
2026-08-20,2512.7,4317.68,2177.91,8371.26,8688.23,6393.02,8661.86,13978.89,1525.9,2047.27,8307.51,2431.85,2070.6,1887.4,1784.08,7240.63,4048.36,1711.07,4315.63,5923.32,1944.04,9335.34,2205.59,1586.94,4377.64,669.87,7216.06,3319.1,2717.72,1910.76,3446.76
