date,breadth
2019-05,0.46976033858153654
2019-06,0.47610601785467266
2019-07,0.46599580515910904
2019-08,0.43350671322431694
2019-09,0.49343605555200226
2019-10,0.46695932993228656
2019-11,0.4361953906875651
2019-12,0.5515860797419598
2020-01,0.4767450670719811
2020-02,0.5353990412942997
2020-03,0.4651787767044074
2020-04,0.4864439072256327
2020-05,0.46198811317232724
2020-06,0.49206471101880045
2020-07,0.5664004595597778
2020-08,0.4936043505920446
2020-09,0.4152579972672814
2020-10,0.43661699420402184
2020-11,0.47600071016795314
2020-12,0.4377542188639616
2021-01,0.42431866600133006
2021-02,0.5019093191630283
2021-03,0.48905103642569203
2021-04,0.4638354344986674
2021-05,0.5174300180079955
2021-06,0.4639074107383582
2021-07,0.4500005577702106
2021-08,0.49723697051540616
2021-09,0.4714653429296904
2021-10,0.4346356967073972
2021-11,0.5362518642565114
2021-12,0.49110551447309464
2022-01,0.4215677658416151
2022-02,0.529077051387897
2022-03,0.4489891444946551
2022-04,0.4030976727093493
2022-05,0.5817315057110444
2022-06,0.5198749470355354
2022-07,0.4712678326042865
2022-08,0.46173490315544735
2022-09,0.3986517098924042
2022-10,0.5074020779332903
2022-11,0.5087951606254241
2022-12,0.4205351438983059
2023-01,0.5673350841689685
2023-02,0.48889640065036755
2023-03,0.4394233249142242
2023-04,0.43814345348954964
2023-05,0.45646236979285415
2023-06,0.47620822920629874
2023-07,0.4747587794162835
2023-08,0.3994669120059222
2023-09,0.4373271396088551
2023-10,0.43562624774520436
2023-11,0.4877916175483749
2023-12,0.44340745416690874
2024-01,0.3413554392901108
2024-02,0.5982712560715922
2024-03,0.5100028229887421
2024-04,0.48592404208985185
2024-05,0.4533615768772328
2024-06,0.4098943746324808
2024-07,0.4727578850510928
2024-08,0.43006914282143055
2024-09,0.5506573188787726
2024-10,0.5374037713700925
2024-11,0.5258857809612734
2024-12,0.46223093968653095
2025-01,0.45665369509310616
2025-02,0.5353321023983701
2025-03,0.46498156454498046
2025-04,0.5389965638340535
2025-05,0.49516412803741483
2025-06,0.5248050629203407
2025-07,0.48940822873848805
2025-08,0.534112874767055
2025-09,0.45767659139961714
2025-10,0.4959647423749756
2025-11,0.4735572789408352
2025-12,0.46323324407447336
2026-01,0.5232683391136386
2026-02,0.5137760480723841
2026-03,0.4220807369960467
2026-04,0.5090096835573338
2026-05,0.43360092123328864
2026-06,0.41266313676911687
2026-07,0.4864400190113738
2026-08,0.5880978865430475
