m,px1000,pe1000,px300,pe300,spread,s1_pct,m,ret1000,ret300,fwd_ret1000,fwd_ret300,diff_bm,s1,c_pct,s2,scomb,retdiv,fwd_retdiv,diff_div,a13,fwd3_ret1000,fwd3_ret300,diff_bm_3m,switch_ret
2022-05,6353.35,22.48,4091.52,11.32,0.6860549522504534,0.33201058201058203,2022-05,0.10791892565860262,0.018743899766946237,0.10107738437202407,0.09617208274675426,-0.004905301625269809,False,0.20899470899470898,False,False,0.010220691221561884,0.0070880164400961565,-0.09398936793192791,0.02208431829154245,0.06254810454327231,-0.003099092757703703,-0.06564719730097601,0.10107738437202407
2022-06,6995.53,23.94,4485.01,12.31,0.6651387599334649,0.23412698412698413,2022-06,0.10107738437202407,0.09617208274675426,0.01742541308521317,-0.07021389027003277,-0.08763930335524595,False,0.16534391534391535,False,False,0.0070880164400961565,-0.036179591772790176,-0.05360500485800335,0.018548223355855376,-0.1244609057498145,-0.15164291718413125,-0.027182011434316755,0.01742541308521317
2022-07,7117.43,24.28,4170.1,11.44,0.7525369802396458,0.6335978835978836,2022-07,0.01742541308521317,-0.07021389027003277,-0.05152000089920106,-0.02188436728136023,0.02963563361784083,False,0.22883597883597884,False,False,-0.036179591772790176,0.017859610055021236,0.06937961095422229,0.024166968817014967,-0.11588593073623488,-0.15860530922519855,-0.04271937848896368,-0.05152000089920106
2022-08,6750.74,22.55,4078.84,11.02,0.716023262223919,0.48544973544973546,2022-08,-0.05152000089920106,-0.02188436728136023,-0.09271279889315842,-0.06716370340587041,0.02554909548728801,False,0.4497354497354497,False,False,0.017859610055021236,-0.027872373553283536,0.06484042533987489,-0.005041103493350185,-0.023764802080956993,-0.05535887654333094,-0.031594074462373944,-0.09271279889315842
2022-09,6124.86,20.59,3804.89,10.47,0.6762914961572525,0.2447089947089947,2022-09,-0.09271279889315842,-0.06716370340587041,0.027390013812560676,-0.07784456318053878,-0.10523457699309946,False,0.5462962962962963,False,False,-0.027872373553283536,-0.06324242965591298,-0.09063244346847366,-0.018965921545838316,0.02559405439471263,0.017540585930210906,-0.008053468464501723,0.027390013812560676
2022-10,6292.62,20.95,3508.7,9.61,0.7793344233859456,0.6666666666666666,2022-10,0.027390013812560676,-0.07784456318053878,0.04730779865938195,0.09813891184769297,0.05083111318831102,False,0.5767195767195767,False,False,-0.06324242965591298,0.12232573432704963,0.07501793566766768,0.01522469469815979,0.08147003950659659,0.18472938695243246,0.10325934744583587,0.04730779865938195
2022-11,6590.31,21.98,3853.04,10.57,0.732113149093329,0.5198412698412699,2022-11,0.04730779865938195,0.09813891184769297,-0.04683998173075321,0.004824761746568873,0.051664743477322084,False,0.6164021164021164,True,False,0.12232573432704963,-0.03792736399058616,0.00891261774016705,0.018669991937684705,0.05542379645267048,0.056168635674687994,0.0007448392220175126,-0.04683998173075321
2022-12,6281.62,20.94,3871.63,10.59,0.6817510458290758,0.26851851851851855,2022-12,-0.04683998173075321,0.004824761746568873,0.08336384563217769,0.07367181264738609,-0.009692032984791599,False,0.49603174603174605,False,False,-0.03792736399058616,0.0352933294896729,-0.04807051614250479,-0.018856083181779337,0.09459184095822426,0.046311243584743256,-0.048280597373481005,0.08336384563217769
2023-01,6805.28,22.67,4156.86,11.26,0.6997858418078935,0.3637566137566138,2023-01,0.08336384563217769,0.07367181264738609,0.022084322761150244,-0.021025485582867764,-0.04310980834401801,False,0.2671957671957672,False,False,0.0352933294896729,0.02867417951216833,0.006589856751018086,0.03642259647614754,-0.012046528577810078,-0.030737142939622597,-0.01869061436181252,0.022084322761150244
2023-02,6955.57,23.27,4069.46,11.17,0.733933364233091,0.5171957671957672,2023-02,0.022084322761150244,-0.021025485582867764,-0.011467068838355354,-0.004553429693374578,0.006913639144980777,False,0.7433862433862434,True,False,0.02867417951216833,-0.01335318360484472,-0.0018861147664893663,0.040487843492519104,-0.05663374820467626,-0.06657394347161538,-0.009940195266939122,-0.011467068838355354
2023-03,6875.81,22.87,4050.93,11.27,0.707681679983005,0.4021164021164021,2023-03,-0.011467068838355354,-0.004553429693374578,-0.02218065944230574,-0.0053913545778375704,0.01678930486446817,False,0.7208994708994709,True,False,-0.01335318360484472,0.046187225771799456,0.0683678852141052,-0.004927479315673833,-0.03981639981325846,-0.05146472538404767,-0.011648325570789209,-0.02218065944230574
2023-04,6723.3,23.35,4029.09,11.47,0.710862052973627,0.4470899470899471,2023-04,-0.02218065944230574,-0.0053913545778375704,-0.024043252569422857,-0.05722135767629921,-0.033178105106876354,False,0.23544973544973544,False,False,0.046187225771799456,-0.03707144110287253,-0.01302818853344967,-0.030099624612695774,-0.030855383517022883,-0.00358889972673726,0.027266483790285623,-0.024043252569422857
2023-05,6561.65,23.95,3798.54,10.93,0.7844570216684771,0.7314814814814815,2023-05,-0.024043252569422857,-0.05722135767629921,0.00615546394580635,0.01155970451805155,0.0054042405722452,True,0.582010582010582,False,False,-0.03707144110287253,-0.027168065728077617,-0.03332352967388397,0.06520410996127901,-0.06970045644007217,-0.008758628315089445,0.06094182812498272,0.01155970451805155
2023-06,6602.04,24.89,3842.45,10.97,0.8193018420923617,0.8293650793650794,2023-06,0.00615546394580635,0.01155970451805155,-0.013055055710053165,0.044809951983760365,0.05786500769381353,True,0.8121693121693122,True,True,-0.027168065728077617,0.04063242353451413,0.05368747924456729,0.021514776703745797,-0.07923308553113895,-0.039800127522804374,0.03943295800833457,0.044809951983760365
2023-07,6515.85,24.51,4014.63,11.36,0.768982784247016,0.6931216931216931,2023-07,-0.013055055710053165,0.044809951983760365,-0.06316136804868133,-0.06211282235224669,0.001048545696434644,False,0.9444444444444444,True,False,0.04063242353451413,-0.041252893726817064,0.02190847432186427,0.017456007877506563,-0.08387393816616406,-0.11012720973041101,-0.02625327156424695,-0.06316136804868133
2023-08,6104.3,23.62,3765.27,10.99,0.7651080423536863,0.6904761904761905,2023-08,-0.06316136804868133,-0.06211282235224669,-0.0041544485035139855,-0.0201180791815726,-0.015963630678058616,False,1.0,True,False,-0.041252893726817064,0.019804777806319063,0.023959226309833048,-0.011875721713434317,-0.0038906999983617796,-0.07146101076416833,-0.06757031076580655,-0.0041544485035139855
