k,w1_sig,w2_sig,ra_513100,rm_mmf,v1_gross,v1_cash_gross,v1_net,v1_cost,v2_net,v3_net,bh_513100,a13_ret,gold_ret
201703,0.941944,0.271135,0.02051282051282044,0.0031573736183800882,0.019321920119776497,0.019505225847078374,0.018675434096031077,0.000829791751047296,0.009804198491396398,0.02051282051282044,0.02051282051282044,0.04120419756441085,-0.005986365818871797
201704,0.850519,0.416233,0.012562814070351758,0.003193569154775533,0.010684913030101892,0.011162290694395775,0.010979441637109781,0.00018284905728599378,-0.0011112735188196785,0.012562814070351758,0.012562814070351758,-0.06428156437428834,0.018471725438444553
201705,0.784428,0.5253,0.04218362282878396,0.00336110426872982,0.03309001689905609,0.033814576708264786,0.03368239464920429,0.0001321820590604972,-0.003398070113122154,0.04218362282878396,0.04218362282878396,-0.032781508101754286,0.0020610693715097383
201706,0.685084,0.494986,-0.04523809523809519,0.003331412470193529,-0.030991892538227327,-0.02994277724994087,-0.030141465464635173,0.00019868821469430387,-0.002270639110818906,-0.04523809523809519,-0.04523809523809519,0.017350507109103352,-0.02328216192003474
201707,0.646645,0.0,0.0349127182044886,0.003411438658136312,0.02257613244105955,0.02378158156525192,0.02370470355730949,7.687800794243094e-05,0.002421466246315629,0.0349127182044886,0.0349127182044886,-0.007846110543414553,0.002111233427892323
201708,0.686079,0.0,-0.012048192771084376,0.003330645902491769,-0.008266012307493117,-0.007220452686818916,-0.007299320857167779,7.886817034886384e-05,0.003330645902491769,-0.012048192771084376,-0.012048192771084376,0.03098724488578619,0.003805979087673439
201709,0.710233,0.0,0.004878048780487809,0.0032139219712199463,0.0034645527416731765,0.0043958402666258115,0.004347531685583664,4.830858104214797e-05,0.0032139219712199463,0.004878048780487809,0.004878048780487809,0.010693868382881444,-0.005080033908447246
201710,0.867268,0.0,0.05339805825242716,0.00325859699892761,0.04631041557968518,0.046742936384724355,0.04642886744346215,0.0003140689412622084,0.00325859699892761,0.05339805825242716,0.05339805825242716,0.027358239187345923,0.0019582590110793774
201711,0.860044,1.0,0.016129032258064502,0.0031612802791989303,0.013871677979100685,0.014314118012146411,0.014299670516206689,1.4447495939723166e-05,0.008101010101010166,0.016129032258064502,0.016129032258064502,-0.052783541233835884,0.003162106177093893
201712,1.0,1.0,0.006802721088435382,0.0034195451306997526,0.006802721088435382,0.006802721088435382,0.006522809157843868,0.00027991193059151366,0.019999999999999796,0.006802721088435382,0.006802721088435382,-0.014498159190883375,0.003419269184637974
201801,0.974663,1.0,0.03378378378378377,0.0034286251701030057,0.03292778763507854,0.033014660377331015,0.03296398540532766,5.0674972003349916e-05,0.01593137254901955,0.03378378378378377,0.03378378378378377,-0.01600539654422828,0.0034280278324267943
201802,0.944277,1.0,-0.006535947712418277,0.003063215011103626,-0.0061717446402265634,-0.006001052895598922,-0.006061824063686237,6.077116808731509e-05,-0.030156815440289364,-0.006535947712418277,-0.006535947712418277,-0.002192130232042677,0.0030634534600930685
201803,0.456069,0.548404,-0.04166666666666674,0.003471427787802739,-0.0190028670955566,-0.017114649248956358,-0.018091065488278976,0.0009764162393226198,-0.025255099539790805,-0.04166666666666674,-0.04166666666666674,0.03815429696618833,0.0034720079279570992
201804,0.394582,0.0,0.006864988558352492,0.0032624433548618104,0.002708798112545358,0.004683941375525202,0.0045609669383933574,0.00012297443713184443,0.002165635420389504,0.006864988558352492,0.006864988558352492,-0.0004329237405595876,0.0032623059134455623
201805,0.377547,0.0,0.06136363636363651,0.00316175704029531,0.023167653203819524,0.025135698545052227,0.025101629243795918,3.406930125631036e-05,0.00316175704029531,0.06136363636363651,0.06136363636363651,-0.004051834505028995,0.0031614945724758314
201806,0.534873,0.593491,0.03640256959314758,0.0030315732297840903,0.019470757280585865,0.02088082336966088,0.020566170940090778,0.0003146524295701032,0.016265010402734002,0.03640256959314758,0.03640256959314758,-0.03146680063799023,0.0030319299853773796
201807,0.686437,0.706569,0.06198347107438029,0.002943634585870658,0.04254777759925091,0.043470791082073086,0.043167662436639255,0.00030312864543382954,0.04591951593220354,0.06198347107438029,0.06198347107438029,0.0002889034182185224,0.0029435622848030807
201808,0.715439,0.688067,0.06420233463035019,0.002742833641030895,0.045932878484842246,0.04671338092619037,0.046655377123319595,5.8003802870774556e-05,0.0328762533488371,0.06420233463035019,0.06420233463035019,-0.015514009151885055,0.0027422700094590358
201809,0.643004,0.877436,0.003656307129798808,0.002409190755216173,0.00235101942812587,0.003211091340066388,0.0030662202071780045,0.00014487113288838338,0.005632736957443238,0.003656307129798808,0.003656307129798808,-0.0070578065880603225,0.0024093674544998223
201810,0.668119,0.988343,-0.10018214936247727,0.0022571114028053785,-0.06693363371487297,-0.0661845421424509,-0.06623477323924656,5.023109679567006e-05,-0.07162914872161778,-0.10018214936247727,-0.10018214936247727,-0.005830765036985097,0.0022568062479171314
201811,0.438038,0.600815,0.002024291497975783,0.002052333090556413,0.0008867160849050698,0.0020400498145497392,0.0015798865824553615,0.0004601632320943777,0.011920780154280093,0.002024291497975783,0.002024291497975783,0.01194949793912059,0.0016375395386980518
201812,0.4051,0.538131,-0.09292929292929286,0.002149392268758321,-0.03764562826178808,-0.036366954146454245,-0.0364328302474889,6.587610103465013e-05,-0.053743448514581516,-0.09292929292929286,-0.09292929292929286,0.0032707003318395156,0.034406930234117894
201901,0.0,0.0,0.062360801781737196,0.002207935348069512,0.0,0.002207935348069512,0.0013977359572179852,0.0008101993908515267,0.0011316727081474545,0.00020793534806951182,0.062360801781737196,-0.002116426584017783,0.0009078838740037565
201902,0.0,0.0,0.03144654088050314,0.001918311918599258,0.0,0.001918311918599258,0.001918311918599258,0.0,0.001918311918599258,0.001918311918599258,0.03144654088050314,0.037044019943663686,-0.0027103827678465198
201903,0.0,0.406759,0.04065040650406515,0.002029800924565839,0.0,0.002029800924565839,0.002029800924565839,0.0,0.007452432425776182,0.002029800924565839,0.04065040650406515,0.056961383867142557,-0.01588421373516824
201904,0.40267,0.480338,0.08203125,0.0018890025340199124,0.03303153619203195,0.03415989378196874,0.03335455347100111,0.0008053403109676363,0.026518075517623172,0.08003125,0.08203125,0.0094310456066522,0.0005890542547744015
201905,0.527782,0.990729,-0.07220216606498198,0.0019318535468837439,-0.03810697853619396,-0.03719472184710965,-0.037444944841594587,0.0002502229944849359,-0.042729054638015386,-0.07220216606498198,-0.07220216606498198,-0.00913246739395901,0.035070386914453966
201906,0.714999,0.860855,0.05642023346303504,0.0018792848912327909,0.040340409272115865,0.040876007386495744,0.04050157273568159,0.00037443465081415516,0.04464585285306579,0.05642023346303504,0.05642023346303504,0.016394814450715334,0.08026391809190558
201907,0.656319,0.857908,0.04972375690607711,0.0019176771861422193,0.03263462271908314,0.033293692845727495,0.033176331936606115,0.00011736090912137676,0.03704719760054592,0.04972375690607711,0.04972375690607711,0.007929607577388698,0.0006180343481856365
201908,0.646554,0.845275,-0.0052631578947368585,0.0019420826384171086,-0.003402913836850488,-0.0027164917761229447,-0.002736021565265114,1.9529789142169297e-05,-0.0014622369731063804,-0.0052631578947368585,-0.0052631578947368585,-0.01775362938705971,0.07341372141372138
201909,0.546656,0.670997,0.0,0.0018478683902005688,0.0,0.0008377208503600128,0.0006379247233848523,0.00019979612697516047,0.006478729717204248,0.0,0.0,0.024754058798233114,0.0009669981082613965
201910,0.567551,0.703155,0.03703703703703698,0.0019066568149732621,0.02102039300294845,0.021844925577464536,0.02180313548633334,4.179009113119725e-05,0.014134256397703455,0.03703703703703698,0.03703703703703698,0.017038536664725656,-0.005036478939736022
201911,0.571414,0.706926,0.05272108843537415,0.0018766400788008397,0.030125545861517247,0.030929848315331895,0.03092212237835743,7.72593697446844e-06,0.029555421288237696,0.05272108843537415,0.05272108843537415,-0.0162550414893865,-0.014891734726566463
201912,0.947547,1.0,0.02584814216478204,0.0019901038607239574,0.024492339090802253,0.024596725275105466,0.023844457697088338,0.000752267578017128,0.011913851493806632,0.02584814216478204,0.02584814216478204,0.028686858233590184,0.001287854043208414
202001,1.0,1.0,0.07086614173228356,0.002038397801868319,0.07086614173228356,0.07086614173228356,0.07076123646943437,0.00010490526284918556,0.01614434947768295,0.07086614173228356,0.07086614173228356,0.0044702066202544355,0.011564307371116689
202002,0.846607,1.0,-0.004411764705882337,0.0018558706676738979,-0.003735029362284214,-0.0034503511535194987,-0.0037571378426173156,0.00030678668909781703,-0.05794392523364489,-0.004411764705882337,-0.004411764705882337,-0.009905254312000289,0.000648504293949026
202003,0.329998,0.540641,-0.08567208271787308,0.0018176365380053738,-0.028271597466306447,-0.027053776958357947,-0.028086994700822564,0.0010332177424646162,-0.0687366124221822,-0.08567208271787308,-0.08567208271787308,0.02729290241051152,0.00181746837845842
202004,0.236596,0.0,0.17932148626817446,0.0014897314722903676,0.04242665950298575,0.04356392718947399,0.043377122652249904,0.00018680453722408612,0.00040844920844832085,0.17932148626817446,0.17932148626817446,0.015544955800949056,0.01798122198498331
202005,0.231867,0.0,0.020547945205479534,0.001345885675821279,0.004764391042893402,0.005798210203327466,0.005788753233622274,9.456969705191498e-06,0.001345885675821279,0.020547945205479534,0.020547945205479534,0.022588473686651067,0.013770850218737474
202006,0.269074,0.256123,0.010738255033557076,0.0011483368030722474,0.0028893894598716495,0.003728738234180292,0.003654323508787488,7.441472539280397e-05,-0.0011795478841959616,0.010738255033557076,0.010738255033557076,0.04612070003054902,0.0006110924236184534
202007,0.409351,0.385914,0.03718459495351922,0.001174597065911609,0.015221562790451199,0.015915337004463993,0.01563478316413582,0.00028055384032817554,0.02352433555604524,0.03718459495351922,0.03718459495351922,0.0935700098990897,0.05446287176334219
202008,0.497566,0.463367,0.2432778489116516,0.0012295609245653871,0.12104674442520286,0.12166451784976806,0.12148808882019645,0.0001764290295716099,0.04144145862003919,0.2432778489116516,0.2432778489116516,0.08234044152216335,-0.016974002025816115
202009,0.428105,0.49509,-0.07312049433573631,0.0013270503833822112,-0.03130325903812986,-0.03054432573717498,-0.030683247125637154,0.00013892138846217128,-0.04214724943582934,-0.07312049433573631,-0.07312049433573631,-0.05193032673271125,-0.017992335423632433
202010,0.253761,0.509335,-0.06000000000000005,0.0014778857984145688,-0.015225641343782074,-0.014122784863929658,-0.014471473754142298,0.00034868889021263873,-0.016634216644193765,-0.06000000000000005,-0.06000000000000005,0.0010924799384761652,-0.008406995718142518
202011,0.249986,0.0,0.016548463356973908,0.0015913525855426602,0.004136891022041072,0.005330427080331434,0.005322878531440618,7.548548890816464e-06,0.000572682426726119,0.016548463356973908,0.016548463356973908,0.032131016016291536,0.000978131768322399
202012,0.246144,0.466883,0.013953488372093092,0.0018578980944334855,0.0034345638070530588,0.0048351519169026035,0.0048274665666782875,7.685350224316213e-06,0.011362395363225796,0.013953488372093092,0.013953488372093092,-0.04795746554037539,0.0018574475106747368
202101,0.453864,0.667934,-0.012614678899082632,0.001903661300825199,-0.005725344477821122,-0.004685685883962482,-0.005101125747617,0.0004154398636545174,-0.005033891434748691,-0.012614678899082632,-0.012614678899082632,-0.060629989371876136,0.0019040571636514958
202102,0.591493,0.826121,-0.016260162601625994,0.0017171199881067523,-0.009617780263248353,-0.008916325563113009,-0.009191585192827104,0.00027525962971409557,0.021127385313277295,-0.016260162601625994,-0.016260162601625994,0.015041164593766254,0.0017168083162926173
202103,0.549921,0.758961,0.02007083825265643,0.0018389042554061152,0.01103737489322416,0.01186502713194003,0.011781882104802936,8.314502713709416e-05,0.04015112356148987,0.02007083825265643,0.02007083825265643,0.01140772870429152,0.001839221447923478
202104,0.442223,0.633239,0.06481481481481488,0.0017852386004675314,0.028662620581892097,0.029658385096850818,0.02944298972956389,0.0002153953672869282,0.03198759583028889,0.06481481481481488,0.06481481481481488,0.002150674767267935,0.0017847184241737146
202105,0.454684,0.666709,-0.02826086956521745,0.001758354300530618,-0.012849777081105513,-0.01189091908550212,-0.01191584134713252,2.4922261630400124e-05,-0.008827288005466536,-0.02826086956521745,-0.02826086956521745,0.01900017557004241,0.001758707246088731
202106,0.490259,0.705095,0.07829977628635332,0.0017025194108550856,0.03838713286002575,0.0392549776150778,0.039183829403896205,7.114821118158999e-05,0.02270319157870935,0.07829977628635332,0.07829977628635332,0.01369829939025391,0.0017026627903158342
202107,0.60806,0.305986,0.018672199170124415,0.0017381802306812855,0.011353813261864852,0.012035076009243126,0.011799473506184226,0.00023560250305890062,0.007905475629333516,0.018672199170124415,0.018672199170124415,0.0017860761825989613,0.001737913072224817
202108,0.692308,0.307328,0.05702647657841142,0.0017200800010452877,0.039479860970626855,0.040009116579668026,0.039840621009453174,0.00016849557021485274,0.011524916343937132,0.05702647657841142,0.05702647657841142,0.05375225680954765,0.0017202011065402534
202109,0.830891,0.313771,-0.05394990366088637,0.0016721699855104522,-0.044826486213135126,-0.04454370712019538,-0.044820873877912476,0.0002771667577170949,-0.009982371449924931,-0.05394990366088637,-0.05394990366088637,-0.018139644879161643,0.0016718984350043709
202110,0.760569,0.98025,0.04175152749490829,0.0017263504396727303,0.03175490304130473,0.0321682454518986,0.03202760087680176,0.00014064457509683858,0.03176805072078699,0.04175152749490829,0.04175152749490829,-0.02008392846720719,0.0017263648468708315
202111,0.753818,1.0,0.040078201368524136,0.0016742733881336402,0.03021168156444016,0.030623857035828577,0.030610356326260815,1.3500709567763503e-05,0.0050366427471398014,0.040078201368524136,0.040078201368524136,0.0800302346118027,0.0016742069117694491
202112,0.737849,0.997411,0.003759398496240518,0.0017323003710318918,0.0027738669308337003,0.0032279918920808644,0.0031960525021906628,3.193938989020162e-05,0.03238278646117214,0.003759398496240518,0.003759398496240518,0.026144603644388198,0.0017324525317294892
202201,0.632924,0.879242,-0.1432584269662921,0.0017632426024729586,-0.09067163204529417,-0.09002438720884187,-0.0902342373176876,0.00020985010884572852,-0.08850054807709024,-0.1432584269662921,-0.1432584269662921,-0.041468843665940835,0.0017632373620857233
202202,0.0,0.0,-0.02732240437158473,0.001522135956090187,-0.0,0.001522135956090187,0.00025628885773235424,0.0012658470983578328,-0.0002363471075963932,-0.000477864043909813,-0.02732240437158473,0.03869291928744745,0.0015220992009308265
202203,0.0,0.0,0.101123595505618,0.0016508172063072202,0.0,0.0016508172063072202,0.0016508172063072202,0.0,0.0016508172063072202,0.0016508172063072202,0.101123595505618,-0.028707452977208225,0.009378835363345717
202204,0.0,0.432278,-0.08061224489795915,0.0015587731234920632,-0.0,0.0015587731234920632,0.0015587731234920632,0.0,-0.015908908338446066,0.0015587731234920632,-0.08061224489795915,-0.028062125232301893,0.01788876003749107
202205,0.0,0.0,-0.037735849056603765,0.0014740503348817935,-0.0,0.0014740503348817935,0.0014740503348817935,0.0,0.0006094951876977784,0.0014740503348817935,-0.037735849056603765,0.018978239808982833,0.0006702038177841541
202206,0.0,0.0,-0.07727797001153391,0.0013374637879777218,-0.0,0.0013374637879777218,0.0013374637879777218,0.0,0.0013374637879777218,0.0013374637879777218,-0.07727797001153391,0.016263418752663572,-0.010661496988992325
202207,0.0,0.0,0.10499999999999998,0.0013052936151451977,0.0,0.0013052936151451977,0.0013052936151451977,0.0,0.0013052936151451977,0.0013052936151451977,0.10499999999999998,0.026315402857129744,-0.017339063259606324
202208,0.0,0.0,-0.013574660633484226,0.0011809442845107654,-0.0,0.0011809442845107654,0.0011809442845107654,0.0,0.0011809442845107654,0.0011809442845107654,-0.013574660633484226,-0.0053971240166349466,-4.623608541509672e-05
202209,0.0,0.0,-0.0745412844036697,0.0011280745924449054,-0.0,0.0011280745924449054,0.0011280745924449054,0.0,0.0011280745924449054,0.0011280745924449054,-0.0745412844036697,-0.01892469302421218,0.001128212648267679
202210,0.0,0.0,0.045848822800495626,0.0012032299479201036,0.0,0.0012032299479201036,0.0012032299479201036,0.0,0.0012032299479201036,0.0012032299479201036,0.045848822800495626,0.016982653113461144,0.0050435238158703655
202211,0.0,0.440779,-0.005924170616113722,0.0011376943145735563,-0.0,0.0011376943145735563,0.0011376943145735563,0.0,0.006458525301301216,0.0011376943145735563,-0.005924170616113722,0.012829813491777697,0.03598684655385109
202212,0.0,0.445055,-0.04886769964243143,0.0013009178749892047,-0.0,0.0013009178749892047,0.0013009178749892047,0.0,-0.025956563289847398,0.0013009178749892047,-0.04886769964243143,-0.02286449261151302,0.010649097504036531
202301,0.0,0.0,0.04260651629072676,0.0015249240386983054,0.0,0.0015249240386983054,0.0015249240386983054,0.0,0.0006348144745729267,0.0015249240386983054,0.04260651629072676,0.031362210954385406,0.00022446928376118613
202302,0.0,0.0,0.02644230769230771,0.0013659187272423434,0.0,0.0013659187272423434,0.0013659187272423434,0.0,0.0013659187272423434,0.0013659187272423434,0.02644230769230771,0.0408446642905973,-0.01457093047966096
202303,0.50003,0.602805,0.06206088992974235,0.001602771491295174,0.031032337374561462,0.03183367424723438,0.03083361326165417,0.0010000609855802078,0.00314342767079803,0.060060889929742345,0.06206088992974235,-0.010368912209343106,0.06625182014863995
202304,0.511064,0.599456,0.014332965821389099,0.0016640365414419822,0.007325055864220266,0.008138664045052018,0.008116598004655638,2.2066040396380826e-05,0.016253932516832468,0.014332965821389099,0.014332965821389099,-0.03330926245218102,0.003579666064885023
202305,0.58149,0.677936,0.11847826086956514,0.0014613522717454863,0.06889392282667282,0.0695055133793207,0.06936466042363602,0.00014085295568467805,0.030140851557095352,0.11847826086956514,0.11847826086956514,0.08442622635689445,0.00030259182681047214
202306,0.588216,0.674965,0.0670553935860061,0.0014229877462859086,0.03944304264093851,0.040029006497680035,0.04001555485970288,1.3451637977155429e-05,0.04963259260044573,0.0670553935860061,0.0670553935860061,0.020515766711628913,-0.003436260692256221
202307,0.648961,0.955511,0.04007285974499064,0.001468642487252536,0.026005737323581846,0.026521287593588377,0.026399796504986205,0.00012149108860217095,0.021769823544678928,0.04007285974499064,0.04007285974499064,0.021014189728540522,0.01274524245003028
202308,0.648577,1.0,-0.0026269702276706663,0.001340779070242215,-0.0017037921506065658,-0.0012326113847204074,-0.0012333803356324921,7.689509120847316e-07,0.0077184398604927176,-0.0026269702276706663,-0.0026269702276706663,-0.010635379999979433,0.01919171279794929
202309,0.585257,0.979366,-0.052677787532923626,0.001315415425619637,-0.0308300474421499,-0.030284488190779092,-0.030411127813553977,0.00012663962277488405,-0.04996244202571888,-0.052677787532923626,-0.052677787532923626,0.001853429048515265,-0.012906561899672209
202310,0.611059,0.95026,-0.025023169601482764,0.0015942384152058953,-0.015290622643415202,-0.01467055730055683,-0.0147221603387621,5.160303820526924e-05,-0.027129196076853726,-0.025023169601482764,-0.025023169601482764,-0.005515910843221783,0.00029441271394681223
202311,0.574429,0.850653,0.0960076045627376,0.0014586472934030592,0.05514957131955566,0.055770329017608575,0.055697070241447155,7.325877616141674e-05,0.06018386546844515,0.0960076045627376,0.0960076045627376,0.006481367804828997,-0.008009998894083048
202312,0.633976,0.878403,0.04856895056374677,0.0016998562480978752,0.030791557892629353,0.031413745764842606,0.03129465179536145,0.00011909396948115281,0.03979135258875367,0.04856895056374677,0.04856895056374677,-0.0067455613198109665,0.01285672152421391
202401,0.637842,0.880673,0.044665012406947646,0.0017884455651371312,0.028489211468004056,0.029136911712397018,0.029129180498297238,7.73121409978117e-06,0.037684313016232596,0.044665012406947646,0.044665012406947646,-0.04100504582285658,0.0004886156627235128
202402,0.668244,1.0,0.027711797307997,0.001547184408655644,0.018518244843961407,0.019031532411506107,0.01897072780666034,6.080460484576733e-05,0.05918511533616933,0.027711797307997,0.027711797307997,0.0009858655202896749,-0.0025897370971543765
202403,0.667735,0.944285,0.028505392912172578,0.0015440223701785882,0.019034056104175332,0.019547080287076482,0.019546062633037146,1.0176540393360688e-06,0.04652010068413876,0.028505392912172578,0.028505392912172578,0.011812829346965703,0.10307758569372605
202404,0.65036,0.944211,-0.028464419475655478,0.001405804260373289,-0.018512128643533507,-0.01802060367622346,-0.01805535358936003,3.474991313656872e-05,-0.050395212704517627,-0.028464419475655478,-0.028464419475655478,0.011390221114943477,0.0001058140593024337
202405,0.606825,0.753327,0.03855050115651504,0.0013385762123296896,0.023393400942189863,0.02391969588482679,0.023832624907859326,8.707097696746335e-05,0.017137857208079275,0.03855050115651504,0.03855050115651504,0.011597604832656705,0.007092494979654029
202406,0.678853,0.797031,0.08834446919079442,0.0012463902305466235,0.05997293939605873,0.06037321343568707,0.06022915636452601,0.0001440570711610565,0.07217836933613977,0.08834446919079442,0.08834446919079442,-0.03624485767745256,-0.004693979928718339
202407,0.673269,0.748033,-0.038881309686220944,0.0012181874703369733,-0.026177578298301866,-0.025779558619227788,-0.025790727444065773,1.1168824837985759e-05,-0.0055304383871234855,-0.038881309686220944,-0.038881309686220944,,0.00045493432215581997
202408,0.525253,0.587182,0.0007097232079489313,0.001192037004601243,0.0003727841544980444,0.000938700296890381,0.000642668157061943,0.000296032139828438,0.00985587494030818,0.0007097232079489313,0.0007097232079489313,,0.00935883956930672
202409,0.301489,0.406537,-0.014893617021276562,0.0011373347376453236,-0.004490268692943051,-0.0036958284018616338,-0.004143355210470437,0.00044752680860880303,-0.01844638303736835,-0.014893617021276562,-0.014893617021276562,,0.00034075788316201283
202410,0.281285,0.381085,0.048956083513318926,0.0011911159359303536,0.013770606688678763,0.014626679706605842,0.014586270552856108,4.040915374973364e-05,0.02378236200659798,0.048956083513318926,0.048956083513318926,,0.05223731657849351
202411,0.302941,0.424667,0.049416609471516715,0.0010743975290039565,0.014970306981577811,0.015719225668519392,0.015675913862642995,4.331180587639716e-05,0.03778250557830065,0.049416609471516715,0.049416609471516715,,-0.025709800011717965
202412,0.47818,0.598133,0.05951602354480068,0.001069923513157267,0.028459344835076915,0.02901765281355084,0.02866717532196431,0.00035047749158653176,-0.00735917446209986,0.05951602354480068,0.05951602354480068,,-6.319314986258373e-05
202501,0.573031,0.336217,-0.006172839506172867,0.0011667178693042235,-0.003537226887763002,-0.003039074240932082,-0.0032287766700874547,0.00018970242915537262,0.0037022092289034697,-0.006172839506172867,-0.006172839506172867,,0.031941059489917656
