year,return
2006,0.4949091852849279
2007,1.6733422979985662
2008,-0.47191368705482817
2009,1.6444741525034368
2010,0.30128569476960076
2011,-0.27009898916221664
2012,0.0053111536872623155
2013,0.533387182089593
2014,0.37233485436614955
2015,1.3751024187641039
2016,-0.005754020464434961
2017,-0.10397340463024596
2018,-0.1264538381490269
2019,0.5049961241788479
2020,0.18640712200857212
2021,0.4293338598607088
2022,0.12794298477955013
2023,0.1381444793719171
2024,0.23351531517214164
2025,0.3203266214948739
2026,0.013434842469378205
