ym,a4b_s1a_peg2,a4b_s1b_peg15,a4b_s1c_pegq60,a4b_s2a_gqblend,a4b_s2b_gqrank,a4b_s2c_growdom
2023-04,0.30414438502673796,0.3112170087976539,0.3112170087976539,0.2629446560246334,0.2271290819220485,0.2251843448667045
2023-05,-0.19718574108818013,-0.19736842105263158,-0.20932268300689352,-0.022959183673469385,-0.07142857142857142,-0.045
2023-06,0.014666558625719148,0.013240418118466902,0.004690431519699813,-0.1500452488687783,-0.28864345738295316,-0.0946606334841629
2023-07,0.25045806906272017,0.24614919963757176,0.24614919963757176,-0.02453102453102454,-0.10341147322279397,-0.13448773448773454
2023-08,-0.30114591291061876,-0.26437165775401067,-0.26437165775401067,0.19644268774703558,0.49541930937279777,0.3378129117259551
2023-09,0.0,-0.027822580645161292,-0.027822580645161292,0.26004228329809725,0.13880560732517624,0.2509815765629719
2023-10,0.338423645320197,0.338423645320197,0.338423645320197,0.1635846372688478,0.21052631578947367,0.0953058321479374
2023-11,-0.2638204707170224,-0.2638204707170224,-0.2638204707170224,-0.23541963015647227,-0.08906048906048908,-0.27430061640587955
2023-12,-0.450055617352614,-0.450055617352614,-0.450055617352614,-0.45178236397748606,-0.2647773279352227,-0.29699812382739216
2024-01,-0.5228744939271255,-0.5228744939271255,-0.5228744939271255,-0.23476272155517436,-0.15441057893888083,-0.17842576710501235
2024-02,0.43081550802139046,0.43081550802139046,0.43081550802139046,0.35405488744989205,0.23794466403162054,0.3497378970089423
2024-03,0.16422287390029325,0.16422287390029325,0.14879032258064517,0.02552099063726971,-0.13772274237390514,-0.04817275747508306
2024-04,,,,-0.08965517241379309,-0.125615763546798,-0.06798029556650244
2024-05,,,,-0.37130434782608696,-0.42173913043478256,-0.3852173913043478
2024-06,0.1575381140598532,0.174025974025974,,0.07661290322580644,0.10300586510263929,0.16202346041055718
2024-07,0.15415019762845852,0.14624505928853757,0.12180451127819547,-0.19747899159663868,-0.12913165266106444,-0.16050420168067225
2024-08,-0.04869565217391304,-0.0694522868435912,-0.15037593984962402,0.09858299595141701,0.22085020242914982,0.03643724696356275
2024-09,,,,0.12547008547008545,0.08512820512820513,0.15145299145299143
2024-10,,,,,,
2024-11,,,,,,
2024-12,,,,,,
2025-01,,,,,,
2025-02,,,,,,
2025-03,,,,,,
2025-04,,,,,,
2025-05,,,,,,
2025-06,,,,,,
2025-07,,,,,,
2025-08,,,,,,
2025-09,,,,,,
2025-10,,,,,,
2025-11,,,,,,
2025-12,,,,,,
2026-01,,,,,,
2026-02,,,,,,
2026-03,,,,,,
2026-04,,,,,,
2026-05,,,,,,
2026-06,,,,,,
2026-07,,,,,,
2026-08,,,,,,
