year,return
2006,0.2637326986431481
2007,1.1650196120194525
2008,-0.20552267193253348
2009,0.6328821645725595
2010,0.21332444934578954
2011,-0.17502047991455227
2012,-0.0070450108695588876
2013,0.25534615674764827
2014,0.21044228910432672
2015,0.6856404423208304
2016,-0.07784053976574146
2017,-0.043383750722979286
2018,-0.0005838596758096504
2019,0.17817412475381067
2020,0.11069911027971813
2021,0.2768358036698175
2022,0.002849386992400893
2023,0.011722571972037521
2024,0.07642815956607474
2025,0.06746160909460186
2026,-0.013618930133172613
