year,return
2006,0.31604400003504907
2007,0.9874970455349976
2008,-0.18662589866266066
2009,0.561211107847869
2010,0.24659313407150685
2011,-0.17441717529007694
2012,0.01761414153387042
2013,0.30237638023792957
2014,0.1380685856410815
2015,0.6633428097059826
2016,-0.10286558014056879
2017,-0.022528953499773574
2018,-0.018734160760003116
2019,0.07458505716445574
2020,0.14475458246280892
2021,0.2114388607473181
2022,-0.024233870278386527
2023,0.035408094052807204
2024,0.05535190210347918
2025,0.2294606086812585
2026,-0.03488605462230421
