year,return
2005,-0.010945164670461471
2006,0.26969956911381954
2007,0.9053902658222936
2008,-0.20389239831823525
2009,0.6200503743744852
2010,0.1648122167907069
2011,-0.1775561468929484
2012,-0.008561279186779513
2013,0.3019705413768019
2014,0.250653471310617
2015,0.7823013373621805
2016,-0.017308209548615228
2017,-0.0961643487289986
2018,-0.035326944938648075
2019,0.21265913984454388
2020,0.10413070201895325
2021,0.2492987040925041
2022,0.034707210098770425
2023,0.04649296926166091
2024,0.08668041480605626
2025,0.20384924357785272
2026,0.013736059046526528
