variant,month,gross_ret,ew_ret,turnover,holdings
V4,2007-11-30,-0.182462,-0.114885,0.2,房地产|有色金属|钢铁|交通运输|基础化工
V4,2007-12-28,0.213445,0.189529,0.6,交通运输|基础化工|食品饮料|家用电器|农林牧渔
V4,2008-01-31,-0.040352,-0.079631,0.2,基础化工|食品饮料|家用电器|农林牧渔|医药生物
V4,2008-02-29,0.066972,0.056986,0.2,食品饮料|家用电器|农林牧渔|医药生物|电子
V4,2008-03-31,-0.204093,-0.184355,0.4,家用电器|农林牧渔|医药生物|综合|钢铁
V4,2008-04-30,-0.029789,-0.025629,0.4,家用电器|农林牧渔|综合|房地产|电子
V4,2008-05-30,-0.076564,-0.068977,0.4,家用电器|农林牧渔|综合|纺织服饰|钢铁
V4,2008-06-30,-0.219749,-0.236483,0.6,农林牧渔|钢铁|医药生物|食品饮料|商贸零售
V4,2008-07-31,0.059025,0.059954,0.0,农林牧渔|钢铁|医药生物|食品饮料|商贸零售
V4,2008-08-29,-0.206023,-0.210099,0.2,农林牧渔|医药生物|食品饮料|商贸零售|基础化工
V4,2008-09-26,-0.059382,-0.055454,0.2,医药生物|食品饮料|商贸零售|基础化工|交通运输
V4,2008-10-31,-0.240282,-0.265348,0.2,医药生物|食品饮料|基础化工|交通运输|家用电器
V4,2008-11-28,0.122378,0.147426,0.0,医药生物|食品饮料|基础化工|交通运输|家用电器
V4,2008-12-31,0.00816,0.027211,0.6,医药生物|家用电器|公用事业|房地产|钢铁
V4,2009-01-23,0.088784,0.118297,0.2,医药生物|家用电器|公用事业|房地产|农林牧渔
V4,2009-02-27,0.104712,0.079836,0.6,医药生物|农林牧渔|有色金属|综合|电子
V4,2009-03-31,0.211969,0.192026,0.0,医药生物|农林牧渔|有色金属|综合|电子
V4,2009-04-30,0.045986,0.049539,0.4,有色金属|综合|电子|房地产|纺织服饰
V4,2009-05-27,0.074938,0.047297,0.0,有色金属|综合|电子|房地产|纺织服饰
V4,2009-06-30,0.098645,0.085488,0.0,有色金属|综合|电子|房地产|纺织服饰
V4,2009-07-31,0.145706,0.14965,0.4,有色金属|综合|房地产|食品饮料|社会服务
V4,2009-08-31,-0.184161,-0.162698,0.0,有色金属|综合|房地产|食品饮料|社会服务
V4,2009-09-30,0.022677,0.029664,0.4,有色金属|食品饮料|社会服务|钢铁|医药生物
V4,2009-10-30,0.107095,0.101486,0.4,有色金属|食品饮料|医药生物|家用电器|基础化工
V4,2009-11-30,0.13539,0.130447,0.4,食品饮料|医药生物|家用电器|商贸零售|轻工制造
V4,2009-12-31,0.038485,0.021764,0.2,食品饮料|医药生物|家用电器|商贸零售|电子
V4,2010-01-29,-0.02221,-0.05056,0.4,家用电器|商贸零售|电子|社会服务|农林牧渔
V4,2010-02-26,0.046711,0.05213,0.2,商贸零售|电子|社会服务|农林牧渔|食品饮料
V4,2010-03-31,0.026966,0.018883,0.2,商贸零售|电子|社会服务|农林牧渔|综合
V4,2010-04-30,-0.065903,-0.073505,0.2,电子|社会服务|农林牧渔|综合|纺织服饰
V4,2010-05-31,-0.081155,-0.081718,0.0,电子|社会服务|农林牧渔|综合|纺织服饰
V4,2010-06-30,-0.112922,-0.085198,0.4,电子|农林牧渔|纺织服饰|医药生物|有色金属
V4,2010-07-30,0.131021,0.142658,0.0,电子|农林牧渔|纺织服饰|医药生物|有色金属
V4,2010-08-31,0.069974,0.069516,0.6,电子|纺织服饰|食品饮料|房地产|家用电器
V4,2010-09-30,0.007668,0.022934,0.2,电子|纺织服饰|食品饮料|家用电器|社会服务
V4,2010-10-29,0.101273,0.091167,0.4,电子|食品饮料|社会服务|有色金属|农林牧渔
V4,2010-11-30,-0.003351,-0.020704,0.2,电子|食品饮料|有色金属|农林牧渔|综合
V4,2010-12-31,-0.008169,-0.017302,0.0,电子|食品饮料|有色金属|农林牧渔|综合
V4,2011-01-31,-0.074991,-0.047718,0.0,电子|食品饮料|有色金属|农林牧渔|综合
V4,2011-02-28,0.074307,0.09223,0.6,电子|食品饮料|钢铁|医药生物|社会服务
V4,2011-03-31,0.00777,-0.011637,0.8,钢铁|家用电器|有色金属|综合|交通运输
V4,2011-04-29,-0.023732,-0.018597,0.2,钢铁|家用电器|有色金属|综合|房地产
V4,2011-05-31,-0.07371,-0.070248,0.2,钢铁|家用电器|有色金属|综合|纺织服饰
V4,2011-06-30,0.039368,0.027078,0.2,钢铁|家用电器|综合|纺织服饰|食品饮料
V4,2011-07-29,0.007347,0.015299,0.2,钢铁|家用电器|综合|食品饮料|基础化工
V4,2011-08-31,-0.026938,-0.033505,0.4,家用电器|食品饮料|基础化工|医药生物|农林牧渔
V4,2011-09-30,-0.129257,-0.122997,0.2,食品饮料|基础化工|医药生物|农林牧渔|社会服务
V4,2011-10-31,0.044653,0.036546,0.0,食品饮料|基础化工|医药生物|农林牧渔|社会服务
V4,2011-11-30,-0.00584,-0.042973,0.4,食品饮料|农林牧渔|社会服务|公用事业|综合
V4,2011-12-30,-0.140775,-0.131458,0.0,食品饮料|农林牧渔|社会服务|公用事业|综合
V4,2012-01-31,-0.011109,0.009656,0.2,食品饮料|农林牧渔|社会服务|公用事业|房地产
V4,2012-02-29,0.102956,0.108724,0.2,食品饮料|社会服务|公用事业|房地产|有色金属
V4,2012-03-30,-0.065937,-0.065788,0.6,房地产|有色金属|家用电器|钢铁|交通运输
V4,2012-04-27,0.069259,0.064721,0.2,房地产|有色金属|家用电器|钢铁|基础化工
V4,2012-05-31,0.015689,0.014643,0.6,房地产|家用电器|食品饮料|综合|社会服务
V4,2012-06-29,-0.052847,-0.057357,0.2,房地产|家用电器|食品饮料|社会服务|有色金属
V4,2012-07-31,-0.051581,-0.071904,0.2,房地产|食品饮料|社会服务|有色金属|医药生物
V4,2012-08-31,-0.028691,-0.013141,0.2,房地产|食品饮料|社会服务|医药生物|公用事业
V4,2012-09-28,0.0114,0.014706,0.2,食品饮料|社会服务|医药生物|公用事业|电子
V4,2012-10-31,-0.017202,-0.003223,0.2,食品饮料|社会服务|医药生物|电子|有色金属
V4,2012-11-30,-0.098976,-0.091142,0.6,医药生物|电子|基础化工|家用电器|轻工制造
V4,2012-12-31,0.136466,0.143317,0.4,医药生物|基础化工|家用电器|房地产|钢铁
V4,2013-01-31,0.054614,0.049229,0.2,基础化工|家用电器|房地产|钢铁|交通运输
V4,2013-02-28,0.016151,0.019744,0.2,基础化工|家用电器|房地产|交通运输|综合
V4,2013-03-29,-0.012338,-0.024308,0.4,基础化工|房地产|综合|医药生物|电子
V4,2013-04-26,-0.035905,-0.032716,0.2,基础化工|综合|医药生物|电子|公用事业
V4,2013-05-31,0.132319,0.097771,0.0,基础化工|综合|医药生物|电子|公用事业
V4,2013-06-28,-0.13895,-0.154886,0.0,基础化工|综合|医药生物|电子|公用事业
V4,2013-07-31,0.042394,0.039203,0.4,医药生物|电子|公用事业|房地产|食品饮料
V4,2013-08-30,0.028749,0.079779,0.0,医药生物|电子|公用事业|房地产|食品饮料
V4,2013-09-30,0.076526,0.047807,0.6,医药生物|电子|社会服务|交通运输|商贸零售
V4,2013-10-31,-0.045991,-0.020748,0.2,医药生物|社会服务|交通运输|商贸零售|轻工制造
V4,2013-11-29,0.055719,0.047463,0.2,社会服务|交通运输|商贸零售|轻工制造|农林牧渔
V4,2013-12-31,-0.022833,-0.03095,0.2,社会服务|商贸零售|轻工制造|农林牧渔|家用电器
V4,2014-01-30,-0.01604,-0.015503,0.4,轻工制造|农林牧渔|家用电器|纺织服饰|公用事业
V4,2014-02-28,0.012759,0.022104,0.4,轻工制造|家用电器|纺织服饰|电子|医药生物
V4,2014-03-31,-0.038286,-0.02325,0.0,轻工制造|家用电器|纺织服饰|电子|医药生物
V4,2014-04-30,-0.01735,-0.007952,0.2,轻工制造|纺织服饰|电子|医药生物|综合
V4,2014-05-30,-0.001515,0.013664,0.8,综合|房地产|社会服务|食品饮料|交通运输
V4,2014-06-30,0.000162,0.030139,0.8,房地产|银行|建筑材料|建筑装饰|非银金融
V4,2014-07-31,0.02632,0.069248,1.0,煤炭|国防军工|通信|计算机|电子
V4,2014-08-29,0.046936,0.039328,0.4,煤炭|国防军工|计算机|有色金属|汽车
V4,2014-09-30,0.115962,0.104327,0.2,煤炭|国防军工|有色金属|汽车|钢铁
V4,2014-10-31,0.022429,0.015503,0.6,国防军工|钢铁|纺织服饰|农林牧渔|综合
V4,2014-11-28,0.061602,0.065777,0.2,国防军工|钢铁|纺织服饰|综合|交通运输
V4,2014-12-31,0.279248,0.069468,0.6,钢铁|交通运输|非银金融|建筑装饰|房地产
V4,2015-01-30,-0.030788,0.048074,0.0,钢铁|交通运输|非银金融|建筑装饰|房地产
V4,2015-02-27,0.061146,0.066649,0.0,钢铁|交通运输|非银金融|建筑装饰|房地产
V4,2015-03-31,0.188798,0.185941,0.4,钢铁|非银金融|建筑装饰|计算机|煤炭
V4,2015-04-30,0.193043,0.187659,0.8,计算机|传媒|纺织服饰|轻工制造|电力设备
V4,2015-05-29,0.240846,0.176849,0.4,计算机|传媒|纺织服饰|建筑装饰|煤炭
V4,2015-06-30,-0.163528,-0.099714,0.4,计算机|纺织服饰|煤炭|轻工制造|机械设备
V4,2015-07-31,-0.106636,-0.145433,0.4,纺织服饰|煤炭|轻工制造|国防军工|交通运输
V4,2015-08-31,-0.132647,-0.12902,0.2,纺织服饰|煤炭|轻工制造|国防军工|农林牧渔
V4,2015-09-30,-0.062491,-0.060433,0.6,轻工制造|农林牧渔|银行|交通运输|钢铁
V4,2015-10-30,0.098659,0.150668,0.2,轻工制造|农林牧渔|银行|交通运输|社会服务
V4,2015-11-30,0.078177,0.046319,1.0,计算机|综合|纺织服饰|汽车|商贸零售
V4,2015-12-31,0.038287,0.045709,0.6,计算机|综合|电子|传媒|通信
V4,2016-01-29,-0.284459,-0.261395,0.2,计算机|综合|电子|通信|房地产
V4,2016-02-29,-0.0215,-0.021647,0.4,综合|电子|房地产|家用电器|社会服务
V4,2016-03-31,0.119449,0.151651,0.4,房地产|家用电器|社会服务|银行|食品饮料
V4,2016-04-29,-0.018767,-0.021714,0.6,银行|食品饮料|有色金属|农林牧渔|煤炭
V4,2016-05-31,-0.017365,-0.013309,0.6,食品饮料|有色金属|汽车|建筑材料|综合
V4,2016-06-30,0.049514,0.029882,0.4,食品饮料|有色金属|汽车|电子|非银金融
V4,2016-07-29,0.01323,0.00527,0.2,食品饮料|有色金属|汽车|电子|家用电器
V4,2016-08-31,0.009995,0.043813,0.0,食品饮料|有色金属|汽车|电子|家用电器
V4,2016-09-30,-0.032403,-0.0182,0.8,食品饮料|综合|国防军工|建筑装饰|医药生物
V4,2016-10-31,0.040347,0.030727,0.4,综合|建筑装饰|医药生物|建筑材料|家用电器
V4,2016-11-30,0.061315,0.037375,0.4,综合|建筑装饰|建筑材料|房地产|钢铁
V4,2016-12-30,-0.051903,-0.048906,0.4,建筑装饰|建筑材料|钢铁|家用电器|机械设备
V4,2017-01-26,0.007869,-0.006085,0.4,建筑装饰|建筑材料|钢铁|商贸零售|食品饮料
V4,2017-02-28,0.044133,0.036704,0.2,建筑装饰|建筑材料|钢铁|商贸零售|国防军工
V4,2017-03-31,-0.006645,-0.007477,0.4,建筑材料|钢铁|国防军工|食品饮料|银行
V4,2017-04-28,-0.012629,-0.034418,0.2,建筑材料|钢铁|国防军工|食品饮料|家用电器
V4,2017-05-31,-0.034652,-0.047571,0.4,建筑材料|食品饮料|家用电器|建筑装饰|公用事业
V4,2017-06-30,0.054476,0.043327,0.4,食品饮料|家用电器|公用事业|非银金融|银行
V4,2017-07-31,0.004662,0.008721,0.0,食品饮料|家用电器|公用事业|非银金融|银行
V4,2017-08-31,0.030332,0.028976,0.2,食品饮料|家用电器|非银金融|银行|有色金属
V4,2017-09-29,0.007069,0.014814,0.4,食品饮料|非银金融|有色金属|钢铁|基础化工
V4,2017-10-31,0.002265,0.00648,0.0,食品饮料|非银金融|有色金属|钢铁|基础化工
V4,2017-11-30,-0.03769,-0.036877,0.8,食品饮料|电子|家用电器|通信|医药生物
V4,2017-12-29,0.02896,-0.004701,0.0,食品饮料|电子|家用电器|通信|医药生物
V4,2018-01-31,0.065818,0.008804,0.4,食品饮料|家用电器|医药生物|银行|非银金融
V4,2018-02-28,-0.085069,-0.041864,0.2,食品饮料|家用电器|银行|非银金融|房地产
V4,2018-03-30,-0.033171,0.001726,0.2,食品饮料|家用电器|银行|房地产|社会服务
V4,2018-04-27,-0.035813,-0.04126,0.2,家用电器|银行|房地产|社会服务|计算机
V4,2018-05-31,-0.000292,-0.00219,0.6,社会服务|计算机|医药生物|国防军工|通信
V4,2018-06-29,-0.093069,-0.094313,0.4,社会服务|计算机|医药生物|食品饮料|商贸零售
V4,2018-07-31,-0.008628,0.002482,0.4,社会服务|医药生物|食品饮料|家用电器|钢铁
V4,2018-08-31,-0.094195,-0.073615,0.2,社会服务|食品饮料|家用电器|钢铁|建筑材料
V4,2018-09-28,0.022241,0.005674,0.6,钢铁|建筑材料|银行|非银金融|国防军工
V4,2018-10-31,-0.058626,-0.099982,0.0,钢铁|建筑材料|银行|非银金融|国防军工
V4,2018-11-30,-0.011716,0.03119,0.2,钢铁|银行|非银金融|国防军工|房地产
V4,2018-12-28,-0.051981,-0.038189,0.2,银行|非银金融|国防军工|房地产|农林牧渔
V4,2019-01-31,0.012117,0.013335,0.6,房地产|农林牧渔|综合|通信|电力设备
V4,2019-02-28,0.207144,0.186743,0.0,房地产|农林牧渔|综合|通信|电力设备
V4,2019-03-29,0.106567,0.089246,0.4,农林牧渔|通信|电力设备|电子|计算机
V4,2019-04-30,-0.00599,-0.024295,0.2,农林牧渔|通信|电子|计算机|食品饮料
V4,2019-05-31,-0.05783,-0.063575,0.0,农林牧渔|通信|电子|计算机|食品饮料
V4,2019-06-28,0.033317,0.019336,0.4,农林牧渔|计算机|食品饮料|家用电器|社会服务
V4,2019-07-31,-0.004615,-0.010454,0.4,食品饮料|家用电器|社会服务|非银金融|银行
V4,2019-08-30,0.000452,-0.009757,0.0,食品饮料|家用电器|社会服务|非银金融|银行
V4,2019-09-30,0.009278,0.002489,0.2,食品饮料|家用电器|社会服务|非银金融|电子
V4,2019-10-31,0.011464,0.003379,0.4,食品饮料|社会服务|电子|医药生物|计算机
V4,2019-11-29,-0.028112,-0.014726,0.2,食品饮料|电子|医药生物|计算机|农林牧渔
V4,2019-12-31,0.0813,0.079229,0.4,电子|医药生物|计算机|建筑材料|银行
V4,2020-01-23,0.002003,-0.00983,0.6,电子|建筑材料|家用电器|传媒|房地产
V4,2020-02-28,0.027192,0.004934,0.4,电子|建筑材料|传媒|有色金属|电力设备
V4,2020-03-31,-0.103005,-0.05347,0.2,电子|建筑材料|传媒|电力设备|计算机
V4,2020-04-30,0.07452,0.047643,0.2,电子|建筑材料|电力设备|计算机|农林牧渔
V4,2020-05-29,0.000164,0.005888,0.2,建筑材料|电力设备|计算机|农林牧渔|食品饮料
V4,2020-06-30,0.09604,0.069358,0.4,建筑材料|农林牧渔|食品饮料|社会服务|商贸零售
V4,2020-07-31,0.191987,0.136973,0.4,食品饮料|社会服务|商贸零售|电子|医药生物
V4,2020-08-31,-0.012075,0.020939,0.0,食品饮料|社会服务|商贸零售|电子|医药生物
V4,2020-09-30,-0.050793,-0.060947,0.2,食品饮料|社会服务|电子|医药生物|国防军工
V4,2020-10-30,0.017707,0.003957,0.4,食品饮料|社会服务|国防军工|电力设备|汽车
V4,2020-11-30,0.059523,0.042811,0.4,食品饮料|电力设备|汽车|家用电器|银行
V4,2020-12-31,0.054046,0.018931,0.2,电力设备|汽车|家用电器|银行|有色金属
V4,2021-01-29,0.021078,-0.012202,0.2,电力设备|汽车|家用电器|有色金属|食品饮料
V4,2021-02-26,-0.005396,0.015749,0.2,电力设备|汽车|有色金属|食品饮料|社会服务
V4,2021-03-31,-0.047897,-0.015614,0.2,电力设备|有色金属|食品饮料|社会服务|基础化工
V4,2021-04-30,0.00478,0.010811,0.6,社会服务|基础化工|钢铁|公用事业|银行
V4,2021-05-31,0.026708,0.040872,0.4,社会服务|钢铁|公用事业|纺织服饰|综合
V4,2021-06-30,0.019524,-0.002151,0.2,钢铁|公用事业|纺织服饰|综合|医药生物
V4,2021-07-30,0.000789,-0.035987,0.6,综合|医药生物|电力设备|电子|汽车
V4,2021-08-31,0.081179,0.048802,0.4,电力设备|电子|汽车|有色金属|国防军工
V4,2021-09-30,-0.107379,-0.015132,0.2,电力设备|汽车|有色金属|国防军工|钢铁
V4,2021-10-29,-0.008723,-0.00327,0.2,电力设备|有色金属|国防军工|钢铁|公用事业
V4,2021-11-30,-0.001407,0.024431,0.4,电力设备|国防军工|公用事业|农林牧渔|社会服务
V4,2021-12-31,0.02091,0.036054,0.2,电力设备|国防军工|公用事业|农林牧渔|食品饮料
V4,2022-01-28,-0.109604,-0.084616,0.6,国防军工|农林牧渔|传媒|通信|轻工制造
V4,2022-02-28,0.010088,0.037272,0.2,农林牧渔|传媒|通信|轻工制造|房地产
V4,2022-03-30,-0.010695,-0.059648,0.8,房地产|建筑装饰|社会服务|综合|交通运输
V4,2022-04-29,-0.053448,-0.091414,0.2,房地产|建筑装饰|综合|交通运输|煤炭
V4,2022-05-31,0.033806,0.059702,0.0,房地产|建筑装饰|综合|交通运输|煤炭
V4,2022-06-30,0.057045,0.071405,0.4,建筑装饰|交通运输|煤炭|美容护理|汽车
V4,2022-07-29,-0.030193,-0.026445,0.4,煤炭|美容护理|汽车|食品饮料|电力设备
V4,2022-08-31,-0.075685,-0.021655,0.6,汽车|电力设备|机械设备|国防军工|有色金属
V4,2022-09-30,-0.081395,-0.071981,0.2,汽车|电力设备|机械设备|国防军工|综合
V4,2022-10-31,-0.024394,-0.032085,0.6,国防军工|综合|煤炭|公用事业|石油石化
V4,2022-11-30,0.038544,0.09668,0.4,国防军工|综合|煤炭|计算机|医药生物
V4,2022-12-30,-0.009049,-0.017264,0.4,综合|计算机|医药生物|房地产|社会服务
V4,2023-01-31,0.046235,0.061388,0.2,综合|计算机|医药生物|社会服务|传媒
V4,2023-02-28,0.010768,0.011985,0.6,社会服务|传媒|食品饮料|建筑材料|非银金融
V4,2023-03-31,0.080373,-0.012647,0.6,传媒|食品饮料|计算机|通信|美容护理
V4,2023-04-28,0.024737,-0.013207,0.4,传媒|计算机|通信|电子|建筑装饰
V4,2023-05-31,-0.040182,-0.043116,0.2,传媒|计算机|通信|建筑装饰|石油石化
V4,2023-06-30,0.014968,0.013419,0.0,传媒|计算机|通信|建筑装饰|石油石化
V4,2023-07-31,-0.036763,0.031817,0.6,传媒|通信|家用电器|公用事业|机械设备
V4,2023-08-31,-0.057528,-0.05858,0.4,通信|家用电器|机械设备|汽车|房地产
V4,2023-09-28,-0.01721,-0.008855,0.4,家用电器|汽车|房地产|非银金融|建筑材料
V4,2023-10-31,-0.048878,-0.031873,0.4,房地产|非银金融|建筑材料|煤炭|石油石化
V4,2023-11-30,0.025423,0.005747,0.6,煤炭|石油石化|医药生物|电子|汽车
V4,2023-12-29,-0.022287,-0.022963,0.2,煤炭|医药生物|电子|汽车|综合
V4,2024-01-31,-0.132612,-0.107463,0.0,煤炭|医药生物|电子|汽车|综合
V4,2024-02-29,0.061935,0.081803,0.8,煤炭|银行|公用事业|家用电器|石油石化
V4,2024-03-29,0.015983,0.018916,0.0,煤炭|银行|公用事业|家用电器|石油石化
V4,2024-04-30,0.032993,0.001045,0.0,煤炭|银行|公用事业|家用电器|石油石化
V4,2024-05-31,-0.030408,-0.013488,0.8,家用电器|通信|有色金属|汽车|电子
V4,2024-06-28,-0.050308,-0.072403,0.6,家用电器|有色金属|公用事业|银行|农林牧渔
V4,2024-07-31,-0.028577,-0.006712,0.4,家用电器|公用事业|银行|煤炭|电子
V4,2024-08-30,-0.050862,-0.043529,0.4,公用事业|银行|电子|国防军工|交通运输
V4,2024-09-30,0.194409,0.224152,0.2,公用事业|银行|电子|国防军工|非银金融
V4,2024-10-31,0.069263,0.016997,0.8,非银金融|房地产|综合|计算机|商贸零售
V4,2024-11-29,0.041166,0.017078,0.2,非银金融|房地产|综合|计算机|传媒
V4,2024-12-31,-0.055648,-0.022755,0.0,非银金融|房地产|综合|计算机|传媒
V4,2025-01-27,-0.026807,-0.029116,0.4,综合|计算机|传媒|商贸零售|电子
V4,2025-02-28,0.040208,0.033775,0.4,综合|传媒|商贸零售|银行|汽车
V4,2025-03-31,-0.010764,0.001295,0.6,银行|汽车|机械设备|电子|通信
V4,2025-04-30,-0.0446,-0.025018,0.6,汽车|机械设备|有色金属|计算机|钢铁
V4,2025-05-30,0.007941,0.025993,0.4,汽车|机械设备|计算机|美容护理|食品饮料
V4,2025-06-30,0.027769,0.030546,0.8,美容护理|银行|农林牧渔|环保|国防军工
V4,2025-07-31,0.037789,0.044235,0.4,银行|农林牧渔|国防军工|通信|传媒
V4,2025-08-29,0.175418,0.087703,0.6,国防军工|通信|综合|医药生物|有色金属
V4,2025-09-30,0.031685,0.007849,0.2,国防军工|通信|综合|有色金属|电子
V4,2025-10-31,0.004357,0.007403,0.2,通信|综合|有色金属|电子|电力设备
V4,2025-11-28,-0.010466,-0.009657,0.0,通信|综合|有色金属|电子|电力设备
V4,2025-12-31,0.021147,0.023114,0.4,综合|有色金属|电力设备|煤炭|纺织服饰
V4,2026-01-30,0.109735,0.057763,0.8,有色金属|石油石化|国防军工|通信|轻工制造
V4,2026-02-27,0.035603,0.030641,0.2,有色金属|石油石化|国防军工|通信|基础化工
V4,2026-03-31,-0.118647,-0.083989,0.2,有色金属|石油石化|国防军工|基础化工|综合
V4,2026-04-30,0.071966,0.057686,0.2,有色金属|石油石化|基础化工|综合|煤炭
V4,2026-05-29,0.051744,-0.038351,0.6,综合|煤炭|通信|电子|电力设备
V4,2026-06-30,0.007796,-0.045629,0.2,煤炭|通信|电子|电力设备|公用事业
V4,2026-07-31,-0.264505,-0.033127,0.4,通信|电子|电力设备|建筑材料|机械设备
