variant,month,gross_ret,ew_ret,turnover,holdings
V2,2025-05-30,0.017741,0.025993,0.8,美容护理|农林牧渔|商贸零售|公用事业|食品饮料
V2,2025-06-30,0.039249,0.030546,1.0,环保|医药生物|国防军工|银行|纺织服饰
V2,2025-07-31,0.058687,0.044235,0.8,国防军工|通信|有色金属|电子|传媒
V2,2025-08-29,0.162966,0.087703,0.4,通信|有色金属|电子|钢铁|医药生物
V2,2025-09-30,0.042203,0.007849,0.4,通信|有色金属|电子|综合|计算机
V2,2025-10-31,-0.011894,0.007403,0.6,有色金属|电子|电力设备|房地产|传媒
V2,2025-11-28,-0.010336,-0.009657,0.8,有色金属|煤炭|钢铁|石油石化|公用事业
V2,2025-12-31,0.01593,0.023114,0.8,石油石化|综合|银行|纺织服饰|轻工制造
V2,2026-01-30,0.112217,0.057763,0.8,石油石化|国防军工|有色金属|通信|机械设备
V2,2026-02-27,0.027005,0.030641,0.6,石油石化|有色金属|传媒|建筑材料|基础化工
V2,2026-03-31,-0.116751,-0.083989,0.6,建筑材料|基础化工|综合|钢铁|环保
V2,2026-04-30,0.072555,0.057686,1.0,银行|公用事业|煤炭|通信|电力设备
V2,2026-05-29,0.066164,-0.038351,0.6,通信|电力设备|电子|综合|机械设备
V2,2026-06-30,0.051645,-0.045629,0.2,通信|电力设备|电子|机械设备|公用事业
V2,2026-07-31,-0.260536,-0.033127,0.4,通信|电子|机械设备|建筑材料|基础化工
V3,2006-01-25,0.11533,0.086357,0.0,社会服务|有色金属|基础化工|农林牧渔|房地产
V3,2006-02-28,0.033599,0.026997,0.0,社会服务|有色金属|基础化工|农林牧渔|房地产
V3,2006-03-31,0.039647,0.015939,0.0,社会服务|有色金属|基础化工|农林牧渔|房地产
V3,2006-04-28,0.178426,0.10042,0.4,有色金属|商贸零售|房地产|食品饮料|社会服务
V3,2006-05-31,0.154311,0.19498,0.0,有色金属|商贸零售|房地产|食品饮料|社会服务
V3,2006-06-30,0.021495,0.035109,0.0,有色金属|商贸零售|房地产|食品饮料|社会服务
V3,2006-07-31,-0.055309,-0.050405,0.6,食品饮料|商贸零售|交通运输|轻工制造|农林牧渔
V3,2006-08-31,0.022134,0.041143,0.0,食品饮料|商贸零售|交通运输|轻工制造|农林牧渔
V3,2006-09-29,0.045737,0.036657,0.0,食品饮料|商贸零售|交通运输|轻工制造|农林牧渔
V3,2006-10-31,-0.00519,0.012773,0.6,农林牧渔|综合|交通运输|房地产|社会服务
V3,2006-11-30,0.115426,0.098671,0.0,农林牧渔|综合|交通运输|房地产|社会服务
V3,2006-12-29,0.093901,0.099453,0.0,农林牧渔|综合|交通运输|房地产|社会服务
V3,2007-01-31,0.190399,0.208836,0.8,食品饮料|钢铁|房地产|纺织服饰|商贸零售
V3,2007-02-28,0.091792,0.133527,0.0,食品饮料|钢铁|房地产|纺织服饰|商贸零售
V3,2007-03-30,0.133015,0.13928,0.0,食品饮料|钢铁|房地产|纺织服饰|商贸零售
V3,2007-04-30,0.367004,0.333374,0.6,综合|纺织服饰|房地产|轻工制造|基础化工
V3,2007-05-31,0.138239,0.109195,0.0,综合|纺织服饰|房地产|轻工制造|基础化工
V3,2007-06-29,-0.126323,-0.117807,0.0,综合|纺织服饰|房地产|轻工制造|基础化工
V3,2007-07-31,0.211265,0.195266,0.6,有色金属|家用电器|食品饮料|综合|房地产
V3,2007-08-31,0.137855,0.132389,0.0,有色金属|家用电器|食品饮料|综合|房地产
V3,2007-09-28,0.026469,0.033278,0.0,有色金属|家用电器|食品饮料|综合|房地产
V3,2007-10-31,-0.043724,-0.06932,0.6,有色金属|交通运输|基础化工|钢铁|家用电器
V3,2007-11-30,-0.16065,-0.114885,0.0,有色金属|交通运输|基础化工|钢铁|家用电器
V3,2007-12-28,0.1912,0.189529,0.0,有色金属|交通运输|基础化工|钢铁|家用电器
V3,2008-01-31,-0.065034,-0.079631,0.8,食品饮料|农林牧渔|医药生物|钢铁|商贸零售
V3,2008-02-29,0.073986,0.056986,0.0,食品饮料|农林牧渔|医药生物|钢铁|商贸零售
V3,2008-03-31,-0.19383,-0.184355,0.0,食品饮料|农林牧渔|医药生物|钢铁|商贸零售
V3,2008-04-30,-0.051926,-0.025629,0.6,房地产|社会服务|食品饮料|纺织服饰|商贸零售
V3,2008-05-30,-0.093144,-0.068977,0.0,房地产|社会服务|食品饮料|纺织服饰|商贸零售
V3,2008-06-30,-0.220397,-0.236483,0.0,房地产|社会服务|食品饮料|纺织服饰|商贸零售
V3,2008-07-31,0.054493,0.059954,0.4,医药生物|食品饮料|公用事业|社会服务|商贸零售
V3,2008-08-29,-0.197006,-0.210099,0.0,医药生物|食品饮料|公用事业|社会服务|商贸零售
V3,2008-09-26,-0.05043,-0.055454,0.0,医药生物|食品饮料|公用事业|社会服务|商贸零售
V3,2008-10-31,-0.230416,-0.265348,0.6,钢铁|公用事业|交通运输|家用电器|医药生物
V3,2008-11-28,0.136255,0.147426,0.0,钢铁|公用事业|交通运输|家用电器|医药生物
V3,2008-12-31,0.007419,0.027211,0.0,钢铁|公用事业|交通运输|家用电器|医药生物
V3,2009-01-23,0.107125,0.118297,0.8,医药生物|社会服务|商贸零售|电子|轻工制造
V3,2009-02-27,0.067821,0.079836,0.0,医药生物|社会服务|商贸零售|电子|轻工制造
V3,2009-03-31,0.198975,0.192026,0.0,医药生物|社会服务|商贸零售|电子|轻工制造
V3,2009-04-30,0.045084,0.049539,0.6,有色金属|房地产|综合|电子|社会服务
V3,2009-05-27,0.088333,0.047297,0.0,有色金属|房地产|综合|电子|社会服务
V3,2009-06-30,0.101073,0.085488,0.0,有色金属|房地产|综合|电子|社会服务
V3,2009-07-31,0.1821,0.14965,0.6,房地产|食品饮料|钢铁|有色金属|医药生物
V3,2009-08-31,-0.188883,-0.162698,0.0,房地产|食品饮料|钢铁|有色金属|医药生物
V3,2009-09-30,0.046448,0.029664,0.0,房地产|食品饮料|钢铁|有色金属|医药生物
V3,2009-10-30,0.114547,0.101486,0.4,家用电器|房地产|医药生物|商贸零售|食品饮料
V3,2009-11-30,0.128586,0.130447,0.0,家用电器|房地产|医药生物|商贸零售|食品饮料
V3,2009-12-31,0.008334,0.021764,0.0,家用电器|房地产|医药生物|商贸零售|食品饮料
V3,2010-01-29,-0.082202,-0.05056,0.8,基础化工|钢铁|电子|家用电器|轻工制造
V3,2010-02-26,0.044636,0.05213,0.0,基础化工|钢铁|电子|家用电器|轻工制造
V3,2010-03-31,0.03214,0.018883,0.0,基础化工|钢铁|电子|家用电器|轻工制造
V3,2010-04-30,-0.103128,-0.073505,0.6,电子|房地产|纺织服饰|综合|基础化工
V3,2010-05-31,-0.092397,-0.081718,0.0,电子|房地产|纺织服饰|综合|基础化工
V3,2010-06-30,-0.086507,-0.085198,0.0,电子|房地产|纺织服饰|综合|基础化工
V3,2010-07-30,0.156996,0.142658,0.8,食品饮料|商贸零售|房地产|社会服务|家用电器
V3,2010-08-31,0.079003,0.069516,0.0,食品饮料|商贸零售|房地产|社会服务|家用电器
V3,2010-09-30,0.008376,0.022934,0.0,食品饮料|商贸零售|房地产|社会服务|家用电器
V3,2010-10-29,0.094648,0.091167,0.8,有色金属|食品饮料|农林牧渔|医药生物|轻工制造
V3,2010-11-30,0.013466,-0.020704,0.0,有色金属|食品饮料|农林牧渔|医药生物|轻工制造
V3,2010-12-31,-0.02165,-0.017302,0.0,有色金属|食品饮料|农林牧渔|医药生物|轻工制造
V3,2011-01-31,-0.025125,-0.047718,0.8,有色金属|家用电器|钢铁|房地产|交通运输
V3,2011-02-28,0.092256,0.09223,0.0,有色金属|家用电器|钢铁|房地产|交通运输
V3,2011-03-31,0.018227,-0.011637,0.0,有色金属|家用电器|钢铁|房地产|交通运输
V3,2011-04-29,-0.028254,-0.018597,0.4,钢铁|房地产|有色金属|纺织服饰|综合
V3,2011-05-31,-0.077219,-0.070248,0.0,钢铁|房地产|有色金属|纺织服饰|综合
V3,2011-06-30,0.041038,0.027078,0.0,钢铁|房地产|有色金属|纺织服饰|综合
V3,2011-07-29,-0.007838,0.015299,0.6,房地产|家用电器|基础化工|电子|综合
V3,2011-08-31,-0.045933,-0.033505,0.0,房地产|家用电器|基础化工|电子|综合
V3,2011-09-30,-0.121283,-0.122997,0.0,房地产|家用电器|基础化工|电子|综合
V3,2011-10-31,0.030375,0.036546,0.6,交通运输|家用电器|钢铁|公用事业|基础化工
V3,2011-11-30,-0.06693,-0.042973,0.0,交通运输|家用电器|钢铁|公用事业|基础化工
V3,2011-12-30,-0.105088,-0.131458,0.0,交通运输|家用电器|钢铁|公用事业|基础化工
V3,2012-01-31,0.032983,0.009656,0.2,房地产|家用电器|钢铁|公用事业|交通运输
V3,2012-02-29,0.095312,0.108724,0.0,房地产|家用电器|钢铁|公用事业|交通运输
V3,2012-03-30,-0.065189,-0.065788,0.0,房地产|家用电器|钢铁|公用事业|交通运输
V3,2012-04-27,0.079212,0.064721,0.8,社会服务|食品饮料|商贸零售|房地产|纺织服饰
V3,2012-05-31,0.008515,0.014643,0.0,社会服务|食品饮料|商贸零售|房地产|纺织服饰
V3,2012-06-29,-0.042313,-0.057357,0.0,社会服务|食品饮料|商贸零售|房地产|纺织服饰
V3,2012-07-31,-0.050725,-0.071904,0.4,医药生物|公用事业|食品饮料|社会服务|纺织服饰
V3,2012-08-31,-0.021336,-0.013141,0.0,医药生物|公用事业|食品饮料|社会服务|纺织服饰
V3,2012-09-28,0.00769,0.014706,0.0,医药生物|公用事业|食品饮料|社会服务|纺织服饰
V3,2012-10-31,-0.011585,-0.003223,0.8,有色金属|食品饮料|商贸零售|房地产|家用电器
V3,2012-11-30,-0.07849,-0.091142,0.0,有色金属|食品饮料|商贸零售|房地产|家用电器
V3,2012-12-31,0.142413,0.143317,0.0,有色金属|食品饮料|商贸零售|房地产|家用电器
V3,2013-01-31,0.038409,0.049229,0.6,房地产|轻工制造|农林牧渔|纺织服饰|有色金属
V3,2013-02-28,0.008194,0.019744,0.0,房地产|轻工制造|农林牧渔|纺织服饰|有色金属
V3,2013-03-29,-0.058116,-0.024308,0.0,房地产|轻工制造|农林牧渔|纺织服饰|有色金属
V3,2013-04-26,-0.024812,-0.032716,1.0,电子|医药生物|社会服务|公用事业|家用电器
V3,2013-05-31,0.117342,0.097771,0.0,电子|医药生物|社会服务|公用事业|家用电器
V3,2013-06-28,-0.12681,-0.154886,0.0,电子|医药生物|社会服务|公用事业|家用电器
V3,2013-07-31,0.049731,0.039203,0.2,食品饮料|医药生物|电子|家用电器|公用事业
V3,2013-08-30,0.020704,0.079779,0.0,食品饮料|医药生物|电子|家用电器|公用事业
V3,2013-09-30,0.044929,0.047807,0.0,食品饮料|医药生物|电子|家用电器|公用事业
V3,2013-10-31,-0.039943,-0.020748,0.8,商贸零售|农林牧渔|社会服务|医药生物|轻工制造
V3,2013-11-29,0.052376,0.047463,0.0,商贸零售|农林牧渔|社会服务|医药生物|轻工制造
V3,2013-12-31,-0.025432,-0.03095,0.0,商贸零售|农林牧渔|社会服务|医药生物|轻工制造
V3,2014-01-30,-0.003209,-0.015503,0.6,家用电器|医药生物|纺织服饰|轻工制造|钢铁
V3,2014-02-28,0.013429,0.022104,0.0,家用电器|医药生物|纺织服饰|轻工制造|钢铁
V3,2014-03-31,-0.026649,-0.02325,0.0,家用电器|医药生物|纺织服饰|轻工制造|钢铁
V3,2014-04-30,-0.003525,-0.007952,1.0,房地产|建筑材料|银行|交通运输|建筑装饰
V3,2014-05-30,-0.001969,0.013664,0.0,房地产|建筑材料|银行|交通运输|建筑装饰
V3,2014-06-30,-0.000717,0.030139,0.0,房地产|建筑材料|银行|交通运输|建筑装饰
V3,2014-07-31,0.045405,0.069248,1.0,煤炭|国防军工|汽车|机械设备|传媒
V3,2014-08-29,0.058014,0.039328,0.0,煤炭|国防军工|汽车|机械设备|传媒
V3,2014-09-30,0.121002,0.104327,0.0,煤炭|国防军工|汽车|机械设备|传媒
V3,2014-10-31,0.02446,0.015503,0.6,国防军工|交通运输|机械设备|通信|计算机
V3,2014-11-28,0.053646,0.065777,0.0,国防军工|交通运输|机械设备|通信|计算机
V3,2014-12-31,0.03034,0.069468,0.0,国防军工|交通运输|机械设备|通信|计算机
V3,2015-01-30,-0.054639,0.048074,1.0,非银金融|建筑装饰|银行|钢铁|公用事业
V3,2015-02-27,0.048532,0.066649,0.0,非银金融|建筑装饰|银行|钢铁|公用事业
V3,2015-03-31,0.155899,0.185941,0.0,非银金融|建筑装饰|银行|钢铁|公用事业
V3,2015-04-30,0.197729,0.187659,0.8,计算机|社会服务|建筑装饰|电力设备|纺织服饰
V3,2015-05-29,0.202486,0.176849,0.0,计算机|社会服务|建筑装饰|电力设备|纺织服饰
V3,2015-06-30,-0.141028,-0.099714,0.0,计算机|社会服务|建筑装饰|电力设备|纺织服饰
V3,2015-07-31,-0.155339,-0.145433,1.0,银行|钢铁|交通运输|公用事业|食品饮料
V3,2015-08-31,-0.092643,-0.12902,0.0,银行|钢铁|交通运输|公用事业|食品饮料
V3,2015-09-30,-0.068273,-0.060433,0.0,银行|钢铁|交通运输|公用事业|食品饮料
V3,2015-10-30,0.137328,0.150668,0.8,社会服务|计算机|传媒|银行|汽车
V3,2015-11-30,0.058229,0.046319,0.0,社会服务|计算机|传媒|银行|汽车
V3,2015-12-31,0.060854,0.045709,0.0,社会服务|计算机|传媒|银行|汽车
V3,2016-01-29,-0.239283,-0.261395,0.8,房地产|社会服务|家用电器|建筑材料|食品饮料
V3,2016-02-29,-0.013587,-0.021647,0.0,房地产|社会服务|家用电器|建筑材料|食品饮料
V3,2016-03-31,0.136682,0.151651,0.0,房地产|社会服务|家用电器|建筑材料|食品饮料
V3,2016-04-29,-0.041041,-0.021714,1.0,非银金融|电力设备|国防军工|计算机|机械设备
V3,2016-05-31,-0.002806,-0.013309,0.0,非银金融|电力设备|国防军工|计算机|机械设备
V3,2016-06-30,0.05367,0.029882,0.0,非银金融|电力设备|国防军工|计算机|机械设备
V3,2016-07-29,-0.010767,0.00527,0.4,电子|国防军工|电力设备|食品饮料|计算机
V3,2016-08-31,0.027108,0.043813,0.0,电子|国防军工|电力设备|食品饮料|计算机
V3,2016-09-30,-0.034718,-0.0182,0.0,电子|国防军工|电力设备|食品饮料|计算机
V3,2016-10-31,0.028518,0.030727,1.0,家用电器|建筑材料|社会服务|汽车|基础化工
V3,2016-11-30,0.037282,0.037375,0.0,家用电器|建筑材料|社会服务|汽车|基础化工
V3,2016-12-30,-0.040539,-0.048906,0.0,家用电器|建筑材料|社会服务|汽车|基础化工
V3,2017-01-26,-0.002043,-0.006085,0.6,商贸零售|基础化工|钢铁|农林牧渔|建筑材料
V3,2017-02-28,0.040801,0.036704,0.0,商贸零售|基础化工|钢铁|农林牧渔|建筑材料
V3,2017-03-31,-0.027558,-0.007477,0.0,商贸零售|基础化工|钢铁|农林牧渔|建筑材料
V3,2017-04-28,-0.022727,-0.034418,1.0,家用电器|食品饮料|电子|建筑装饰|社会服务
V3,2017-05-31,-0.032009,-0.047571,0.0,家用电器|食品饮料|电子|建筑装饰|社会服务
V3,2017-06-30,0.069448,0.043327,0.0,家用电器|食品饮料|电子|建筑装饰|社会服务
V3,2017-07-31,0.030274,0.008721,0.4,家用电器|有色金属|食品饮料|汽车|电子
V3,2017-08-31,0.025105,0.028976,0.0,家用电器|有色金属|食品饮料|汽车|电子
V3,2017-09-29,0.046534,0.014814,0.0,家用电器|有色金属|食品饮料|汽车|电子
V3,2017-10-31,0.030558,0.00648,0.4,通信|食品饮料|汽车|社会服务|电子
V3,2017-11-30,-0.0487,-0.036877,0.0,通信|食品饮料|汽车|社会服务|电子
V3,2017-12-29,0.01967,-0.004701,0.0,通信|食品饮料|汽车|社会服务|电子
V3,2018-01-31,0.038984,0.008804,0.6,食品饮料|家用电器|医药生物|有色金属|社会服务
V3,2018-02-28,-0.041276,-0.041864,0.0,食品饮料|家用电器|医药生物|有色金属|社会服务
V3,2018-03-30,0.000896,0.001726,0.0,食品饮料|家用电器|医药生物|有色金属|社会服务
V3,2018-04-27,-0.025741,-0.04126,0.8,计算机|医药生物|国防军工|电力设备|通信
V3,2018-05-31,-0.041778,-0.00219,0.0,计算机|医药生物|国防军工|电力设备|通信
V3,2018-06-29,-0.107011,-0.094313,0.0,计算机|医药生物|国防军工|电力设备|通信
V3,2018-07-31,-0.004527,0.002482,1.0,钢铁|家用电器|食品饮料|社会服务|汽车
V3,2018-08-31,-0.097372,-0.073615,0.0,钢铁|家用电器|食品饮料|社会服务|汽车
V3,2018-09-28,0.030083,0.005674,0.0,钢铁|家用电器|食品饮料|社会服务|汽车
V3,2018-10-31,-0.099082,-0.099982,0.6,食品饮料|银行|非银金融|国防军工|汽车
V3,2018-11-30,0.018534,0.03119,0.0,食品饮料|银行|非银金融|国防军工|汽车
V3,2018-12-28,-0.042971,-0.038189,0.0,食品饮料|银行|非银金融|国防军工|汽车
V3,2019-01-31,0.003756,0.013335,0.8,通信|社会服务|食品饮料|公用事业|农林牧渔
V3,2019-02-28,0.190476,0.186743,0.0,通信|社会服务|食品饮料|公用事业|农林牧渔
V3,2019-03-29,0.115304,0.089246,0.0,通信|社会服务|食品饮料|公用事业|农林牧渔
V3,2019-04-30,-0.014074,-0.024295,0.6,农林牧渔|食品饮料|计算机|轻工制造|综合
V3,2019-05-31,-0.050963,-0.063575,0.0,农林牧渔|食品饮料|计算机|轻工制造|综合
V3,2019-06-28,0.00807,0.019336,0.0,农林牧渔|食品饮料|计算机|轻工制造|综合
V3,2019-07-31,-0.0117,-0.010454,0.8,食品饮料|非银金融|社会服务|家用电器|通信
V3,2019-08-30,0.00115,-0.009757,0.0,食品饮料|非银金融|社会服务|家用电器|通信
V3,2019-09-30,0.004975,0.002489,0.0,食品饮料|非银金融|社会服务|家用电器|通信
V3,2019-10-31,0.003308,0.003379,0.8,电子|通信|计算机|银行|机械设备
V3,2019-11-29,-0.012269,-0.014726,0.0,电子|通信|计算机|银行|机械设备
V3,2019-12-31,0.078673,0.079229,0.0,电子|通信|计算机|银行|机械设备
V3,2020-01-23,0.013499,-0.00983,0.8,有色金属|建筑材料|传媒|家用电器|电子
V3,2020-02-28,0.017542,0.004934,0.0,有色金属|建筑材料|传媒|家用电器|电子
V3,2020-03-31,-0.104083,-0.05347,0.0,有色金属|建筑材料|传媒|家用电器|电子
V3,2020-04-30,0.045829,0.047643,0.8,农林牧渔|商贸零售|食品饮料|医药生物|建筑材料
V3,2020-05-29,0.030687,0.005888,0.0,农林牧渔|商贸零售|食品饮料|医药生物|建筑材料
V3,2020-06-30,0.079081,0.069358,0.0,农林牧渔|商贸零售|食品饮料|医药生物|建筑材料
V3,2020-07-31,0.163425,0.136973,0.8,社会服务|电子|医药生物|传媒|计算机
V3,2020-08-31,-0.020393,0.020939,0.0,社会服务|电子|医药生物|传媒|计算机
V3,2020-09-30,-0.056624,-0.060947,0.0,社会服务|电子|医药生物|传媒|计算机
V3,2020-10-30,0.02782,0.003957,0.8,社会服务|电力设备|汽车|家用电器|非银金融
V3,2020-11-30,0.058099,0.042811,0.0,社会服务|电力设备|汽车|家用电器|非银金融
V3,2020-12-31,0.094297,0.018931,0.0,社会服务|电力设备|汽车|家用电器|非银金融
V3,2021-01-29,-0.002613,-0.012202,0.6,社会服务|电力设备|食品饮料|国防军工|医药生物
V3,2021-02-26,-0.014791,0.015749,0.0,社会服务|电力设备|食品饮料|国防军工|医药生物
V3,2021-03-31,-0.037819,-0.015614,0.0,社会服务|电力设备|食品饮料|国防军工|医药生物
V3,2021-04-30,0.000222,0.010811,1.0,公用事业|钢铁|建筑装饰|纺织服饰|综合
V3,2021-05-31,0.020431,0.040872,0.0,公用事业|钢铁|建筑装饰|纺织服饰|综合
V3,2021-06-30,0.021134,-0.002151,0.0,公用事业|钢铁|建筑装饰|纺织服饰|综合
V3,2021-07-30,0.031024,-0.035987,0.8,电力设备|电子|综合|汽车|基础化工
V3,2021-08-31,0.058409,0.048802,0.0,电力设备|电子|综合|汽车|基础化工
V3,2021-09-30,-0.063631,-0.015132,0.0,电力设备|电子|综合|汽车|基础化工
V3,2021-10-29,-0.01791,-0.00327,1.0,公用事业|食品饮料|农林牧渔|社会服务|房地产
V3,2021-11-30,-0.026722,0.024431,0.0,公用事业|食品饮料|农林牧渔|社会服务|房地产
V3,2021-12-31,0.081327,0.036054,0.0,公用事业|食品饮料|农林牧渔|社会服务|房地产
V3,2022-01-28,-0.103156,-0.084616,0.6,传媒|社会服务|建筑材料|公用事业|轻工制造
V3,2022-02-28,0.016599,0.037272,0.0,传媒|社会服务|建筑材料|公用事业|轻工制造
V3,2022-03-30,-0.062911,-0.059648,0.0,传媒|社会服务|建筑材料|公用事业|轻工制造
V3,2022-04-29,-0.099515,-0.091414,1.0,煤炭|房地产|农林牧渔|综合|医药生物
V3,2022-05-31,0.029846,0.059702,0.0,煤炭|房地产|农林牧渔|综合|医药生物
V3,2022-06-30,0.0523,0.071405,0.0,煤炭|房地产|农林牧渔|综合|医药生物
V3,2022-07-29,-0.01811,-0.026445,1.0,电力设备|汽车|食品饮料|有色金属|家用电器
V3,2022-08-31,-0.05949,-0.021655,0.0,电力设备|汽车|食品饮料|有色金属|家用电器
V3,2022-09-30,-0.07635,-0.071981,0.0,电力设备|汽车|食品饮料|有色金属|家用电器
V3,2022-10-31,-0.125254,-0.032085,0.8,煤炭|房地产|银行|交通运输|食品饮料
V3,2022-11-30,0.148032,0.09668,0.0,煤炭|房地产|银行|交通运输|食品饮料
V3,2022-12-30,-0.017182,-0.017264,0.0,煤炭|房地产|银行|交通运输|食品饮料
V3,2023-01-31,0.019093,0.061388,0.8,食品饮料|美容护理|社会服务|商贸零售|传媒
V3,2023-02-28,0.015508,0.011985,0.0,食品饮料|美容护理|社会服务|商贸零售|传媒
V3,2023-03-31,0.028853,-0.012647,0.0,食品饮料|美容护理|社会服务|商贸零售|传媒
V3,2023-04-28,0.024737,-0.013207,0.8,传媒|计算机|通信|电子|建筑装饰
V3,2023-05-31,-0.019504,-0.043116,0.0,传媒|计算机|通信|电子|建筑装饰
V3,2023-06-30,0.018663,0.013419,0.0,传媒|计算机|通信|电子|建筑装饰
V3,2023-07-31,-0.010793,0.031817,0.8,家用电器|通信|汽车|机械设备|电力设备
V3,2023-08-31,-0.060323,-0.05858,0.0,家用电器|通信|汽车|机械设备|电力设备
V3,2023-09-28,-0.006548,-0.008855,0.0,家用电器|通信|汽车|机械设备|电力设备
V3,2023-10-31,-0.032654,-0.031873,0.8,煤炭|医药生物|石油石化|银行|机械设备
V3,2023-11-30,0.022439,0.005747,0.0,煤炭|医药生物|石油石化|银行|机械设备
V3,2023-12-29,-0.013295,-0.022963,0.0,煤炭|医药生物|石油石化|银行|机械设备
V3,2024-01-31,-0.07588,-0.107463,0.8,有色金属|煤炭|公用事业|综合|电力设备
V3,2024-02-29,0.062723,0.081803,0.0,有色金属|煤炭|公用事业|综合|电力设备
V3,2024-03-29,0.043111,0.018916,0.0,有色金属|煤炭|公用事业|综合|电力设备
V3,2024-04-30,-0.011253,0.001045,0.6,有色金属|石油石化|综合|纺织服饰|环保
V3,2024-05-31,-0.017837,-0.013488,0.0,有色金属|石油石化|综合|纺织服饰|环保
V3,2024-06-28,-0.089903,-0.072403,0.0,有色金属|石油石化|综合|纺织服饰|环保
V3,2024-07-31,-0.018014,-0.006712,0.8,电子|通信|公用事业|银行|石油石化
V3,2024-08-30,-0.036001,-0.043529,0.0,电子|通信|公用事业|银行|石油石化
V3,2024-09-30,0.147298,0.224152,0.0,电子|通信|公用事业|银行|石油石化
V3,2024-10-31,0.038136,0.016997,1.0,非银金融|房地产|计算机|美容护理|社会服务
V3,2024-11-29,0.011806,0.017078,0.0,非银金融|房地产|计算机|美容护理|社会服务
V3,2024-12-31,-0.063927,-0.022755,0.0,非银金融|房地产|计算机|美容护理|社会服务
V3,2025-01-27,-0.011026,-0.029116,1.0,银行|通信|家用电器|公用事业|汽车
V3,2025-02-28,0.023317,0.033775,0.0,银行|通信|家用电器|公用事业|汽车
V3,2025-03-31,0.012462,0.001295,0.0,银行|通信|家用电器|公用事业|汽车
V3,2025-04-30,-0.025295,-0.025018,0.8,有色金属|家用电器|煤炭|美容护理|社会服务
V3,2025-05-30,0.020743,0.025993,0.0,有色金属|家用电器|煤炭|美容护理|社会服务
V3,2025-06-30,0.011096,0.030546,0.0,有色金属|家用电器|煤炭|美容护理|社会服务
V3,2025-07-31,0.058687,0.044235,0.8,通信|国防军工|有色金属|电子|传媒
V3,2025-08-29,0.197397,0.087703,0.0,通信|国防军工|有色金属|电子|传媒
V3,2025-09-30,0.043477,0.007849,0.0,通信|国防军工|有色金属|电子|传媒
V3,2025-10-31,-0.011894,0.007403,0.4,电力设备|有色金属|电子|房地产|传媒
V3,2025-11-28,-0.024534,-0.009657,0.0,电力设备|有色金属|电子|房地产|传媒
V3,2025-12-31,0.028445,0.023114,0.0,电力设备|有色金属|电子|房地产|传媒
V3,2026-01-30,0.112217,0.057763,0.8,国防军工|有色金属|通信|机械设备|石油石化
V3,2026-02-27,0.038671,0.030641,0.0,国防军工|有色金属|通信|机械设备|石油石化
V3,2026-03-31,-0.100472,-0.083989,0.0,国防军工|有色金属|通信|机械设备|石油石化
V3,2026-04-30,0.072555,0.057686,0.8,银行|公用事业|煤炭|通信|电力设备
V3,2026-05-29,0.042163,-0.038351,0.0,银行|公用事业|煤炭|通信|电力设备
V3,2026-06-30,-0.060018,-0.045629,0.0,银行|公用事业|煤炭|通信|电力设备
V3,2026-07-31,-0.260536,-0.033127,0.8,电子|建筑材料|通信|机械设备|基础化工
V4,2006-01-25,0.118793,0.086357,0.0,社会服务|房地产|有色金属|基础化工|电子
V4,2006-02-28,0.022062,0.026997,0.0,社会服务|房地产|有色金属|基础化工|电子
V4,2006-03-31,0.054763,0.015939,0.2,社会服务|房地产|有色金属|基础化工|食品饮料
V4,2006-04-28,0.158959,0.10042,0.2,房地产|有色金属|基础化工|食品饮料|商贸零售
V4,2006-05-31,0.169475,0.19498,0.0,房地产|有色金属|基础化工|食品饮料|商贸零售
V4,2006-06-30,0.040146,0.035109,0.4,有色金属|食品饮料|商贸零售|综合|农林牧渔
V4,2006-07-31,-0.058805,-0.050405,0.0,有色金属|食品饮料|商贸零售|综合|农林牧渔
V4,2006-08-31,0.032814,0.041143,0.2,食品饮料|商贸零售|综合|农林牧渔|纺织服饰
V4,2006-09-29,0.051571,0.036657,0.4,食品饮料|商贸零售|农林牧渔|房地产|社会服务
V4,2006-10-31,-0.018836,0.012773,0.2,商贸零售|农林牧渔|房地产|社会服务|综合
V4,2006-11-30,0.136035,0.098671,0.2,农林牧渔|房地产|社会服务|综合|钢铁
V4,2006-12-29,0.141867,0.099453,0.4,房地产|社会服务|钢铁|食品饮料|家用电器
V4,2007-01-31,0.139399,0.208836,0.0,房地产|社会服务|钢铁|食品饮料|家用电器
V4,2007-02-28,0.08297,0.133527,0.2,房地产|钢铁|食品饮料|家用电器|商贸零售
V4,2007-03-30,0.147656,0.13928,0.6,钢铁|商贸零售|纺织服饰|综合|有色金属
V4,2007-04-30,0.385762,0.333374,0.4,纺织服饰|综合|有色金属|轻工制造|家用电器
V4,2007-05-31,0.072097,0.109195,0.2,纺织服饰|综合|轻工制造|家用电器|公用事业
V4,2007-06-29,-0.101583,-0.117807,0.2,纺织服饰|综合|家用电器|公用事业|房地产
V4,2007-07-31,0.232706,0.195266,0.2,纺织服饰|综合|家用电器|房地产|有色金属
V4,2007-08-31,0.146071,0.132389,0.2,综合|家用电器|房地产|有色金属|社会服务
V4,2007-09-28,0.034793,0.033278,0.4,房地产|有色金属|社会服务|钢铁|商贸零售
V4,2007-10-31,-0.034352,-0.06932,0.2,房地产|有色金属|社会服务|钢铁|交通运输
