净值日期,每万份收益,7日年化收益率,申购状态,赎回状态
2024-01-11,0.5527,2.232,开放申购,开放赎回
2024-01-12,0.5524,2.193,开放申购,开放赎回
2024-01-13,0.5509,2.152,开放申购,开放赎回
2024-01-14,0.5509,2.111,开放申购,开放赎回
2024-01-15,0.5524,2.072,开放申购,开放赎回
2024-01-16,0.5541,2.047,开放申购,开放赎回
2024-01-17,0.5551,2.038,开放申购,开放赎回
2024-01-18,0.5553,2.039,开放申购,开放赎回
2024-01-19,0.5473,2.036,开放申购,开放赎回
2024-01-20,0.5471,2.034,开放申购,开放赎回
2024-01-21,0.5471,2.032,开放申购,开放赎回
2024-01-22,0.5472,2.029,开放申购,开放赎回
2024-01-23,0.5467,2.025,开放申购,开放赎回
2024-01-24,0.5474,2.021,开放申购,开放赎回
2024-01-25,0.5414,2.014,开放申购,开放赎回
2024-01-26,0.5363,2.008,开放申购,开放赎回
2024-01-27,0.5343,2.001,开放申购,开放赎回
2024-01-28,0.5343,1.995,开放申购,开放赎回
2024-01-29,0.5735,2.009,开放申购,开放赎回
2024-01-30,0.5561,2.014,开放申购,开放赎回
2024-01-31,0.5571,2.019,开放申购,开放赎回
2024-02-01,0.5448,2.02,开放申购,开放赎回
2024-02-02,0.5433,2.024,开放申购,开放赎回
2024-02-03,0.5428,2.029,开放申购,开放赎回
2024-02-04,0.5428,2.033,开放申购,开放赎回
2024-02-05,0.5401,2.015,开放申购,开放赎回
2024-02-06,0.5372,2.005,开放申购,开放赎回
2024-02-07,0.5758,2.015,开放申购,开放赎回
2024-02-08,0.5887,2.039,开放申购,开放赎回
2024-02-09,0.533,2.033,开放申购,开放赎回
2024-02-10,0.533,2.028,开放申购,开放赎回
2024-02-11,0.533,2.023,开放申购,开放赎回
2024-02-12,0.5329,2.019,开放申购,开放赎回
2024-02-13,0.5329,2.017,开放申购,开放赎回
2024-02-14,0.5328,1.994,开放申购,开放赎回
2024-02-15,0.5328,1.964,开放申购,开放赎回
2024-02-16,0.5328,1.964,开放申购,开放赎回
2024-02-17,0.5327,1.964,开放申购,开放赎回
2024-02-18,0.5327,1.964,开放申购,开放赎回
2024-02-19,0.5326,1.964,开放申购,开放赎回
2024-02-20,0.5287,1.961,开放申购,开放赎回
2024-02-21,0.5249,1.957,开放申购,开放赎回
2024-02-22,0.5194,1.95,开放申购,开放赎回
2024-02-23,0.5187,1.942,开放申购,开放赎回
2024-02-24,0.5165,1.934,开放申购,开放赎回
2024-02-25,0.5165,1.925,开放申购,开放赎回
2024-02-26,0.5166,1.917,开放申购,开放赎回
2024-02-27,0.5153,1.91,开放申购,开放赎回
2024-02-28,0.514,1.904,开放申购,开放赎回
2024-02-29,0.513,1.9,开放申购,开放赎回
2024-03-01,0.5106,1.896,开放申购,开放赎回
2024-03-02,0.5102,1.893,开放申购,开放赎回
2024-03-03,0.5102,1.889,开放申购,开放赎回
2024-03-04,0.5097,1.886,开放申购,开放赎回
2024-03-05,0.5078,1.882,开放申购,开放赎回
2024-03-06,0.5065,1.878,开放申购,开放赎回
2024-03-07,0.5058,1.874,开放申购,开放赎回
2024-03-08,0.506,1.872,开放申购,开放赎回
2024-03-09,0.5059,1.869,开放申购,开放赎回
2024-03-10,0.5059,1.867,开放申购,开放赎回
2024-03-11,0.5044,1.864,开放申购,开放赎回
2024-03-12,0.5029,1.862,开放申购,开放赎回
2024-03-13,0.5008,1.859,开放申购,开放赎回
2024-03-14,0.4938,1.852,开放申购,开放赎回
2024-03-15,0.497,1.847,开放申购,开放赎回
2024-03-16,0.4977,1.843,开放申购,开放赎回
2024-03-17,0.4976,1.839,开放申购,开放赎回
2024-03-18,0.4971,1.835,开放申购,开放赎回
2024-03-19,0.4886,1.827,开放申购,开放赎回
2024-03-20,0.4922,1.823,开放申购,开放赎回
2024-03-21,0.4935,1.822,开放申购,开放赎回
2024-03-22,0.4944,1.821,开放申购,开放赎回
2024-03-23,0.4945,1.819,开放申购,开放赎回
2024-03-24,0.4945,1.818,开放申购,开放赎回
2024-03-25,0.4709,1.804,开放申购,开放赎回
2024-03-26,0.4798,1.799,开放申购,开放赎回
2024-03-27,0.4835,1.795,开放申购,开放赎回
2024-03-28,0.4969,1.796,开放申购,开放赎回
2024-03-29,0.4898,1.794,开放申购,开放赎回
2024-03-30,0.4901,1.792,开放申购,开放赎回
2024-03-31,0.4901,1.789,开放申购,开放赎回
2024-04-01,0.4966,1.803,开放申购,开放赎回
2024-04-02,0.4894,1.808,开放申购,开放赎回
2024-04-03,0.488,1.81,开放申购,开放赎回
2024-04-04,0.4851,1.804,开放申购,开放赎回
2024-04-05,0.4851,1.802,开放申购,开放赎回
2024-04-06,0.4851,1.799,开放申购,开放赎回
2024-04-07,0.4902,1.799,开放申购,开放赎回
2024-04-08,0.4819,1.791,开放申购,开放赎回
2024-04-09,0.4815,1.787,开放申购,开放赎回
2024-04-10,0.4822,1.784,开放申购,开放赎回
2024-04-11,0.4699,1.776,开放申购,开放赎回
2024-04-12,0.483,1.775,开放申购,开放赎回
2024-04-13,0.4678,1.766,开放申购,开放赎回
2024-04-14,0.4678,1.754,开放申购,开放赎回
2024-04-15,0.4762,1.751,开放申购,开放赎回
2024-04-16,0.4657,1.742,开放申购,开放赎回
2024-04-17,0.4673,1.734,开放申购,开放赎回
2024-04-18,0.4559,1.727,开放申购,开放赎回
2024-04-19,0.456,1.713,开放申购,开放赎回
2024-04-20,0.4546,1.706,开放申购,开放赎回
2024-04-21,0.4544,1.698,开放申购,开放赎回
2024-04-22,0.469,1.695,开放申购,开放赎回
2024-04-23,0.4597,1.691,开放申购,开放赎回
2024-04-24,0.4528,1.684,开放申购,开放赎回
2024-04-25,0.4624,1.687,开放申购,开放赎回
2024-04-26,0.4575,1.688,开放申购,开放赎回
2024-04-27,0.4497,1.685,开放申购,开放赎回
2024-04-28,0.4818,1.7,开放申购,开放赎回
2024-04-29,0.4478,1.689,开放申购,开放赎回
2024-04-30,0.3841,1.649,开放申购,开放赎回
2024-05-01,0.446,1.645,开放申购,开放赎回
2024-05-02,0.446,1.636,开放申购,开放赎回
2024-05-03,0.446,1.63,开放申购,开放赎回
2024-05-04,0.4459,1.628,开放申购,开放赎回
2024-05-05,0.4459,1.609,开放申购,开放赎回
2024-05-06,0.4434,1.607,开放申购,开放赎回
2024-05-07,0.4376,1.635,开放申购,开放赎回
2024-05-08,0.4432,1.634,开放申购,开放赎回
2024-05-09,0.4398,1.63,开放申购,开放赎回
2024-05-10,0.4396,1.627,开放申购,开放赎回
2024-05-11,0.443,1.626,开放申购,开放赎回
2024-05-12,0.4409,1.623,开放申购,开放赎回
2024-05-13,0.4342,1.618,开放申购,开放赎回
2024-05-14,0.4324,1.615,开放申购,开放赎回
2024-05-15,0.4304,1.608,开放申购,开放赎回
2024-05-16,0.4301,1.603,开放申购,开放赎回
2024-05-17,0.4254,1.596,开放申购,开放赎回
2024-05-18,0.4249,1.586,开放申购,开放赎回
2024-05-19,0.4249,1.578,开放申购,开放赎回
2024-05-20,0.4487,1.585,开放申购,开放赎回
2024-05-21,0.419,1.578,开放申购,开放赎回
2024-05-22,0.4174,1.571,开放申购,开放赎回
2024-05-23,0.4075,1.559,开放申购,开放赎回
2024-05-24,0.4256,1.56,开放申购,开放赎回
2024-05-25,0.4204,1.557,开放申购,开放赎回
2024-05-26,0.4203,1.555,开放申购,开放赎回
2024-05-27,0.4192,1.539,开放申购,开放赎回
2024-05-28,0.4135,1.536,开放申购,开放赎回
2024-05-29,0.4203,1.538,开放申购,开放赎回
2024-05-30,0.4232,1.546,开放申购,开放赎回
2024-05-31,0.4224,1.544,开放申购,开放赎回
2024-06-01,0.4217,1.545,开放申购,开放赎回
2024-06-02,0.4216,1.546,开放申购,开放赎回
2024-06-03,0.434,1.554,开放申购,开放赎回
2024-06-04,0.4233,1.559,开放申购,开放赎回
2024-06-05,0.4197,1.558,开放申购,开放赎回
2024-06-06,0.4201,1.557,开放申购,开放赎回
2024-06-07,0.4218,1.557,开放申购,开放赎回
2024-06-08,0.4184,1.555,开放申购,开放赎回
2024-06-09,0.4183,1.553,开放申购,开放赎回
2024-06-10,0.4183,1.545,开放申购,开放赎回
2024-06-11,0.4204,1.543,开放申购,开放赎回
2024-06-12,0.4168,1.542,开放申购,开放赎回
2024-06-13,0.417,1.54,开放申购,开放赎回
2024-06-14,0.4165,1.537,开放申购,开放赎回
2024-06-15,0.4155,1.536,开放申购,开放赎回
2024-06-16,0.414,1.533,开放申购,开放赎回
2024-06-17,0.4251,1.537,开放申购,开放赎回
2024-06-18,0.4215,1.538,开放申购,开放赎回
2024-06-19,0.4227,1.541,开放申购,开放赎回
2024-06-20,0.4104,1.537,开放申购,开放赎回
2024-06-21,0.4021,1.53,开放申购,开放赎回
2024-06-22,0.4024,1.523,开放申购,开放赎回
2024-06-23,0.4024,1.517,开放申购,开放赎回
2024-06-24,0.4062,1.507,开放申购,开放赎回
2024-06-25,0.4031,1.497,开放申购,开放赎回
2024-06-26,0.4026,1.486,开放申购,开放赎回
2024-06-27,0.4078,1.485,开放申购,开放赎回
2024-06-28,0.4109,1.489,开放申购,开放赎回
2024-06-29,0.4109,1.494,开放申购,开放赎回
2024-06-30,0.4109,1.498,开放申购,开放赎回
2024-07-01,0.411,1.501,开放申购,开放赎回
2024-07-02,0.4043,1.502,开放申购,开放赎回
2024-07-03,0.4026,1.502,开放申购,开放赎回
2024-07-04,0.4014,1.498,开放申购,开放赎回
2024-07-05,0.4022,1.494,开放申购,开放赎回
2024-07-06,0.395,1.485,开放申购,开放赎回
2024-07-07,0.3949,1.477,开放申购,开放赎回
2024-07-08,0.4175,1.48,开放申购,开放赎回
2024-07-09,0.4113,1.484,开放申购,开放赎回
2024-07-10,0.3918,1.478,开放申购,开放赎回
2024-07-11,0.3914,1.473,开放申购,开放赎回
2024-07-12,0.3901,1.466,开放申购,开放赎回
2024-07-13,0.3902,1.464,开放申购,开放赎回
2024-07-14,0.3902,1.461,开放申购,开放赎回
2024-07-15,0.3894,1.447,开放申购,开放赎回
2024-07-16,0.3893,1.435,开放申购,开放赎回
2024-07-17,0.3904,1.434,开放申购,开放赎回
2024-07-18,0.3888,1.433,开放申购,开放赎回
2024-07-19,0.3883,1.432,开放申购,开放赎回
2024-07-20,0.3882,1.431,开放申购,开放赎回
2024-07-21,0.3882,1.43,开放申购,开放赎回
2024-07-22,0.3879,1.429,开放申购,开放赎回
2024-07-23,0.3875,1.428,开放申购,开放赎回
2024-07-24,0.3875,1.426,开放申购,开放赎回
2024-07-25,0.3872,1.426,开放申购,开放赎回
2024-07-26,0.3856,1.424,开放申购,开放赎回
2024-07-27,0.3841,1.422,开放申购,开放赎回
2024-07-28,0.3841,1.42,开放申购,开放赎回
2024-07-29,0.3844,1.418,开放申购,开放赎回
2024-07-30,0.3844,1.416,开放申购,开放赎回
2024-07-31,0.3855,1.415,开放申购,开放赎回
2024-08-01,0.3855,1.414,开放申购,开放赎回
2024-08-02,0.3844,1.414,开放申购,开放赎回
2024-08-03,0.3843,1.414,开放申购,开放赎回
2024-08-04,0.3843,1.414,开放申购,开放赎回
2024-08-05,0.3841,1.414,开放申购,开放赎回
2024-08-06,0.385,1.414,开放申购,开放赎回
2024-08-07,0.3996,1.422,开放申购,开放赎回
2024-08-08,0.3953,1.427,开放申购,开放赎回
2024-08-09,0.4189,1.445,开放申购,开放赎回
2024-08-10,0.3831,1.444,开放申购,开放赎回
2024-08-11,0.3831,1.444,开放申购,开放赎回
2024-08-12,0.4115,1.458,开放申购,开放赎回
2024-08-13,0.3967,1.464,开放申购,开放赎回
2024-08-14,0.3851,1.457,开放申购,开放赎回
2024-08-15,0.3829,1.45,开放申购,开放赎回
2024-08-16,0.384,1.432,开放申购,开放赎回
2024-08-17,0.3799,1.43,开放申购,开放赎回
2024-08-18,0.3798,1.428,开放申购,开放赎回
2024-08-19,0.3802,1.412,开放申购,开放赎回
2024-08-20,0.3794,1.403,开放申购,开放赎回
2024-08-21,0.3786,1.399,开放申购,开放赎回
2024-08-22,0.3782,1.397,开放申购,开放赎回
2024-08-23,0.3757,1.392,开放申购,开放赎回
2024-08-24,0.3783,1.391,开放申购,开放赎回
2024-08-25,0.3783,1.391,开放申购,开放赎回
2024-08-26,0.3768,1.389,开放申购,开放赎回
2024-08-27,0.377,1.388,开放申购,开放赎回
2024-08-28,0.3722,1.384,开放申购,开放赎回
2024-08-29,0.3761,1.383,开放申购,开放赎回
2024-08-30,0.3769,1.384,开放申购,开放赎回
2024-08-31,0.3783,1.384,开放申购,开放赎回
2024-09-01,0.3783,1.384,开放申购,开放赎回
2024-09-02,0.3775,1.384,开放申购,开放赎回
2024-09-03,0.3753,1.383,开放申购,开放赎回
2024-09-04,0.3734,1.384,开放申购,开放赎回
2024-09-05,0.3765,1.384,开放申购,开放赎回
2024-09-06,0.3764,1.384,开放申购,开放赎回
2024-09-07,0.3765,1.383,开放申购,开放赎回
2024-09-08,0.3765,1.382,开放申购,开放赎回
2024-09-09,0.3765,1.381,开放申购,开放赎回
2024-09-10,0.3776,1.383,开放申购,开放赎回
2024-09-11,0.3783,1.385,开放申购,开放赎回
2024-09-12,0.3764,1.385,开放申购,开放赎回
2024-09-13,0.3758,1.385,开放申购,开放赎回
2024-09-14,0.3753,1.384,开放申购,开放赎回
2024-09-15,0.3753,1.384,开放申购,开放赎回
2024-09-16,0.3753,1.383,开放申购,开放赎回
2024-09-17,0.3753,1.382,开放申购,开放赎回
2024-09-18,0.3759,1.38,开放申购,开放赎回
2024-09-19,0.3782,1.381,开放申购,开放赎回
2024-09-20,0.3809,1.384,开放申购,开放赎回
2024-09-21,0.377,1.385,开放申购,开放赎回
2024-09-22,0.377,1.386,开放申购,开放赎回
2024-09-23,0.3797,1.388,开放申购,开放赎回
2024-09-24,0.3799,1.391,开放申购,开放赎回
2024-09-25,0.3876,1.397,开放申购,开放赎回
2024-09-26,0.3835,1.4,开放申购,开放赎回
2024-09-27,0.3874,1.403,开放申购,开放赎回
2024-09-28,0.3873,1.408,开放申购,开放赎回
2024-09-29,0.3873,1.414,开放申购,开放赎回
2024-09-30,0.3892,1.419,开放申购,开放赎回
2024-10-01,0.3893,1.424,开放申购,开放赎回
2024-10-02,0.3893,1.425,开放申购,开放赎回
2024-10-03,0.3893,1.428,开放申购,开放赎回
2024-10-04,0.3893,1.429,开放申购,开放赎回
2024-10-05,0.3893,1.43,开放申购,开放赎回
2024-10-06,0.3893,1.431,开放申购,开放赎回
2024-10-07,0.3892,1.431,开放申购,开放赎回
2024-10-08,0.4065,1.44,开放申购,开放赎回
2024-10-09,0.4062,1.449,开放申购,开放赎回
2024-10-10,0.4004,1.455,开放申购,开放赎回
2024-10-11,0.4006,1.461,开放申购,开放赎回
2024-10-12,0.399,1.466,开放申购,开放赎回
2024-10-13,0.399,1.471,开放申购,开放赎回
2024-10-14,0.3992,1.476,开放申购,开放赎回
2024-10-15,0.3933,1.469,开放申购,开放赎回
2024-10-16,0.3837,1.458,开放申购,开放赎回
2024-10-17,0.3807,1.447,开放申购,开放赎回
2024-10-18,0.3788,1.436,开放申购,开放赎回
2024-10-19,0.3786,1.425,开放申购,开放赎回
2024-10-20,0.3785,1.414,开放申购,开放赎回
2024-10-21,0.3777,1.403,开放申购,开放赎回
2024-10-22,0.3751,1.393,开放申购,开放赎回
2024-10-23,0.3707,1.386,开放申购,开放赎回
2024-10-24,0.3684,1.38,开放申购,开放赎回
2024-10-25,0.3691,1.374,开放申购,开放赎回
2024-10-26,0.369,1.369,开放申购,开放赎回
2024-10-27,0.369,1.364,开放申购,开放赎回
2024-10-28,0.3689,1.36,开放申购,开放赎回
2024-10-29,0.3694,1.357,开放申购,开放赎回
2024-10-30,0.3694,1.356,开放申购,开放赎回
2024-10-31,0.3681,1.356,开放申购,开放赎回
2024-11-01,0.3669,1.355,开放申购,开放赎回
2024-11-02,0.3667,1.354,开放申购,开放赎回
2024-11-03,0.3666,1.352,开放申购,开放赎回
2024-11-04,0.3663,1.351,开放申购,开放赎回
2024-11-05,0.3652,1.349,开放申购,开放赎回
2024-11-06,0.3639,1.346,开放申购,开放赎回
2024-11-07,0.363,1.343,开放申购,开放赎回
2024-11-08,0.3615,1.34,开放申购,开放赎回
2024-11-09,0.3611,1.337,开放申购,开放赎回
2024-11-10,0.3611,1.334,开放申购,开放赎回
2024-11-11,0.3609,1.331,开放申购,开放赎回
2024-11-12,0.3611,1.329,开放申购,开放赎回
2024-11-13,0.3606,1.328,开放申购,开放赎回
2024-11-14,0.3576,1.325,开放申购,开放赎回
2024-11-15,0.3564,1.322,开放申购,开放赎回
2024-11-16,0.3579,1.32,开放申购,开放赎回
2024-11-17,0.3579,1.319,开放申购,开放赎回
2024-11-18,0.3566,1.316,开放申购,开放赎回
2024-11-19,0.3556,1.313,开放申购,开放赎回
2024-11-20,0.3549,1.31,开放申购,开放赎回
2024-11-21,0.353,1.308,开放申购,开放赎回
2024-11-22,0.3539,1.307,开放申购,开放赎回
2024-11-23,0.3529,1.304,开放申购,开放赎回
2024-11-24,0.3528,1.301,开放申购,开放赎回
2024-11-25,0.3516,1.299,开放申购,开放赎回
2024-11-26,0.3513,1.296,开放申购,开放赎回
2024-11-27,0.3508,1.294,开放申购,开放赎回
2024-11-28,0.3511,1.293,开放申购,开放赎回
2024-11-29,0.3501,1.291,开放申购,开放赎回
2024-11-30,0.3491,1.289,开放申购,开放赎回
2024-12-01,0.3491,1.287,开放申购,开放赎回
2024-12-02,0.348,1.285,开放申购,开放赎回
2024-12-03,0.3469,1.283,开放申购,开放赎回
2024-12-04,0.345,1.28,开放申购,开放赎回
2024-12-05,0.3457,1.277,开放申购,开放赎回
2024-12-06,0.3424,1.273,开放申购,开放赎回
2024-12-07,0.3446,1.271,开放申购,开放赎回
2024-12-08,0.3446,1.268,开放申购,开放赎回
2024-12-09,0.3448,1.267,开放申购,开放赎回
2024-12-10,0.3459,1.266,开放申购,开放赎回
2024-12-11,0.3463,1.267,开放申购,开放赎回
2024-12-12,0.3472,1.268,开放申购,开放赎回
2024-12-13,0.3481,1.271,开放申购,开放赎回
2024-12-14,0.3473,1.272,开放申购,开放赎回
2024-12-15,0.3473,1.273,开放申购,开放赎回
2024-12-16,0.3522,1.277,开放申购,开放赎回
2024-12-17,0.3532,1.281,开放申购,开放赎回
2024-12-18,0.3512,1.284,开放申购,开放赎回
2024-12-19,0.35,1.285,开放申购,开放赎回
2024-12-20,0.339,1.28,开放申购,开放赎回
2024-12-21,0.3394,1.276,开放申购,开放赎回
2024-12-22,0.3394,1.272,开放申购,开放赎回
2024-12-23,0.337,1.264,开放申购,开放赎回
2024-12-24,0.3368,1.255,开放申购,开放赎回
2024-12-25,0.3368,1.248,开放申购,开放赎回
2024-12-26,0.3392,1.242,开放申购,开放赎回
2024-12-27,0.343,1.244,开放申购,开放赎回
2024-12-28,0.3428,1.246,开放申购,开放赎回
2024-12-29,0.3428,1.248,开放申购,开放赎回
2024-12-30,0.3486,1.254,开放申购,开放赎回
2024-12-31,0.3491,1.26,开放申购,开放赎回
2025-01-01,0.3437,1.264,开放申购,开放赎回
2025-01-02,0.3504,1.27,开放申购,开放赎回
2025-01-03,0.3452,1.271,开放申购,开放赎回
2025-01-04,0.3431,1.271,开放申购,开放赎回
2025-01-05,0.3431,1.272,开放申购,开放赎回
2025-01-06,0.3435,1.269,开放申购,开放赎回
2025-01-07,0.3315,1.26,开放申购,开放赎回
2025-01-08,0.3255,1.25,开放申购,开放赎回
2025-01-09,0.3201,1.234,开放申购,开放赎回
2025-01-10,0.3261,1.224,开放申购,开放赎回
2025-01-11,0.32,1.212,开放申购,开放赎回
2025-01-12,0.32,1.199,开放申购,开放赎回
2025-01-13,0.3176,1.186,开放申购,开放赎回
2025-01-14,0.3343,1.187,开放申购,开放赎回
2025-01-15,0.3572,1.204,开放申购,开放赎回
2025-01-16,0.4151,1.254,开放申购,开放赎回
2025-01-17,0.4005,1.293,开放申购,开放赎回
2025-01-18,0.3811,1.326,开放申购,开放赎回
2025-01-19,0.3804,1.358,开放申购,开放赎回
2025-01-20,0.4162,1.41,开放申购,开放赎回
2025-01-21,0.3935,1.441,开放申购,开放赎回
2025-01-22,0.4019,1.465,开放申购,开放赎回
2025-01-23,0.4096,1.462,开放申购,开放赎回
2025-01-24,0.4267,1.476,开放申购,开放赎回
2025-01-25,0.4289,1.501,开放申购,开放赎回
2025-01-26,0.4459,1.536,开放申购,开放赎回
2025-01-27,0.4295,1.543,开放申购,开放赎回
2025-01-28,0.4275,1.561,开放申购,开放赎回
2025-01-29,0.4275,1.574,开放申购,开放赎回
2025-01-30,0.4275,1.584,开放申购,开放赎回
2025-01-31,0.4275,1.584,开放申购,开放赎回
2025-02-01,0.4275,1.583,开放申购,开放赎回
2025-02-02,0.4274,1.574,开放申购,开放赎回
2025-02-03,0.4274,1.572,开放申购,开放赎回
2025-02-04,0.4274,1.572,开放申购,开放赎回
2025-02-05,0.4183,1.568,开放申购,开放赎回
2025-02-06,0.399,1.552,开放申购,开放赎回
2025-02-07,0.3723,1.523,开放申购,开放赎回
2025-02-08,0.3683,1.492,开放申购,开放赎回
2025-02-09,0.3682,1.461,开放申购,开放赎回
2025-02-10,0.3641,1.427,开放申购,开放赎回
2025-02-11,0.3626,1.393,开放申购,开放赎回
2025-02-12,0.3112,1.336,开放申购,开放赎回
2025-02-13,0.3354,1.303,开放申购,开放赎回
2025-02-14,0.3467,1.289,开放申购,开放赎回
2025-02-15,0.3394,1.274,开放申购,开放赎回
2025-02-16,0.3394,1.259,开放申购,开放赎回
2025-02-17,0.3465,1.249,开放申购,开放赎回
2025-02-18,0.3113,1.222,开放申购,开放赎回
2025-02-19,0.3547,1.245,开放申购,开放赎回
2025-02-20,0.3537,1.255,开放申购,开放赎回
2025-02-21,0.3436,1.253,开放申购,开放赎回
2025-02-22,0.3583,1.263,开放申购,开放赎回
2025-02-23,0.3582,1.273,开放申购,开放赎回
2025-02-24,0.3428,1.271,开放申购,开放赎回
2025-02-25,0.3593,1.297,开放申购,开放赎回
2025-02-26,0.3669,1.303,开放申购,开放赎回
2025-02-27,0.3753,1.314,开放申购,开放赎回
2025-02-28,0.4099,1.349,开放申购,开放赎回
2025-03-01,0.375,1.358,开放申购,开放赎回
2025-03-02,0.3749,1.367,开放申购,开放赎回
2025-03-03,0.398,1.396,开放申购,开放赎回
2025-03-04,0.3468,1.39,开放申购,开放赎回
2025-03-05,0.3479,1.38,开放申购,开放赎回
2025-03-06,0.3377,1.36,开放申购,开放赎回
2025-03-07,0.3492,1.328,开放申购,开放赎回
2025-03-08,0.3469,1.313,开放申购,开放赎回
2025-03-09,0.3469,1.298,开放申购,开放赎回
2025-03-10,0.3552,1.275,开放申购,开放赎回
2025-03-11,0.3384,1.271,开放申购,开放赎回
2025-03-12,0.3575,1.276,开放申购,开放赎回
2025-03-13,0.3406,1.278,开放申购,开放赎回
2025-03-14,0.3532,1.28,开放申购,开放赎回
2025-03-15,0.3464,1.279,开放申购,开放赎回
2025-03-16,0.3464,1.279,开放申购,开放赎回
2025-03-17,0.3542,1.279,开放申购,开放赎回
2025-03-18,0.3595,1.29,开放申购,开放赎回
2025-03-19,0.3647,1.294,开放申购,开放赎回
2025-03-20,0.3632,1.306,开放申购,开放赎回
2025-03-21,0.3644,1.311,开放申购,开放赎回
2025-03-22,0.3627,1.32,开放申购,开放赎回
2025-03-23,0.3626,1.329,开放申购,开放赎回
2025-03-24,0.3755,1.34,开放申购,开放赎回
2025-03-25,0.3703,1.346,开放申购,开放赎回
2025-03-26,0.3733,1.35,开放申购,开放赎回
2025-03-27,0.3769,1.357,开放申购,开放赎回
2025-03-28,0.3989,1.376,开放申购,开放赎回
2025-03-29,0.3792,1.384,开放申购,开放赎回
2025-03-30,0.3791,1.393,开放申购,开放赎回
2025-03-31,0.4042,1.408,开放申购,开放赎回
2025-04-01,0.3841,1.416,开放申购,开放赎回
2025-04-02,0.4003,1.43,开放申购,开放赎回
2025-04-03,0.3691,1.426,开放申购,开放赎回
2025-04-04,0.3642,1.407,开放申购,开放赎回
2025-04-05,0.3642,1.399,开放申购,开放赎回
2025-04-06,0.3641,1.391,开放申购,开放赎回
2025-04-07,0.3648,1.371,开放申购,开放赎回
2025-04-08,0.3543,1.355,开放申购,开放赎回
2025-04-09,0.3521,1.329,开放申购,开放赎回
2025-04-10,0.3866,1.339,开放申购,开放赎回
2025-04-11,0.3533,1.333,开放申购,开放赎回
2025-04-12,0.3474,1.324,开放申购,开放赎回
2025-04-13,0.3473,1.315,开放申购,开放赎回
2025-04-14,0.3976,1.332,开放申购,开放赎回
2025-04-15,0.3579,1.334,开放申购,开放赎回
2025-04-16,0.3464,1.331,开放申购,开放赎回
2025-04-17,0.3547,1.315,开放申购,开放赎回
2025-04-18,0.3696,1.323,开放申购,开放赎回
2025-04-19,0.3425,1.321,开放申购,开放赎回
2025-04-20,0.3424,1.318,开放申购,开放赎回
2025-04-21,0.4197,1.33,开放申购,开放赎回
2025-04-22,0.3768,1.34,开放申购,开放赎回
2025-04-23,0.3489,1.341,开放申购,开放赎回
2025-04-24,0.3521,1.34,开放申购,开放赎回
2025-04-25,0.3484,1.328,开放申购,开放赎回
2025-04-26,0.342,1.328,开放申购,开放赎回
2025-04-27,0.3448,1.329,开放申购,开放赎回
2025-04-28,0.3531,1.294,开放申购,开放赎回
2025-04-29,0.3406,1.275,开放申购,开放赎回
2025-04-30,0.3483,1.275,开放申购,开放赎回
2025-05-01,0.3421,1.269,开放申购,开放赎回
2025-05-02,0.3421,1.266,开放申购,开放赎回
2025-05-03,0.3421,1.266,开放申购,开放赎回
2025-05-04,0.3421,1.265,开放申购,开放赎回
2025-05-05,0.3421,1.259,开放申购,开放赎回
2025-05-06,0.3533,1.266,开放申购,开放赎回
2025-05-07,0.3527,1.268,开放申购,开放赎回
2025-05-08,0.3365,1.265,开放申购,开放赎回
2025-05-09,0.3365,1.262,开放申购,开放赎回
2025-05-10,0.3345,1.258,开放申购,开放赎回
2025-05-11,0.3345,1.254,开放申购,开放赎回
2025-05-12,0.3405,1.253,开放申购,开放赎回
2025-05-13,0.3458,1.249,开放申购,开放赎回
2025-05-14,0.3481,1.247,开放申购,开放赎回
2025-05-15,0.3324,1.245,开放申购,开放赎回
2025-05-16,0.3328,1.243,开放申购,开放赎回
2025-05-17,0.3223,1.236,开放申购,开放赎回
2025-05-18,0.3217,1.229,开放申购,开放赎回
2025-05-19,0.4027,1.262,开放申购,开放赎回
2025-05-20,0.4861,1.336,开放申购,开放赎回
2025-05-21,0.3282,1.326,开放申购,开放赎回
2025-05-22,0.3372,1.328,开放申购,开放赎回
2025-05-23,0.3267,1.325,开放申购,开放赎回
2025-05-24,0.3199,1.324,开放申购,开放赎回
2025-05-25,0.3197,1.323,开放申购,开放赎回
2025-05-26,0.3277,1.283,开放申购,开放赎回
2025-05-27,0.319,1.195,开放申购,开放赎回
2025-05-28,0.3027,1.182,开放申购,开放赎回
2025-05-29,0.306,1.165,开放申购,开放赎回
2025-05-30,0.3374,1.171,开放申购,开放赎回
2025-05-31,0.324,1.173,开放申购,开放赎回
2025-06-01,0.3239,1.175,开放申购,开放赎回
2025-06-02,0.3239,1.173,开放申购,开放赎回
2025-06-03,0.3369,1.183,开放申购,开放赎回
2025-06-04,0.3149,1.189,开放申购,开放赎回
2025-06-05,0.3176,1.195,开放申购,开放赎回
2025-06-06,0.3224,1.187,开放申购,开放赎回
2025-06-07,0.3166,1.183,开放申购,开放赎回
2025-06-08,0.3166,1.18,开放申购,开放赎回
2025-06-09,0.33,1.183,开放申购,开放赎回
2025-06-10,0.3267,1.177,开放申购,开放赎回
2025-06-11,0.3183,1.179,开放申购,开放赎回
2025-06-12,0.3086,1.174,开放申购,开放赎回
