ym,EP,BP,DP,SP,EP_stab,EP_impr,log_mv,amt20,pb_inv,roe_ttm,EP_dz,BP_dz,DP_dz,SP_dz,EP_stab_dz,EP_impr_dz
2009-01,-0.1638746320309485,0.016599455121522326,-0.11667679338000853,-0.05061915284367004,-0.10496171388870996,-0.04056375525863992,-0.02919993023127893,-0.18382109181261894,-0.016599455121522326,-0.17587709933014506,-0.10495542027430342,0.08070295846451087,-0.05949042108786367,0.011006568624398182,-0.07128577267698785,-0.009928882481353528
2009-02,-0.04917702363547302,0.049234810181929614,-0.08591113643480751,-0.008077189621946526,-0.0914937960985356,-0.09993968728159319,-0.16047608313157802,-0.12103131736340164,-0.049234810181929614,-0.05666935835726203,-0.07699854518264503,-0.03111404253972849,-0.08748306106065817,-0.06931451362495158,-0.11273892363078288,-0.10128816466104872
2009-03,0.08475823174116721,0.15154761276539372,0.022409804337958094,0.16433469020381758,0.06826798503890869,-0.026617877110136218,-0.16816557266032836,-0.25019075319484385,-0.15154761276539372,-0.011414429367448733,0.016647946431334323,0.043201052058327936,0.014073883824824517,0.04420491283892173,0.04320762499871897,-0.049478187754507866
2009-04,-0.2075817992965237,-0.014041494081185284,-0.09418447654433587,-0.10620178817033792,-0.12628347257066727,-0.1648735579760195,-0.059589087595853726,-0.17666315597258864,0.014041494081185284,-0.23219368290547776,-0.19288596874519232,-0.030293979253773147,-0.08614574544152764,-0.11675124455352454,-0.11442159586694367,-0.14923289511756174
2009-05,0.013056426933772465,0.09046013889160219,0.017022879113822192,0.029306219517877492,0.026030437306989937,0.06224523207109102,0.08207127223592917,-0.02269304771118498,-0.09046013889160219,0.010764854868426153,-0.010296440370526853,0.05557858983619181,0.028483492348498073,0.07294186257535999,0.02015777236589503,0.039602648067152704
2009-06,-0.023154874551155877,0.10476492994530275,0.034127898807840035,0.03695064892480432,-0.11851196829057235,-0.0901996320364641,0.1179436425076359,0.08829365908746958,-0.10476492994530275,-0.07050252149130457,-0.02656910218954071,0.11065662739883675,0.022490856063856125,0.01617173477876412,-0.08948247419608386,-0.07024031702519794
2009-07,0.04430957278407695,0.024386307551508665,0.01505525951674568,0.14614660744771882,0.08715566746981009,0.034014871144638054,-0.2535049106563387,-0.3367554369004491,-0.024386307551508665,0.041786183996849996,0.013976367563812644,-0.04778007971308702,-0.005789492605089179,0.04570716863117988,0.057149694485866605,0.010250600496918958
2009-08,0.21669434063892296,0.0963356380624033,0.17247121252033265,0.15203604947366717,0.054833856338920725,0.10242934555054618,-0.059052469018938236,-0.09423016948708916,-0.0963356380624033,0.22729728563668627,0.20067042868373308,0.06551976645873749,0.14202705658745876,0.10423307259441829,0.05142320525578415,0.09875313787930044
2009-09,0.022437467226793864,0.026139773602973062,-0.009665639597302232,0.0028872010995563734,0.011015520412395043,0.021400803280287508,-0.13093511003831193,-0.08185969707003361,-0.026139773602973062,-0.044149220558837396,-0.0029858972614637638,-0.020092932348554835,-0.03408161958423688,-0.05554531711395018,0.006993180202897378,0.02221618262243565
2009-10,-0.05200729908193835,0.06559376724293511,-0.031023075525645115,0.04141888243569149,0.03793878348010495,0.00642453303325017,-0.18445018931083382,-0.3020644393258299,-0.06559376724293511,-0.10882956303926757,-0.058453588391070115,0.0060239292080037365,-0.03953657889323108,-0.017165754446635016,0.01633000476528733,-0.002926254372961437
2009-11,0.10829897884328829,0.14204182015320582,0.10538614649186853,0.2075117121190736,0.05325918739965678,-0.04187284431384754,-0.20097912466245924,-0.2478050778876959,-0.14204182015320582,0.01494040508595206,0.03848145830744725,0.030451079708349666,0.06897000517528741,0.04568237341141562,-0.0013521378659416448,-0.047389026201367784
2009-12,0.06014451665679511,0.022830728504541296,0.022742741979980052,0.010700867226014455,0.16300461605872574,0.012455464761186134,-0.20924241696306428,-0.23453734693630712,-0.022830728504541296,0.05492784040954943,0.04671773316693,-0.019216846289722457,0.0513488852630751,-0.0335844308365928,0.1271593106297555,-0.009995885353701321
2010-01,-0.13160372702676165,-0.012057850335409598,-0.1895232269955965,-0.06158647346859603,0.07366805235300496,-0.03701750429665671,-0.1561144677505881,-0.1843620205669395,0.012057850335409598,-0.19333043884782272,-0.1409180297049314,-0.045529456672938506,-0.15901803103748655,-0.03400619434383503,0.061518775491523334,-0.01586430004171165
2010-02,-0.028487572791190442,0.0743180254552917,-0.038961330325781515,0.06231596187190492,-0.09250735986018352,-0.09447211440442152,-0.24954864428599227,-0.2816008909967155,-0.0743180254552917,-0.09579768036430165,-0.08806206926242174,-0.02929140805244224,-0.05213058581401472,-0.07911436232234538,-0.12121173629486064,-0.08943251056447601
2010-03,0.03491548149156769,-0.02494820069090197,0.06780037787551588,0.08957866781167086,0.09699788181734835,0.03773769823159462,-0.06636693314438519,-0.16549843483684665,0.02494820069090197,0.037826994148455445,0.009563626674585752,-0.044797962105236344,0.056759070946881145,0.055254390032685,0.10236915366633553,0.06405310995495678
2010-04,0.0774630368161196,-0.020215475853011734,0.06115303175676788,0.07212958987044153,0.05159597308650311,0.025587072780983315,-0.11606962351779306,0.0029382149550225664,0.020215475853011734,0.16074810607113302,0.021694085854571336,-0.12199020543620263,0.012457640644628514,-0.022444068566973053,0.005167967542763406,-0.0009319470123737656
2010-05,0.17754804593804918,0.14838581908285597,0.09009403726241774,0.13118612818646663,0.03008490989818807,-0.013020004532990546,-0.06377682965091934,-0.12362167464623043,-0.14838581908285597,0.1395585341803792,0.11146855245702968,0.06730782081973874,0.040095418540993646,0.07932706303902311,-0.0014157062776580542,-0.0025404631377375546
2010-06,-0.051496248766395726,0.019130684304228682,-0.0956756328836318,0.006912649131779235,-0.094364785178928,-0.01988612562291071,-0.0314582809095434,-0.09426182278264919,-0.019130684304228682,-0.1469617291415881,-0.03212869313864356,0.043303791546312684,-0.06937111267617391,0.044050996488926006,-0.08430784441899818,-0.03930955740518771
2010-07,-0.15483337355411697,-0.13086448275886267,-0.08766631918391707,-0.021578090655591936,0.022512853649160346,0.007535990928893522,-0.21826835976228562,-0.16035282794012196,0.13086448275886267,-0.11676754954208643,-0.15233639120817258,-0.14615704055612957,-0.030017110457692998,-0.043352496586725235,-0.016904598871525997,-0.13932916449599395
2010-08,-0.1332507172271817,-0.11278693864816246,-0.08593288766690935,-0.06449924118683019,0.026592309060441712,0.030683340291661223,0.09595891738136154,-0.0249957562051006,0.11278693864816246,-0.056596826084442095,-0.06321892411788892,-0.007948186671829088,-0.052699205812565736,0.028235933697686944,0.012912774965379459,0.0040142661910597885
2010-09,0.07853550825592484,0.07755172330508707,0.07684207967449437,0.02393761144327862,-0.10399119531494927,-0.09345888381811966,0.11687059155052626,0.24518046855809633,-0.07755172330508707,0.058832452525777894,0.09196569698474945,0.10454418013157679,0.08907525010406535,0.055524220318521576,-0.0700740256067192,0.030144892153567988
2010-10,0.07177402498770934,0.03348644576406625,0.03932038658073818,0.08751647801054392,0.09821358859133472,0.07097583203330025,-0.33477632145982783,-0.35681729302433896,-0.03348644576406625,0.12509999594269455,-0.04440787222372183,-0.11805045315199425,0.019444058720119905,-0.09798655208136907,0.035981089207723686,-0.07412818215669002
2010-11,0.13433497592564103,0.15109220291900124,0.058643197948328236,0.12475601052068624,-0.041564693069216105,0.014278937556826488,-0.04253805558409901,-0.03309141630599816,-0.15109220291900124,0.062023860347796174,0.07675943091707749,0.1033070326355934,0.008815329791955265,0.07725969226112621,-0.06403786906176162,-0.023801570097216285
2010-12,-0.05336737738250523,0.12146616050404634,-0.050879688385300596,0.004185592342834781,0.026776947732963085,0.011323088155727898,0.18665968618416112,-0.08275392182530682,-0.12146616050404634,-0.14377914676172282,0.036812222490001045,0.22499475499499505,-0.00986133231258557,0.14361290459479806,0.047920165450582856,0.05351285708341336
2011-01,-0.2509085190302471,-0.1441188941981229,-0.12625232330635497,-0.16393507921480407,-0.03960850210697511,-0.07448184534184475,-0.027127349246203775,0.009208665986918912,0.1441188941981229,-0.25726720241369494,-0.17317561113003543,-0.06346062504322032,-0.07187580816610124,-0.10193894604402887,-0.030210671282647206,-0.07722830380927605
2011-02,-0.18908011782464285,0.010602065478929392,-0.09745639881507731,-0.05887725180835416,-0.044944705279200074,-0.045080163834451306,0.09186163551316467,-0.15637001281268206,-0.010602065478929392,-0.25121750556692424,-0.08455513543675025,0.10594566412685069,-0.029810444916324504,0.06336220770362683,-0.040304998316001706,-0.025672072660176296
2011-03,-0.07208638060173947,0.07784085939459714,0.03424885387246521,-0.013296813293751776,0.0424953010789535,-0.007702960419610969,0.15750251453034678,-0.03460641596254846,-0.07784085939459714,-0.1387063629479283,0.03618512388146714,0.19132373874538747,0.07044278128870589,0.11692320107321628,0.061029633918333936,0.02112687931980603
2011-04,0.028035084883068228,0.007121685921189896,0.06639740445736426,-0.04264365370591567,0.1011323915357641,0.02562077238872142,0.020920956335515505,-0.05030066897148338,-0.007121685921189896,0.012194217563680948,0.01527139172149893,-0.004872963336506264,0.06855936107602142,-0.02923505376746538,0.08254664527412904,0.010613845515237922
2011-05,0.0372253403474561,0.010495637907545418,-0.014036458874659477,0.08319161243366228,-0.08277344795623091,-0.02903732694137226,-0.08198201659302796,-0.009420590031187621,-0.010495637907545418,0.05681303157695077,0.008889819175224222,-0.039112128134293885,-0.03869482600797223,0.054580622218613165,-0.0888437577758732,-0.04108485863264468
2011-06,0.07121285575418831,0.03780443102530466,0.1008868401760787,0.06287694799460446,0.026855049444696535,-0.02262343798689594,-0.2137000589841576,-0.19234961860900374,-0.03780443102530466,0.03353200777017457,-0.010722758208410925,-0.0946640606797499,0.05191884109212833,-0.05548635436862538,0.012029071767635508,-0.051259659486308735
2011-07,0.15544103831545095,0.10933338874936448,0.11040925816350436,0.08371153058040906,0.01878699079197036,-0.02307941269249137,-0.24667483292837078,-0.2697500514624357,-0.10933338874936448,0.09676593816361526,0.00461063774733299,-0.059049717889972354,0.01395051353819406,-0.061541615714365214,0.029583217130836965,-0.06354542614184261
2011-08,0.045628887446902536,0.10153220685375686,0.06239624086620595,0.06422206881131749,0.09281065773463767,0.048756886151728435,0.06228553903709312,-0.2059101887721623,-0.10153220685375686,-0.018299741236526723,0.044808217063354895,0.10213478181005972,0.052466564169285516,0.0591283920882241,0.07095744833555921,0.02654922413709932
2011-09,0.1125364487628186,0.12098098898826991,0.10880410399021856,0.009452336686125567,0.03944719858015902,0.001475774820664758,-0.09546007502125456,-0.024104729142229026,-0.12098098898826991,0.01177346796220191,0.007386232382636726,0.027051166777382424,0.049707784652456226,-0.0966941519233811,0.06241293053956022,-0.00898353681935465
2011-10,0.07776447226171111,0.07703655262268853,0.0581978477621266,0.008543743663130132,0.03583793909462243,-0.05429860726294102,-0.23697317305102228,-0.27257672309971037,-0.07703655262268853,0.06923669700452495,-0.04524103570412717,-0.1033014477190427,-0.011076945387352741,-0.14491425370676472,0.010577491343634116,-0.08283227182250813
2011-11,0.28706559927940134,0.18015172543289973,0.24348450668150404,0.09740161314735289,0.1306435871939218,0.14986816254660662,0.1311235478318742,0.08538118056948758,-0.18015172543289973,0.2180094232570982,0.2919519501769402,0.20970391854169992,0.21430099341953174,0.14496601584632923,0.10175288788362832,0.12167468512249456
2011-12,-0.1887731420179746,-0.12831857962289367,-0.12284629299402229,-0.09458926153908005,0.031068560682290868,0.14858529822526517,0.37122724101382126,0.12348730542989486,0.12831857962289367,-0.12006119628928197,0.07248769357398668,0.1632067872904133,-0.00671010831285743,0.20926934572949168,0.07459008188931705,0.20379445554842865
2012-01,0.0017166273159004324,0.05151613444159682,-0.07267526481729586,0.05885134083014472,-0.09180844453185816,-0.09687579328016785,-0.28881787759920163,-0.1495191973132657,-0.05151613444159682,-0.06738103301427428,-0.13927305102061965,-0.11116475205073914,-0.11319342939394224,-0.12192218264298281,-0.0717107490270427,-0.10529905613311083
2012-02,0.045720468213786225,0.030948819581296267,0.07527784900999884,-0.044127381069903396,0.13375152963739542,-0.01822780004775199,-0.02069734583782394,-0.20768326223957712,-0.030948819581296267,0.00943619411131759,0.03988915848763416,0.02916639576803593,0.07207432338545722,-0.023221392567385677,0.09652210092308686,-0.021169927819997807
2012-03,-0.17395418592772494,-0.0893464704592712,-0.07157556062015884,-0.15604038709965257,0.08440487398471459,0.0637612167989185,0.20897470678731633,-0.021447470504128218,0.0893464704592712,-0.19334673216307377,0.03333608424666866,0.106563782017646,0.022704230171637255,0.04715599830482502,0.08016439009586326,0.1071355960694574
2012-04,0.1463336836042066,0.130032192626951,0.01630594720419158,0.09500318262168908,-0.05808274829808113,-0.04446902723389976,-0.175196073657595,-0.1303528760701668,-0.130032192626951,0.02981740088865434,-0.0003083688816487114,-0.012735741099161977,-0.045201669209736325,-0.05148485590596613,-0.0046171224513560215,-0.06568269652708
2012-05,0.2631838969399234,0.23324117089158095,0.15549130400761252,0.137501716040894,0.006798312936784329,-0.02488942534632366,-0.242391530249991,-0.2445169978769039,-0.23324117089158095,0.10726096250244696,0.03735834316585803,0.011196222795483594,0.018978634982307434,-0.08226941701327865,0.14175581995271633,-0.031149470769764844
2012-06,0.10425196287142555,0.007564822048899275,0.057876299060776286,-0.003621057026438943,0.14947435656744285,0.06916271574690325,0.138091001682688,0.06342934249216223,-0.007564822048899275,0.10643733297181353,0.17060276748355002,0.1322209717921462,0.09647877731393639,0.08041063211136526,0.09708249760095475,0.035233980274296466
2012-07,0.004646706995559758,0.0977083050071722,0.006295991935745999,0.09350313565120476,-0.1447706563875767,-0.12451825082121014,-0.3830203728884212,-0.29904112916141895,-0.0977083050071722,-0.1469501749922314,-0.18546472379710935,-0.16828324785812984,-0.10724231668290855,-0.15095944625753904,0.00391763446247665,-0.06622996344414617
2012-08,-0.044858376365834174,-0.06705545320798387,-0.025948114434632394,-0.002878760593366519,0.01857607544379277,0.0652607061954978,0.1265341879102342,0.029678469642072797,0.06705545320798387,0.000684036375182001,-0.012273641595623056,0.005349280466338997,0.005839938858194357,0.0756280691645759,-0.043703183567800986,-0.014091929813237078
2012-09,-0.03661715060016567,0.04038860066809913,-0.0520088354328849,0.03328016826203906,0.014670437286922227,0.011169199616892542,-0.03490351830091614,-0.25598884417354223,-0.04038860066809913,-0.0530269866666458,-0.03234275268906256,0.03851516150952541,-0.02187566206265008,0.029179823465821687,0.04053427939908477,0.029761190074139323
2012-10,0.06903098420573843,0.09848445739455705,0.047243393973945745,0.07990896481539819,0.11892711619600276,0.012479570720565642,0.16522641410678315,-0.09430966989862569,-0.09848445739455705,0.0518110086483667,0.10499483878790122,0.18324364447359637,0.08493334987380252,0.15974412550479855,0.04539670002446073,-0.04015181148151697
2012-11,0.2063056809291308,0.0795342942136736,0.10457627075088831,0.11153824193295316,-0.035866168951805576,0.05396961474891111,-0.10039264372874737,0.14477015841338478,-0.0795342942136736,0.1984714231432638,0.14031825351592175,-0.052578947306553554,0.03337215868023032,0.029404038213033713,-0.027582842732660304,0.04376409787812421
2012-12,-0.02237692693329212,0.0001292617733496039,-0.022801497029174025,-0.04928497895691146,0.01977120372236814,0.028672662620410485,-0.0359001463980092,-0.10396644233254931,-0.0001292617733496039,-0.031015815521682467,-0.026873666937578006,0.004057849151395399,-0.022139378162453347,-0.050413690340958724,0.017293194782240458,0.0335874439845414
2013-01,0.15531793983819053,0.1453455808347825,0.1089350152776868,0.11805044754744516,-0.06939236579981353,-0.06864096828732161,-0.3053095524802643,-0.15904888191914818,-0.1453455808347825,0.06306474989215863,-0.0075348347423361455,-0.0711826432980374,-0.00847410729488875,-0.08078333873022576,0.02356028412535057,0.018060578144257114
2013-02,-0.038628934706287046,-0.01849286196372932,-0.0256870688937683,-0.019887241500200648,0.031689733054223276,-0.01861382704419717,-0.09433281018916287,-0.2133703021267059,0.01849286196372932,-0.015686420439451062,-0.044451662033017994,-0.0559322199267148,-0.036132922027935985,-0.04350549143942772,0.06743465464792282,0.012118945678717002
2013-03,0.12822185581410447,0.10474831320276536,0.08811319585767188,0.06393954208490076,-0.007521012473015418,0.014443944484934844,-0.060474690913622724,-0.03380472406091195,-0.10474831320276536,0.08824663498106139,0.0947371177597857,0.05009433661257968,0.050403138599986894,0.019398382497526925,0.020679550826668558,0.022416238794787217
2013-04,0.06829547248754317,0.08830355334924718,0.0210630628889054,0.006419302797556209,-0.09797522603860555,-0.056029061142102855,-0.3106522783945127,-0.09507927220662599,-0.08830355334924718,-0.04532473171657457,-0.06405299435148755,-0.13048258933594098,-0.053733936282025795,-0.1647443007603593,-0.0045924670026168775,-0.06785229764603073
2013-05,0.15730894946573137,0.08918527501692265,0.11700303232024463,0.0388511809982071,0.03725899407908353,0.020816643500559465,-0.09383501341576451,-0.02017465045966534,-0.08918527501692265,0.16104233117226327,0.08274155814651758,0.0006336338257549671,0.05010737493705462,-0.034841236125300254,0.1027982328075629,0.03671392879466894
2013-06,0.052831438126988414,0.051050228142888905,0.052253737313696286,-0.059552407130187245,-0.04898026563368718,-0.012595441520419184,-0.27564888936260584,-0.042383209282315766,-0.051050228142888905,-0.05979762467712966,-0.08908290354562295,-0.15160521943780383,-0.05445500171325126,-0.21117333712787895,0.058538896279190955,0.06714993959763901
2013-07,-0.045811256225969356,0.02693824062669451,-0.017889522689560365,0.043596700601210604,0.046467443928747174,0.013557692091417443,0.025267629639960782,-0.25768890948241374,-0.02693824062669451,-0.061327324814712474,0.00852067025144014,0.10436504972474744,0.05971466983460686,0.0804556937681496,0.03533887402259693,-0.01508274162701846
2013-08,0.0646420904062415,0.07731931390065368,0.06936480642824208,0.042922496371884854,0.026973993286244124,-0.05347577360521982,-0.13859213389707034,-0.002770593401351052,-0.07731931390065368,0.009297438060459493,-0.012622205542488532,-0.031334436950533597,0.022004706735617996,-0.04743375076031588,0.025666467099876092,-0.009949742195369453
2013-09,0.12274166225362292,0.18218472472444042,0.06804405712002037,0.15208248953298817,0.048887259442883364,0.021601235129414007,-0.05459246650760079,-0.21617216577302564,-0.18218472472444042,0.006222802691183197,0.10191027000180852,0.16316118822998563,0.06653404467078881,0.10334540531475525,0.08369728807475299,0.021666815877429222
2013-10,0.11922212207785833,0.18986943180246288,0.08323227740339567,0.11277040665360728,-0.05420804201891327,-0.10213819552063551,-0.37066484221000845,-0.12779363881891698,-0.18986943180246288,-0.09982180784551473,-0.0675017016665954,-0.10305823160442494,-0.045339008040139225,-0.15502703106189236,-0.019172846243300946,-0.0008080833079576867
