ym,EP~log_mv,EP~amt20,EP~pb_inv,EP~roe_ttm,BP~log_mv,BP~amt20,BP~pb_inv,BP~roe_ttm,DP~log_mv,DP~amt20,DP~pb_inv,DP~roe_ttm,SP~log_mv,SP~amt20,SP~pb_inv,SP~roe_ttm,EP_stab~log_mv,EP_stab~amt20,EP_stab~pb_inv,EP_stab~roe_ttm,EP_impr~log_mv,EP_impr~amt20,EP_impr~pb_inv,EP_impr~roe_ttm
2007-05,-0.15771746772990966,0.02291320555274575,-0.5845949952793833,0.7205768409197701,-0.49636941657635214,-0.2062639032639437,-1.0,-0.002255289233466152,-0.029181382067115787,0.04787511077973362,-0.31169214442613086,0.38133595166936834,-0.3281155989493391,-0.1182916121728284,-0.6707377494368107,0.33678065842264376,-0.05624358884447814,0.06716801341576366,-0.3637306108183358,0.25154974385396667,0.12016346177961115,0.11520639635468274,-0.018116670552488532,0.4245134079479714
2007-06,-0.13395117675149648,0.0475712421549764,-0.5311946677594769,0.6868441279303575,-0.5108523661015525,-0.25916506314647536,-1.0,-0.09711113162188667,0.00012822832494671706,0.09529238124993422,-0.2716735903650796,0.4058652600944308,-0.32779694523465486,-0.13705395826288982,-0.6474671813268459,0.28601157208641564,-0.04057132250605284,0.08228935745927374,-0.34109545302380223,0.22344757471319482,0.14365888660204246,0.14733979405627898,0.018952651885364363,0.4151235251658526
2007-07,-0.15019009843351147,0.03278552733292696,-0.5458561438930024,0.7016676115862056,-0.49326281746872974,-0.24098285513914258,-1.0,-0.06156865377207184,-0.009851377145127188,0.07243641817017471,-0.34610067204906786,0.46441800595798527,-0.3294920308325128,-0.13896425727211575,-0.6581443041487655,0.3005191560236353,-0.0382409725210578,0.050685583290880694,-0.348763075402949,0.2301553644694812,0.13187171597622735,0.1224949486398097,0.01014990779370764,0.41910410508518786
2007-08,-0.14397585936014468,0.08376840262318797,-0.5270327859028975,0.7078728220105319,-0.4862953188717977,-0.21759136647901609,-1.0,-0.08915272649902758,-0.011765037929626555,0.10619162176809713,-0.35061910991070433,0.37770879245022365,-0.32772312787743196,-0.14847398279337568,-0.6304261853446073,0.31069812752069764,-0.15068395366414733,-0.017452737534917957,-0.4358505493470695,0.24828929724500753,0.07732599974489561,0.16018886889428008,-0.08782252559029566,0.5030258398027284
2007-09,-0.16204809559138011,0.007073415817647912,-0.5324853497775454,0.6948022576476823,-0.4941019601796699,-0.2313379748935222,-1.0,-0.10357171984236829,-0.015484677018645197,0.06005786948543588,-0.34796652535128175,0.37071438330089423,-0.3407865447125687,-0.189828568300512,-0.6288034348700356,0.2986313714192479,-0.15448346544816305,-0.029562819227716395,-0.43793482210046714,0.23686074060686174,0.06362578630012812,0.10712145244266175,-0.10412894134248948,0.4981015608028009
2007-10,-0.14798593632832235,0.077574080679087,-0.49575778836573364,0.6901859565975945,-0.5108021861456453,-0.27117086344990304,-1.0,-0.15730766949484268,-0.0038452365943589897,0.10786198713486378,-0.3259968204588316,0.318141525130576,-0.3424282084487328,-0.17010132396990452,-0.6226274248784229,0.2761665025168854,-0.17268171264402202,-0.06086147421468641,-0.4208478988449507,0.13616387292752094,0.05043863090889698,0.1680579247992086,-0.10784681721255683,0.5441412058561301
2007-11,-0.14220793298585777,0.0718997203358097,-0.5109300238918069,0.7071207178365135,-0.4795592576086406,-0.23518180450656018,-1.0,-0.1216582805258057,0.0025592009713981826,0.097998397271856,-0.33147441838902625,0.3160164164462685,-0.32548076458807446,-0.12909717189435518,-0.6235656862976671,0.3039768680083724,-0.16051004114222175,-0.06453612399833243,-0.41683716989437414,0.12975522087557848,0.04298447812952359,0.1430195606456099,-0.12555920985360494,0.5520304408853474
2007-12,-0.14705060354413677,0.06242140215600093,-0.50884749148823,0.7027477961458602,-0.4725151445816575,-0.22097492683161088,-1.0,-0.12877313407606678,0.013361318187902019,0.10018351666523997,-0.3218894144386886,0.31138912476770625,-0.32218529227743614,-0.13963197001703972,-0.6249653695468855,0.304509624531433,-0.16305246272723245,-0.029649937101427142,-0.42321496476219855,0.12823873811692213,0.047804778159937326,0.12722346012124308,-0.12624616992858134,0.5494818250502338
2008-01,-0.13407773784094015,0.055959300136816804,-0.5013300284628127,0.7044405057084473,-0.4584058233216951,-0.1998543951359774,-0.9999999999999998,-0.13745611049110418,0.026329784799747298,0.11592835106295572,-0.3048698559915215,0.3045360562636855,-0.30838445844570656,-0.1291265496129501,-0.6217408770494729,0.30287803064739216,-0.1597253749869585,-0.0314334856314196,-0.41565804203161527,0.13408373092104447,0.05154865117683029,0.12304946702890888,-0.12620639543662635,0.5545192301726822
2008-02,-0.15861270882012327,0.019011113818826527,-0.5107903736154111,0.7158119139908985,-0.4623780665185637,-0.22396962550637142,-1.0,-0.10051445844327811,0.0499940622696948,0.12526117374983092,-0.28942576462059844,0.2766702148963783,-0.3229876822172225,-0.15185781586052444,-0.6281392862357124,0.3282294957015749,-0.1502208551875865,-0.03407830567885399,-0.4101369606663612,0.14420420968614017,0.050823948178881244,0.09456208884182402,-0.13751446219749178,0.5555772042072376
2008-03,-0.1727489125204082,-0.014093448744951675,-0.5148425985945889,0.7161481526006442,-0.458540571434237,-0.20084812060120108,-0.9999999999999998,-0.09246177895744026,0.07251689401376941,0.12920075099128403,-0.2730728126840639,0.2619474259017472,-0.332181550278588,-0.16403717712329197,-0.6294643000196392,0.3326285254475597,-0.15841143507006672,-0.04387524746111356,-0.410149420111308,0.1414128267065243,0.041566553396466824,0.09529764143669317,-0.14721002121078383,0.556549591708815
2008-04,-0.17034251284199114,0.11505489905679661,-0.6144674796605631,0.6746101803135218,-0.4802844880709448,-0.19378177984936673,-1.0,-0.002781899559257116,0.0749383413860456,0.17907527356124708,-0.26987424853279357,0.23029108564943876,-0.331041388825986,-0.12568831067127328,-0.6927158391289788,0.24442290187910176,-0.11796019429381033,-0.01138675006824321,-0.3446406785439423,-0.036337120336201546,0.05776425092183685,0.22446112725971062,-0.18885142929508505,0.5134736868559695
2008-05,-0.1725574114075201,0.05126509975315926,-0.6115026996119687,0.681774993161513,-0.47693409184396296,-0.21133489119244528,-0.9999999999999999,0.0006630583653261384,0.03981663829502366,0.08639826862660302,-0.29507988521514555,0.2681184874555213,-0.3241860559380285,-0.11577752851507936,-0.6813190565305346,0.2571235231081582,-0.11501745803866369,-0.021933887558479363,-0.34483150596775847,-0.029875343034659465,0.06961264702933413,0.19086640865672916,-0.17419754525131806,0.5143409428302793
2008-06,-0.16919388387384407,0.05918608340613081,-0.6010539422422864,0.6812717800195103,-0.47188576953658906,-0.22126914516353088,-0.9999999999999999,-0.018393943499193363,0.03521616162389329,0.09090897537327448,-0.30756576915428063,0.3171979771664155,-0.31806146493572185,-0.136876522677479,-0.6770906678964488,0.2485206500938286,-0.10905872316038863,-0.06533062386150319,-0.3372966170519935,-0.03764360506682352,0.07184750218123974,0.1760492663997319,-0.17648674084653312,0.514297028261873
