ym,EP_Q1,EP_Q2,EP_Q3,EP_Q4,EP_Q5,BP_Q1,BP_Q2,BP_Q3,BP_Q4,BP_Q5,DP_Q1,DP_Q2,DP_Q3,DP_Q4,DP_Q5,SP_Q1,SP_Q2,SP_Q3,SP_Q4,SP_Q5,EP_stab_Q1,EP_stab_Q2,EP_stab_Q3,EP_stab_Q4,EP_stab_Q5,EP_impr_Q1,EP_impr_Q2,EP_impr_Q3,EP_impr_Q4,EP_impr_Q5
2007-05,-0.2622706696112652,-0.21403556200132332,-0.1355796245176395,-0.1296630239222061,-0.05308382740285345,-0.19641060561729826,-0.16939825546483755,-0.17512205352779187,-0.13333807983898294,-0.12036371300637695,,-0.19979500184604676,-0.1928978050563954,-0.09906759617085203,-0.0995009782746459,-0.19812321865903162,-0.15110071350585005,-0.12960492830912868,-0.10332284989349048,-0.058783970586818536,-0.15832855745927218,-0.2726210414164724,-0.21039275370861632,-0.12937204385957377,-0.08743315628655948,,-0.1819133445890234,-0.3174464236592004,-0.17345063996595972,-0.07643948045688821
2007-06,0.2440345828406083,0.24757992245464674,0.22520404274952158,0.23344157640517046,0.2333724167530022,0.2117210301620729,0.2292157534646751,0.23922054045448243,0.23567583580254006,0.26764360319896985,,0.24231395865139457,0.2432066128144346,0.22419443400829148,0.23202357510596652,0.23370429343780727,0.22890471889145922,0.22162296122919628,0.21758075063746066,0.24666155115395766,0.24207952691311516,0.27199343926416575,0.2507124069553868,0.2178546820350117,0.22408988542376507,,0.2482809126722681,0.1829558200596859,0.2342027413355602,0.2174629844535451
2007-07,0.13017917483461933,0.1243891573273438,0.11703138995823945,0.12314518582290075,0.1450466439795819,0.12349618387833278,0.12033116614639186,0.1288447857210504,0.11295302283362668,0.15416639334328353,,0.13630855025554264,0.10683924018743521,0.12126969120090957,0.13298664888812983,0.1218976815860544,0.10662345038103233,0.1145999489151153,0.1320725802070746,0.13374595994984867,0.16816252916952984,0.0865759855677394,0.1155114174339725,0.10491305511560682,0.14094813427672442,,0.1333269851869401,0.0848240352737542,0.11701563325219666,0.14287357479846893
2007-08,0.028740216618740873,0.046519632196389445,0.03621076487203359,0.04324160707300633,0.05584937964152574,0.02847417933236758,0.041850114499016024,0.04038426350006733,0.04768267045849486,0.05216818459582869,,0.034315570680493346,0.04540506340035745,0.045004282278657666,0.05277536459385335,0.028437823989228228,0.03471048942005647,0.04671306226410627,0.04251458490351285,0.061765454500334875,0.0504610182497762,0.020102401125511503,0.052233856972354636,0.040764377391643576,0.04544669397928233,,0.05325763607320239,0.02244826799039434,0.03712119240718751,0.038778517680094375
2007-09,-0.13837356645247553,-0.10955706802226499,-0.11011551352118672,-0.07803743756331799,-0.061258225710469176,-0.11137162714425221,-0.09422528333258295,-0.10970453021601731,-0.09524046698249296,-0.08668870583074623,,-0.11675720223846556,-0.09197072503126856,-0.10070104529736867,-0.06866961169410495,-0.08221965879663395,-0.09896829395218845,-0.10049732206962148,-0.1018405915946141,-0.06928139248756432,-0.09156371169201702,-0.1229879286858643,-0.12643894998984556,-0.11161446315682755,-0.07006726358769175,,-0.1118337392272974,-0.1423820403606996,-0.10002428179105215,-0.059902535250721235
2007-10,-0.03356385407765012,-0.057602529375506424,-0.09244382380831331,-0.08509193967529818,-0.09203734188990523,-0.10483337315038864,-0.07632661742273025,-0.06433195979652094,-0.06906539077842727,-0.046496110317693115,,-0.048887856061582795,-0.10471036427594269,-0.08168738859972832,-0.08302729790518157,-0.08512978740538811,-0.08832380712666692,-0.08228471787861978,-0.0711994383240632,-0.08678720882747495,-0.08896191885666481,-0.05839103035318138,-0.0429907020675148,-0.07284728157819084,-0.07421958786073475,,-0.05078657460741602,-0.054927530614003295,-0.096767133287685,-0.10345473166139428
2007-11,0.18853620375388977,0.1977339837856671,0.21495707255288815,0.20025850186221872,0.204906143095928,0.20294103916114406,0.19904683197819767,0.2013316992723963,0.2081529778391846,0.1949822600110545,,0.19323241841237124,0.20799418211076778,0.2082450573647771,0.20551326804381342,0.19497694221487127,0.20284322979255215,0.19795645103268525,0.21641189281319084,0.2069995286087548,0.20085993511965264,0.18910133278862387,0.2022496038076666,0.21452507924842582,0.20268610343477614,,0.1982312797327596,0.1973541508117045,0.21274921272408182,0.20950346665127612
2007-12,-0.06556788402112917,-0.07083519502544328,-0.05992507695625559,-0.06157960177727289,-0.07593504776156823,-0.08386700518169499,-0.06416493014831123,-0.054170684308895975,-0.06429040128111345,-0.06734978462165354,,-0.06783062860986627,-0.07417215201215108,-0.061006377958001484,-0.06380609336779394,-0.08377583441396934,-0.06717710171452212,-0.063065287464735,-0.060365218946192706,-0.06381881761797843,-0.0699058893955386,-0.051321569474939634,-0.07059887916530691,-0.055393875744892455,-0.06459182085477629,,-0.05583183125224644,-0.08232162470829907,-0.05959323196843643,-0.07585335681551357
2008-01,0.09139014839131526,0.09755812108625082,0.08986817400904078,0.07526830003610036,0.04819659444571699,0.07428312505014735,0.08222758093911357,0.08279966660643519,0.0807784986981157,0.08219246667461241,,0.08658072013351167,0.08597866100658536,0.07146058424688825,0.07159241964484321,0.07729750362422069,0.08146433481117787,0.08206673687184493,0.0744026671996402,0.06170983222613456,0.06685398964447262,0.11346685051571655,0.10013375922183962,0.08888615368393248,0.06978753822493064,,0.08731657706624223,0.10858773928460552,0.07814794750163366,0.055520807062023336
2008-02,-0.18814212971432756,-0.19450782611474668,-0.207582881559436,-0.19626456417845894,-0.1982883663817599,-0.21411283005026024,-0.20171148118180868,-0.1936805382895638,-0.19415305641870903,-0.18112786200838735,,-0.19548299256393886,-0.21177701556997613,-0.19873345922839122,-0.18637314140823472,-0.1963685755924927,-0.18681815891318643,-0.20821515935456592,-0.2010341159198277,-0.20314340892826582,-0.20414172527898228,-0.18216892015178549,-0.19910853052059566,-0.1964980787146338,-0.19636915615157283,,-0.1890130513293086,-0.19983714378693504,-0.20413821324831538,-0.21188992882675894
2008-03,-0.0765598746222225,-0.050604693942058146,-0.041454972279459885,-0.03607471787926709,-0.0044883029649682845,-0.044195954032413456,-0.04490816975009436,-0.054736105661693575,-0.0439678523122876,-0.021374479931486917,,-0.059118761095381195,-0.03602657778624287,-0.030698635918994403,-0.018251083495970145,-0.04501912847113286,-0.038201646931633526,-0.04147026254337211,-0.017558120458017575,-0.016744784678767506,-0.03668282714009449,-0.08449284778059922,-0.05783430851051469,-0.04013956572104698,-0.021061983299320772,,-0.05856331193588989,-0.05538151144752304,-0.022169476552421536,-0.016657410178281536
2008-04,0.002152745181837976,-0.017732026172901337,-0.04176042674838125,-0.04443156058723267,-0.048881074843414994,-0.04620905303783069,-0.01150113033314414,-0.03703274982653987,-0.030910023872184948,-0.025119593519152564,,-0.01950900646892131,-0.04012162646448281,-0.03991591191530189,-0.038431697074854214,-0.043532560192415866,-0.0481009879900104,-0.03511233093154702,-0.0344463667004169,-0.04057654428949867,-0.03357087572038452,-0.009833983706958198,-0.019872314363770717,-0.027057331644068157,-0.03192257380155933,,-0.009365930349614748,-0.026173644015163665,-0.04736396469759584,-0.04564899996250091
2008-05,-0.26566433552620805,-0.25044792878994726,-0.2530135679583461,-0.2480527368677074,-0.22963143994959134,-0.2562292646846019,-0.2613421968085084,-0.2433358028082349,-0.25189568381839406,-0.23400706097206095,,-0.2575731023935981,-0.2551291604113319,-0.24132597722587967,-0.234431513568429,-0.25633999341925173,-0.24168400590075415,-0.2546421894675472,-0.24263868533782776,-0.23550127156632217,-0.2535671494944309,-0.26841934063731765,-0.26578468042513115,-0.24931873755935752,-0.23375386884852617,,-0.2530450915367469,-0.2576749201368642,-0.2505765205401238,-0.24726330312561526
2008-06,0.09524986694646481,0.0867255112957914,0.09321215916686654,0.08883779994843422,0.07951824461501096,0.07879810187377999,0.08447991802136132,0.0808918067783287,0.10078902499755699,0.09851785320774947,,0.09597537663451858,0.08510623974623878,0.08370283273682379,0.07982641206670106,0.08596404126203058,0.0870837190726036,0.07581051917907271,0.09348128255094104,0.08944233706970342,0.08519300300671681,0.10193392848608888,0.09089428482618386,0.09534551949350936,0.09160013065096709,,0.09714466096253545,0.08413363628155406,0.09069862554615703,0.084398599244412
2008-07,-0.2413730891504367,-0.23459375336332908,-0.21406005490124055,-0.216318506493143,-0.20196636128646686,-0.2432652608650555,-0.23562064738342578,-0.21565610949151834,-0.2132424659978308,-0.20052728145678572,,-0.2309941083318549,-0.24719856483262628,-0.21051802762247876,-0.1912120751000116,-0.23293139393109827,-0.21735114780591597,-0.22257044365814893,-0.2200827363053043,-0.2010961086101065,-0.23094531946454191,-0.2325172894076068,-0.237428065080196,-0.21568701033201415,-0.1954355709528313,,-0.22093116115525116,-0.2457713346026701,-0.21692619143262742,-0.20770589186345714
2008-08,-0.09328846718746124,-0.07718383492021674,-0.06784548893792201,-0.06599909359482149,-0.07787609002409514,-0.09128877810244901,-0.06844209551714098,-0.07551046435952066,-0.08481964266177953,-0.062164054025923565,,-0.08866002166297791,-0.08109747631132559,-0.07048576380299702,-0.052824497337128525,-0.07599253289849248,-0.06461097758408256,-0.06867870062483528,-0.07332163357728673,-0.07771464274735536,-0.08847785922610044,-0.08789752808183732,-0.08330130131584598,-0.058481587505227986,-0.05546857095530268,-0.0926804194863671,-0.007939364534268356,-0.07144733319678381,-0.055631668738841844,-0.06219406564415824
2008-09,-0.26787699597968767,-0.25381564758015995,-0.25322526034646586,-0.24699106706902632,-0.2597534807992347,-0.27920777864623464,-0.26037127178680447,-0.25219832901170675,-0.23920057968709865,-0.2507243974628536,,-0.2557520086332124,-0.2623494241353803,-0.2618777570687714,-0.24636705058360672,-0.26753511082861564,-0.2604963459001633,-0.2412576879860435,-0.2503147954242787,-0.266168176471338,-0.2857040250178089,-0.2741880001597013,-0.2611143732582711,-0.236612312744763,-0.23580504548973744,-0.2583648675130142,-0.3860256257921419,-0.2623021228543791,-0.24377682608027595,-0.26016000605237105
2008-10,0.20348432711078832,0.19411111063415684,0.20201527973394182,0.19498727966728635,0.1760613839551231,0.1831251553574178,0.19766285942737097,0.18428332041963927,0.1942163337251433,0.2112915579522236,,0.20219475794050765,0.19786528201609613,0.17991367222126192,0.18823015622687395,0.17505169225100678,0.17645696220877163,0.20129724437477337,0.17225261252389154,0.2081828903477159,0.20392378690084734,0.19607978247706043,0.20549202462234137,0.18647133370882102,0.18767892442617012,,0.200914760021912,0.20114127596934483,0.19173745289198524,0.17901483984369834
2008-11,0.06836409395362632,0.04104211977262392,0.0623323432613275,0.07870388638794718,0.11067896248298019,0.04927294691777604,0.06861765268532596,0.06838909770772159,0.08743532734398929,0.08749658500710032,,0.07702065268444261,0.05108117762089804,0.0722442051384598,0.08134556024252598,0.031432162265036284,0.06212636349013275,0.07142076627371215,0.10334384008000379,0.1066070096051581,0.054782804257732236,0.0943347362036665,0.03449691094868927,0.060461084472799013,0.060801792444424234,,0.08197691388688504,0.04016963120019371,0.05503697897810501,0.06595380537292833
2008-12,0.14824173794173373,0.1557175586944446,0.15160709555672996,0.17238545242094044,0.16721766658181067,0.13919200748572194,0.1593917119404104,0.17263084170763454,0.1645156470541719,0.15938874811238918,,0.16026189150416673,0.15178707194009616,0.15524956181827676,0.16657182103093476,0.15389202785799602,0.15935913983245387,0.1578327974225651,0.17323482888785444,0.17343949779529796,0.14297159002948462,0.1706805040813917,0.16171176213299104,0.15216266789112856,0.16303970167763235,,0.15582519674962608,0.1635622454814104,0.16049428111703276,0.1778322139044125
2009-01,0.13610643997529762,0.08750335665735708,0.07493971528323373,0.06770099181135339,0.07334584355857723,0.08115272963598096,0.08754776892673721,0.08284938350342247,0.08978460908372882,0.09826185613594961,,0.11099713746340463,0.0664861658071799,0.07178850281451915,0.07372105997908392,0.08920792051023663,0.07165011397161379,0.05318466846272668,0.06684142730456565,0.07152599837499031,0.18926517669568357,0.08893328672640027,0.09777728621516257,0.0722172740097226,0.07288111542561111,,0.09576808301539805,0.08981659991062527,0.07776409733915934,0.0850094083816112
2009-02,0.24103639560543108,0.22784793283487606,0.20372114489716647,0.21675203997605585,0.22412374844231994,0.20432391879640688,0.21976068551808123,0.229829043053897,0.24192637356352575,0.21756718274643527,,0.23254565185667492,0.22668736922416804,0.2146963002427023,0.20601152178207965,0.22562012706419937,0.20403840843136775,0.2213720460690286,0.22890903853307903,0.21226788809398875,0.249732261341316,0.23123083601891672,0.22741203269590443,0.20052955214881443,0.21408014266178083,,0.23539409524293411,0.22809312643425397,0.19762030319182258,0.21088813031022904
2009-03,0.056452786095905205,0.0710373590492622,0.0695434991571187,0.07559303521389735,0.07733680562893337,0.03608452613292681,0.0676606526573641,0.0715762892655933,0.08673737214692963,0.0878572741550028,,0.07638892969186374,0.04615614301321428,0.060394926733387505,0.0839667183896662,0.03753011578818497,0.06080598877762353,0.06575170911641975,0.0941040622669958,0.08175206533501057,0.09788140065002117,0.05743412500315872,0.05382139500474694,0.08623169649637824,0.08000257177192255,,0.07649034020382806,0.0630279502689206,0.06101797172066179,0.06463965686322813
2009-04,0.11124671690254181,0.07811203974453504,0.06372101652919254,0.050391097471385836,0.05150378517666744,0.07498526593260278,0.07131746684905178,0.06350610136849738,0.0775845450653902,0.06744495536453261,,0.0832314548842906,0.06843114820504224,0.057651770308099426,0.05586923793052815,0.07175142270262594,0.062304312538035714,0.06278829444468366,0.049894738527381945,0.043054740261652104,0.13713087744758065,0.07416441810307486,0.09097333875093058,0.06518126774774166,0.046581551081037315,0.10185404733604357,0.08605064021930332,0.08091914047528742,0.058740815137016594,0.04620545319385016
2009-05,0.07234464014294645,0.05252303897964817,0.07421373306160875,0.049739079626827436,0.07998745261054377,0.047630519173755624,0.0501805969881888,0.07446713133625259,0.07643411736749266,0.0800951715296761,,0.06834889582525695,0.03898145611994922,0.05911262352247208,0.07933482534894612,0.06855622349624084,0.0601774894736978,0.04949969703496342,0.05560831975494602,0.06742893962172754,0.0713625528103979,0.06763048154341847,0.054823674371667346,0.06369729250112426,0.07137119420961209,0.06823229267038654,0.06449884540083207,0.07406334476441075,0.04922098408606451,0.08542476197257738
2009-06,0.18085562323666232,0.1393850265978997,0.13723780173615813,0.13944060205999498,0.15671958004672198,0.14003723111794655,0.13689591518580227,0.1533944071806334,0.1528551981386184,0.17036316857069875,,0.14722647228687405,0.15498156968575239,0.1488376264922013,0.15685196202024793,0.14546754347611074,0.13880238053455837,0.12941910962184755,0.1518577291773979,0.1463885898331095,0.16402371237567764,0.17637123945548042,0.12514170271972141,0.1273699071026104,0.13155810277202845,0.15470194918994795,0.16285507859019122,0.11400821975290919,0.14089930997747188,0.1326906329337622
2009-07,-0.1528775403112512,-0.16380732250203792,-0.16103241713462196,-0.15287798330251065,-0.15176399643126676,-0.16083268210134186,-0.14955054108296495,-0.15758376433050633,-0.155229202848286,-0.15918001100650653,,-0.14600366330510564,-0.19075661369647687,-0.16314162324080855,-0.13939975055603013,-0.17787069991490775,-0.16945086844029716,-0.15492932256643482,-0.1402793477660527,-0.14286177983910137,-0.13519495828226877,-0.16810776566962476,-0.15732868124308838,-0.15421412195323866,-0.13994985698602838,-0.17812809711028751,-0.15454227285876748,-0.16957719382200181,-0.16740949294375965,-0.1450024809277503
2009-08,0.023892991548748015,0.021182842617976236,0.03880745493946444,0.04388907899966785,0.0698620350334373,0.021011153860270165,0.043869059998021535,0.04100290044562684,0.04634133461046853,0.04549362578619387,,0.028541561438630344,0.03063958868254062,0.04904840936981192,0.06098302961489886,0.027901553738241613,0.0403930767200328,0.04630844157327547,0.05569319318234484,0.058057704998539635,0.05040629965880944,0.03971540502020303,0.0050981675480593685,0.03792103130269215,0.05695176558373045,0.014377476662838179,0.03736872183166022,,0.023953252791916863,0.06367738294135963
2009-09,0.11438896085561791,0.12609810938673624,0.11724597720574469,0.11514982596679069,0.12009122437151772,0.1158862595024285,0.12165783616342477,0.11698020324608885,0.11378120837442583,0.12467421944232052,,0.12332778633550452,0.11260346636670071,0.11862328138037473,0.11492379701357033,0.126303566946503,0.11413045367521153,0.11547123254902157,0.12050640398871032,0.125607022931794,0.12632154352002234,0.11229075322705379,0.12618880171239052,0.12622760544620762,0.11756764508246992,0.1168951887755922,0.11643201335195943,,0.12602915488947114,0.11842546009433534
2009-10,0.15269593825965627,0.14078282032405032,0.15322793142568897,0.14557828363097763,0.1375674633561125,0.12550184967629102,0.1518454888160562,0.15318685426206372,0.14794752713950657,0.15126832926141415,,0.15367989531310425,0.13918551781141403,0.1374135284459823,0.14540858704305246,0.12760358292538748,0.1489040822224964,0.13823991308742087,0.15052588047801954,0.14256264790656498,0.1453239326885918,0.13968126567008873,0.15656706115675037,0.1532420375878915,0.1492967937380758,,0.14541189715838482,,0.14654427889407845,0.1493618918069941
2009-11,0.01719400515686467,0.021836794115429787,0.029456167851115055,0.031094641003983826,0.047027848406769185,0.015508237962757694,0.021652645290826646,0.027565694546877368,0.03503441524526427,0.04683501897528488,,0.028154815907466168,0.015815119656255313,0.02280759617386499,0.05143508363083802,0.008776694025670178,0.010213712319432617,0.032750534342589406,0.0515222449260424,0.04776638533137737,0.011745521100424438,0.029535690243474775,0.013903024571881738,0.03275102160015852,0.038393517584916256,,0.031694541285001224,,0.029618711593178425,0.021036757348103757
2009-12,-0.0466515076444231,-0.02969473598046444,-0.019041134043635208,-0.0224819685655242,-0.03782156212498161,-0.045120520881552,-0.02321002891572487,-0.02500733636101787,-0.028536050257280038,-0.033811216354119676,,-0.028280867825804627,-0.035279090640250824,-0.037208492679199595,-0.0267566905905347,-0.021714030179946418,-0.03261720318081127,-0.018179170302699908,-0.025199784075050663,-0.031899352191315074,-0.032047487722131784,-0.04949670738390059,-0.015538836390097264,-0.01354935291321793,-0.01364400495595161,,-0.032306143871715993,,-0.010992246752916657,-0.033929770366828496
2010-01,0.06628819215443746,0.06900865710334779,0.06541406709943005,0.059053968218841346,0.04239643697352082,0.05760950019026578,0.06459859540214462,0.06362223430816571,0.06085576498058275,0.05542624243735157,,0.07232335722180758,0.06591051084647949,0.048501588294353436,0.04293173644595748,0.05916556134941194,0.06270341047946504,0.05598024253055502,0.052658516954037914,0.04726020539096424,0.06261812529658153,0.05161932165457752,0.07434724774263088,0.07666304578367102,0.05659959441123326,,0.06081272216249019,,0.06731767621393969,0.05645571014529749
2010-02,0.03717198410683755,0.03943567263392785,0.03105387428193429,0.028304332904982597,0.04000198810982983,0.028963196367126666,0.03532619659983711,0.027495807842112172,0.03379576107535679,0.05034828456927547,,0.042035553035519466,0.020167916494250804,0.026971860600929744,0.04384507674223902,0.023056293856620166,0.032518987689130925,0.03163052568819418,0.032546912805620845,0.04908748305919567,0.04944548842528083,0.040928710752581275,0.03033227289613315,0.030336884767188328,0.02486460495371088,,0.03952761503671252,,0.03424142875203533,0.01961487882727203
2010-03,-0.07255917768221658,-0.0649315463533722,-0.060583041995311546,-0.05276120204183158,-0.06072341037036186,-0.061830150869526174,-0.059917587289357206,-0.049403912272598174,-0.06806229144427992,-0.072304699430989,,-0.0659239420319129,-0.06207917132477554,-0.06713820667958309,-0.05036886218750096,-0.08481693072024306,-0.06690742303085057,-0.06021970370910643,-0.047196601533305106,-0.056495283030106994,-0.07486351060388478,-0.07001012348400155,-0.09110373015936783,-0.05704299764779566,-0.032037329653492354,,-0.06400652888038637,,-0.07269422116106097,-0.050990837571950304
2010-04,-0.0852341754768219,-0.08438014841071333,-0.07070392513553403,-0.08213727859741975,-0.07227935521472727,-0.07370660508192516,-0.07867077153213932,-0.08169619267273116,-0.07767960137424083,-0.08298171217417982,,-0.08031380902931871,-0.07191617397017099,-0.0907878637300132,-0.07006447366116828,-0.08592662187761196,-0.07660509194366824,-0.0755019427810501,-0.07366036894290573,-0.0698969521250033,-0.05931056012422933,-0.08448182789561663,-0.08656598855586747,-0.08223215767092498,-0.06974118998154363,,-0.08174890765247894,,-0.08557269195734057,-0.07434333460553362
2010-05,-0.10178823795836867,-0.10118292712042398,-0.1057224942644114,-0.08630709519561912,-0.06568186603564344,-0.09639067023166592,-0.10716922033576863,-0.09981767254370418,-0.0881192951880206,-0.0691857622753073,,-0.09763375302098244,-0.09827501320830814,-0.08941508671636172,-0.07785002561907946,-0.09073333080234242,-0.098159748551622,-0.09807138403023825,-0.09058029377513227,-0.06435521005514998,-0.09059561736004926,-0.09279117839493868,-0.09999463700885913,-0.10864294659634868,-0.08200975929072125,,-0.0926189636239208,,-0.10162172448222231,-0.09829903460778054
2010-06,0.16204145544610754,0.15542634069471986,0.1564354957888698,0.151071195516483,0.14677785477618394,0.1477465928215094,0.16263705115802296,0.15403093179139807,0.14888256089349705,0.15841379651261134,,0.1632742220206694,0.1486053621380528,0.14947270732882564,0.14476713281638745,0.16056662064177085,0.13736455181232757,0.14953316765815583,0.16203365434037922,0.1527473762740849,0.18024775943228255,0.1615560091408201,0.17417753305160658,0.1502509877035855,0.14273678228991507,,0.15964095907152448,,0.1542463918766581,0.1503131233429251
2010-07,0.09746187082781609,0.10953315452293118,0.10439013466233585,0.07685449019682958,0.07004715458719424,0.1052737384629129,0.10034373199093863,0.09278441224029671,0.0827015100837672,0.07717023891229241,0.09574195821004264,0.06769210621628513,0.10223272159282294,0.08429060558252924,0.08279837657024729,0.09217835628873834,0.09383836154229845,0.08087690308666796,0.09510633199971023,0.08672015410320909,0.12492200327395242,0.08558988688391912,0.09313874702853461,0.12271147894093677,0.08512248422397481,,0.0937206677859305,,0.11190061368127746,0.09152430414039135
2010-08,0.026437113045105643,0.01638561679344015,0.025026224271401793,0.007663400189170488,-0.01624736096010885,0.02816910510399542,0.01952911279801648,0.014084164463699676,-0.002730266140257989,0.00015669882661479732,0.019717380004004713,0.014318126810550927,0.014849547817765037,0.013919288269965153,-0.008134310485392371,0.013323673783733088,0.015721466073963842,0.008197606008861033,0.003564988687344815,-0.006760763365213544,0.035573934095785596,0.014984448533341911,0.028773719594148876,0.015123718981322698,0.015418370091066308,,0.016604011576460256,,0.0161105185425181,0.02145424191832418
