,ic
2010-04,-0.020370833398152037
2010-05,-0.05089417036526878
2010-07,0.29421508045932093
2010-08,0.02400773598296434
2010-09,-0.05637474382527273
2010-10,0.059721847659631844
2010-11,0.009917829807896428
2011-02,0.07020602383818254
2011-03,0.08314287278269866
2011-04,-0.00924850757910882
2011-05,0.04541348746233395
2011-07,0.07838773815815261
2011-08,0.02109726446545961
2011-09,0.0406619391409435
2011-10,0.05744479934712433
2011-11,-0.04207877914413345
2012-02,0.034941317785022935
2012-03,0.06252827652050016
2012-04,0.003981583638319972
2012-05,0.09675654366190094
2012-07,0.2273083660252123
2012-08,-0.006412646381630323
2012-09,0.05057086385252185
2012-10,0.04510514713707383
2012-11,-0.07118941002540109
2013-02,0.09855775378021339
2013-03,-0.013245150058909395
2013-04,-0.026510223404604277
2013-05,0.09972970776522498
2013-07,-0.09810282886846872
2013-08,0.0022090596505705156
2013-09,0.052983041148619694
2013-10,0.04397547052339034
2013-11,0.07841463080361105
2014-02,0.05476165794203599
2014-03,0.016112144326947537
2014-04,0.023906925828676824
2014-05,0.12231335528132305
2014-07,0.314027761387125
2014-08,0.0650454767762159
2014-09,-0.01944640873082551
2014-10,-0.01801039279846583
2014-11,-0.06733808208585718
2015-02,0.21745067396057732
2015-03,0.11772832468832164
2015-04,0.056054669042429284
2015-05,0.012984735261389121
2015-07,-0.04733885990406632
2015-08,0.11701023263208875
2015-09,0.0378739164678997
2015-10,0.012201199272597659
2015-11,0.05932300678310012
2016-02,0.2860455244074981
2016-03,0.0909276850685649
2016-04,0.029641075989754757
2016-05,0.04395773218765886
2016-07,-0.03679595264146604
2016-08,0.02435309654711815
2016-09,0.006396547400805419
2016-10,-0.03952319765318573
2016-11,0.01665953700326928
2017-02,-0.18511827115993243
2017-03,-0.01926357725221262
2017-04,-0.0653536605117621
2017-05,0.04794853657477465
2017-07,0.15700754525885993
2017-08,0.006923574089184999
2017-09,-0.012195185517213996
2017-10,0.0005690100563566375
2017-11,0.013957607815038575
2018-03,0.0013657850999391121
2018-04,-0.027784237479500856
2018-05,0.00596143143063739
2018-07,-0.1060647191513578
2018-08,-0.00545155335012138
2018-09,-0.009763949960633796
2018-10,0.004435217848397306
2018-11,-0.009958560247605422
2019-03,-0.04271665742035192
2019-04,0.06384974968663275
2019-05,0.023446200197611296
2019-07,0.04332089017095465
2019-08,-0.008550027140040937
2019-09,0.015430362121189952
2019-10,-0.05338816473163074
2019-11,-0.028745007819990714
2020-03,-0.10717847101417624
2020-04,-0.035564197011429474
2020-05,0.006914103825149389
2020-07,0.10143896090381961
2020-08,0.048391129002224226
2020-09,-0.007167020694994673
2020-10,0.005075603383992756
2020-11,0.03058881198166435
2021-03,0.0022477028136579755
2021-04,-0.03459102509370864
2021-05,0.05076862652990831
2021-07,-0.09935041604370806
2021-08,-0.047214739408286174
2021-09,-0.028421777564042183
2021-10,0.04324491431514637
2021-11,-0.011017757360882827
2022-03,0.04140108478990052
2022-04,0.009529438973969665
2022-05,-0.006784528259369304
2022-08,0.04388814700150793
2022-09,0.00207461915467867
2022-10,0.006039231193178942
2022-11,-0.01805282857161107
2023-03,0.158353056659551
2023-04,0.05759001574062688
2023-05,0.0803152771932332
2023-08,0.01698960086926488
2023-09,-0.06384039502551214
2023-10,0.08315160166344183
2023-11,0.016870500178713586
2024-03,0.186256108140883
2024-04,0.028176630642608856
2024-05,0.013398574081846698
2024-08,-0.06500062549464106
2024-09,0.05066347902071058
2024-10,0.04613525637638111
2024-11,0.04822944010786663
2025-03,-0.02408234874283529
2025-04,0.07584065446015623
2025-05,0.05954943065227311
2025-08,0.00988939130415001
2025-09,0.09649874708804387
2025-10,0.016072248929614747
2025-11,-0.0084002040464909
2026-03,-0.11112487909730935
2026-04,-0.02622022042752362
2026-05,-0.020881463825168926
